facility,year,month,days_over_90f,days_over_95f,days_skarha10,dental_mh_overtime,modified_programs_days,deaths_unexpected,ed_hospital_rate,vacancy_all,vacancy_medical,vacancy_dental,vacancy_mh,crowding_pct,ac_type,security_level,post_ac
CHCF,2020,7,30,19,2,,,,54.1,16.0,13.0,5.0,44.0,87.3,mechanical,,0
CHCF,2020,8,29,20,6,,,,39.8,16.0,12.0,5.0,46.0,85.7,mechanical,,0
CHCF,2020,9,18,8,3,,,,44.3,16.0,12.0,5.0,46.0,83.4,mechanical,,0
CHCF,2020,10,12,2,0,,,,46.5,17.0,13.0,5.0,48.0,82.7,mechanical,,0
CHCF,2020,11,0,0,0,,,,43.0,17.0,13.0,5.0,50.0,81.3,mechanical,,0
CHCF,2020,12,0,0,0,,,,45.0,16.0,12.0,5.0,50.0,79.9,mechanical,,0
CHCF,2021,1,0,0,0,,,,54.1,16.0,13.0,5.0,43.0,80.6,mechanical,,0
CHCF,2021,2,0,0,0,,,,46.1,16.0,12.0,5.0,44.0,82.5,mechanical,,0
CHCF,2021,3,0,0,0,,,,47.3,16.0,13.0,5.0,43.0,82.9,mechanical,,0
CHCF,2021,4,0,0,0,,,,50.0,16.0,13.0,5.0,44.0,83.2,mechanical,,0
CHCF,2021,5,5,1,0,,,,62.2,13.0,10.0,5.0,40.0,84.3,mechanical,,0
CHCF,2021,6,16,9,3,,,,52.8,14.0,12.0,5.0,41.0,84.1,mechanical,,0
CHCF,2021,7,29,17,2,224.85,4.91,,60.7,48.0,45.0,0.0,75.0,82.5,mechanical,,0
CHCF,2021,8,22,14,0,183.55,9.02,,52.3,49.0,45.0,0.0,76.0,81.8,mechanical,,0
CHCF,2021,9,14,9,0,173.8,5.99,2.0,52.0,50.0,46.0,6.0,76.0,79.8,mechanical,,0
CHCF,2021,10,2,0,0,121.25,4.06,1.0,57.3,50.0,46.0,11.0,77.0,76.6,mechanical,,0
CHCF,2021,11,0,0,0,176.75,2.94,2.0,49.7,50.0,46.0,11.0,78.0,74.7,mechanical,,0
CHCF,2021,12,0,0,0,120.0,4.55,,63.5,51.0,47.0,11.0,78.0,75.2,mechanical,,0
CHCF,2022,1,0,0,0,104.0,25.97,1.0,54.4,53.0,50.0,11.0,77.0,73.9,mechanical,,0
CHCF,2022,2,0,0,0,121.65,17.97,1.0,66.5,52.0,48.0,6.0,77.0,72.5,mechanical,,0
CHCF,2022,3,0,0,0,106.5,7.38,,75.4,35.0,30.0,6.0,68.0,74.1,mechanical,,0
CHCF,2022,4,1,0,0,117.3,3.51,2.0,63.2,33.0,28.0,6.0,64.0,73.9,mechanical,,0
CHCF,2022,5,5,2,0,,,,61.9,32.0,28.0,0.0,61.0,74.9,mechanical,,0
CHCF,2022,6,17,11,1,,,,62.4,48.0,48.0,0.0,59.0,74.7,mechanical,,0
CHCF,2022,7,23,15,2,190.25,14.76,,63.7,31.0,27.0,11.0,60.0,75.4,mechanical,,0
CHCF,2022,8,26,14,2,125.5,9.79,1.0,68.0,30.0,26.0,6.0,58.0,77.1,mechanical,,0
CHCF,2022,9,16,10,8,177.0,12.7,2.0,71.1,30.0,26.0,6.0,57.0,77.6,mechanical,,0
CHCF,2022,10,6,0,0,156.75,4.43,,74.5,31.0,27.0,15.0,56.0,78.3,mechanical,,0
CHCF,2022,11,0,0,0,231.75,3.16,,89.2,31.0,28.0,15.0,56.0,78.9,mechanical,,0
CHCF,2022,12,0,0,0,121.75,12.3,5.0,67.2,32.0,29.0,15.0,57.0,80.4,mechanical,,0
CHCF,2023,1,0,0,0,182.5,9.3,1.0,58.6,32.0,28.0,15.0,56.0,81.3,mechanical,,0
CHCF,2023,2,0,0,0,255.5,9.58,2.0,68.2,31.0,27.0,10.0,55.0,82.3,mechanical,,0
CHCF,2023,3,0,0,0,206.5,7.7,3.0,57.7,31.0,28.0,5.0,56.0,83.9,mechanical,,0
CHCF,2023,4,2,0,0,249.5,3.29,,46.8,31.0,28.0,5.0,55.0,81.5,mechanical,,0
CHCF,2023,5,4,0,0,,,,34.2,31.0,28.0,5.0,56.0,79.9,mechanical,,0
CHCF,2023,6,5,1,0,,,,74.3,32.0,28.0,5.0,57.0,79.0,mechanical,,0
CHCF,2023,7,25,22,6,363.35,1.18,,65.4,32.0,29.0,5.0,56.0,79.2,mechanical,,0
CHCF,2023,8,26,14,2,349.0,4.62,1.0,80.4,32.0,29.0,5.0,56.0,79.0,mechanical,,0
CHCF,2023,9,9,0,0,395.0,4.15,,84.8,30.0,27.0,5.0,56.0,77.9,mechanical,,0
CHCF,2023,10,4,1,0,1442.75,1.55,2.0,72.7,30.0,26.0,5.0,56.0,76.5,mechanical,,0
CHCF,2023,11,0,0,0,922.25,0.85,,65.0,30.0,26.0,10.0,55.0,75.9,mechanical,,0
CHCF,2023,12,0,0,0,513.0,2.77,1.0,79.9,30.0,26.0,15.0,56.0,76.5,mechanical,,0
CHCF,2024,1,0,0,0,338.5,2.92,,72.8,30.0,26.0,15.0,55.0,75.8,mechanical,,0
CHCF,2024,2,0,0,0,277.15,3.1,1.0,77.8,29.0,25.0,15.0,55.0,74.9,mechanical,,0
CHCF,2024,3,0,0,0,252.75,0.0,,72.5,29.0,25.0,10.0,55.0,74.8,mechanical,,0
CHCF,2024,4,0,0,0,275.5,0.0,1.0,69.7,28.0,24.0,5.0,54.0,73.8,mechanical,,0
CHCF,2024,5,5,0,0,,,,72.3,27.0,23.0,5.0,54.0,72.9,mechanical,,0
CHCF,2024,6,20,13,0,,,,83.2,28.0,24.0,10.0,55.0,73.6,mechanical,,0
CHCF,2024,7,27,23,13,310.0,0.0,,91.2,27.0,24.0,10.0,53.0,73.6,mechanical,,0
CHCF,2024,8,24,12,1,226.0,2.04,,84.2,28.0,24.0,5.0,52.0,72.3,mechanical,,0
CHCF,2024,9,16,9,1,265.5,0.09,,84.1,27.0,24.0,0.0,52.0,71.8,mechanical,,0
CHCF,2024,10,8,8,2,325.75,0.04,,82.5,27.0,23.0,0.0,52.0,71.7,mechanical,,0
CHCF,2024,11,0,0,0,422.75,0.0,,90.0,27.0,23.0,0.0,52.0,71.1,mechanical,,0
CHCF,2024,12,0,0,0,262.0,0.0,1.0,88.1,27.0,23.0,0.0,51.0,71.1,mechanical,,0
CHCF,2025,1,0,0,0,447.0,0.45,,77.2,25.0,21.0,0.0,50.0,70.9,mechanical,,0
CHCF,2025,2,0,0,0,398.0,0.61,,88.9,25.0,21.0,0.0,49.0,70.4,mechanical,,0
CHCF,2025,3,0,0,0,508.25,0.1,,80.9,22.0,18.0,0.0,48.0,70.9,mechanical,,0
CHCF,2025,4,0,0,0,455.3,3.45,1.0,85.2,20.0,16.0,0.0,48.0,74.9,mechanical,,0
CHCF,2025,5,5,2,1,,,,76.8,20.0,16.0,0.0,48.0,78.2,mechanical,,0
CHCF,2025,6,16,5,0,,,,62.3,19.0,15.0,0.0,47.0,77.1,mechanical,,0
CHCF,2025,7,18,9,1,,,,69.8,16.0,10.0,0.0,49.0,77.2,mechanical,,0
CHCF,2025,8,26,16,3,,,,77.4,16.0,10.0,5.0,49.0,77.8,mechanical,,0
CHCF,2025,9,9,5,0,,,,78.5,16.0,10.0,5.0,49.0,79.0,mechanical,,0
CHCF,2025,10,1,0,0,,,,72.2,16.0,11.0,10.0,49.0,79.6,mechanical,,0
CHCF,2025,11,0,0,0,,,,81.6,17.0,11.0,20.0,48.0,79.1,mechanical,,0
CHCF,2025,12,0,0,0,,,,91.5,17.0,11.0,20.0,46.0,79.6,mechanical,,0
CIM,2016,1,0,0,0,,,,,,,,,115.1,mixed_ventilation_only,MAXIMUM,0
CIM,2016,2,3,0,0,,,,,,,,,115.2,mixed_ventilation_only,MAXIMUM,0
CIM,2016,3,0,0,0,,,,,,,,,116.0,mixed_ventilation_only,MAXIMUM,0
CIM,2016,4,6,1,0,,,,,,,,,115.2,mixed_ventilation_only,MAXIMUM,0
CIM,2016,5,2,0,0,,,,,,,,,120.1,mixed_ventilation_only,MAXIMUM,0
CIM,2016,6,16,11,5,,,,,,,,,119.4,mixed_ventilation_only,MAXIMUM,0
CIM,2016,7,23,13,8,,,,,,,,,121.9,mixed_ventilation_only,MAXIMUM,0
CIM,2016,8,25,10,3,,,,,,,,,123.2,mixed_ventilation_only,MAXIMUM,0
CIM,2016,9,14,6,2,,,,,,,,,124.5,mixed_ventilation_only,MAXIMUM,0
CIM,2016,10,10,5,0,,,,,,,,,121.7,mixed_ventilation_only,MAXIMUM,0
CIM,2016,11,6,1,0,,,,,,,,,122.3,mixed_ventilation_only,MAXIMUM,0
CIM,2016,12,0,0,0,,,,,,,,,118.7,mixed_ventilation_only,MAXIMUM,0
CIM,2017,1,0,0,0,,,,13.8,5.0,5.0,3.0,8.0,118.5,mixed_ventilation_only,MAXIMUM,0
CIM,2017,2,0,0,0,,,,13.2,7.0,5.0,10.0,9.0,117.4,mixed_ventilation_only,MAXIMUM,0
CIM,2017,3,1,0,0,,,,12.8,7.0,7.0,3.0,8.0,118.5,mixed_ventilation_only,MAXIMUM,0
CIM,2017,4,2,1,0,,,,14.2,5.0,5.0,3.0,6.0,117.7,mixed_ventilation_only,MAXIMUM,0
CIM,2017,5,9,2,0,,,,14.6,6.0,6.0,3.0,7.0,118.7,mixed_ventilation_only,MAXIMUM,0
CIM,2017,6,17,10,4,,,,13.4,5.0,6.0,3.0,4.0,120.5,mixed_ventilation_only,MAXIMUM,0
CIM,2017,7,29,13,4,,,,13.2,5.0,6.0,3.0,4.0,122.1,mixed_ventilation_only,MAXIMUM,0
CIM,2017,8,20,14,7,,,,17.1,6.0,7.0,3.0,5.0,121.3,mixed_ventilation_only,MAXIMUM,0
CIM,2017,9,15,8,3,,,,13.4,7.0,7.0,6.0,8.0,120.8,mixed_ventilation_only,MAXIMUM,0
CIM,2017,10,16,10,3,,,,11.8,9.0,9.0,6.0,9.0,119.0,mixed_ventilation_only,MAXIMUM,0
CIM,2017,11,3,2,0,,,,12.9,6.0,6.0,3.0,7.0,117.1,mixed_ventilation_only,MAXIMUM,0
CIM,2017,12,0,0,0,,,,17.6,6.0,6.0,3.0,7.0,117.4,mixed_ventilation_only,MAXIMUM,0
CIM,2018,1,0,0,0,,,,14.9,6.0,6.0,0.0,8.0,117.7,mixed_ventilation_only,MAXIMUM,0
CIM,2018,2,0,0,0,,,,13.9,4.0,6.0,0.0,-3.0,119.2,mixed_ventilation_only,MAXIMUM,0
CIM,2018,3,0,0,0,,,,13.2,4.0,6.0,0.0,2.0,119.9,mixed_ventilation_only,MAXIMUM,0
CIM,2018,4,2,1,0,,,,18.2,5.0,7.0,3.0,2.0,117.6,mixed_ventilation_only,MAXIMUM,0
CIM,2018,5,3,0,0,,,,13.5,5.0,6.0,3.0,3.0,119.5,mixed_ventilation_only,MAXIMUM,0
CIM,2018,6,8,1,0,,,,13.6,5.0,6.0,3.0,3.0,120.3,mixed_ventilation_only,MAXIMUM,0
CIM,2018,7,27,23,10,,,,15.0,6.0,7.0,3.0,3.0,123.2,mixed_ventilation_only,MAXIMUM,0
CIM,2018,8,25,10,4,,,,20.2,8.0,10.0,9.0,3.0,125.6,mixed_ventilation_only,MAXIMUM,0
CIM,2018,9,13,5,0,,,,18.4,6.0,7.0,6.0,6.0,125.6,mixed_ventilation_only,MAXIMUM,0
CIM,2018,10,3,0,0,,,,20.7,6.0,6.0,13.0,4.0,118.6,mixed_ventilation_only,MAXIMUM,0
CIM,2018,11,1,0,0,,,,16.4,6.0,6.0,6.0,4.0,116.8,mixed_ventilation_only,MAXIMUM,0
CIM,2018,12,0,0,0,,,,17.7,4.0,4.0,3.0,6.0,120.9,mixed_ventilation_only,MAXIMUM,0
CIM,2019,1,0,0,0,,,,21.4,5.0,5.0,3.0,7.0,123.1,mixed_ventilation_only,MAXIMUM,0
CIM,2019,2,0,0,0,,,,19.0,11.0,10.0,6.0,18.0,125.8,mixed_ventilation_only,MAXIMUM,0
CIM,2019,3,0,0,0,,,,13.8,10.0,9.0,6.0,20.0,126.5,mixed_ventilation_only,MAXIMUM,0
CIM,2019,4,0,0,0,,,,17.6,9.0,8.0,9.0,15.0,123.5,mixed_ventilation_only,MAXIMUM,0
CIM,2019,5,0,0,0,,,,11.6,10.0,8.0,9.0,17.0,123.1,mixed_ventilation_only,MAXIMUM,0
CIM,2019,6,5,3,2,,,,14.9,10.0,8.0,6.0,18.0,123.2,mixed_ventilation_only,MAXIMUM,0
CIM,2019,7,17,7,2,,,,15.1,11.0,10.0,6.0,16.0,122.4,mixed_ventilation_only,MAXIMUM,0
CIM,2019,8,20,11,0,,,,16.2,10.0,11.0,3.0,10.0,122.1,mixed_ventilation_only,MAXIMUM,0
CIM,2019,9,14,8,1,,,,16.3,12.0,14.0,0.0,9.0,121.1,mixed_ventilation_only,MAXIMUM,0
CIM,2019,10,10,2,0,,,,14.7,9.0,10.0,0.0,8.0,123.7,mixed_ventilation_only,MAXIMUM,0
CIM,2019,11,4,0,0,,,,16.9,8.0,9.0,0.0,8.0,122.8,mixed_ventilation_only,MAXIMUM,0
CIM,2019,12,0,0,0,,,,15.5,7.0,7.0,6.0,10.0,122.5,mixed_ventilation_only,MAXIMUM,0
CIM,2020,1,0,0,0,,,,19.5,6.0,6.0,6.0,8.0,121.9,mixed_ventilation_only,MAXIMUM,0
CIM,2020,2,0,0,0,,,,17.2,8.0,8.0,3.0,9.0,119.4,mixed_ventilation_only,MAXIMUM,0
CIM,2020,3,0,0,0,,,,14.4,9.0,8.0,3.0,12.0,118.1,mixed_ventilation_only,MAXIMUM,0
CIM,2020,4,5,2,0,,,,12.4,9.0,8.0,3.0,13.0,112.8,mixed_ventilation_only,MAXIMUM,0
CIM,2020,5,8,3,0,,,,18.2,9.0,8.0,0.0,15.0,104.1,mixed_ventilation_only,MAXIMUM,0
CIM,2020,6,8,4,2,,,,14.1,10.0,9.0,0.0,14.0,99.3,mixed_ventilation_only,MAXIMUM,0
CIM,2020,7,26,8,4,,,,10.1,10.0,10.0,3.0,12.0,85.9,mixed_ventilation_only,MAXIMUM,0
CIM,2020,8,25,19,11,,,,13.6,9.0,8.0,3.0,13.0,82.3,mixed_ventilation_only,MAXIMUM,0
CIM,2020,9,24,12,7,,,,24.1,5.0,6.0,3.0,-1.0,77.1,mixed_ventilation_only,MAXIMUM,0
CIM,2020,10,13,11,6,,,,29.7,8.0,9.0,3.0,7.0,73.2,mixed_ventilation_only,MAXIMUM,0
CIM,2020,11,4,0,0,,,,15.1,9.0,10.0,3.0,7.0,69.6,mixed_ventilation_only,MAXIMUM,0
CIM,2020,12,0,0,0,,,,11.6,9.0,10.0,3.0,9.0,68.1,mixed_ventilation_only,MAXIMUM,0
CIM,2021,1,1,0,0,,,,13.6,8.0,9.0,3.0,8.0,65.7,mixed_ventilation_only,MAXIMUM,0
CIM,2021,2,0,0,0,,,,18.3,9.0,10.0,6.0,6.0,64.0,mixed_ventilation_only,MAXIMUM,0
CIM,2021,3,0,0,0,,,,15.2,8.0,8.0,3.0,6.0,62.4,mixed_ventilation_only,MAXIMUM,0
CIM,2021,4,2,2,0,,,,15.5,-1.0,-2.0,3.0,6.0,65.4,mixed_ventilation_only,MAXIMUM,0
CIM,2021,5,2,0,0,,,,9.2,4.0,4.0,3.0,6.0,70.2,mixed_ventilation_only,MAXIMUM,0
CIM,2021,6,14,5,1,,,,11.5,5.0,4.0,3.0,8.0,77.7,mixed_ventilation_only,MAXIMUM,0
CIM,2021,7,22,4,0,202.4,0.0,,15.5,4.0,4.0,-7.0,9.0,87.4,mixed_ventilation_only,MAXIMUM,0
CIM,2021,8,21,13,4,216.3,0.0,1.0,13.1,6.0,5.0,-7.0,12.0,90.8,mixed_ventilation_only,MAXIMUM,0
CIM,2021,9,16,9,2,147.42,0.0,,12.1,5.0,4.0,-3.0,12.0,92.8,mixed_ventilation_only,MAXIMUM,0
CIM,2021,10,8,4,0,150.08,0.0,,11.8,6.0,6.0,-3.0,9.0,95.8,mixed_ventilation_only,MAXIMUM,0
CIM,2021,11,4,0,0,204.28,0.58,,14.2,6.0,6.0,-3.0,7.0,98.2,mixed_ventilation_only,MAXIMUM,0
CIM,2021,12,0,0,0,140.26,4.57,,13.3,6.0,6.0,-3.0,10.0,99.3,mixed_ventilation_only,MAXIMUM,0
CIM,2022,1,0,0,0,213.88,29.44,,10.4,10.0,9.0,-3.0,20.0,93.3,mixed_ventilation_only,MAXIMUM,0
CIM,2022,2,0,0,0,174.89,16.17,2.0,13.8,11.0,10.0,-3.0,23.0,92.2,mixed_ventilation_only,MAXIMUM,0
CIM,2022,3,1,0,0,175.08,1.24,,13.4,11.0,9.0,0.0,23.0,93.0,mixed_ventilation_only,MAXIMUM,0
CIM,2022,4,3,3,0,168.0,0.06,1.0,14.4,10.0,10.0,0.0,19.0,97.7,mixed_ventilation_only,MAXIMUM,0
CIM,2022,5,2,1,0,,,,10.3,11.0,10.0,-4.0,22.0,108.0,mixed_ventilation_only,MAXIMUM,0
CIM,2022,6,17,10,1,,,,9.3,9.0,9.0,-4.0,18.0,110.9,mixed_ventilation_only,MAXIMUM,0
CIM,2022,7,23,4,0,187.62,3.82,,12.6,13.0,9.0,13.0,28.0,114.6,mixed_ventilation_only,MAXIMUM,0
CIM,2022,8,25,14,3,157.14,10.0,,15.6,14.0,11.0,7.0,27.0,118.1,mixed_ventilation_only,MAXIMUM,0
CIM,2022,9,18,13,9,62.0,10.32,1.0,13.2,13.0,11.0,4.0,26.0,120.6,mixed_ventilation_only,MAXIMUM,0
CIM,2022,10,3,0,0,162.86,7.65,,7.7,13.0,11.0,10.0,23.0,115.4,mixed_ventilation_only,MAXIMUM,0
CIM,2022,11,0,0,0,179.6,0.24,,9.3,11.0,9.0,7.0,22.0,108.9,mixed_ventilation_only,MAXIMUM,0
CIM,2022,12,0,0,0,143.25,1.13,,11.2,14.0,12.0,7.0,25.0,109.9,mixed_ventilation_only,MAXIMUM,0
CIM,2023,1,0,0,0,198.9,1.82,,13.5,11.0,9.0,7.0,23.0,104.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,2,0,0,0,163.2,0.0,,11.0,13.0,10.0,7.0,25.0,99.3,mixed_ventilation_only,MAXIMUM,0
CIM,2023,3,0,0,0,80.35,0.0,,13.0,14.0,12.0,7.0,23.0,86.4,mixed_ventilation_only,MAXIMUM,0
CIM,2023,4,0,0,0,110.95,0.0,2.0,13.2,12.0,11.0,7.0,19.0,138.6,mixed_ventilation_only,MAXIMUM,0
CIM,2023,5,0,0,0,,,,8.8,13.0,12.0,7.0,21.0,136.9,mixed_ventilation_only,MAXIMUM,0
CIM,2023,6,1,0,0,,,,8.6,14.0,14.0,10.0,20.0,140.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,7,24,17,4,97.2,0.0,,14.8,9.0,11.0,7.0,4.0,143.1,mixed_ventilation_only,MAXIMUM,0
CIM,2023,8,21,11,3,84.6,0.0,,10.0,10.0,11.0,11.0,5.0,146.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,9,5,3,0,94.75,0.0,,13.7,10.0,9.0,7.0,18.0,147.5,mixed_ventilation_only,MAXIMUM,0
CIM,2023,10,10,5,0,741.0,0.0,,19.9,11.0,11.0,7.0,15.0,147.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,11,0,0,0,1091.0,0.0,1.0,19.1,11.0,10.0,11.0,15.0,147.6,mixed_ventilation_only,MAXIMUM,0
CIM,2023,12,0,0,0,1104.0,0.0,1.0,13.6,12.0,11.0,14.0,18.0,143.6,mixed_ventilation_only,MAXIMUM,0
CIM,2024,1,0,0,0,1112.0,0.0,,14.3,18.0,13.0,11.0,37.0,136.8,mixed_ventilation_only,MAXIMUM,0
CIM,2024,2,0,0,0,976.0,0.0,,10.5,16.0,12.0,14.0,32.0,136.0,mixed_ventilation_only,MAXIMUM,0
CIM,2024,3,0,0,0,952.0,0.0,,16.4,16.0,12.0,11.0,34.0,137.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,4,0,0,0,512.0,0.0,,15.2,15.0,11.0,7.0,33.0,138.4,mixed_ventilation_only,MAXIMUM,0
CIM,2024,5,0,0,0,,,,16.9,13.0,8.0,11.0,32.0,138.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,6,9,4,1,,,,16.4,12.0,7.0,11.0,29.0,139.9,mixed_ventilation_only,MAXIMUM,0
CIM,2024,7,30,11,1,662.0,0.0,,17.3,11.0,7.0,11.0,28.0,140.3,mixed_ventilation_only,MAXIMUM,0
CIM,2024,8,23,11,4,576.0,0.0,,20.2,12.0,8.0,15.0,28.0,139.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,9,12,10,6,618.0,0.0,,22.0,12.0,7.0,15.0,27.0,149.8,mixed_ventilation_only,MAXIMUM,0
CIM,2024,10,14,8,3,299.0,0.0,,24.8,11.0,7.0,19.0,26.0,145.5,mixed_ventilation_only,MAXIMUM,0
CIM,2024,11,0,0,0,171.5,0.0,,21.7,11.0,6.0,19.0,25.0,143.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,12,0,0,0,138.0,0.0,,24.4,11.0,7.0,15.0,23.0,144.7,mixed_ventilation_only,MAXIMUM,0
CIM,2025,1,0,0,0,163.5,0.0,,21.6,14.0,11.0,15.0,27.0,139.5,mixed_ventilation_only,MAXIMUM,0
CIM,2025,2,1,0,0,92.0,0.0,,18.5,15.0,11.0,19.0,27.0,144.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,3,1,0,0,49.5,0.0,,13.8,15.0,12.0,15.0,25.0,146.3,mixed_ventilation_only,MAXIMUM,1
CIM,2025,4,0,0,0,45.0,0.0,,20.7,16.0,13.0,15.0,26.0,144.1,mixed_ventilation_only,MAXIMUM,1
CIM,2025,5,8,4,3,,,,20.8,15.0,13.0,11.0,23.0,141.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,6,9,5,0,,,,18.5,15.0,13.0,11.0,22.0,141.4,mixed_ventilation_only,MAXIMUM,1
CIM,2025,7,10,2,0,,,,27.8,15.0,11.0,11.0,26.0,139.9,mixed_ventilation_only,MAXIMUM,1
CIM,2025,8,25,12,5,,,,18.9,15.0,11.0,11.0,28.0,139.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,9,13,11,1,,,,20.6,16.0,13.0,15.0,26.0,142.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,10,5,2,0,,,,15.4,16.0,13.0,15.0,26.0,141.9,mixed_ventilation_only,MAXIMUM,1
CIM,2025,11,2,0,0,,,,14.8,18.0,15.0,22.0,26.0,139.2,mixed_ventilation_only,MAXIMUM,1
CIM,2025,12,0,0,0,,,,20.2,12.0,11.0,17.0,15.0,143.0,mixed_ventilation_only,MAXIMUM,1
CIW,2016,1,0,0,0,,,,,,,,,135.8,mixed_evaporative,MAXIMUM,0
CIW,2016,2,3,0,0,,,,,,,,,130.3,mixed_evaporative,MAXIMUM,0
CIW,2016,3,0,0,0,,,,,,,,,132.5,mixed_evaporative,MAXIMUM,0
CIW,2016,4,6,1,0,,,,,,,,,131.0,mixed_evaporative,MAXIMUM,0
CIW,2016,5,3,0,0,,,,,,,,,129.3,mixed_evaporative,MAXIMUM,0
CIW,2016,6,16,13,5,,,,,,,,,131.8,mixed_evaporative,MAXIMUM,0
CIW,2016,7,26,15,8,,,,,,,,,132.1,mixed_evaporative,MAXIMUM,0
CIW,2016,8,26,12,3,,,,,,,,,132.7,mixed_evaporative,MAXIMUM,0
CIW,2016,9,16,9,4,,,,,,,,,131.8,mixed_evaporative,MAXIMUM,0
CIW,2016,10,10,5,0,,,,,,,,,132.0,mixed_evaporative,MAXIMUM,0
CIW,2016,11,6,1,0,,,,,,,,,134.4,mixed_evaporative,MAXIMUM,0
CIW,2016,12,0,0,0,,,,,,,,,136.6,mixed_evaporative,MAXIMUM,0
CIW,2017,1,0,0,0,,,,21.6,11.0,11.0,0.0,13.0,138.4,mixed_evaporative,MAXIMUM,0
CIW,2017,2,0,0,0,,,,23.7,11.0,10.0,13.0,13.0,137.8,mixed_evaporative,MAXIMUM,0
CIW,2017,3,1,0,0,,,,15.8,12.0,12.0,5.0,14.0,139.8,mixed_evaporative,MAXIMUM,0
CIW,2017,4,3,2,0,,,,17.4,10.0,11.0,5.0,10.0,137.5,mixed_evaporative,MAXIMUM,0
CIW,2017,5,9,2,0,,,,20.8,11.0,12.0,5.0,10.0,133.0,mixed_evaporative,MAXIMUM,0
CIW,2017,6,17,10,3,,,,23.4,11.0,11.0,5.0,11.0,134.9,mixed_evaporative,MAXIMUM,0
CIW,2017,7,29,18,4,,,,30.0,14.0,16.0,10.0,10.0,134.5,mixed_evaporative,MAXIMUM,0
CIW,2017,8,21,16,7,,,,21.2,15.0,16.0,20.0,11.0,132.2,mixed_evaporative,MAXIMUM,0
CIW,2017,9,16,9,4,,,,13.8,13.0,14.0,15.0,10.0,133.0,mixed_evaporative,MAXIMUM,0
CIW,2017,10,16,11,3,,,,14.1,13.0,14.0,10.0,9.0,131.3,mixed_evaporative,MAXIMUM,0
CIW,2017,11,3,1,0,,,,26.2,10.0,11.0,5.0,9.0,130.7,mixed_evaporative,MAXIMUM,0
CIW,2017,12,0,0,0,,,,13.7,10.0,11.0,5.0,10.0,131.2,mixed_evaporative,MAXIMUM,0
CIW,2018,1,0,0,0,,,,17.3,10.0,10.0,5.0,12.0,131.4,mixed_evaporative,MAXIMUM,0
CIW,2018,2,0,0,0,,,,15.5,9.0,8.0,5.0,11.0,130.1,mixed_evaporative,MAXIMUM,0
CIW,2018,3,0,0,0,,,,12.3,9.0,9.0,5.0,11.0,128.2,mixed_evaporative,MAXIMUM,0
CIW,2018,4,3,2,0,,,,13.9,9.0,8.0,5.0,14.0,130.0,mixed_evaporative,MAXIMUM,0
CIW,2018,5,3,1,0,,,,15.1,9.0,8.0,5.0,13.0,128.6,mixed_evaporative,MAXIMUM,0
CIW,2018,6,13,1,0,,,,15.8,10.0,8.0,5.0,18.0,129.1,mixed_evaporative,MAXIMUM,0
CIW,2018,7,28,25,11,,,,13.8,16.0,14.0,5.0,23.0,130.8,mixed_evaporative,MAXIMUM,0
CIW,2018,8,27,13,4,,,,16.6,16.0,15.0,5.0,24.0,133.8,mixed_evaporative,MAXIMUM,0
CIW,2018,9,16,7,1,,,,19.5,16.0,14.0,5.0,24.0,134.9,mixed_evaporative,MAXIMUM,0
CIW,2018,10,4,0,0,,,,22.2,15.0,14.0,5.0,22.0,133.3,mixed_evaporative,MAXIMUM,0
CIW,2018,11,1,0,0,,,,15.1,12.0,12.0,5.0,16.0,134.7,mixed_evaporative,MAXIMUM,0
CIW,2018,12,0,0,0,,,,18.3,10.0,10.0,5.0,13.0,135.1,mixed_evaporative,MAXIMUM,0
CIW,2019,1,0,0,0,,,,20.9,9.0,8.0,5.0,14.0,132.2,mixed_evaporative,MAXIMUM,0
CIW,2019,2,0,0,0,,,,20.7,13.0,9.0,10.0,27.0,131.3,mixed_evaporative,MAXIMUM,0
CIW,2019,3,0,0,0,,,,14.0,13.0,9.0,5.0,26.0,128.5,mixed_evaporative,MAXIMUM,0
CIW,2019,4,0,0,0,,,,17.2,14.0,9.0,5.0,28.0,125.8,mixed_evaporative,MAXIMUM,0
CIW,2019,5,0,0,0,,,,17.7,13.0,7.0,5.0,29.0,127.5,mixed_evaporative,MAXIMUM,0
CIW,2019,6,6,3,2,,,,11.8,12.0,7.0,5.0,27.0,128.6,mixed_evaporative,MAXIMUM,0
CIW,2019,7,20,9,2,,,,15.4,15.0,13.0,10.0,24.0,125.3,mixed_evaporative,MAXIMUM,0
CIW,2019,8,27,15,1,,,,10.1,12.0,12.0,10.0,13.0,121.7,mixed_evaporative,MAXIMUM,0
