facility,year,month,days_over_90f,days_over_95f,days_skarha10,dental_mh_overtime,modified_programs_days,deaths_unexpected,ed_hospital_rate,vacancy_all,vacancy_medical,vacancy_dental,vacancy_mh,crowding_pct,ac_type,security_level,post_ac
ASP,2016,1,0,0,0,,,,,,,,,113.2,evaporative,MEDIUM,0
ASP,2016,2,0,0,0,,,,,,,,,113.2,evaporative,MEDIUM,0
ASP,2016,3,0,0,0,,,,,,,,,109.8,evaporative,MEDIUM,0
ASP,2016,4,3,0,0,,,,,,,,,109.3,evaporative,MEDIUM,0
ASP,2016,5,9,2,0,,,,,,,,,111.7,evaporative,MEDIUM,0
ASP,2016,6,22,17,2,,,,,,,,,110.4,evaporative,MEDIUM,0
ASP,2016,7,30,24,9,,,,,,,,,110.4,evaporative,MEDIUM,0
ASP,2016,8,31,26,1,,,,,,,,,111.1,evaporative,MEDIUM,0
ASP,2016,9,21,14,0,,,,,,,,,111.9,evaporative,MEDIUM,0
ASP,2016,10,1,0,0,,,,,,,,,111.4,evaporative,MEDIUM,0
ASP,2016,11,0,0,0,,,,,,,,,114.9,evaporative,MEDIUM,0
ASP,2016,12,0,0,0,,,,,,,,,114.6,evaporative,MEDIUM,0
ASP,2017,1,0,0,0,,,,6.4,15.0,7.0,14.0,46.0,114.5,evaporative,MEDIUM,0
ASP,2017,2,0,0,0,,,,6.4,17.0,10.0,11.0,48.0,116.0,evaporative,MEDIUM,0
ASP,2017,3,0,0,0,,,,3.3,17.0,11.0,5.0,48.0,123.9,evaporative,MEDIUM,0
ASP,2017,4,0,0,0,,,,4.4,16.0,10.0,8.0,48.0,125.5,evaporative,MEDIUM,0
ASP,2017,5,10,6,0,,,,3.9,16.0,10.0,3.0,51.0,125.9,evaporative,MEDIUM,0
ASP,2017,6,23,15,4,,,,6.4,15.0,8.0,6.0,49.0,126.8,evaporative,MEDIUM,0
ASP,2017,7,31,30,1,,,,3.6,17.0,13.0,8.0,42.0,126.6,evaporative,MEDIUM,0
ASP,2017,8,30,27,5,,,,4.1,14.0,10.0,3.0,37.0,131.2,evaporative,MEDIUM,0
ASP,2017,9,16,9,3,,,,3.8,11.0,6.0,0.0,39.0,132.0,evaporative,MEDIUM,0
ASP,2017,10,0,0,0,,,,8.6,11.0,6.0,0.0,39.0,132.5,evaporative,MEDIUM,0
ASP,2017,11,0,0,0,,,,3.8,9.0,5.0,0.0,34.0,133.0,evaporative,MEDIUM,0
ASP,2017,12,0,0,0,,,,4.9,9.0,5.0,0.0,34.0,139.5,evaporative,MEDIUM,0
ASP,2018,1,0,0,0,,,,4.6,10.0,3.0,0.0,41.0,142.4,evaporative,MEDIUM,0
ASP,2018,2,0,0,0,,,,2.3,8.0,3.0,0.0,33.0,145.1,evaporative,MEDIUM,0
ASP,2018,3,0,0,0,,,,1.5,9.0,5.0,3.0,30.0,146.5,evaporative,MEDIUM,0
ASP,2018,4,2,0,0,,,,3.6,8.0,5.0,3.0,27.0,145.7,evaporative,MEDIUM,0
ASP,2018,5,2,1,0,,,,4.1,9.0,6.0,6.0,27.0,148.0,evaporative,MEDIUM,0
ASP,2018,6,19,13,0,,,,2.4,10.0,7.0,3.0,27.0,148.3,evaporative,MEDIUM,0
ASP,2018,7,31,30,1,,,,4.2,10.0,7.0,3.0,26.0,147.5,evaporative,MEDIUM,0
ASP,2018,8,27,21,0,,,,3.7,9.0,7.0,3.0,24.0,148.6,evaporative,MEDIUM,0
ASP,2018,9,19,12,0,,,,4.8,10.0,7.0,5.0,24.0,149.5,evaporative,MEDIUM,0
ASP,2018,10,0,0,0,,,,2.3,9.0,7.0,3.0,23.0,147.5,evaporative,MEDIUM,0
ASP,2018,11,0,0,0,,,,2.1,8.0,5.0,5.0,20.0,144.7,evaporative,MEDIUM,0
ASP,2018,12,0,0,0,,,,2.8,10.0,7.0,8.0,23.0,143.8,evaporative,MEDIUM,0
ASP,2019,1,0,0,0,,,,6.0,11.0,7.0,11.0,22.0,140.8,evaporative,MEDIUM,0
ASP,2019,2,0,0,0,,,,4.2,13.0,10.0,11.0,24.0,141.5,evaporative,MEDIUM,0
ASP,2019,3,0,0,0,,,,4.4,12.0,10.0,11.0,24.0,138.5,evaporative,MEDIUM,0
ASP,2019,4,4,0,0,,,,3.3,12.0,11.0,5.0,24.0,136.6,evaporative,MEDIUM,0
ASP,2019,5,0,0,0,,,,0.7,14.0,12.0,5.0,29.0,129.3,evaporative,MEDIUM,0
ASP,2019,6,22,11,1,,,,3.4,13.0,11.0,5.0,27.0,128.2,evaporative,MEDIUM,0
ASP,2019,7,30,22,1,,,,3.7,14.0,13.0,3.0,27.0,128.5,evaporative,MEDIUM,0
ASP,2019,8,29,21,1,,,,3.7,12.0,13.0,3.0,17.0,129.4,evaporative,MEDIUM,0
ASP,2019,9,15,12,0,,,,3.2,12.0,13.0,3.0,18.0,133.0,evaporative,MEDIUM,0
ASP,2019,10,1,0,0,,,,3.7,12.0,13.0,3.0,18.0,137.0,evaporative,MEDIUM,0
ASP,2019,11,0,0,0,,,,4.8,11.0,11.0,3.0,21.0,136.6,evaporative,MEDIUM,0
ASP,2019,12,0,0,0,,,,3.9,13.0,12.0,11.0,21.0,138.2,evaporative,MEDIUM,0
ASP,2020,1,0,0,0,,,,3.3,11.0,10.0,5.0,23.0,144.0,evaporative,MEDIUM,0
ASP,2020,2,0,0,0,,,,4.5,13.0,12.0,5.0,25.0,144.6,evaporative,MEDIUM,0
ASP,2020,3,0,0,0,,,,3.5,13.0,12.0,5.0,25.0,147.1,evaporative,MEDIUM,0
ASP,2020,4,1,0,0,,,,2.5,12.0,11.0,5.0,28.0,143.7,evaporative,MEDIUM,0
ASP,2020,5,8,5,0,,,,3.1,11.0,9.0,3.0,28.0,142.4,evaporative,MEDIUM,0
ASP,2020,6,17,12,1,,,,4.2,10.0,8.0,0.0,28.0,138.5,evaporative,MEDIUM,0
ASP,2020,7,31,25,0,,,,3.9,10.0,8.0,0.0,26.0,131.0,evaporative,MEDIUM,0
ASP,2020,8,30,27,2,,,,2.6,10.0,8.0,0.0,29.0,127.6,evaporative,MEDIUM,0
ASP,2020,9,16,7,1,,,,4.3,11.0,10.0,0.0,29.0,121.8,evaporative,MEDIUM,0
ASP,2020,10,7,0,0,,,,6.4,10.0,10.0,0.0,18.0,118.9,evaporative,MEDIUM,0
ASP,2020,11,0,0,0,,,,3.4,11.0,12.0,3.0,18.0,116.8,evaporative,MEDIUM,0
ASP,2020,12,0,0,0,,,,6.7,12.0,13.0,3.0,18.0,114.1,evaporative,MEDIUM,0
ASP,2021,1,0,0,0,,,,6.1,11.0,11.0,3.0,16.0,112.5,evaporative,MEDIUM,0
ASP,2021,2,0,0,0,,,,11.4,10.0,10.0,3.0,16.0,110.7,evaporative,MEDIUM,0
ASP,2021,3,0,0,0,,,,3.8,11.0,12.0,3.0,16.0,107.3,evaporative,MEDIUM,0
ASP,2021,4,1,0,0,,,,4.8,10.0,10.0,3.0,16.0,106.8,evaporative,MEDIUM,0
ASP,2021,5,7,3,0,,,,4.5,8.0,9.0,3.0,13.0,108.5,evaporative,MEDIUM,0
ASP,2021,6,22,16,4,,,,6.2,9.0,10.0,3.0,13.0,115.6,evaporative,MEDIUM,0
ASP,2021,7,31,31,8,50.0,0.37,,3.8,8.0,8.0,3.0,11.0,116.7,evaporative,MEDIUM,0
ASP,2021,8,29,24,5,36.0,9.2,,4.1,8.0,8.0,3.0,15.0,122.0,evaporative,MEDIUM,0
ASP,2021,9,22,12,2,65.0,2.96,,4.4,8.0,8.0,5.0,15.0,124.1,evaporative,MEDIUM,0
ASP,2021,10,2,0,0,98.0,0.0,,5.9,8.0,8.0,5.0,15.0,126.0,evaporative,MEDIUM,0
ASP,2021,11,0,0,0,57.5,0.0,,6.1,10.0,10.0,8.0,16.0,129.2,evaporative,MEDIUM,0
ASP,2021,12,0,0,0,34.0,0.0,,5.9,10.0,10.0,8.0,13.0,132.0,evaporative,MEDIUM,0
ASP,2022,1,0,0,0,44.0,23.4,,2.8,13.0,11.0,5.0,31.0,128.3,evaporative,MEDIUM,0
ASP,2022,2,0,0,0,28.5,25.1,,4.3,13.0,11.0,5.0,32.0,128.6,evaporative,MEDIUM,0
ASP,2022,3,0,0,0,26.5,6.6,2.0,1.9,13.0,10.0,5.0,32.0,131.7,evaporative,MEDIUM,0
ASP,2022,4,2,0,0,52.5,0.13,,3.9,15.0,12.0,5.0,34.0,134.3,evaporative,MEDIUM,0
ASP,2022,5,7,2,0,,,,4.5,14.0,13.0,-3.0,32.0,138.5,evaporative,MEDIUM,0
ASP,2022,6,21,13,0,,,,4.8,13.0,12.0,-3.0,32.0,140.0,evaporative,MEDIUM,0
ASP,2022,7,28,25,2,31.5,6.77,,10.6,17.0,13.0,6.0,40.0,139.6,evaporative,MEDIUM,0
ASP,2022,8,31,28,6,59.0,6.48,,6.6,21.0,19.0,6.0,40.0,140.3,evaporative,MEDIUM,0
ASP,2022,9,19,15,8,44.5,17.37,,8.1,20.0,17.0,6.0,42.0,142.3,evaporative,MEDIUM,0
ASP,2022,10,10,0,0,53.0,1.24,,6.1,20.0,18.0,6.0,42.0,140.3,evaporative,MEDIUM,0
ASP,2022,11,0,0,0,19.0,2.16,,6.4,20.0,18.0,6.0,40.0,149.7,evaporative,MEDIUM,0
ASP,2022,12,0,0,0,65.0,3.51,,6.1,20.0,17.0,9.0,40.0,138.4,evaporative,MEDIUM,0
ASP,2023,1,0,0,0,41.0,0.0,,4.1,22.0,18.0,9.0,44.0,139.6,evaporative,MEDIUM,0
ASP,2023,2,0,0,0,15.5,0.0,,5.6,20.0,17.0,6.0,42.0,144.2,evaporative,MEDIUM,0
ASP,2023,3,0,0,0,44.56,0.0,,6.1,19.0,16.0,6.0,40.0,150.0,evaporative,MEDIUM,0
ASP,2023,4,3,0,0,47.3,0.28,,3.7,17.0,14.0,6.0,40.0,154.5,evaporative,MEDIUM,0
ASP,2023,5,10,4,0,,,,6.1,16.0,12.0,6.0,35.0,158.5,evaporative,MEDIUM,0
ASP,2023,6,9,2,0,,,,7.8,16.0,14.0,9.0,31.0,160.2,evaporative,MEDIUM,0
ASP,2023,7,29,26,7,99.5,0.58,,8.0,21.0,18.0,6.0,43.0,159.4,evaporative,MEDIUM,0
ASP,2023,8,27,22,3,64.0,2.46,,8.4,21.0,17.0,6.0,43.0,160.5,evaporative,MEDIUM,0
ASP,2023,9,13,2,0,80.5,0.0,,5.2,20.0,17.0,3.0,41.0,158.4,evaporative,MEDIUM,0
ASP,2023,10,5,1,0,608.0,0.0,,8.1,22.0,19.0,6.0,43.0,157.9,evaporative,MEDIUM,0
ASP,2023,11,0,0,0,358.5,0.0,,8.1,22.0,20.0,6.0,43.0,158.4,evaporative,MEDIUM,0
ASP,2023,12,0,0,0,440.5,0.0,1.0,7.7,21.0,18.0,6.0,43.0,159.3,evaporative,MEDIUM,0
ASP,2024,1,0,0,0,48.5,0.24,,6.0,19.0,16.0,3.0,41.0,162.2,evaporative,MEDIUM,0
ASP,2024,2,0,0,0,41.5,0.87,,8.6,17.0,15.0,0.0,36.0,167.1,evaporative,MEDIUM,0
ASP,2024,3,0,0,0,73.5,0.0,,4.5,17.0,15.0,0.0,36.0,164.9,evaporative,MEDIUM,0
ASP,2024,4,0,0,0,53.75,0.73,,6.2,17.0,14.0,3.0,36.0,163.1,evaporative,MEDIUM,0
ASP,2024,5,9,0,0,,,,10.1,18.0,15.0,8.0,36.0,161.9,evaporative,MEDIUM,0
ASP,2024,6,25,15,1,,,,4.3,17.0,15.0,8.0,33.0,160.0,evaporative,MEDIUM,0
ASP,2024,7,31,29,17,70.0,0.18,,6.6,17.0,15.0,10.0,34.0,156.8,evaporative,MEDIUM,0
ASP,2024,8,28,22,3,60.0,0.0,,5.2,17.0,14.0,10.0,34.0,152.3,evaporative,MEDIUM,0
ASP,2024,9,21,12,0,77.25,1.54,,6.1,18.0,15.0,10.0,36.0,168.6,evaporative,MEDIUM,0
ASP,2024,10,9,8,0,57.75,4.0,,7.2,18.0,14.0,13.0,36.0,161.7,evaporative,MEDIUM,0
ASP,2024,11,0,0,0,71.5,0.0,,7.2,18.0,14.0,15.0,36.0,155.2,evaporative,MEDIUM,0
ASP,2024,12,0,0,0,74.25,0.0,,8.0,17.0,13.0,15.0,36.0,150.8,evaporative,MEDIUM,0
ASP,2025,1,0,0,0,70.75,0.0,,7.0,11.0,8.0,18.0,16.0,130.1,evaporative,MEDIUM,0
ASP,2025,2,0,0,0,50.0,0.0,,6.6,12.0,9.0,15.0,21.0,129.4,evaporative,MEDIUM,0
ASP,2025,3,0,0,0,114.75,0.49,,9.4,11.0,8.0,15.0,21.0,130.9,evaporative,MEDIUM,0
ASP,2025,4,0,0,0,82.5,0.0,,5.8,9.0,5.0,13.0,27.0,135.6,evaporative,MEDIUM,0
ASP,2025,5,8,3,0,,,,6.8,9.0,4.0,10.0,28.0,137.2,evaporative,MEDIUM,0
ASP,2025,6,24,13,0,,,,6.8,9.0,6.0,10.0,25.0,138.5,evaporative,MEDIUM,0
ASP,2025,7,30,20,0,,,,6.0,12.0,5.0,11.0,35.0,138.9,evaporative,MEDIUM,0
ASP,2025,8,31,25,3,,,,5.5,14.0,8.0,11.0,33.0,135.2,evaporative,MEDIUM,0
ASP,2025,9,16,8,1,,,,7.0,12.0,7.0,8.0,35.0,135.2,evaporative,MEDIUM,0
ASP,2025,10,1,0,0,,,,5.4,12.0,7.0,5.0,38.0,132.4,evaporative,MEDIUM,0
ASP,2025,11,0,0,0,,,,6.9,11.0,6.0,5.0,35.0,130.5,evaporative,MEDIUM,0
ASP,2025,12,0,0,0,,,,7.6,11.0,7.0,8.0,31.0,131.4,evaporative,MEDIUM,0
CAC,2016,1,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2016,2,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2016,3,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2016,4,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2016,5,6,3,0,,,,,,,,,,,MEDIUM,0
CAC,2016,6,27,22,4,,,,,,,,,,,MEDIUM,0
CAC,2016,7,31,30,4,,,,,,,,,,,MEDIUM,0
CAC,2016,8,31,29,0,,,,,,,,,,,MEDIUM,0
CAC,2016,9,18,8,0,,,,,,,,,,,MEDIUM,0
CAC,2016,10,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2016,11,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2016,12,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2017,1,0,0,0,,,,3.0,9.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2017,2,0,0,0,,,,3.8,11.0,11.0,17.0,0.0,,,MEDIUM,0
CAC,2017,3,0,0,0,,,,4.6,12.0,14.0,0.0,0.0,,,MEDIUM,0
CAC,2017,4,1,0,0,,,,5.5,12.0,12.0,,0.0,,,MEDIUM,0
CAC,2017,5,11,4,0,,,,6.5,12.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2017,6,23,22,5,,,,8.6,13.0,12.0,7.0,0.0,,,MEDIUM,0
CAC,2017,7,31,30,3,,,,8.7,13.0,13.0,7.0,0.0,,,MEDIUM,0
CAC,2017,8,30,27,0,,,,6.7,13.0,14.0,7.0,0.0,,,MEDIUM,0
CAC,2017,9,11,8,0,,,,9.1,14.0,15.0,7.0,0.0,,,MEDIUM,0
CAC,2017,10,2,0,0,,,,5.8,18.0,19.0,6.0,0.0,,,MEDIUM,0
CAC,2017,11,0,0,0,,,,9.7,20.0,22.0,6.0,0.0,,,MEDIUM,0
CAC,2017,12,0,0,0,,,,14.1,20.0,22.0,6.0,0.0,,,MEDIUM,0
CAC,2018,1,0,0,0,,,,6.8,17.0,19.0,0.0,0.0,,,MEDIUM,0
CAC,2018,2,0,0,0,,,,9.4,14.0,16.0,0.0,0.0,,,MEDIUM,0
CAC,2018,3,0,0,0,,,,11.2,12.0,13.0,6.0,0.0,,,MEDIUM,0
CAC,2018,4,2,0,0,,,,6.9,13.0,15.0,0.0,0.0,,,MEDIUM,0
CAC,2018,5,5,3,0,,,,13.6,10.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2018,6,25,20,0,,,,12.5,11.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2018,7,31,31,6,,,,12.3,9.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2018,8,31,29,0,,,,10.1,14.0,16.0,0.0,50.0,,,MEDIUM,0
CAC,2018,9,27,13,0,,,,9.3,11.0,12.0,0.0,50.0,,,MEDIUM,0
CAC,2018,10,0,0,0,,,,3.6,12.0,12.0,6.0,50.0,,,MEDIUM,0
CAC,2018,11,0,0,0,,,,8.3,9.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2018,12,0,0,0,,,,7.5,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2019,1,0,0,0,,,,8.3,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2019,2,0,0,0,,,,6.9,14.0,15.0,11.0,0.0,,,MEDIUM,0
CAC,2019,3,0,0,0,,,,7.7,13.0,13.0,16.0,0.0,,,MEDIUM,0
CAC,2019,4,5,0,0,,,,8.4,13.0,13.0,16.0,0.0,,,MEDIUM,0
CAC,2019,5,0,0,0,,,,10.4,12.0,12.0,16.0,0.0,,,MEDIUM,0
CAC,2019,6,25,13,0,,,,8.3,12.0,13.0,11.0,0.0,,,MEDIUM,0
CAC,2019,7,31,24,0,,,,11.9,20.0,21.0,16.0,0.0,,,MEDIUM,0
CAC,2019,8,31,28,0,,,,10.7,27.0,21.0,50.0,0.0,,,MEDIUM,0
CAC,2019,9,13,9,0,,,,8.5,19.0,22.0,0.0,0.0,,,MEDIUM,0
CAC,2019,10,1,0,0,,,,13.8,17.0,19.0,0.0,0.0,,,MEDIUM,0
CAC,2019,11,0,0,0,,,,9.7,13.0,15.0,0.0,0.0,,,MEDIUM,0
CAC,2019,12,0,0,0,,,,9.4,12.0,13.0,6.0,0.0,,,MEDIUM,0
CAC,2020,1,0,0,0,,,,12.6,12.0,12.0,6.0,0.0,,,MEDIUM,0
CAC,2020,2,0,0,0,,,,15.3,5.0,5.0,0.0,0.0,,,MEDIUM,0
CAC,2020,3,0,0,0,,,,9.3,6.0,6.0,6.0,0.0,,,MEDIUM,0
CAC,2020,4,3,0,0,,,,15.1,8.0,9.0,6.0,0.0,,,MEDIUM,0
CAC,2020,5,11,6,0,,,,13.0,8.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2020,6,20,14,0,,,,6.6,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2020,7,31,28,1,,,,9.6,5.0,5.0,0.0,50.0,,,MEDIUM,0
CAC,2020,8,30,28,2,,,,4.8,3.0,3.0,0.0,50.0,,,MEDIUM,0
CAC,2020,9,27,9,1,,,,2.3,3.0,3.0,0.0,50.0,,,MEDIUM,0
CAC,2020,10,12,4,0,,,,5.5,5.0,6.0,0.0,50.0,,,MEDIUM,0
CAC,2020,11,0,0,0,,,,6.7,7.0,7.0,0.0,50.0,,,MEDIUM,0
CAC,2020,12,0,0,0,,,,14.7,8.0,9.0,0.0,50.0,,,MEDIUM,0
CAC,2021,1,0,0,0,,,,9.0,7.0,9.0,0.0,0.0,,,MEDIUM,0
CAC,2021,2,0,0,0,,,,7.4,5.0,6.0,0.0,0.0,,,MEDIUM,0
CAC,2021,3,0,0,0,,,,8.1,8.0,9.0,0.0,0.0,,,MEDIUM,0
CAC,2021,4,1,0,0,,,,17.1,8.0,9.0,0.0,50.0,,,MEDIUM,0
CAC,2021,5,8,2,0,,,,6.9,11.0,11.0,0.0,50.0,,,MEDIUM,0
CAC,2021,6,26,22,4,,,,7.7,9.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2021,7,30,30,3,0.0,1.41,,8.6,8.0,10.0,-6.0,0.0,,,MEDIUM,0
CAC,2021,8,29,24,0,0.0,9.94,,9.5,9.0,11.0,-6.0,0.0,,,MEDIUM,0
CAC,2021,9,21,11,0,0.0,11.07,,10.9,7.0,9.0,-6.0,0.0,,,MEDIUM,0
CAC,2021,10,1,0,0,0.0,0.0,,13.7,7.0,8.0,0.0,0.0,,,MEDIUM,0
CAC,2021,11,0,0,0,13.8,0.0,,9.6,9.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2021,12,0,0,0,33.35,3.28,,11.3,11.0,13.0,0.0,0.0,,,MEDIUM,0
CAC,2022,1,0,0,0,32.2,27.7,,8.0,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2022,2,0,0,0,32.2,14.3,,10.4,10.0,12.0,-6.0,0.0,,,MEDIUM,0
CAC,2022,3,0,0,0,34.5,0.0,,11.2,11.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2022,4,0,0,0,34.5,0.0,,6.0,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2022,5,8,3,0,,,,5.4,9.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2022,6,21,16,0,,,,7.5,9.0,10.0,6.0,0.0,,,MEDIUM,0
CAC,2022,7,29,26,0,36.8,5.08,,6.3,9.0,9.0,6.0,50.0,,,MEDIUM,0
CAC,2022,8,31,29,0,34.5,0.58,,9.2,11.0,11.0,0.0,50.0,,,MEDIUM,0
CAC,2022,9,18,13,3,31.05,1.35,,6.8,12.0,12.0,6.0,50.0,,,MEDIUM,0
CAC,2022,10,8,0,0,35.65,0.45,,7.6,11.0,10.0,11.0,50.0,,,MEDIUM,0
CAC,2022,11,0,0,0,33.35,10.25,,6.2,10.0,10.0,6.0,50.0,,,MEDIUM,0
CAC,2022,12,0,0,0,35.65,8.68,,13.3,9.0,9.0,6.0,50.0,,,MEDIUM,0
CAC,2023,1,0,0,0,35.65,5.32,,10.0,10.0,10.0,6.0,50.0,,,MEDIUM,0
CAC,2023,2,0,0,0,31.05,5.39,,14.5,10.0,10.0,6.0,50.0,,,MEDIUM,0
CAC,2023,3,0,0,0,34.5,0.3,,6.7,16.0,16.0,11.0,50.0,,,MEDIUM,0
CAC,2023,4,2,0,0,34.5,6.87,,10.3,16.0,18.0,0.0,50.0,,,MEDIUM,0
CAC,2023,5,11,4,0,,,,4.4,17.0,17.0,6.0,100.0,,,MEDIUM,0
CAC,2023,6,9,3,0,,,,9.6,23.0,25.0,11.0,,,,MEDIUM,0
CAC,2023,7,31,29,3,35.55,0.0,,12.7,-114.0,-462.0,11.0,,,,MEDIUM,0
CAC,2023,8,27,19,0,34.05,0.0,,11.5,-94.0,-431.0,28.0,,,,MEDIUM,0
CAC,2023,9,12,1,0,34.35,0.0,,16.6,2.0,-115.0,44.0,,,,MEDIUM,0
CAC,2023,10,5,0,0,434.0,,,14.0,39.0,8.0,50.0,,,,MEDIUM,0
CAC,2023,11,0,0,0,0.0,,,9.1,,,,,,,MEDIUM,0
CAC,2023,12,0,0,0,0.0,,,,,,,,,,MEDIUM,0
CAC,2024,1,0,0,0,0.0,,,,,,,,,,MEDIUM,0
CAC,2024,2,0,0,0,0.0,,,,,,,,,,MEDIUM,0
CAC,2024,3,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2024,4,1,0,0,,,,,,,,,,,MEDIUM,0
CAC,2024,5,11,3,0,,,,,,,,,,,MEDIUM,0
CAC,2024,6,29,22,0,,,,,,,,,,,MEDIUM,0
CAC,2024,7,31,31,15,,,,,,,,,,,MEDIUM,0
CAC,2024,8,28,26,0,,,,,,,,,,,MEDIUM,0
CAC,2024,9,22,14,0,,,,,,,,,,,MEDIUM,0
CAC,2024,10,12,7,0,,,,,,,,,,,MEDIUM,0
CAC,2024,11,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2024,12,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2025,1,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2025,2,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2025,3,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2025,4,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2025,5,12,5,0,,,,,,,,,,,MEDIUM,0
CAC,2025,6,25,19,0,,,,,,,,,,,MEDIUM,0
CAC,2025,7,29,22,0,,,,,,,,,,,MEDIUM,0
CAC,2025,8,31,26,0,,,,,,,,,,,MEDIUM,0
CAC,2025,9,15,7,0,,,,,,,,,,,MEDIUM,0
CAC,2025,10,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2025,11,0,0,0,,,,,,,,,,,MEDIUM,0
CAC,2025,12,0,0,0,,,,,,,,,,,MEDIUM,0
CAL,2016,1,0,0,0,,,,,,,,,165.3,mechanical,MAXIMUM,0
CAL,2016,2,2,0,0,,,,,,,,,164.1,mechanical,MAXIMUM,0
CAL,2016,3,10,0,0,,,,,,,,,160.2,mechanical,MAXIMUM,0
CAL,2016,4,11,4,0,,,,,,,,,159.1,mechanical,MAXIMUM,0
CAL,2016,5,19,11,0,,,,,,,,,163.0,mechanical,MAXIMUM,0
CAL,2016,6,30,29,1,,,,,,,,,163.7,mechanical,MAXIMUM,0
CAL,2016,7,31,31,0,,,,,,,,,163.0,mechanical,MAXIMUM,0
CAL,2016,8,31,31,0,,,,,,,,,163.6,mechanical,MAXIMUM,0
CAL,2016,9,27,23,0,,,,,,,,,167.5,mechanical,MAXIMUM,0
CAL,2016,10,23,9,0,,,,,,,,,168.8,mechanical,MAXIMUM,0
CAL,2016,11,3,0,0,,,,,,,,,168.1,mechanical,MAXIMUM,0
CAL,2016,12,0,0,0,,,,,,,,,167.8,mechanical,MAXIMUM,0
CAL,2017,1,0,0,0,,,,8.7,10.0,11.0,3.0,8.0,165.8,mechanical,MAXIMUM,0
CAL,2017,2,0,0,0,,,,5.6,10.0,11.0,9.0,8.0,164.0,mechanical,MAXIMUM,0
CAL,2017,3,14,7,0,,,,7.7,12.0,14.0,3.0,8.0,164.4,mechanical,MAXIMUM,0
CAL,2017,4,15,4,0,,,,8.0,11.0,14.0,-3.0,8.0,166.7,mechanical,MAXIMUM,0
CAL,2017,5,22,17,0,,,,7.8,11.0,13.0,3.0,8.0,168.0,mechanical,MAXIMUM,0
CAL,2017,6,30,27,2,,,,6.5,11.0,15.0,0.0,8.0,165.6,mechanical,MAXIMUM,0
CAL,2017,7,31,31,1,,,,10.6,11.0,14.0,0.0,8.0,163.6,mechanical,MAXIMUM,0
CAL,2017,8,31,31,0,,,,13.1,10.0,12.0,0.0,8.0,161.1,mechanical,MAXIMUM,0
CAL,2017,9,26,20,0,,,,8.7,12.0,14.0,3.0,17.0,160.9,mechanical,MAXIMUM,0
CAL,2017,10,24,15,0,,,,9.6,14.0,15.0,3.0,25.0,160.8,mechanical,MAXIMUM,0
CAL,2017,11,2,0,0,,,,12.9,11.0,13.0,3.0,9.0,161.3,mechanical,MAXIMUM,0
CAL,2017,12,0,0,0,,,,11.1,11.0,13.0,3.0,9.0,162.7,mechanical,MAXIMUM,0
CAL,2018,1,0,0,0,,,,9.3,10.0,11.0,3.0,9.0,160.3,mechanical,MAXIMUM,0
CAL,2018,2,0,0,0,,,,9.2,9.0,11.0,3.0,0.0,159.7,mechanical,MAXIMUM,0
CAL,2018,3,3,1,0,,,,8.0,9.0,11.0,3.0,0.0,158.2,mechanical,MAXIMUM,0
CAL,2018,4,18,10,0,,,,8.5,9.0,11.0,3.0,9.0,157.7,mechanical,MAXIMUM,0
CAL,2018,5,24,16,0,,,,10.4,10.0,11.0,6.0,9.0,157.2,mechanical,MAXIMUM,0
CAL,2018,6,30,28,0,,,,8.8,9.0,10.0,3.0,18.0,156.1,mechanical,MAXIMUM,0
CAL,2018,7,31,31,1,,,,10.8,10.0,12.0,3.0,18.0,154.6,mechanical,MAXIMUM,0
