GEOID,days_over_80_historic,days_over_90_historic,days_over_100_historic,days_over_110_historic,days_over_80_midcentury,days_over_90_midcentury,days_over_100_midcentury,days_over_110_midcentury,days_over_80_endcentury,days_over_90_endcentury,days_over_100_endcentury,days_over_110_endcentury
06077003406,154.45046997070312,85.0566635131836,18.58333396911621,0.23571428656578064,178.13601684570312,114.80484008789062,37.69892501831055,2.7344086170196533,190.71559143066406,130.805908203125,54.58871078491211,7.004301071166992
06077004402,150.18228155210392,77.77811790053832,13.990831503618605,0.10686083423608789,174.47425584217925,108.55583582962413,31.363628048190485,1.5539677566554315,187.3033373061894,125.81014444664865,47.8334516671146,4.962677487415855
06077004600,148.10281769489828,77.0372877138822,14.805176076184177,0.12660954206589675,172.12232819813312,108.08070031057034,33.535639491693416,1.9570671140930738,184.52694144074363,125.36327112121525,49.77302664452418,5.560329315473379
06077001400,154.67572021484375,85.44667053222656,18.74761962890625,0.23333333432674408,178.48387145996094,115.7510757446289,39.012367248535156,2.9639785289764404,191.2349395751953,131.76828002929688,56.582794189453125,7.641935348510742
06077003106,151.3611469875046,79.09291548607283,15.917617719302012,0.16462966300846127,175.99546313607595,110.03906778474484,33.10098330097143,2.0778579431052013,188.96952890185958,126.86057287545313,49.449199416183795,5.864838004758844
06077001700,156.01238623851253,88.5566985189425,20.91479435793302,0.3354973411197715,179.2378364328421,118.17243136142402,42.50472608951613,3.615762980398166,191.7059294997035,133.68815141578102,60.27427482297672,8.75888906598524
06077000401,155.13273310581306,87.44179984379993,20.387141901913783,0.31279132775340235,178.60595513108467,117.10196304813499,41.73273580933489,3.558708338687789,191.31277863260456,132.78268216359817,59.70892557873954,8.749068713257122
06077003404,152.33868979597736,81.56647671855032,16.423295872468028,0.17751272978911017,176.0342702801413,111.59631943099252,34.118453881407774,2.1402698822390565,188.71016973280828,128.0852563472452,50.897970891442064,5.924746388175035
06001450200,101.5594005361544,31.627812903172558,3.6710009985980157,0.04576706842223895,137.0911472902109,54.90792482880312,10.25459052781315,0.49205407912700305,159.36253297673497,74.68892363204391,18.307455155702314,1.4019693362311536
06001444100,67.12160412378813,11.637666493406059,0.5211947889223376,2.397723117633951e-06,99.95125120531944,21.103007755625224,1.7076189792342518,0.022141339395710984,127.37138575668159,33.8467755899266,3.5746954734495944,0.05956720831127618
06001406201,32.782139836512435,5.1127737375212625,0.32378865685950425,0.0018943341897594255,48.984329201936994,8.609735940189776,0.714861424586044,0.01236559171229601,68.6405717871852,13.504378917072588,1.3390118341295452,0.029530649623943885
06001406202,31.43301537426578,4.841139089203343,0.29841717039918686,0.001362065207778349,46.83974362470937,8.173647384629321,0.6776026110503002,0.012365591712296009,65.74439955810978,12.767415428072479,1.2446628704837552,0.027527486717871984
06001428000,29.136230457876767,4.371067902972627,0.26177878198072657,0.0013265843243706792,43.138208884387325,7.444557429925597,0.6129853638486701,0.011679790216995098,60.62875075058356,11.513565365767468,1.0929836903403263,0.02446787031691618
06001409700,42.88505824530018,7.636496430353217,0.5219219383709945,0.0023809524718672037,65.2968466544789,12.926246205598028,1.1983537993458284,0.02795776602462213,90.07005044131022,20.194755456346662,2.23273677737036,0.06826949032703562
06001432100,49.45333480834961,8.75857162475586,0.6319047808647156,0.001428571529686451,74.4763412475586,15.496236801147461,1.4854838848114014,0.039247315376996994,100.98440551757812,23.87042999267578,2.7827956676483154,0.08387096971273422
06001409200,43.7504768371582,7.518571376800537,0.5338095426559448,0.0023809524718672037,66.46559143066406,12.858602523803711,1.1752687692642212,0.02849462442100048,91.29354858398438,19.913440704345703,2.1919355392456055,0.06129032373428345
06001450741,125.84980466597001,54.00240542953215,9.630677395730276,0.22366163576352285,157.85713745642676,82.68460163077994,22.655219845312,1.7341801870094724,175.77507599281245,102.89162523833865,35.76300462519537,4.6054058562004965
06001450300,106.68001137364689,35.91442999926213,4.714129188939666,0.07783910908943603,141.42314110389572,59.92293477359418,12.4957880012242,0.7069601021011417,162.60806629944506,80.0617737149135,21.378649104617043,1.89780522601836
06001401500,25.956217707374847,3.3992401919227877,0.19615265574593807,0.008415171295894197,37.43982978517977,6.127992279776497,0.4511297044902932,0.0072460618564347545,52.29037106722846,9.431750281646158,0.8084584023554395,0.015134158088993044
06001401400,28.125713348388672,3.8528571128845215,0.22714287042617798,0.010952381417155266,40.69032287597656,6.794623851776123,0.5069892406463623,0.008064516820013523,57.01612854003906,10.460752487182617,0.9236559271812439,0.018817204982042313
06001438400,55.0976901219383,9.510731936301111,0.5384058780400702,0.00048012743940332856,82.91696588640487,16.69329008016739,1.4836836874449237,0.023131614670430536,110.82588620068451,26.5917439223636,2.9197670763228505,0.06343641439087748
06001423300,19.595827291904715,2.2532244857712085,0.12735943548125447,0.0032659372640073737,27.630062868977515,4.202394831281798,0.2945501341360791,0.007065340071502779,37.96318029425408,6.398283812051365,0.4915352259927288,0.004904827797443783
06001423902,23.709524154663086,3.072857141494751,0.16333334147930145,0.002857143059372902,33.67903137207031,5.38763427734375,0.3919354975223541,0.007526881992816925,47.93387222290039,8.455376625061035,0.7010752558708191,0.011827957816421986
06001438000,54.75845922487393,9.336085783375205,0.4471399457689416,0.0004659245764963469,82.78225722346603,17.65466326045782,1.4504635395940635,0.021159617819060138,109.79763720505582,28.74440217537817,3.133482817710303,0.05982747447236298
06001402200,25.211858742267957,3.3902614967038165,0.21793193569116828,0.006960442402316479,36.47892544340253,5.9665824448142155,0.4321882365172708,0.005913978908210993,50.9084070250057,9.382677213493096,0.8278276990753464,0.0187026554102225
06001436700,45.22116362188463,7.270504379213733,0.4300405444861352,0.0023760770496289935,68.4209891302199,12.968559721851378,1.0811954126180912,0.025362395823790313,94.84493074530978,20.868323267458255,2.2070236401259455,0.05838377819672576
06001437900,51.584379738035764,8.56301938366081,0.45969848152708004,0.0006640313800064449,77.78181976266636,15.882009048174167,1.3377364654164299,0.022452291295912967,104.92758878808834,25.56482559076618,2.7899628089388973,0.06094989124514397
06013389200,18.17523765563965,1.98714280128479,0.1071428582072258,0.0038095240015536547,24.138172149658203,3.5865590572357178,0.2430107593536377,0.004838709719479084,32.17365646362305,5.174193382263184,0.38064515590667725,0.0032258066348731518
