tract,ZIP,apx_loc,county,TotalPop,CIscore,CIscoreP,ozone,ozoneP,pm,pmP,lead,leadP,diesel,dieselP,drink,drinkP,pest,pestP,RSEIhaz,RSEIhazP,traffic,trafficP,cleanups,cleanupsP,gwthreats,gwthreatsP,haz,hazP,iwb,iwbP,SmATS,SmATSP,swis,swisP,Pollution,PollutionScore,PollutionP,asthma,asthmaP,cvd,cvdP,diabetes,diabetesP,lbw,lbwP,edu,eduP,housingB,housingBP,ling,lingP,pov,povP,unemp,unempP,PopChar,PopCharScore,PopCharP,popund_10,pop10_64,popovr_64,white_pct,hispanic_pct,black_pct,nativeamer_pct,asian_pct,othmulti_pct
6001400100,94720,Berkeley,Alameda,3094,9.786845926,10.38874737,0.029250507,6.028991873,7.135386603,10.79508017,16.64108629,14.79960031,0.0957385,69.89117291,2.836099813,3.572606354,0,0,674.9400025,64.41724556,934.715,66.21220451,2.5,26.49749189,12.25,53.11508509,2.42,95.06726457,3,27.21903769,78,69.11694511,0.5,21.49758454,35.89382008,4.369906448,29.3213266,17.36,9.743194092,7.29,4.823788546,9.1,17.59647189,7.03,81.05881025,0.901639344,2.39074836,8.913857678,13.03478164,0.683890578,3.480444923,8.780487805,9.324189802,5.454545455,45.47786328,21.5235859,2.239600788,7.819249086,10.47,59.99,29.54,68.1,6.46,4.43,0,14.93,6.08
6001400200,94618,Oakland,Alameda,2093,7.181342854,4.817809281,0.028515942,4.524489348,7.348712921,15.8796398,69.49253631,72.29932275,0.171673487,86.89677916,2.836099813,3.572606354,0,0,673.6556803,64.37313927,1753.647,81.91313909,0,0,53.75,91.26045573,0.835,74.24554599,1,10.17891263,102.65,76.25298329,0,0,41.45147618,5.046525354,45.05820338,20.69,15.72798413,7.04,3.876651982,7,4.27783903,4.13,20.17157693,3.567251462,16.59068164,6.551724138,5.756195133,0.81300813,5.083124028,9.603440038,11.27087712,5.24911032,42.99096688,13.67594099,1.423027202,1.70561524,10.61,63.88,25.51,67.27,9.36,2.05,0.67,12.23,8.41
6001400300,94618,Oakland,Alameda,5727,12.90793729,18.97220069,0.028515942,4.524489348,7.446539164,18.4274105,69.04143824,71.77750638,0.1553872,84.55534792,2.836099813,3.572606354,0,0,653.565328,63.78873084,1617.707,79.96701484,0,0,35.65,83.50158639,0.715,68.46442855,0,0,276.1,93.150358,0,0,40.83533512,4.971513032,43.22424775,26.72,29.22958228,7.51,5.63876652,7.4,5.567805954,4.51,27.73450728,2.959641256,13.18803514,13.33333333,34.05933993,4.865462588,38.12941036,11.00403014,14.86561221,7.127252867,64.06825025,24.95239754,2.596380058,12.12758888,10.02,72.36,17.62,58.76,8.68,9.15,0.37,10.63,12.41
6001400400,94609,Oakland,Alameda,4395,7.731603641,5.903200797,0.028515942,4.524489348,7.451337814,18.51526466,60.66583956,62.42922172,0.160766951,85.34681763,2.836099813,3.572606354,0,0,699.0973307,65.18910574,1253.706,73.87575591,0.4,5.429330186,61.9,92.60167292,0.92,77.2876015,0,0,237.4,91.70644391,0,0,40.95583003,4.986182729,43.60860971,37.93,54.95425989,8.89,13.37004405,6.5,3.042998897,3.06,6.817925274,1.859756098,6.849772045,8.164383562,10.16779642,0.443704936,0.944863055,17.9728798,33.28171662,0.202922078,0.044608007,14.90202913,1.550605756,2.303688116,13.49,72.15,14.36,60.18,13.74,9.85,0,9.6,6.62
6001400500,94609,Oakland,Alameda,3822,20.22376157,38.7529073,0.028515942,4.524489348,7.451337814,18.51526466,58.88511819,60.56400577,0.133438624,80.36715401,2.836099813,3.572606354,0,0,727.2610067,65.98301908,484.944,35.33809786,2,23.35497197,27.3,76.93971733,0.78,71.63980124,0,0,201.35,89.59427208,0,0,36.93476212,4.496636324,32.25345926,49.55,78.01168302,9.87,20.4185022,7.2,4.840132304,5.5,50.93125635,3.199455412,14.37784944,25.01492537,82.45360596,2.47734139,19.7703624,25.18343816,50.53644508,8.165019338,72.34303557,43.22332658,4.497531068,41.22272677,9.47,74.73,15.8,44.37,14.57,23.84,0.1,8.19,8.92
6001400600,94609,Oakland,Alameda,1957,13.16534066,19.73640492,0.028515942,4.524489348,7.491271973,19.69031408,81.96915092,85.75552348,0.165274092,86.00637573,2.836099813,3.572606354,0,0,681.0893351,64.5716176,2178.173,87.63056625,1,13.23399233,13.6,55.78309778,0.545,58.15052721,0,0,114.1,78.71121718,0,0,40.75033743,4.961164956,42.8728311,53.81,83.76501708,10.46,25.37444934,7.1,4.586549063,4.64,30.50005644,4.466019417,21.23874124,8.783783784,12.55695077,0.754716981,4.437268269,17.46361746,32.00973344,1.592356688,4.505408721,25.50306923,2.653679282,12.95824565,10.22,79.25,10.53,40.93,10.12,27.8,0.31,5.16,15.69
6001400700,94608,Emeryville,Alameda,4404,22.49978067,44.26846827,0.02814261,2.229299363,7.636166096,23.89633209,79.59961824,83.4462085,0.156656942,84.75321535,2.836099813,3.572606354,0,0,707.3116455,65.39861065,541.675,40.70368334,6.65,55.96046031,44.35,88.17421402,0.29,35.97139741,10,76.15077297,326.3,94.39140811,0,0,44.81378813,5.455871269,54.90885131,60.82,89.41915574,8.86,13.20484581,7.9,7.662624035,5.54,51.73270121,1.856612396,6.816412765,18.7654321,60.79564396,4.370721432,34.76856835,24.81834696,49.72901228,5.143051771,41.69733467,39.63311305,4.123957395,35.3306014,9.49,78.72,11.78,50.64,10.29,23.93,1.57,6.31,7.27
6001400800,94608,Emeryville,Alameda,4583,20.84977448,40.29239118,0.02814261,2.229299363,7.758163929,27.63013398,19.21903113,17.50860442,0.082904671,65.16433989,2.836099813,3.572606354,0,0,773.8396606,67.58187231,451.228,31.78669599,52.85,97.5804072,141.9,98.05307182,0.96,78.81468913,10,76.15077297,625.4,97.91169451,0,0,42.87338689,5.219636401,49.11047661,61.19,89.52937286,8.49,11.10132159,7.9,7.662624035,6.49,72.16390112,5.735254145,27.6437229,13.33333333,34.05933993,6.736292428,49.3362038,23.56032406,46.76473841,0.51405072,0.512992082,38.38885216,3.994487906,33.29272345,7.59,78.81,13.59,53.26,13,8.1,0,15.23,10.41
6001400900,94608,Emeryville,Alameda,2752,25.33550846,50.40425296,0.02814261,2.229299363,7.636166096,23.89633209,95.61054232,98.390141,0.174906742,87.22655821,2.836099813,3.572606354,0,0,693.4783325,64.96857426,330.312,19.30731171,32,94.20182945,93.45,96.19267378,0.68,66.59798812,10,76.15077297,192.05,88.8902148,0,0,48.41220631,5.893962027,65.03404349,63.95,91.05036923,8.38,10.25330396,7.5,5.898566703,10.87,99.50332995,3.25203252,14.75592127,15.02222222,42.89365485,0.887311446,5.693098912,21.1119186,41.11270877,5.852674067,50.27322404,41.31105702,4.298553052,38.21021154,10.39,83.98,5.63,34.85,18.5,27.58,1.53,7.67,9.88
6001401000,94608,Emeryville,Alameda,6529,27.72249286,54.86764869,0.02814261,2.229299363,7.654388905,24.30265759,34.4327722,34.27334296,0.334390143,96.15257777,2.836099813,3.572606354,0,0,623.8246663,62.8294189,1347.604,75.70093458,28.2,92.75597521,160,98.47130084,1.55,90.09816992,10,76.15077297,420.6,96.25298329,0,0,50.12891436,6.102963286,69.56951461,60.64,89.33098203,9.06,14.49339207,7.3,5.192943771,6.14,65.17665651,8.282674772,38.65228511,10.50328228,19.71330148,8.009516257,55.90240402,21.33435583,41.62150205,7.004775984,62.91959407,43.65515547,4.542464303,41.93155388,11.79,78.17,10.03,30.4,13.72,37.49,0,6.49,11.89
6001401100,94609,Oakland,Alameda,5627,24.64525683,49.0641267,0.02814261,2.229299363,7.539982796,21.0849989,66.56556574,68.99078495,0.238908699,92.84379466,2.836099813,3.572606354,0,0,608.1236572,62.31116992,1384.999,76.40461792,14.6,79.27117144,150,98.26939717,1.415,88.64380075,0,0,265.6,92.72076372,0,0,47.2256134,5.749499832,61.69558533,53.26,83.21393144,10.4,24.82378855,6.1,2.326350606,5.28,45.60334123,8.207440812,38.30757256,11.93415638,26.702967,5.54947061,42.06434637,25.92196686,52.17343214,6.496062992,57.74506524,41.19526481,4.286504488,38.01085392,6.54,86.76,6.7,42.47,13.76,17.82,0,14.82,11.12
6001401200,94609,Oakland,Alameda,3068,16.95800273,30.02547347,0.02814261,2.229299363,7.539982796,21.0849989,80.76885371,84.54535361,0.189115909,88.78751237,2.836099813,3.572606354,0,0,601.6016642,62.11269159,586.059,44.80483782,7.25,58.76364709,131.75,97.77905971,1.33,87.32274876,0,0,241.9,91.96897375,0,0,44.2522433,5.387505785,53.18471338,50.56,79.73107021,10.08,22.41189427,6.1,2.326350606,4.98,38.3677616,3.927608779,18.26976537,20.14705882,66.80742305,1.069518717,7.570864729,13.2137031,20.9158279,2.401449932,10.39366566,30.25038926,3.147653739,20.38985491,6.98,82.59,10.43,57.5,11.57,6.75,0,15.42,8.77
6001401300,94609,Oakland,Alameda,4368,24.28710077,48.44390298,0.02814261,2.229299363,7.578202248,22.01844937,11.07002855,9.115132675,0.55050413,98.28514895,2.836099813,3.572606354,0.004735774,11.35636596,549.756663,60.238174,1326.358,75.26113249,31.4,94.03953969,310.3,99.72598789,2.46,95.21270149,11,80.71912454,605.15,97.82816229,0,0,49.47999887,6.023960828,67.85635844,58.85,87.96428965,8.78,12.83039648,8.2,9.272326351,4.07,19.21210069,4.211073564,19.58189703,20.33898305,67.44082676,8.388981636,57.70840809,27.01163654,54.35239465,3.946920721,26.78710829,38.74695263,4.031749452,33.86864548,4.74,81.57,13.69,33.4,8.01,28.55,0.39,16.83,12.82
6001401400,94608,Emeryville,Alameda,4876,49.03202639,86.26647469,0.02814261,2.229299363,7.623111248,23.47902482,91.51308017,95.19262796,0.411078743,97.19687809,2.836099813,3.572606354,0.003241659,10.01279591,559.5716756,60.62410409,1538.734,78.60362837,54.8,97.77220419,224.1,99.33660225,2.055,93.67349412,11,80.71912454,377.75,95.50119332,1,33.6352657,58.72246286,7.149188038,87.83219855,61.24,89.55141629,8.86,13.20484581,10.3,33.13120176,8.22,93.15949881,17.26744186,63.31591238,29.57317073,91.14346038,7.138677589,51.44121517,52.2213081,90.21125982,8.793324775,76.70346827,65.91240194,6.858404916,75.40148411,9.66,81.36,8.98,26.21,22.35,35.83,0,10.36,5.25
6001401500,94608,Emeryville,Alameda,2827,38.6368383,73.48543582,0.02814261,2.229299363,7.644100666,24.0390951,55.99533374,57.43310758,0.18623622,88.53468176,2.836099813,3.572606354,0.00087222,6.269993602,580.5926615,61.45109714,922.994,65.76140737,90.95,99.36559457,174.15,98.70204788,1.03,80.59629136,10,76.15077297,241.75,91.95704057,14,93.59903382,55.79487298,6.79276752,82.69273007,66.24,92.16356222,8.48,11.02422907,9.5,22.44762955,5.2,43.59408511,10.77410593,47.38129656,24.34782609,80.7423047,6.459330144,47.85312762,35.030697,69.49452494,11.77899211,89.62863834,54.66367746,5.687937675,58.27887917,9.02,82.56,8.42,21.08,18.04,52.1,0.07,4.49,4.21
6001401600,94607,Oakland,Alameda,2617,36.45362292,70.32894008,0.02814261,2.229299363,7.644100666,24.0390951,64.88069441,66.90351948,0.177355941,87.4464109,2.836099813,3.572606354,0.002000183,8.477287268,547.1766561,60.10585511,630.378,48.43320506,107.95,99.61640602,225.2,99.35102394,1.67,91.16470731,10,76.15077297,375.55,95.45346062,14,93.59903382,55.95257348,6.811966827,83.07709203,75.12,95.30475036,8.72,12.41189427,8.5,11.62072767,5.68,55.04007224,11.42557652,49.09373958,15.82417582,46.96077342,8.049535604,56.11768927,30.07260222,60.80079637,10.00592066,83.35006134,51.42948657,5.351409342,53.48322073,8.52,85.17,6.3,21.09,29.31,34.16,1.22,9.48,4.74
6001401700,94607,Oakland,Alameda,3519,27.49368573,54.40248089,0.02814261,2.229299363,8.059798241,36.13002416,8.067577426,6.061951815,1.139063672,99.50533143,2.836099813,3.572606354,0,0,568.0359904,60.89976844,2538.271,91.31390874,280.8,100,376,99.8557831,2.37,94.90970791,10,76.15077297,311.7,94.06921241,26.5,98.79227053,56.29706013,6.853906482,83.73599824,73.31,94.79775157,8.78,12.83039648,8,8.246968026,5.61,53.43718253,7.81577111,36.62848882,8.679245283,12.12356929,3.96039604,31.82633656,32.57208107,65.30251078,4.040800314,27.99152448,38.55128032,4.011389097,33.51423192,11.25,83.35,5.4,39.5,21,14.41,0,20.03,5.06
6001401800,94607,Oakland,Alameda,1816,30.3554083,59.70760882,0.02814261,2.229299363,7.787267685,28.54162091,90.64672555,94.4820695,0.337434095,96.21853358,2.836099813,3.572606354,0,0,513.1630046,58.89293197,276.449,14.09565695,109.7,99.64591325,132.5,97.80790309,1.5,89.60126045,10,76.15077297,57.3,59.68973747,11,90.2979066,53.34680954,6.494727129,77.2896991,77.79,96.36283478,8.97,13.89867841,7.9,7.662624035,7.75,89.66023253,7.469512195,35.14956077,13.13868613,32.92588065,2.676056338,21.64812821,41.23883929,78.74128968,3.496503497,21.2334114,44.91787329,4.673854297,43.64824455,13.22,79.46,7.32,26.54,31.72,31,0,4.57,6.17
6001402200,94607,Oakland,Alameda,2385,35.02423633,68.14708163,0.02814261,2.229299363,7.873291016,31.29804524,78.46301987,82.0250916,0.58367154,98.45003847,2.836099813,3.572606354,0,0,493.8613281,58.11004521,1070.55,69.77460143,186.6,99.97049277,203.7,99.09143352,5.715,98.32747546,10,76.15077297,145.5,84.09307876,16.55,95.47101449,59.51632553,7.245837142,89.16099275,77.79,96.36283478,8.97,13.89867841,9.2,18.73208379,5.3,46.05485946,11.71993912,50.12787724,16.28415301,49.02766974,5.882352941,44.40856357,25.99580713,52.35040372,5.824111823,49.81599197,46.45410768,4.833704601,46.49462842,4.32,86.54,9.14,34.26,20.67,32.96,0.13,8.39,3.61
6001402400,94607,Oakland,Alameda,2727,50.84067246,88.08284417,0.02814261,2.229299363,7.649139881,24.13793103,91.92997709,95.55900966,0.143878893,82.3458283,2.836099813,3.572606354,0.000164933,2.783109405,518.1623332,59.11346345,407.194,27.36668499,52.1,97.53614636,134.9,97.88001154,1.74,91.80705369,10,76.15077297,176.7,87.3627685,1.75,42.45169082,52.15835237,6.350037969,74.30265759,77.79,96.36283478,8.97,13.89867841,14.1,81.35611907,7.75,89.66023253,20.79731028,69.68753475,37.23849372,97.78864318,13.9625585,76.92859706,48.25667656,86.69394978,10.85942705,86.75142188,76.94474777,8.006357239,90.38653228,10.56,73.41,16.02,15.55,10.89,55.23,0.7,10.89,6.75
6001402500,94607,Oakland,Alameda,1877,51.35564161,88.6587662,0.02814261,2.229299363,7.812970638,29.33230837,83.78283048,87.6762518,0.376440555,96.83412114,2.836099813,3.572606354,0,0,491.6943359,58.01080604,889.925,64.50797141,70.25,98.67217468,162.6,98.54340929,5.735,98.35171494,10,76.15077297,124.45,80.7398568,5,73.14814815,57.71395131,7.026406424,86.41555019,77.79,96.36283478,8.97,13.89867841,12.4,63.24145535,11,99.55976973,16.9451074,62.78216391,19.59459459,64.55161685,7.810320781,54.99342184,45.2850293,83.65225086,14.5021645,95.11542322,70.24232995,7.308948345,81.63694761,9.64,81.73,8.63,23.55,10.23,40.65,0,16.2,9.38
6001402600,94607,Oakland,Alameda,1255,45.9019483,82.88847048,0.02814261,2.229299363,7.812970638,29.33230837,18.87987848,17.20883757,0.517797202,98.05430362,2.836099813,3.572606354,0,0,503.5376485,58.57316132,1196.081,72.63331501,41.4,96.19356742,153.55,98.35592731,3.055,96.66707066,10,76.15077297,233.05,91.53937947,2.5,56.21980676,52.08512622,6.341123025,74.17087635,74.45,95.04022925,8.46,10.88105727,17.4,97.18853363,5.88,59.6681341,18.37606838,65.48426554,18.84297521,61.18457606,18.0781759,85.14531755,43.10756972,81.01979869,8.456973294,74.3726999,69.56791006,7.238772709,80.82844169,10.84,67.09,22.07,11.24,3.51,42.87,0.08,33.31,9
6001402700,94612,Oakland,Alameda,2056,37.59421069,71.85734854,0.02814261,2.229299363,7.666647911,24.65407424,64.40880413,66.37060064,0.353898258,96.44937892,2.836099813,3.572606354,0.004702042,11.26039667,531.4536641,59.53247326,934.299,66.20120946,29,93.16907642,170.4,98.62993943,1.795,92.13428675,11,80.71912454,402.4,95.91885442,0.5,21.49758454,54.30410691,6.611273653,79.540962,72.54,94.67651273,8.17,8.799559471,8.5,11.62072767,8,91.80494412,14.09305462,56.46614033,16.55172414,50.43893766,7.207207207,51.76414305,29.71789883,60.1039708,7.75646372,69.08665105,54.64870229,5.686379459,58.2456529,8.85,78.75,12.4,24.03,19.21,35.6,0,16.2,4.96
6001402801,94612,Oakland,Alameda,2911,36.90762381,71.00454092,0.02814261,2.229299363,7.666647911,24.65407424,17.02103245,15.21039192,1.027783186,99.43937562,2.836099813,3.572606354,0.004580256,11.13243762,533.362325,59.5986327,663.882,51.14898296,14.9,79.61050457,219.95,99.2644938,2.11,93.91588898,11,80.71912454,229.85,91.38424821,0.25,10.50724638,47.54890042,5.788858531,62.64001757,64.42,91.39204232,6.92,3.447136564,8.6,12.5137817,8.55,94.897844,23.93084622,74.56910931,19.32773109,63.50705634,10.86567164,67.65937089,46.44452078,84.92423404,7.77385159,69.25393108,61.27272074,6.375630637,68.01417654,5.05,74.99,19.96,26.25,6.29,40.91,0,20.99,5.57
6001402802,94612,Oakland,Alameda,1527,41.16756502,76.94096799,0.02814261,2.229299363,7.805913925,29.14561827,25.95288365,25.31364494,1.025071073,99.42838298,2.836099813,3.572606354,0.001540549,7.677543186,528.133667,59.45528724,380.13,24.60692688,10.85,69.76984361,134.45,97.85116816,1.67,91.16470731,11,80.71912454,212.3,90.40572792,0.25,10.50724638,45.42009899,5.52968681,56.63298924,64.42,91.39204232,6.92,3.447136564,17,96.31753032,,,17.44271988,63.71622373,32.14285714,94.28825425,5.791505792,43.7746681,64.04715128,96.81451167,18.50828729,98.29374373,71.54819168,7.444827607,83.3647137,1.96,70.01,28.03,24.75,2.16,41.78,0,19.38,11.92
6001402900,94612,Oakland,Alameda,2111,36.38231942,70.196035,0.02814261,2.229299363,7.885183334,31.6824072,22.48626544,21.08360164,0.938665478,99.27448609,2.836099813,3.572606354,0.002453272,9.053103007,522.2130127,59.21270261,413.807,28.08136339,18.5,85.18737091,212.45,99.20680704,2.62,95.6368925,11,80.71912454,195.85,89.12887828,0.5,21.49758454,47.37005624,5.767085079,62.21172853,64.42,91.39204232,6.92,3.447136564,12.8,68.21389195,6.32,68.89039395,10.69892473,47.06994329,21.46341463,71.55239471,21.75463623,90.12079895,38.38383838,74.63776131,4.433139535,32.97646928,60.62866985,6.308614998,67.1502935,5.5,75.6,18.9,22.12,11.65,19.75,0,43.34,3.13
6001403000,94607,Oakland,Alameda,3125,47.90447641,85.03710267,0.02814261,2.229299363,7.805913925,29.14561827,4.480497833,2.820028866,0.943141004,99.29647136,2.836099813,3.572606354,0,0,497.1016642,58.27544382,962.944,67.06981858,29,93.16907642,206.25,99.14912028,2.065,93.70985335,11,80.71912454,481.8,96.82577566,1,33.6352657,49.49011922,6.025192933,67.88930376,75.29,95.31577207,8.59,11.61894273,20.9,99.69128997,8.25,93.43040975,25.95880682,77.90503725,17.21854305,53.86154017,32.39752948,96.83052266,49.792,88.09866165,8.164556962,72.33188357,76.40981635,7.950695843,89.74415771,0.67,66.05,33.28,12.83,2.11,6.4,0.38,72.9,5.38
6001403100,94607,Oakland,Alameda,2174,31.02140446,60.98128253,0.02814261,2.229299363,7.805913925,29.14561827,2.560284476,1.665371378,0.85836353,99.14257448,2.836099813,3.572606354,0,0,501.6629944,58.50700187,1145.853,71.58878505,27.9,92.59368545,178.9,98.74531295,3.175,96.80038783,11,80.71912454,341.55,94.77326969,0.75,25.20128824,49.3116641,6.00346685,67.49396003,75.37,95.3378155,8.6,11.67400881,9.5,22.44762955,5.56,52.33096286,10.17206478,45.3797398,16.50273224,50.16112901,12.15370867,71.90527449,22.42899119,43.98849685,6.510416667,57.92349727,49.65961583,5.167248399,51.16845719,3.68,84.04,12.28,33.12,9.61,25.76,0,29.07,2.44
6001403301,94607,Oakland,Alameda,1807,42.78721666,78.98992136,0.02814261,2.229299363,8.243556976,39.96266198,9.591065674,7.727323193,0.925226315,99.24150819,2.836099813,3.572606354,0,0,484.1309916,57.65795567,1095.338,70.54425509,23,89.30362939,169.25,98.61551774,1.54,89.98909223,11,80.71912454,219.05,90.82338902,1,33.6352657,50.24941297,6.117633433,69.83307709,76.99,95.80072743,8.85,13.13876652,17.3,97.04520397,4.12,20.04740941,33.00524934,86.44501279,42.03821656,99.21102345,34.99392467,97.76342543,37.90813503,73.97411791,4.372197309,32.22928516,67.21629989,6.99407984,77.40613578,9.52,65.52,24.96,5.37,1.94,3.38,2.99,78.31,8.02
6001403302,94607,Oakland,Alameda,2687,21.3956956,41.68789456,0.02814261,2.229299363,8.243556976,39.96266198,7.100788977,5.040524037,0.499131796,97.88941409,2.836099813,3.572606354,0,0,474.478007,57.21689271,1230.89,73.39197361,45.75,96.79846562,191.45,98.86068647,1.63,90.86171373,12,82.29980893,331.3,94.53460621,1,33.6352657,50.88586694,6.195118758,71.32659785,77.3,95.93298799,9.02,14.21806167,5.4,1.411245865,8.05,92.13229484,1.235076163,3.791838096,7.77385159,9.078786532,4.356181935,34.66092573,7.182731671,5.90642628,3.71032633,23.85413182,33.19103464,3.453637684,24.73142098,3.76,89.58,6.66,44.59,10.38,4.47,0,25.98,14.59
6001403401,94612,Oakland,Alameda,2641,32.74227639,64.09347658,0.02814261,2.229299363,7.885183334,31.6824072,25.09500932,24.35883202,0.272872706,94.40474882,2.836099813,3.572606354,0.000556477,4.862444018,507.8726705,58.73855993,423.043,28.99395272,15.85,81.33667749,202.2,99.06259014,2.55,95.44297661,11,80.71912454,123.9,80.69212411,0.5,21.49758454,46.22307517,5.627445443,58.89523391,63.73,90.8519784,7.18,4.559471366,10.3,33.13120176,8.4,94.09639914,11.22236128,48.6155899,17.23300971,53.92821425,12.84451378,74.0820476,34.28571429,68.35527043,4.662576687,35.88714174,55.91670773,5.818319647,60.25030457,3.33,68.08,28.59,42.86,12.08,13.14,0,23.7,8.22
6001403402,94612,Oakland,Alameda,955,21.98509331,43.06124709,0.02814261,2.229299363,7.885183334,31.6824072,19.1208468,17.38647718,0.87289283,99.19753765,2.836099813,3.572606354,0,0,505.1363424,58.61726761,353.783,22.00109951,17.15,83.23989377,142.35,98.0819152,1.72,91.63737729,11,80.71912454,63.95,63.57995227,1,33.6352657,44.60686506,5.430679344,54.20601801,66.14,92.08641023,7.18,4.559471366,7.3,5.192943771,7.61,88.18151033,4.919908467,23.5738908,9.493670886,15.19057673,2.387640449,18.87334051,22.72251309,44.79592965,5.771495878,49.10226386,38.90614212,4.048313649,34.12338022,1.88,88.38,9.74,43.56,16.86,18.74,0,12.57,8.27
6001403501,94611,Oakland,Alameda,5421,25.39904961,50.63683686,0.02814261,2.229299363,7.730716228,26.78453767,31.62916534,31.25346952,0.440914697,97.47169397,2.836099813,3.572606354,0.002100954,8.605246321,562.5943197,60.74539641,871.229,63.62836723,12,74.28444969,240.7,99.48081915,2.91,96.41255605,2,18.69029008,491.3,96.93317422,0,0,45.95762303,5.595127874,58.2363277,39.49,58.44814284,7.03,3.843612335,8,8.246968026,5.38,47.79320465,4.92765779,23.61836984,22.00772201,73.7081898,14.72203157,78.53127616,30.60320974,61.78520075,5.887140532,50.70815211,43.62660985,4.539494036,41.89832761,3.03,79.99,16.99,34.92,9.17,17.4,0.39,31.64,6.49
6001403502,94611,Oakland,Alameda,1885,18.58700352,34.4888692,0.02814261,2.229299363,7.730716228,26.78453767,42.72645428,43.29965582,0.393936623,97.07595911,2.836099813,3.572606354,0.000022,1.343570058,551.9276835,60.27125372,1436.305,77.10830126,4.7,43.77397462,115.2,97.28872224,2.255,94.48551691,2,18.69029008,111,77.92362768,0,0,44.42721703,5.408808028,53.66791127,30.96,40.36151218,7.37,5.13215859,6,2.061742007,7.09,81.95055875,8.365019011,38.97475815,18.29787234,58.68429826,1.657458564,12.92907547,25.14588859,50.41477713,2.010424423,7.371473179,33.02568466,3.436432468,24.59851589,4.19,81.22,14.59,45.99,12.36,19.73,0,8.06,13.85
6001403600,94610,Oakland,Alameda,4902,15.5551304,26.22660317,0.02814261,2.229299363,7.594585896,22.62244674,60.24875994,62.09614744,0.233673574,92.52500824,2.836099813,3.572606354,0,0,541.9383341,59.8963502,2305.891,89.16987356,2.25,24.38772499,79.15,95.18315547,2.37,94.90970791,2,18.69029008,92.95,73.69928401,0,0,44.72432002,5.444978941,54.63430705,34.01,46.45651934,7.83,6.894273128,6.8,3.726571114,4.73,32.53188847,5.082713977,24.35227399,16.92844677,52.51694633,4.216444132,33.73998326,15.22599458,26.35770379,3.867235079,25.57154009,27.45500125,2.856784308,15.92645919,9.18,81.64,9.18,35.03,18.99,20.69,1.71,10.89,12.69
6001403701,94610,Oakland,Alameda,2875,12.34738106,17.42164138,0.02814261,2.229299363,7.730716228,26.78453767,35.79397711,35.74997224,0.221233902,91.70056062,2.836099813,3.572606354,0.000542446,4.734484965,540.8333232,59.87429706,497.759,36.76745465,3,32.9595751,105.15,96.87049322,2.085,93.83105078,2,18.69029008,95.55,74.47494033,0,0,39.38589827,4.795050804,39.24884691,37.58,54.21580514,7.72,6.530837004,7.7,6.692392503,3.65,12.98114911,5.178947368,24.80818414,20.82191781,69.1965774,1.132975552,8.073196986,21.82795699,42.74969583,1.065022422,2.118880339,24.74717644,2.575026119,11.83962787,6.23,71.13,22.64,41.39,9.04,24.66,0,18.92,5.98
6001403702,94610,Oakland,Alameda,2264,11.64145153,15.08472699,0.02814261,2.229299363,7.594585896,22.62244674,54.09814526,55.45686688,0.200399762,89.82082005,2.836099813,3.572606354,0,0,518.5706584,59.13551659,1736.185,81.59428257,0,0,40.55,86.25612922,1.52,89.85577506,11,80.71912454,58.4,60.35799523,0,0,43.82426566,5.335401489,51.86690094,36.3,52.12167971,8.01,8.061674009,7.3,5.192943771,3.42,10.17044813,1.270016565,3.980874013,12.88888889,31.62573619,1.049233253,7.487142686,16.50663009,29.57637429,5.215827338,42.58949481,20.9693054,2.181926057,7.365156717,9.28,81.23,9.5,54.55,10.95,14.22,0,10.42,9.85
6001403800,94610,Oakland,Alameda,3996,13.10467018,19.50382102,0.02814261,2.229299363,7.489187717,19.63540523,44.66959181,45.35361386,0.107487302,74.00241838,2.836099813,3.572606354,0,0,537.7893371,59.76403132,1068.621,69.67564596,0,0,33.2,81.62676666,0.885,75.97866925,2,18.69029008,188.55,88.60381862,0,0,37.56939307,4.573899704,33.91170657,33.78,45.89441199,7.81,6.86123348,7.2,4.840132304,7.07,81.66835986,2.574197456,10.95296342,12.54691689,29.79219913,0,0,13.91391391,22.7629687,4.801512287,37.76067804,27.53489813,2.865097845,16.04828885,8.91,74.3,16.79,61.31,6.56,13.54,0.13,11.51,6.96
6001403900,94610,Oakland,Alameda,3864,13.02542939,19.21586001,0.02814261,2.229299363,7.45396471,18.6470459,33.43251327,33.2852226,0.126627219,78.57535451,2.836099813,3.572606354,0,0,552.4953308,60.31536002,1744.468,81.7482133,1.25,15.65358513,49.4,90.04903375,1.515,89.7830566,2,18.69029008,121.95,80.27446301,0,0,39.55611565,4.815773982,39.69909949,30.89,40.18516477,7.54,5.892070485,6.6,3.263506064,4.37,24.85607856,6.971153846,33.19248304,16.66666667,51.26125125,2.76895143,22.55711039,11.73879243,16.95608893,5.269709544,43.22515892,25.99381174,2.704742673,13.65599734,6.08,75.57,18.35,65.37,11.59,8.95,0.36,11.62,2.1
