tract,ZIP,apx_loc,county,TotalPop,CIscore,CIscoreP,ozone,ozoneP,pm,pmP,lead,leadP,diesel,dieselP,drink,drinkP,pest,pestP,RSEIhaz,RSEIhazP,traffic,trafficP,cleanups,cleanupsP,gwthreats,gwthreatsP,haz,hazP,iwb,iwbP,SmATS,SmATSP,swis,swisP,Pollution,PollutionScore,PollutionP,asthma,asthmaP,cvd,cvdP,diabetes,diabetesP,lbw,lbwP,edu,eduP,housingB,housingBP,ling,lingP,pov,povP,unemp,unempP,PopChar,PopCharScore,PopCharP,popund_10,pop10_64,popovr_64,white_pct,hispanic_pct,black_pct,nativeamer_pct,asian_pct,othmulti_pct
6037131024,91335,Reseda,Los Angeles,3894,35.5384061,68.9334367,0.055166512,80.01317812,10.02844429,66.58247309,70.97177426,73.84256689,0.046847415,43.36594482,34.60056492,38.03451687,0,0,188.7733332,39.32076304,402.641,26.99285322,9,65.2257303,4.3,28.62705509,0.47,52.70876257,8,64.89491054,62.4,62.91169451,2,49.97987118,48.69869268,5.928840416,65.75884033,44.27,70.20831037,17.98,75.26431718,11.3,47.68467475,5.28,45.60334123,19.61367013,67.7082175,12.5,29.64773864,7.360861759,52.57744289,30.64848173,61.86262582,7.344632768,65.81911453,57.60659438,5.994157981,62.49861557,6.99,76.86,16.15,19.11,58.53,7.04,0,11.27,4.06
6037131100,91406,Van Nuys,Los Angeles,3017,31.4490623,61.84516558,0.056781543,83.79090709,10.40784168,72.99582693,65.92732526,68.18030421,0.054515658,49.17005606,34.60056492,38.03451687,0,0,209.4396718,41.02988202,1064.682,69.53271028,3.5,35.9840661,0,0,0.41,47.93358381,3,27.21903769,38.25,48.24582339,0.25,10.50724638,44.66617014,5.437899463,54.42565342,31.08,40.79135898,18.42,77.73127753,11.5,50.55126792,6.01,62.26436392,18.24324324,65.19515178,22.00956938,73.73041449,4.275092937,34.1107523,21.77097204,42.53954209,5.916140149,51.05386417,55.58025603,5.783310727,59.6522317,7.13,78.09,14.78,42,44.12,0.2,0,9.48,4.21
6037131200,91325,Northridge,Los Angeles,3681,27.7582166,55.01162919,0.056649021,83.48341753,10.31376934,71.32659785,74.8612536,78.01709781,0.018458341,16.58788612,34.60056492,38.03451687,0,0,202.0220006,40.42342044,646.068,49.77460143,0,0,0,0,0.66,65.62840868,3,27.21903769,1.2,4.188544153,0,0,36.86151653,4.487719012,32.0887327,40.12,59.68257467,18.08,75.99118943,12.7,67.11135612,6.82,77.93204651,9.381818182,42.84443456,24.50819672,81.08678742,13.1270903,74.83554599,15.80411797,27.88408362,3.091190108,16.8952827,59.44425927,6.185373132,65.10134013,12.66,71.48,15.87,50.94,35.97,4.07,0,7.28,1.74
6037131300,91335,Reseda,Los Angeles,4316,34.55301385,67.1502935,0.056517937,83.21985504,10.24856377,70.00878542,95.64635558,98.42344843,0.024044511,22.01824777,34.60056492,38.03451687,0,0,194.6966654,39.78387915,411.775,27.86146234,1.25,15.65358513,5.55,33.58811653,0.58,60.63507454,0,0,1.85,5.62052506,0,0,38.02903299,4.629858737,35.25148254,43.68,68.63220544,17.99,75.29735683,14.1,81.35611907,6.08,63.81081386,28.10945274,80.56265985,35.02109705,96.66629626,6.928999145,50.47243153,27.1521638,54.75058069,8.305084746,73.41362775,71.72362151,7.463081665,83.49761878,10.94,75.12,13.95,15.38,64.02,2.8,0.02,16.15,1.62
6037131400,91335,Reseda,Los Angeles,5895,30.8958272,60.74869864,0.056388274,82.96727432,10.24856377,70.00878542,69.17903951,71.88853114,0.031045032,28.97658569,34.60056492,38.03451687,0,0,186.979332,39.10023156,358.946,22.45189665,3.25,33.80053113,9.75,45.51485434,0.54,57.8111744,3,27.21903769,12.75,21.44391408,0,0,39.77395801,4.842295281,40.22622447,43.87,69.11716081,17.99,75.29735683,11.8,55.24807056,6.39,70.04176544,13.44073094,55.12064939,25.27173913,83.10923436,9.334889148,61.88254993,24.40766551,48.83309368,3.971585405,27.11051634,61.31864858,6.380409581,68.08062908,9.82,74.91,15.27,28.46,47.89,2.12,0.49,14.86,6.17
6037131600,91335,Reseda,Los Angeles,4942,35.02529804,68.15815705,0.056260017,82.74763892,10.10906339,67.76850428,75.8168602,79.07183302,0.030009578,27.95427064,34.60056492,38.03451687,0,0,175.0075023,37.87628184,394.997,26.26717977,4.3,41.84125111,0.6,4.744736083,0.915,77.00884741,3,27.21903769,22.5,33.30548926,0,0,40.20553886,4.894838252,41.4342192,43.43,67.95988097,18.28,76.77312775,12.2,60.63947078,3.7,13.7487301,34.35897436,87.64594685,24.90421456,82.16468496,10.56661562,66.65470637,46.97986577,85.36666298,12.71769947,91.94825471,68.76817679,7.1555578,79.65444678,7.24,76.08,16.67,17.4,49.78,8.05,0,17.26,7.51
6037131701,91335,Reseda,Los Angeles,4877,30.84982942,60.66009525,0.055639295,81.24313639,10.01477909,66.26400176,49.42948043,50.78272455,0.026579195,24.42563482,34.60056492,38.03451687,0,0,174.8258642,37.85422869,447.062,31.41286421,1,13.23399233,3,22.858379,0.235,30.33571688,8,64.89491054,18.1,28.17422434,0,0,36.36238245,4.426951748,30.5403031,44.21,69.85561556,18.52,78.77753304,13.5,75.7662624,4.73,32.53188847,17.72878285,64.27221172,20.99737533,69.82998111,19.65720407,87.52541562,38.63030552,75.02488663,5.989260636,51.9014163,66.97180357,6.968639185,77.0406468,13.49,70.7,15.81,24.07,42.83,4.78,0,24.99,3.32
6037131702,91335,Reseda,Los Angeles,3669,36.46773542,70.35109093,0.055639295,81.24313639,10.07568073,67.28530639,81.15145154,84.91173532,0.053280378,48.21369682,34.60056492,38.03451687,0,0,179.4616013,38.39453082,452.665,31.95162177,3.65,36.35290646,1.35,10.05191808,0.22,28.51775542,8,64.89491054,23.25,34.14081146,0,0,42.16722881,5.133664923,46.98001318,44.27,70.20831037,17.98,75.26431718,11.5,50.55126792,5.79,57.3202393,19.27758147,67.10775047,29.7188755,91.33237026,17.10743802,83.29147231,33.56468629,67.19389448,6.438426162,57.08709713,68.26927531,7.10364544,78.83486543,11.42,75.25,13.33,24.8,57.67,4.85,0,10.87,1.8
6037131801,91335,Reseda,Los Angeles,2879,41.46654659,77.35075867,0.055883531,81.7592796,10.23591232,69.83307709,80.74536843,84.48984123,0.040016334,37.73771573,34.60056492,38.03451687,0,0,193.9236654,39.69566656,466.372,33.51291919,3.55,36.07258778,14.5,57.03778483,0.295,36.32286996,8,64.89491054,7.7,14.43914081,0.2,8.655394525,44.16762294,5.377203648,52.87722381,44.27,70.20831037,17.98,75.26431718,14.5,84.72987872,7.37,85.46111299,24.39150699,75.35861225,28.97959184,90.02111346,20.25586354,88.53008013,45.80690627,84.17210486,2.169625247,8.453217353,74.11146521,7.711544754,86.73164249,16.05,71.48,12.47,15.42,60.33,1.22,0,19.62,3.4
6037131802,91335,Reseda,Los Angeles,2337,26.31635686,52.30922583,0.056007661,82.11069624,10.27897072,70.63474632,70.95437753,73.78705451,0.037175013,35.05551281,34.60056492,38.03451687,0,0,203.401001,40.48957989,533.766,39.90104453,0.4,5.429330186,10.6,49.25007211,0.22,28.51775542,8,64.89491054,0.7,2.887828162,0,0,40.05553462,4.87657593,41.0278937,43.49,68.13622837,18.01,75.53964758,11.1,44.93936053,3.77,14.73078226,22.44318182,72.43411542,14.05405405,37.92643627,15.38461538,80.01435235,15.57552418,27.31998673,5.558912387,46.74919148,51.86266057,5.39648254,53.9816148,6.12,82.97,10.91,23.32,49.85,10.36,0,15.06,1.41
6037131900,91406,Van Nuys,Los Angeles,3959,26.36426357,52.39782922,0.056133151,82.46211289,10.33547258,71.74390512,69.86833747,72.67680693,0.030662356,28.635814,34.60056492,38.03451687,0,0,217.8826701,41.81276877,912.562,65.37658054,2,23.35497197,1,9.027978079,0.31,38.98921343,8,64.89491054,1.7,5.262529833,0,0,41.25796453,5.022966206,44.36635186,30.52,39.36955803,18.45,78.13876652,11.3,47.68467475,6.08,63.81081386,22.77912202,72.93450461,23.08823529,77.11967996,3.927272727,31.49144839,11.76169778,17.00033182,3.336380256,19.62752314,50.44282544,5.248743966,52.16524532,7.58,76.03,16.39,35.94,45.49,0.48,0,12.25,5.83
6037132001,91406,Van Nuys,Los Angeles,2714,21.41068028,41.73219626,0.055166512,80.01317812,10.40965843,73.01779047,61.55239039,63.28411236,0.039412929,37.24304716,34.60056492,38.03451687,0,0,221.4446767,42.16561914,337.823,20.13194063,1.05,13.63233992,1,9.027978079,0.11,16.37377288,13,84.87059232,21.3,31.96897375,0,0,38.150498,4.64464654,35.60289919,30.03,38.09103935,18.47,78.25991189,10.6,37.50826902,3.83,15.59995485,13.02388463,53.91971533,17.98319328,57.13968219,6.711409396,49.24052147,20.30213707,39.03329278,4.345202173,31.8612691,44.30184498,4.609754499,42.76221065,5.9,73.91,20.19,38.32,38.47,3.46,0,13.6,6.15
6037132002,91406,Van Nuys,Los Angeles,3585,35.43761749,68.71192823,0.055400326,80.68306611,10.46662712,73.99516802,80.85439004,84.61196847,0.058964006,52.48983181,34.60056492,38.03451687,0,0,226.5576629,42.61770868,784.528,59.25233645,4.5,43.31661257,1,9.027978079,0.11,16.37377288,16,90.75907591,7.7,14.43914081,0,0,45.6357486,5.555941153,57.39073139,29.28,36.0630442,18.49,78.44713656,12.1,59.41565601,6.64,74.88429845,15.26070369,58.83464917,27.07423581,86.87631959,6.141868512,45.77203684,22.2253761,43.6345537,7.471804511,66.8562507,61.2986479,6.378328445,68.06955366,7.53,81.9,10.57,33.53,53.78,2.68,0,2.45,7.56
6037132101,91406,Van Nuys,Los Angeles,4113,36.63957848,70.58367483,0.055051503,79.69470679,10.462924,73.9292774,79.17657348,82.90218719,0.036860935,34.72573376,34.60056492,38.03451687,0,0,251.8723348,45.14279413,447.593,31.46783947,7.5,59.98819711,0,0,0.175,23.39110411,16,90.75907591,2.7,7.136038186,0,0,42.22888882,5.141171744,47.17768504,28.76,34.45387413,18.51,78.65638767,13.4,74.48732084,7.94,91.29698612,12.19512195,51.55120649,18.55345912,59.8844316,14.90294302,78.97380696,41.86725018,79.58190466,7.398212512,66.29865061,68.49082113,7.126698019,79.18927899,22.32,71.29,6.39,35.18,53.27,1.99,0,4.04,5.52
6037132102,91406,Van Nuys,Los Angeles,4993,37.53323585,71.77982058,0.056007661,82.11069624,10.50089264,74.70898309,37.30391231,37.40424115,0.056104669,50.25832692,34.60056492,38.03451687,0,0,228.7643331,42.81618701,738.813,56.42660803,15.15,80.27441723,0,0,0.38,45.02484547,13,84.87059232,22.95,33.8424821,0.1,2.556360709,45.5115576,5.540821473,56.92949703,28.76,34.45387413,18.51,78.65638767,12.8,68.21389195,5.06,40.36572977,20.68687953,69.46513955,27.80373832,88.24313813,23.99626517,92.40521469,35.10915281,69.6161929,6.186579378,54.16527267,65.10073123,6.773947877,74.01705615,15.12,65.95,18.93,32.02,45.9,3.36,0,16.44,2.26
6037132301,91335,Reseda,Los Angeles,3616,42.87585791,79.18927899,0.055519159,81.03448276,10.59159756,76.33428509,68.03363682,70.63395137,0.038483222,36.42959217,34.60056492,38.03451687,0,0,203.7346675,40.52265961,586.05,44.79384277,6.5,55.60637356,13.3,55.17738679,0.21,27.6936129,8,64.89491054,15.35,24.77326969,1,33.6352657,46.8586564,5.704824516,60.71820778,42.89,66.71442742,18.03,75.56167401,14.8,86.90187431,7.11,82.25533356,24.04656764,74.7359057,16.72727273,51.43904878,25.55228277,93.54144241,34.26082069,68.33314899,5.410536308,44.95371919,72.22949017,7.515718984,84.06246539,14.85,71.27,13.88,14.77,54.07,12.72,0,15.93,2.52
6037132302,91335,Reseda,Los Angeles,3176,33.90601739,65.99844944,0.055282782,80.34263123,10.59159756,76.33428509,75.00939731,78.23914733,0.038133148,36.07782786,34.60056492,38.03451687,0,0,207.6890004,40.9085897,282.054,14.62341946,5.25,48.25907347,8,41.66426305,0.335,41.18288692,8,64.89491054,19.95,30.38186158,2,49.97987118,45.73352739,5.567845267,57.6433121,44.27,70.20831037,17.98,75.26431718,12.5,64.47629548,3.19,7.924144937,22.40461402,72.34515734,20,66.44071564,10.54852321,66.53510346,25.30235519,50.74659883,6.419624217,56.83060109,58.52395113,6.089612006,63.80551556,8.91,78.78,12.31,21.38,52.24,2.64,0,19.52,4.22
6037132501,91335,Reseda,Los Angeles,4658,33.9375697,66.05382656,0.055166512,80.01317812,9.869317055,63.88095761,69.85752181,72.65460198,0.051911575,47.11443333,34.60056492,38.03451687,0,0,181.6097692,38.60403573,455.766,32.39142386,2.9,28.1203895,0.6,4.744736083,0.22,28.51775542,8,64.89491054,30.6,41.81384248,0.2,8.655394525,40.87704166,4.976590609,43.35602899,44.27,70.20831037,17.98,75.26431718,13.8,78.73208379,5.45,49.68958122,33.08844306,86.57844991,21.17647059,70.55228359,10.47400612,66.27197704,23.65008253,46.98595288,5.2213868,42.62295082,65.53794799,6.819441737,74.79233581,11.76,67.28,20.95,29.69,56.57,3.03,0,6.98,3.74
6037132502,91335,Reseda,Los Angeles,3398,35.48514707,68.77838077,0.054713904,78.728311,9.918917656,64.71557215,55.13538135,56.51160209,0.043835539,40.85962405,34.60056492,38.03451687,0,0,186.4686661,39.05612526,341.565,20.53875756,0.9,11.21274712,0.3,2.898759735,0.545,58.15052721,8,64.89491054,18.6,28.73508353,0.5,21.49758454,38.61424312,4.701105361,37.11838348,44.27,70.20831037,17.98,75.26431718,13.7,77.60749724,6.27,67.85190202,15.21562246,58.70121205,31.12033195,93.22146905,11.14480667,68.69991628,29.72238986,60.12609225,9.515039902,81.00814096,72.54218641,7.548256069,84.50548233,10.15,64.66,25.19,46.88,41.58,1.27,0,6.65,3.62
6037132700,91335,Reseda,Los Angeles,4922,43.16002003,79.53261712,0.054937741,79.33230837,10.39528275,72.74324621,72.93751194,75.92983235,0.034278062,32.23040563,34.60056492,38.03451687,0,0,213.1146647,41.38273239,300.909,16.44859813,2.5,26.49749189,2.5,18.70493222,0.33,40.50418131,13,84.87059232,20.05,30.52505967,2,49.97987118,43.62414381,5.31103758,51.27388535,42.91,66.7805577,17.46,72.57709251,13.1,71.62072767,7.75,89.66023253,25.92915215,77.84943845,29.81927711,91.49905545,22.22877358,90.778615,40.96114519,78.2767393,7.467166979,66.78933869,78.09914499,8.126476114,91.660206,10.97,70.34,18.69,35.11,54.49,3.6,0,4.79,2.01
6037132900,91335,Reseda,Los Angeles,3877,29.72566619,58.77727323,0.054387168,77.61915221,10.13673067,68.25170217,72.39831065,75.36360608,0.033555009,31.51588436,34.60056492,38.03451687,0,0,219.4086711,41.94508766,263.307,12.93018142,7.9,60.81439953,0.3,2.898759735,0.645,64.62247,13,84.87059232,0.75,2.99522673,2.5,56.21980676,43.93952507,5.349433789,52.30617175,39.07,57.36801499,15.97,64.27312775,11.5,50.55126792,5.39,47.9850999,6.941907198,33.05904592,26.81992337,86.27625292,18.85057471,86.34134673,24.03920557,47.92611437,1.718039414,5.207984833,53.4032633,5.556787384,56.52896223,13.41,70.54,16.04,55.07,28.22,0.98,0.05,8.51,7.17
6037133000,91335,Reseda,Los Angeles,4096,30.28566041,59.57470373,0.054937741,79.33230837,9.832605362,63.52954096,85.82215135,89.74131231,0.025694674,23.62317247,34.60056492,38.03451687,0,0,179.3799006,38.38350425,379.06,24.48598131,1,13.23399233,3,22.858379,0.33,40.50418131,8,64.89491054,20.45,31.01431981,0,0,39.34451599,4.790012703,39.06215682,43.88,69.17226937,18.06,75.93612335,13.5,75.7662624,5.67,54.74658539,13.66242038,55.57655955,17.35191638,54.40604512,5.122655123,39.74404975,23.68551587,47.09656012,7.393542349,66.28749861,60.76372638,6.322668079,67.40502824,7.42,74.12,18.46,33.3,57.89,1.15,0,5.52,2.15
6037133101,91335,Reseda,Los Angeles,1709,26.08836753,51.921586,0.05428061,77.10300901,9.746499062,62.29958269,76.22846983,79.538137,0.054494454,49.12608552,34.60056492,38.03451687,0,0,197.2576701,40.0595435,310.033,17.32820231,3.75,37.13484804,1.5,13.05162965,0.58,60.63507454,8,64.89491054,1.6,4.964200477,0.25,10.50724638,40.91230694,4.980883994,43.44388315,43.81,68.81957456,17.78,73.81057269,9.4,21.323043,4.67,31.10960605,7.903225806,37.11775826,19.83471074,65.59617735,11.829653,70.91257027,19.42656524,36.88751244,5.767012687,49.02419984,50.33667135,5.23769828,52.02126481,13.63,70.45,15.92,58.05,32.59,1.99,0,3.69,3.69
6037133102,91335,Reseda,Los Angeles,3926,41.22511589,77.01849596,0.054387168,77.61915221,9.892368317,64.18844718,65.87482618,68.12479183,0.043784479,40.79366824,34.60056492,38.03451687,0,0,203.1356684,40.45650017,290.431,15.40406817,15.4,80.71702567,0.3,2.898759735,0.76,70.82777845,8,64.89491054,4.4,9.785202864,2,49.97987118,44.22418141,5.384089381,53.09685921,44.27,70.20831037,17.98,75.26431718,14.2,82.32635061,6,62.02731685,24.81910275,76.01467808,32.84671533,94.93277031,17.09923664,83.26755173,39.08320085,75.7217122,5.303416624,43.63778298,73.58573641,7.656840921,85.85668402,8.61,70.61,20.78,46.1,31.66,0.84,0.97,17.83,2.6
6037134001,91303,Canoga Park,Los Angeles,3457,44.47003168,81.00564847,0.054603802,78.28904019,9.687854767,61.56380409,76.90447746,80.1820806,0.073560039,60.73430801,34.60056492,38.03451687,0,0,167.8510666,37.22571397,696.83,53.49092908,1.05,13.63233992,5.25,32.70839342,0.845,74.68185674,8,64.89491054,10.3,18.18615752,1,33.6352657,47.33441739,5.762746215,62.04700198,39.35,57.99625262,21.29,89.86784141,12.6,65.85446527,7.97,91.56789705,32.91139241,86.27821639,20,66.44071564,15.43550165,80.15787585,30.59334298,61.77414003,7.302325581,65.36188246,74.16209008,7.71681244,86.79809503,10.04,84.58,5.38,12.38,68.06,5.87,0,11.31,2.37
6037134002,91306,Winnetka,Los Angeles,4024,36.49314145,70.43969432,0.054713904,78.728311,9.752259254,62.4094004,70.49934341,73.26523815,0.033995773,31.90062658,34.60056492,38.03451687,0,0,168.9247665,37.41316573,593.217,45.49752611,0.75,10.62260254,1.8,14.06114797,0.645,64.62247,8,64.89491054,0.85,3.269689737,0.1,2.556360709,39.49446438,4.808268225,39.56731825,42.72,65.82166869,20.62,87.72026432,13.7,77.60749724,5.44,49.28321481,29.67788636,82.63093517,31.53526971,93.68818758,7.970419063,55.67515847,35.08204873,69.59407145,8.868092692,77.27222036,72.94013794,7.58966425,84.97065013,13.67,72.42,13.92,17,61.68,4.82,0,8.1,8.4
6037134101,91306,Winnetka,Los Angeles,4660,32.59488067,63.89411895,0.056007661,82.11069624,10.1626339,68.6470459,82.65529156,86.44387698,0.015282459,13.43299989,34.60056492,38.03451687,0,0,168.8758672,37.38008601,474.746,34.32655305,1,13.23399233,0.3,2.898759735,0.465,52.18761362,8,64.89491054,0.6,2.410501193,0,0,37.56607999,4.573496352,33.88974303,44.03,69.4588339,20.2,86.15638767,14.6,85.56780595,5.56,52.33096286,29.06327543,81.77471367,23.95437262,79.47549728,18.57764877,85.81509389,31.57554886,63.62128083,2.007689022,7.349169176,68.49282428,7.126906454,79.20035441,11.35,75.99,12.66,21.09,33.97,1.44,0,41.42,2.08
6037134103,91306,Winnetka,Los Angeles,4172,37.84029619,72.13423413,0.055519159,81.03448276,10.02419519,66.5056007,69.53396922,72.33263018,0.01853329,16.63185666,34.60056492,38.03451687,0,0,163.1926981,36.77362443,552.496,41.7482133,0,0,3.75,26.37727142,0.48,53.43594716,8,64.89491054,1.2,4.188544153,0,0,37.69378115,4.589043377,34.3070503,44.01,69.39270363,20.36,86.60792952,15.5,90.84895259,8.45,94.40117395,26.04200323,78.07183365,25.29644269,83.16479609,12.70928463,73.67539768,36.10294118,71.3195443,6.689453125,59.66320955,79.24582309,8.245791789,93.02248311,6.38,67.52,26.1,22.67,50.41,4.6,0.84,15.68,5.8
6037134104,91306,Winnetka,Los Angeles,4076,29.22995896,57.79156053,0.055639295,81.24313639,9.911011696,64.59477268,43.03137102,43.69934495,0.01452399,12.77344179,34.60056492,38.03451687,0,0,166.6327031,37.10442166,416.182,28.33424959,1,13.23399233,0,0,0.19,24.17888741,8,64.89491054,0,0,0,0,31.16575645,3.794286588,18.54820997,44.01,69.39270363,20.36,86.60792952,13.5,75.7662624,6.05,63.11096061,28.64060879,81.2409652,24.92307692,82.22024669,25.20754717,93.36203803,32.66932271,65.55690742,5.792400371,49.3810639,74.03585414,7.70367717,86.62088825,14.16,68.92,16.93,19.16,36.31,3.68,0,36.33,4.51
6037134201,91304,Canoga Park,Los Angeles,4062,41.75308342,77.70517222,0.055166512,80.01317812,9.788180987,63.00241599,79.29881098,83.0798268,0.05276423,47.7959767,34.60056492,38.03451687,0,0,160.670433,36.50898666,546.457,41.05552501,4.5,43.31661257,18,64.91202769,1.025,80.48721367,8,64.89491054,49.25,55.3221957,3,61.45330113,53.03455003,6.456710979,76.49901164,42.09,64.37782431,19.39,82.59911894,12.1,59.41565601,7.03,81.05881025,15.83038869,60.09118203,15.58935361,45.90510057,9.600614439,63.00681737,14.38778024,24.14555912,7.748650732,69.00858704,62.1471508,6.466617997,69.36537823,8.1,80.67,11.23,22.06,36.51,2.14,0,35.77,3.52
6037134302,91304,Canoga Park,Los Angeles,4411,26.40215796,52.41998006,0.054070946,76.44410279,9.316317081,56.00702833,65.76807677,68.00266459,0.021825522,19.99560295,34.60056492,38.03451687,0,0,139.4651693,34.50215018,478.549,34.60142936,2.5,26.49749189,17.45,63.45543698,0.65,64.97394255,8,64.89491054,16.75,26.50357995,0,0,40.98370025,4.989575799,43.69646387,41.89,63.99206437,18.22,76.530837,12.2,60.63947078,3.6,12.32644768,15.59720457,59.53519404,27.00729927,86.67629737,6.557377049,48.41526133,20.53611995,39.7079969,2.004454343,7.338017174,50.85337916,5.291463448,52.60826227,10.38,72.39,17.23,35.64,34.41,2.13,0.2,21.38,6.23
6037134303,91303,Canoga Park,Los Angeles,5455,33.3956155,65.26747148,0.053865805,75.82912365,9.356246471,56.47924445,65.3177951,67.34761852,0.035538171,33.47257338,34.60056492,38.03451687,3.066522014,50.31989763,161.1458308,36.5751461,565.896,42.86970863,0.3,3.614635586,23.05,72.77184886,0.905,76.74221307,8,64.89491054,9.1,16.22911695,0.75,25.20128824,47.82476428,5.822443679,63.29892379,38.04,55.20775929,18.41,77.65418502,12.4,63.24145535,5.33,46.67569703,18.21009811,65.07283443,15.96858639,47.59417713,2.836513667,23.20296615,18.53585471,34.73067139,8.848032175,77.14954834,55.12240683,5.735669994,58.93232916,7.64,72.69,19.67,46.51,30.83,0.33,0,19.56,2.77
6037134304,91304,Canoga Park,Los Angeles,2863,38.96136635,73.91737734,0.054494895,78.02547771,9.473186493,58.41203602,72.95810646,75.96313978,0.041416554,38.93591294,34.60056492,38.03451687,0,0,155.0114289,35.93560481,482.513,35.04123145,1.1,13.83889053,15.25,59.64811076,0.485,53.93285662,8,64.89491054,11.65,19.83293556,0.6,22.36312399,43.05737263,5.242035813,49.62661981,41.64,63.1544142,18.8,80.12114537,13.4,74.48732084,6.25,67.60356699,12.38008223,52.15167352,27.12765957,86.95410601,10.11969532,64.89654348,32.99587552,66.18736865,11.00651702,87.39823798,71.42959889,7.432487632,83.23180862,9.88,66.89,23.23,35.98,38.32,5.52,0,14.88,5.31
6037134305,91304,Canoga Park,Los Angeles,3693,43.11487149,79.46616458,0.054937741,79.33230837,9.602228165,60.43268175,75.3726436,78.71655379,0.055132973,49.653732,34.60056492,38.03451687,0,0,154.5150681,35.88047194,619.759,47.58658604,4.5,43.31661257,18.45,65.41678685,0.32,39.64367955,0,0,11.6,19.77326969,0.5,21.49758454,43.00573385,5.23574903,49.39600264,42.4,65.1383225,18.54,78.87665198,13.2,72.72326351,6.76,77.02901005,36,89.4584677,39.83193277,98.71096789,18.96407686,86.52075111,43.02734904,80.92025218,7.699619772,68.57365897,79.13931579,8.234709349,92.90065345,12.32,77.28,10.4,6.39,82.56,1.06,0,8.23,1.76
6037134306,91304,Canoga Park,Los Angeles,3699,45.39386225,82.10211541,0.054713904,78.728311,9.473186493,58.41203602,50.3586083,51.63761519,0.053504847,48.38957898,34.60056492,38.03451687,0,0,158.3881048,36.26640203,586.895,44.93677845,1.05,13.63233992,17.8,64.24862994,0.585,60.99866683,8,64.89491054,15.25,24.6300716,3,61.45330113,45.80365432,5.576382897,57.81902043,41.45,62.69150226,19.39,82.59911894,13.3,73.63836825,7.07,81.66835986,20.31930334,68.9536306,34.47098976,96.32181353,17.58087201,84.23633537,38.70967742,75.16867603,9.694415174,81.9003011,78.23274433,8.14037757,91.8484882,9.41,71.56,19.03,18.76,51.39,5.84,0,22.3,1.7
6037134421,91307,West Hills,Los Angeles,4401,17.26364708,30.91150737,0.052637825,72.29299363,8.684419632,46.749396,27.07300811,26.53491729,0.00727139,5.892052325,34.60056492,38.03451687,0,0,94.39099883,29.71661705,413.149,27.97141286,0,0,2.8,19.65676377,0.7,67.7736032,8,64.89491054,1.85,5.62052506,0,0,29.37409231,3.576159771,15.01207995,38.05,55.22980271,15.85,63.469163,10.4,34.52039691,4.86,35.715092,5.155642023,24.74146558,18.79194631,60.92899211,3.034134008,24.6023203,16.58713929,29.80864949,11.07797188,87.68819003,46.39376858,4.827426116,46.39494961,9.98,70.44,19.59,60.55,11,1.89,0.41,14.54,11.61
6037134422,91307,West Hills,Los Angeles,5079,25.68016677,51.14630635,0.053164903,73.54491544,8.901517232,49.79134637,41.3045894,41.84523149,0.020437559,18.58854567,34.60056492,38.03451687,0.486714965,37.01215611,146.139534,35.14169148,619.936,47.63056625,0,0,20.3,68.63282377,1.18,84.17161556,8,64.89491054,35.5,45.90692124,0,0,43.11054031,5.248508732,49.74741928,37.52,54.11660972,15.52,61.66299559,10.2,31.84123484,5.63,53.88870076,4.646137223,22.25063939,20.06472492,66.55183909,6.25,46.48965435,6.28076393,4.391107178,9.097525473,78.65506858,47.02252347,4.892850157,47.45819028,11.73,67.22,21.05,54.89,15.38,4.35,0,19.69,5.69
6037134423,91304,Canoga Park,Los Angeles,3417,23.480901,46.66075977,0.05356636,74.71996486,9.076112747,52.26224467,37.88002373,38.0703897,0.009625986,8.266461471,34.60056492,38.03451687,0,0,105.6059011,31.1390451,753.586,57.49312809,2.75,27.63352021,23.75,73.47851168,0.57,60.0048479,8,64.89491054,15.2,24.59427208,0,0,38.92137159,4.73849683,37.86514386,41.75,63.56221757,18.14,76.27753304,11.3,47.68467475,1.41,0.654701434,8.262108262,38.57444679,22.35741445,74.66385154,0.969425802,6.769525176,19.19812701,36.41190134,10.28917283,84.58793353,47.62315669,4.955348043,48.16701739,12.96,57.65,29.38,66.05,15.01,0,0,17.94,1
6037134424,91304,Canoga Park,Los Angeles,2835,15.03816264,24.87540148,0.052745551,72.50164727,8.487889528,43.87217219,1.870207801,1.143555013,0.004702373,3.803451687,45.29365055,50.36825327,0,0,43.3233325,20.48737457,707.834,54.30456295,3,32.9595751,1,9.027978079,0.12,16.95552054,1,10.17891263,1.3,4.391408115,0,0,24.62416222,2.997877769,6.940478805,41.14,62.10735148,17.76,73.75550661,9.5,22.44762955,10,98.79218873,2.495378928,10.64161014,10.19607843,18.32425825,5.910390848,44.61188853,6.921155904,5.441875899,9.642857143,81.68841307,48.20863914,5.016269442,48.99767416,8.99,64.73,26.28,69.21,2.08,3.77,0,19.29,5.64
