cdcr_code,year,month,stage1_days,stage3_days
HDSP,2022,11,0,0
HDSP,2022,12,0,0
HDSP,2023,1,0,0
HDSP,2023,2,0,0
HDSP,2023,3,0,0
HDSP,2023,4,0,0
HDSP,2023,5,1,0
HDSP,2023,6,1,0
HDSP,2023,7,26,10
HDSP,2023,8,15,3
HDSP,2023,9,0,0
HDSP,2023,10,0,0
HDSP,2023,11,0,0
HDSP,2023,12,0,0
HDSP,2024,1,0,0
HDSP,2024,2,0,0
HDSP,2024,3,0,0
HDSP,2024,4,0,0
HDSP,2024,5,0,0
HDSP,2024,6,12,2
HDSP,2024,7,25,18
HDSP,2024,8,13,4
HDSP,2024,9,3,0
HDSP,2024,10,1,0
HDSP,2024,11,0,0
HDSP,2024,12,0,0
HDSP,2025,1,0,0
HDSP,2025,2,0,0
HDSP,2025,3,0,0
HDSP,2025,4,0,0
HDSP,2025,5,3,2
HDSP,2025,6,12,3
HDSP,2025,7,21,9
HDSP,2025,8,19,8
HDSP,2025,9,4,0
HDSP,2025,10,0,0
HDSP,2025,11,0,0
HDSP,2025,12,0,0
ISP,2016,1,0,0
ISP,2016,2,1,0
ISP,2016,3,7,0
ISP,2016,4,10,5
ISP,2016,5,19,9
ISP,2016,6,30,30
ISP,2016,7,31,31
ISP,2016,8,31,31
ISP,2016,9,27,20
ISP,2016,10,18,6
ISP,2016,11,1,0
ISP,2016,12,0,0
ISP,2017,1,0,0
ISP,2017,2,0,0
ISP,2017,3,11,2
ISP,2017,4,15,2
ISP,2017,5,21,17
ISP,2017,6,30,28
ISP,2017,7,31,31
ISP,2017,8,31,31
ISP,2017,9,25,20
ISP,2017,10,24,8
ISP,2017,11,0,0
ISP,2017,12,0,0
ISP,2018,1,0,0
ISP,2018,2,0,0
ISP,2018,3,3,0
ISP,2018,4,18,9
ISP,2018,5,25,19
ISP,2018,6,30,30
ISP,2018,7,31,31
ISP,2018,8,31,31
ISP,2018,9,30,30
ISP,2018,10,6,0
ISP,2018,11,0,0
ISP,2018,12,0,0
ISP,2019,1,0,0
ISP,2019,2,0,0
ISP,2019,3,0,0
ISP,2019,4,12,9
ISP,2019,5,13,7
ISP,2019,6,30,28
ISP,2019,7,31,31
ISP,2019,8,31,31
ISP,2019,9,26,21
ISP,2019,10,12,6
ISP,2019,11,0,0
ISP,2019,12,0,0
ISP,2020,1,0,0
ISP,2020,2,0,0
ISP,2020,3,0,0
ISP,2020,4,9,9
ISP,2020,5,28,23
ISP,2020,6,29,28
ISP,2020,7,31,31
ISP,2020,8,31,31
ISP,2020,9,30,28
ISP,2020,10,23,19
ISP,2020,11,5,0
ISP,2020,12,0,0
ISP,2021,1,0,0
ISP,2021,2,0,0
ISP,2021,3,1,0
ISP,2021,4,15,5
ISP,2021,5,27,23
ISP,2021,6,30,30
ISP,2021,7,31,30
ISP,2021,8,31,31
ISP,2021,9,29,25
ISP,2021,10,9,3
ISP,2021,11,1,0
ISP,2021,12,0,0
ISP,2022,1,0,0
ISP,2022,2,0,0
ISP,2022,3,4,2
ISP,2022,4,18,6
ISP,2022,5,27,22
ISP,2022,6,30,30
ISP,2022,7,31,31
ISP,2022,8,31,30
ISP,2022,9,30,28
ISP,2022,10,17,13
ISP,2022,11,0,0
ISP,2022,12,0,0
ISP,2023,1,0,0
ISP,2023,2,0,0
ISP,2023,3,0,0
ISP,2023,4,16,9
ISP,2023,5,24,18
ISP,2023,6,29,25
ISP,2023,7,31,31
ISP,2023,8,30,28
ISP,2023,9,29,27
ISP,2023,10,17,15
ISP,2023,11,2,0
ISP,2023,12,0,0
ISP,2024,1,0,0
ISP,2024,2,0,0
ISP,2024,3,0,0
ISP,2024,4,15,10
ISP,2024,5,27,19
ISP,2024,6,30,30
ISP,2024,7,31,31
ISP,2024,8,31,31
ISP,2024,9,29,24
ISP,2024,10,22,19
ISP,2024,11,0,0
ISP,2024,12,0,0
ISP,2025,1,0,0
ISP,2025,2,4,1
ISP,2025,3,5,3
ISP,2025,4,15,5
ISP,2025,5,25,20
ISP,2025,6,30,29
ISP,2025,7,31,31
ISP,2025,8,31,31
ISP,2025,9,27,22
ISP,2025,10,19,4
ISP,2025,11,5,0
ISP,2025,12,0,0
KVSP,2016,1,0,0
KVSP,2016,2,0,0
KVSP,2016,3,0,0
KVSP,2016,4,3,0
KVSP,2016,5,12,6
KVSP,2016,6,23,19
KVSP,2016,7,30,28
KVSP,2016,8,31,28
KVSP,2016,9,22,13
KVSP,2016,10,1,0
KVSP,2016,11,0,0
KVSP,2016,12,0,0
KVSP,2017,1,0,0
KVSP,2017,2,0,0
KVSP,2017,3,0,0
KVSP,2017,4,0,0
KVSP,2017,5,12,5
KVSP,2017,6,23,16
KVSP,2017,7,31,31
KVSP,2017,8,30,27
KVSP,2017,9,15,9
KVSP,2017,10,1,0
KVSP,2017,11,0,0
KVSP,2017,12,0,0
KVSP,2018,1,0,0
KVSP,2018,2,0,0
KVSP,2018,3,0,0
KVSP,2018,4,2,0
KVSP,2018,5,3,1
KVSP,2018,6,20,15
KVSP,2018,7,31,29
KVSP,2018,8,29,22
KVSP,2018,9,21,14
KVSP,2018,10,0,0
KVSP,2018,11,0,0
KVSP,2018,12,0,0
KVSP,2019,1,0,0
KVSP,2019,2,0,0
KVSP,2019,3,0,0
KVSP,2019,4,3,0
KVSP,2019,5,0,0
KVSP,2019,6,25,12
KVSP,2019,7,31,22
KVSP,2019,8,30,22
KVSP,2019,9,15,12
KVSP,2019,10,0,0
KVSP,2019,11,0,0
KVSP,2019,12,0,0
KVSP,2020,1,0,0
KVSP,2020,2,0,0
KVSP,2020,3,0,0
KVSP,2020,4,2,0
KVSP,2020,5,8,6
KVSP,2020,6,18,12
KVSP,2020,7,31,28
KVSP,2020,8,30,28
KVSP,2020,9,19,8
KVSP,2020,10,6,1
KVSP,2020,11,0,0
KVSP,2020,12,0,0
KVSP,2021,1,0,0
KVSP,2021,2,0,0
KVSP,2021,3,0,0
KVSP,2021,4,1,0
KVSP,2021,5,9,4
KVSP,2021,6,24,21
KVSP,2021,7,31,30
KVSP,2021,8,27,24
KVSP,2021,9,19,15
KVSP,2021,10,3,0
KVSP,2021,11,0,0
KVSP,2021,12,0,0
KVSP,2022,1,0,0
KVSP,2022,2,0,0
KVSP,2022,3,0,0
KVSP,2022,4,2,0
KVSP,2022,5,8,3
KVSP,2022,6,21,13
KVSP,2022,7,29,25
KVSP,2022,8,31,30
KVSP,2022,9,20,14
KVSP,2022,10,8,0
KVSP,2022,11,0,0
KVSP,2022,12,0,0
KVSP,2023,1,0,0
KVSP,2023,2,0,0
KVSP,2023,3,0,0
KVSP,2023,4,2,0
KVSP,2023,5,10,4
KVSP,2023,6,10,3
KVSP,2023,7,30,26
KVSP,2023,8,27,21
KVSP,2023,9,13,4
KVSP,2023,10,5,2
KVSP,2023,11,0,0
KVSP,2023,12,0,0
KVSP,2024,1,0,0
KVSP,2024,2,0,0
KVSP,2024,3,0,0
KVSP,2024,4,1,0
KVSP,2024,5,14,3
KVSP,2024,6,27,18
KVSP,2024,7,31,30
KVSP,2024,8,28,22
KVSP,2024,9,20,13
KVSP,2024,10,9,8
KVSP,2024,11,0,0
KVSP,2024,12,0,0
KVSP,2025,1,0,0
KVSP,2025,2,0,0
KVSP,2025,3,0,0
KVSP,2025,4,0,0
KVSP,2025,5,9,4
KVSP,2025,6,26,17
KVSP,2025,7,30,22
KVSP,2025,8,31,25
KVSP,2025,9,18,8
KVSP,2025,10,0,0
KVSP,2025,11,0,0
KVSP,2025,12,0,0
LAC,2016,1,0,0
LAC,2016,2,0,0
LAC,2016,3,0,0
LAC,2016,4,0,0
LAC,2016,5,6,2
LAC,2016,6,24,22
LAC,2016,7,31,28
LAC,2016,8,31,26
LAC,2016,9,17,7
LAC,2016,10,0,0
LAC,2016,11,0,0
LAC,2016,12,0,0
LAC,2017,1,0,0
LAC,2017,2,0,0
LAC,2017,3,0,0
LAC,2017,4,1,0
LAC,2017,5,12,6
LAC,2017,6,23,22
LAC,2017,7,31,30
LAC,2017,8,28,27
LAC,2017,9,13,7
LAC,2017,10,3,0
LAC,2017,11,0,0
LAC,2017,12,0,0
LAC,2018,1,0,0
LAC,2018,2,0,0
LAC,2018,3,0,0
LAC,2018,4,0,0
LAC,2018,5,6,2
LAC,2018,6,21,17
LAC,2018,7,31,29
LAC,2018,8,30,21
LAC,2018,9,25,12
LAC,2018,10,0,0
LAC,2018,11,0,0
LAC,2018,12,0,0
LAC,2019,1,0,0
LAC,2019,2,0,0
LAC,2019,3,0,0
LAC,2019,4,3,0
LAC,2019,5,0,0
LAC,2019,6,24,9
LAC,2019,7,28,19
LAC,2019,8,31,25
LAC,2019,9,13,10
LAC,2019,10,1,0
LAC,2019,11,0,0
LAC,2019,12,0,0
LAC,2020,1,0,0
LAC,2020,2,0,0
LAC,2020,3,0,0
LAC,2020,4,4,1
LAC,2020,5,12,4
LAC,2020,6,19,14
LAC,2020,7,30,25
LAC,2020,8,30,28
LAC,2020,9,27,15
LAC,2020,10,14,4
LAC,2020,11,0,0
LAC,2020,12,0,0
LAC,2021,1,0,0
LAC,2021,2,0,0
LAC,2021,3,0,0
LAC,2021,4,2,1
LAC,2021,5,8,2
LAC,2021,6,25,21
LAC,2021,7,30,30
LAC,2021,8,27,23
LAC,2021,9,21,12
LAC,2021,10,1,0
LAC,2021,11,0,0
LAC,2021,12,0,0
LAC,2022,1,0,0
LAC,2022,2,0,0
LAC,2022,3,0,0
LAC,2022,4,1,0
LAC,2022,5,8,3
LAC,2022,6,23,15
LAC,2022,7,27,25
LAC,2022,8,31,30
LAC,2022,9,18,15
LAC,2022,10,9,1
LAC,2022,11,0,0
LAC,2022,12,0,0
LAC,2023,1,0,0
LAC,2023,2,0,0
LAC,2023,3,0,0
LAC,2023,4,3,0
LAC,2023,5,11,3
LAC,2023,6,5,2
LAC,2023,7,31,25
LAC,2023,8,26,21
LAC,2023,9,11,4
LAC,2023,10,6,0
LAC,2023,11,0,0
LAC,2023,12,0,0
LAC,2024,1,0,0
LAC,2024,2,0,0
LAC,2024,3,0,0
LAC,2024,4,0,0
LAC,2024,5,4,0
LAC,2024,6,26,16
LAC,2024,7,31,29
LAC,2024,8,27,25
LAC,2024,9,21,15
LAC,2024,10,9,7
LAC,2024,11,0,0
LAC,2024,12,0,0
LAC,2025,1,0,0
LAC,2025,2,0,0
LAC,2025,3,0,0
LAC,2025,4,0,0
LAC,2025,5,11,4
LAC,2025,6,23,17
LAC,2025,7,25,17
LAC,2025,8,31,25
LAC,2025,9,14,6
LAC,2025,10,0,0
LAC,2025,11,0,0
LAC,2025,12,0,0
MCSP,2016,1,0,0
MCSP,2016,2,0,0
MCSP,2016,3,0,0
MCSP,2016,4,0,0
MCSP,2016,5,5,1
MCSP,2016,6,19,15
MCSP,2016,7,23,15
MCSP,2016,8,25,10
MCSP,2016,9,13,4
MCSP,2016,10,0,0
MCSP,2016,11,0,0
MCSP,2016,12,0,0
MCSP,2017,1,0,0
MCSP,2017,2,0,0
MCSP,2017,3,0,0
MCSP,2017,4,0,0
MCSP,2017,5,5,2
MCSP,2017,6,18,9
MCSP,2017,7,31,27
MCSP,2017,8,27,17
MCSP,2017,9,13,6
MCSP,2017,10,0,0
MCSP,2017,11,0,0
MCSP,2017,12,0,0
MCSP,2018,1,0,0
MCSP,2018,2,0,0
MCSP,2018,3,0,0
MCSP,2018,4,0,0
MCSP,2018,5,2,1
MCSP,2018,6,15,9
MCSP,2018,7,29,26
MCSP,2018,8,20,13
MCSP,2018,9,16,3
MCSP,2018,10,0,0
MCSP,2018,11,0,0
MCSP,2018,12,0,0
MCSP,2019,1,0,0
MCSP,2019,2,0,0
MCSP,2019,3,0,0
MCSP,2019,4,0,0
MCSP,2019,5,0,0
MCSP,2019,6,16,7
MCSP,2019,7,25,15
MCSP,2019,8,23,17
MCSP,2019,9,11,6
MCSP,2019,10,0,0
MCSP,2019,11,0,0
MCSP,2019,12,0,0
MCSP,2020,1,0,0
MCSP,2020,2,0,0
MCSP,2020,3,0,0
MCSP,2020,4,0,0
MCSP,2020,5,7,4
MCSP,2020,6,17,13
MCSP,2020,7,30,19
MCSP,2020,8,28,17
MCSP,2020,9,14,7
MCSP,2020,10,9,0
MCSP,2020,11,0,0
MCSP,2020,12,0,0
MCSP,2021,1,0,0
MCSP,2021,2,0,0
MCSP,2021,3,0,0
MCSP,2021,4,0,0
MCSP,2021,5,5,1
MCSP,2021,6,17,11
MCSP,2021,7,30,20
MCSP,2021,8,21,15
MCSP,2021,9,14,8
MCSP,2021,10,0,0
MCSP,2021,11,0,0
MCSP,2021,12,0,0
MCSP,2022,1,0,0
MCSP,2022,2,0,0
MCSP,2022,3,0,0
MCSP,2022,4,0,0
MCSP,2022,5,3,1
MCSP,2022,6,16,10
MCSP,2022,7,23,14
MCSP,2022,8,26,15
MCSP,2022,9,15,9
MCSP,2022,10,6,0
MCSP,2022,11,0,0
MCSP,2022,12,0,0
MCSP,2023,1,0,0
MCSP,2023,2,0,0
MCSP,2023,3,0,0
MCSP,2023,4,0,0
MCSP,2023,5,5,0
MCSP,2023,6,7,2
MCSP,2023,7,27,23
MCSP,2023,8,26,14
MCSP,2023,9,7,0
MCSP,2023,10,4,0
MCSP,2023,11,0,0
MCSP,2023,12,0,0
MCSP,2024,1,0,0
MCSP,2024,2,0,0
MCSP,2024,3,0,0
MCSP,2024,4,0,0
MCSP,2024,5,1,0
MCSP,2024,6,17,10
MCSP,2024,7,26,22
MCSP,2024,8,19,10
MCSP,2024,9,12,8
MCSP,2024,10,8,7
MCSP,2024,11,0,0
MCSP,2024,12,0,0
MCSP,2025,1,0,0
MCSP,2025,2,0,0
MCSP,2025,3,0,0
MCSP,2025,4,0,0
MCSP,2025,5,4,2
MCSP,2025,6,8,2
MCSP,2025,7,14,5
MCSP,2025,8,22,11
MCSP,2025,9,8,5
MCSP,2025,10,0,0
MCSP,2025,11,0,0
MCSP,2025,12,0,0
NKSP,2016,1,0,0
NKSP,2016,2,0,0
NKSP,2016,3,0,0
NKSP,2016,4,3,0
NKSP,2016,5,12,6
NKSP,2016,6,23,19
NKSP,2016,7,30,28
NKSP,2016,8,31,28
NKSP,2016,9,22,13
NKSP,2016,10,1,0
NKSP,2016,11,0,0
NKSP,2016,12,0,0
NKSP,2017,1,0,0
NKSP,2017,2,0,0
NKSP,2017,3,0,0
NKSP,2017,4,0,0
NKSP,2017,5,12,5
NKSP,2017,6,23,16
NKSP,2017,7,31,31
NKSP,2017,8,30,27
NKSP,2017,9,15,9
NKSP,2017,10,1,0
NKSP,2017,11,0,0
NKSP,2017,12,0,0
NKSP,2018,1,0,0
NKSP,2018,2,0,0
NKSP,2018,3,0,0
NKSP,2018,4,2,0
NKSP,2018,5,3,1
NKSP,2018,6,20,15
NKSP,2018,7,31,29
NKSP,2018,8,29,22
NKSP,2018,9,21,14
NKSP,2018,10,0,0
NKSP,2018,11,0,0
NKSP,2018,12,0,0
NKSP,2019,1,0,0
NKSP,2019,2,0,0
NKSP,2019,3,0,0
NKSP,2019,4,3,0
NKSP,2019,5,0,0
NKSP,2019,6,25,12
NKSP,2019,7,31,22
NKSP,2019,8,30,22
NKSP,2019,9,15,12
NKSP,2019,10,0,0
NKSP,2019,11,0,0
NKSP,2019,12,0,0
NKSP,2020,1,0,0
NKSP,2020,2,0,0
NKSP,2020,3,0,0
NKSP,2020,4,2,0
NKSP,2020,5,8,6
NKSP,2020,6,18,12
NKSP,2020,7,31,28
NKSP,2020,8,30,28
NKSP,2020,9,19,8
NKSP,2020,10,6,1
NKSP,2020,11,0,0
NKSP,2020,12,0,0
NKSP,2021,1,0,0
NKSP,2021,2,0,0
NKSP,2021,3,0,0
NKSP,2021,4,1,0
NKSP,2021,5,9,4
NKSP,2021,6,24,21
NKSP,2021,7,31,30
NKSP,2021,8,27,24
NKSP,2021,9,19,15
NKSP,2021,10,3,0
NKSP,2021,11,0,0
NKSP,2021,12,0,0
NKSP,2022,1,0,0
NKSP,2022,2,0,0
NKSP,2022,3,0,0
NKSP,2022,4,2,0
NKSP,2022,5,8,3
NKSP,2022,6,21,13
NKSP,2022,7,29,25
NKSP,2022,8,31,30
NKSP,2022,9,20,14
NKSP,2022,10,8,0
NKSP,2022,11,0,0
NKSP,2022,12,0,0
NKSP,2023,1,0,0
NKSP,2023,2,0,0
NKSP,2023,3,0,0
NKSP,2023,4,2,0
NKSP,2023,5,10,4
NKSP,2023,6,10,3
NKSP,2023,7,30,26
NKSP,2023,8,27,21
NKSP,2023,9,13,4
NKSP,2023,10,5,2
NKSP,2023,11,0,0
NKSP,2023,12,0,0
NKSP,2024,1,0,0
NKSP,2024,2,0,0
NKSP,2024,3,0,0
NKSP,2024,4,1,0
NKSP,2024,5,14,3
NKSP,2024,6,27,18
NKSP,2024,7,31,30
NKSP,2024,8,28,22
NKSP,2024,9,20,13
NKSP,2024,10,9,8
NKSP,2024,11,0,0
NKSP,2024,12,0,0
NKSP,2025,1,0,0
NKSP,2025,2,0,0
NKSP,2025,3,0,0
NKSP,2025,4,0,0
NKSP,2025,5,9,4
NKSP,2025,6,26,17
NKSP,2025,7,30,22
NKSP,2025,8,31,25
NKSP,2025,9,18,8
NKSP,2025,10,0,0
NKSP,2025,11,0,0
NKSP,2025,12,0,0
PBSP,2016,1,0,0
PBSP,2016,2,0,0
PBSP,2016,3,0,0
PBSP,2016,4,0,0
PBSP,2016,5,0,0
PBSP,2016,6,0,0
PBSP,2016,7,0,0
PBSP,2016,8,0,0
PBSP,2016,9,0,0
PBSP,2016,10,0,0
PBSP,2016,11,0,0
PBSP,2016,12,0,0
PBSP,2017,1,0,0
PBSP,2017,2,0,0
PBSP,2017,3,0,0
PBSP,2017,4,0,0
PBSP,2017,5,0,0
PBSP,2017,6,0,0
PBSP,2017,7,0,0
PBSP,2017,8,0,0
PBSP,2017,9,0,0
PBSP,2017,10,0,0
PBSP,2017,11,0,0
PBSP,2017,12,0,0
PBSP,2018,1,0,0
PBSP,2018,2,0,0
PBSP,2018,3,0,0
PBSP,2018,4,0,0
PBSP,2018,5,0,0
PBSP,2018,6,0,0
PBSP,2018,7,0,0
PBSP,2018,8,0,0
PBSP,2018,9,0,0
PBSP,2018,10,0,0
PBSP,2018,11,0,0
PBSP,2018,12,0,0
PBSP,2019,1,0,0
PBSP,2019,2,0,0
PBSP,2019,3,0,0
PBSP,2019,4,0,0
PBSP,2019,5,0,0
PBSP,2019,6,0,0
PBSP,2019,7,0,0
PBSP,2019,8,0,0
PBSP,2019,9,0,0
PBSP,2019,10,0,0
PBSP,2019,11,0,0
PBSP,2019,12,0,0
PBSP,2020,1,0,0
PBSP,2020,2,0,0
PBSP,2020,3,0,0
PBSP,2020,4,0,0
PBSP,2020,5,0,0
PBSP,2020,6,0,0
PBSP,2020,7,0,0
PBSP,2020,8,0,0
PBSP,2020,9,1,0
PBSP,2020,10,0,0
PBSP,2020,11,0,0
PBSP,2020,12,0,0
PBSP,2021,1,0,0
PBSP,2021,2,0,0
PBSP,2021,3,0,0
PBSP,2021,4,0,0
PBSP,2021,5,0,0
PBSP,2021,6,0,0
PBSP,2021,7,0,0
PBSP,2021,8,0,0
PBSP,2021,9,0,0
PBSP,2021,10,0,0
PBSP,2021,11,0,0
PBSP,2021,12,0,0
PBSP,2022,1,0,0
PBSP,2022,2,0,0
PBSP,2022,3,0,0
PBSP,2022,4,0,0
PBSP,2022,5,0,0
PBSP,2022,6,0,0
PBSP,2022,7,0,0
PBSP,2022,8,0,0
PBSP,2022,9,0,0
PBSP,2022,10,0,0
PBSP,2022,11,0,0
PBSP,2022,12,0,0
PBSP,2023,1,0,0
PBSP,2023,2,0,0
PBSP,2023,3,0,0
PBSP,2023,4,0,0
PBSP,2023,5,0,0
PBSP,2023,6,0,0
PBSP,2023,7,0,0
PBSP,2023,8,0,0
PBSP,2023,9,0,0
PBSP,2023,10,0,0
PBSP,2023,11,0,0
PBSP,2023,12,0,0
PBSP,2024,1,0,0
PBSP,2024,2,0,0
PBSP,2024,3,0,0
PBSP,2024,4,0,0
PBSP,2024,5,0,0
PBSP,2024,6,0,0
PBSP,2024,7,0,0
PBSP,2024,8,0,0
PBSP,2024,9,0,0
PBSP,2024,10,0,0
PBSP,2024,11,0,0
PBSP,2024,12,0,0
PBSP,2025,1,0,0
PBSP,2025,2,0,0
PBSP,2025,3,0,0
PBSP,2025,4,0,0
PBSP,2025,5,0,0
PBSP,2025,6,0,0
PBSP,2025,7,0,0
PBSP,2025,8,0,0
PBSP,2025,9,0,0
PBSP,2025,10,0,0
PBSP,2025,11,0,0
PBSP,2025,12,0,0
PVSP,2016,1,0,0
PVSP,2016,2,0,0
PVSP,2016,3,0,0
PVSP,2016,4,4,0
PVSP,2016,5,11,4
PVSP,2016,6,22,17
PVSP,2016,7,31,29
PVSP,2016,8,31,27
PVSP,2016,9,21,16
PVSP,2016,10,2,0
PVSP,2016,11,0,0
PVSP,2016,12,0,0
PVSP,2017,1,0,0
PVSP,2017,2,0,0
PVSP,2017,3,0,0
PVSP,2017,4,0,0
PVSP,2017,5,13,5
PVSP,2017,6,23,16
PVSP,2017,7,31,31
PVSP,2017,8,31,29
PVSP,2017,9,15,9
PVSP,2017,10,0,0
PVSP,2017,11,0,0
PVSP,2017,12,0,0
PVSP,2018,1,0,0
PVSP,2018,2,0,0
PVSP,2018,3,0,0
PVSP,2018,4,2,0
PVSP,2018,5,3,1
PVSP,2018,6,20,14
PVSP,2018,7,31,28
PVSP,2018,8,26,20
PVSP,2018,9,17,9
PVSP,2018,10,0,0
PVSP,2018,11,0,0
PVSP,2018,12,0,0
PVSP,2019,1,0,0
PVSP,2019,2,0,0
PVSP,2019,3,0,0
PVSP,2019,4,5,1
PVSP,2019,5,1,0
PVSP,2019,6,23,13
PVSP,2019,7,31,22
PVSP,2019,8,28,21
PVSP,2019,9,15,11
PVSP,2019,10,0,0
PVSP,2019,11,0,0
PVSP,2019,12,0,0
PVSP,2020,1,0,0
PVSP,2020,2,0,0
PVSP,2020,3,0,0
PVSP,2020,4,3,0
PVSP,2020,5,10,6
PVSP,2020,6,19,14
PVSP,2020,7,31,30
PVSP,2020,8,31,29
PVSP,2020,9,22,11
PVSP,2020,10,9,3
PVSP,2020,11,0,0
PVSP,2020,12,0,0
PVSP,2021,1,0,0
PVSP,2021,2,0,0
PVSP,2021,3,0,0
PVSP,2021,4,2,0
PVSP,2021,5,11,4
PVSP,2021,6,25,20
PVSP,2021,7,31,31
PVSP,2021,8,29,25
PVSP,2021,9,22,15
PVSP,2021,10,4,0
PVSP,2021,11,0,0
PVSP,2021,12,0,0
PVSP,2022,1,0,0
PVSP,2022,2,0,0
PVSP,2022,3,0,0
PVSP,2022,4,2,0
PVSP,2022,5,8,5
PVSP,2022,6,22,15
PVSP,2022,7,28,25
PVSP,2022,8,31,29
PVSP,2022,9,19,16
PVSP,2022,10,12,3
PVSP,2022,11,0,0
PVSP,2022,12,0,0
PVSP,2023,1,0,0
PVSP,2023,2,0,0
PVSP,2023,3,0,0
PVSP,2023,4,3,1
PVSP,2023,5,10,6
PVSP,2023,6,10,4
PVSP,2023,7,30,26
PVSP,2023,8,28,22
PVSP,2023,9,13,5
PVSP,2023,10,6,2
PVSP,2023,11,0,0
PVSP,2023,12,0,0
PVSP,2024,1,0,0
PVSP,2024,2,0,0
PVSP,2024,3,0,0
PVSP,2024,4,0,0
PVSP,2024,5,11,0
PVSP,2024,6,25,17
PVSP,2024,7,31,29
PVSP,2024,8,28,20
PVSP,2024,9,21,11
PVSP,2024,10,9,8
PVSP,2024,11,0,0
PVSP,2024,12,0,0
PVSP,2025,1,0,0
PVSP,2025,2,0,0
PVSP,2025,3,0,0
PVSP,2025,4,0,0
PVSP,2025,5,6,4
PVSP,2025,6,26,14
PVSP,2025,7,29,21
PVSP,2025,8,31,25
PVSP,2025,9,18,8
PVSP,2025,10,1,0
PVSP,2025,11,0,0
PVSP,2025,12,0,0
RJD,2016,1,0,0
RJD,2016,2,1,0
RJD,2016,3,0,0
RJD,2016,4,0,0
RJD,2016,5,0,0
RJD,2016,6,2,2
RJD,2016,7,3,0
RJD,2016,8,3,0
RJD,2016,9,2,0
RJD,2016,10,2,0
RJD,2016,11,1,0
RJD,2016,12,0,0
RJD,2017,1,0,0
RJD,2017,2,0,0
RJD,2017,3,0,0
RJD,2017,4,0,0
RJD,2017,5,0,0
RJD,2017,6,0,0
RJD,2017,7,0,0
RJD,2017,8,3,0
RJD,2017,9,2,2
RJD,2017,10,8,3
RJD,2017,11,2,0
RJD,2017,12,0,0
RJD,2018,1,0,0
RJD,2018,2,0,0
RJD,2018,3,0,0
RJD,2018,4,0,0
RJD,2018,5,0,0
RJD,2018,6,0,0
RJD,2018,7,3,1
RJD,2018,8,4,0
RJD,2018,9,0,0
RJD,2018,10,0,0
RJD,2018,11,0,0
RJD,2018,12,0,0
RJD,2019,1,0,0
RJD,2019,2,0,0
RJD,2019,3,0,0
RJD,2019,4,0,0
RJD,2019,5,0,0
RJD,2019,6,0,0
RJD,2019,7,0,0
RJD,2019,8,0,0
RJD,2019,9,2,0
RJD,2019,10,2,0
RJD,2019,11,1,0
RJD,2019,12,0,0
RJD,2020,1,0,0
RJD,2020,2,0,0
RJD,2020,3,0,0
RJD,2020,4,0,0
RJD,2020,5,0,0
RJD,2020,6,2,0
RJD,2020,7,0,0
RJD,2020,8,2,0
RJD,2020,9,7,6
RJD,2020,10,9,2
RJD,2020,11,1,0
RJD,2020,12,0,0
RJD,2021,1,0,0
RJD,2021,2,0,0
RJD,2021,3,0,0
RJD,2021,4,0,0
RJD,2021,5,0,0
RJD,2021,6,1,0
RJD,2021,7,0,0
RJD,2021,8,0,0
RJD,2021,9,2,0
RJD,2021,10,2,0
RJD,2021,11,0,0
RJD,2021,12,0,0
RJD,2022,1,0,0
RJD,2022,2,0,0
RJD,2022,3,0,0
RJD,2022,4,2,0
RJD,2022,5,0,0
RJD,2022,6,0,0
RJD,2022,7,0,0
RJD,2022,8,1,0
RJD,2022,9,3,1
RJD,2022,10,1,0
RJD,2022,11,0,0
RJD,2022,12,0,0
RJD,2023,1,0,0
RJD,2023,2,0,0
RJD,2023,3,0,0
RJD,2023,4,0,0
RJD,2023,5,0,0
RJD,2023,6,0,0
RJD,2023,7,0,0
RJD,2023,8,1,0
RJD,2023,9,0,0
RJD,2023,10,0,0
RJD,2023,11,0,0
RJD,2023,12,0,0
RJD,2024,1,0,0
RJD,2024,2,0,0
RJD,2024,3,0,0
RJD,2024,4,0,0
RJD,2024,5,0,0
RJD,2024,6,0,0
RJD,2024,7,0,0
RJD,2024,8,0,0
RJD,2024,9,5,2
RJD,2024,10,0,0
RJD,2024,11,0,0
RJD,2024,12,0,0
RJD,2025,1,0,0
RJD,2025,2,1,0
RJD,2025,3,0,0
RJD,2025,4,0,0
RJD,2025,5,0,0
RJD,2025,6,0,0
RJD,2025,7,0,0
RJD,2025,8,0,0
RJD,2025,9,0,0
RJD,2025,10,1,0
RJD,2025,11,0,0
RJD,2025,12,0,0
SAC,2016,1,0,0
SAC,2016,2,0,0
SAC,2016,3,0,0
SAC,2016,4,0,0
SAC,2016,5,5,1
SAC,2016,6,17,13
SAC,2016,7,22,13
SAC,2016,8,20,9
SAC,2016,9,13,4
SAC,2016,10,0,0
SAC,2016,11,0,0
SAC,2016,12,0,0
SAC,2017,1,0,0
SAC,2017,2,0,0
SAC,2017,3,0,0
SAC,2017,4,0,0
SAC,2017,5,4,2
SAC,2017,6,16,9
SAC,2017,7,31,23
SAC,2017,8,27,15
SAC,2017,9,11,6
SAC,2017,10,0,0
SAC,2017,11,0,0
SAC,2017,12,0,0
SAC,2018,1,0,0
SAC,2018,2,0,0
SAC,2018,3,0,0
SAC,2018,4,0,0
