,,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4
SQ,Positions - Authorized and Vacant,Vacant,2.00,12.00,22.40,99.60,131.60,137.60,138.60,143.60,147.60,142.60
SQ,Sick Leave Hours,Custody (Sick Leave),"7,927.00","8,128.75","7,802.25","7,149.00","5,898.00","8,401.50","6,556.00","5,370.25","6,524.50","6,826.30"
SQ,Sick Leave Hours,Dental + Mental Health (Sick Leave),318.75,343.00,281.50,282.00,196.25,282.50,437.00,463.00,534.00,418.00
SQ,Sick Leave Hours,Non-Custody (Sick Leave),"1,710.50","1,503.75","1,264.25","1,186.75","1,221.75","2,015.00","1,539.75","1,824.75","1,307.75","1,417.50"
SQ,Sick Leave Hours,Total Sick Leave Hours,"9,956.25","9,975.50","9,348.00","8,617.75","7,316.00","10,699.00","8,532.75","7,658.00","8,366.25","8,661.80"
SQ,Use of Force (UOF),Total UOF Incidents,11.00,13.00,11.00,6.00,8.00,6.00,7.00,7.00,4.00,5.00
SVSP,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,134.00,121.20,109.75,117.00,107.00,123.50,150.00,141.25,165.00,151.50
SVSP,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,249.00,185.40,171.00,171.00,202.50,216.00,213.00,240.00,270.00,213.00
SVSP,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,154.00,214.00,234.75,214.60,200.75,208.75,191.80,176.25,184.25,198.50
SVSP,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,293.75,362.60,365.00,368.00,371.75,383.00,372.40,331.25,344.00,372.40
SVSP,Contraband,Cellular Telephone Seizure Events,,,,34.00,50.00,38.00,40.00,72.00,108.00,32.00
SVSP,Contraband,Cocaine Seizure Events,,,,,,2.00,,4.00,,
SVSP,Contraband,Controlled Medication Seizure Events,,,,1.00,,,,,,
SVSP,Contraband,Fentanyl Seizure Events,,,,4.00,2.00,6.00,4.00,4.00,2.00,
SVSP,Contraband,Heroin Seizure Events,,,,20.00,6.00,14.00,16.00,18.00,8.00,2.00
SVSP,Contraband,Honey Oil Seizure Events,,,,,,,,,,
SVSP,Contraband,Marijuana Seizure Events,,,,14.00,14.00,2.00,12.00,28.00,20.00,4.00
SVSP,Contraband,Methamphetamine Seizure Events,,,,12.00,26.00,18.00,50.00,36.00,8.00,18.00
SVSP,Contraband,Quantity of Cellular Telephones Seized,,,,46.00,56.00,44.00,46.00,72.00,144.00,34.00
SVSP,Contraband,Quantity of Cocaine Seized (grams with packaging),,,,,,,,24.96,,
SVSP,Contraband,Quantity of Cocaine Seized (grams),,,,,,618.80,,,,
SVSP,Contraband,Quantity of Controlled Medication Seized (number of strips),,,,112.00,,,,,,
SVSP,Contraband,Quantity of Controlled Medication Seized (pills),,,,,,,,,,
SVSP,Contraband,Quantity of Fentanyl Seized (grams with packaging),,,,1.00,22.96,0.04,166.80,39.64,69.74,
SVSP,Contraband,Quantity of Tobacco Seized (grams),,,,,72.82,263.40,10.14,725.64,633.72,
SVSP,Contraband,Suboxone Seizure Events,,,,16.00,22.00,16.00,4.00,18.00,28.00,12.00
SVSP,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,2.00,4.00,,6.00,8.00,,
SVSP,Contraband,Tobacco Seizure Events,,,,,2.00,2.00,6.00,18.00,16.00,
SVSP,Fiscal,Actual Expenditures ($),"24,172,001.24","50,919,496.25","73,470,345.51","96,867,185.65","121,207,773.40","143,263,347.29","167,491,896.05","189,617,140.48","212,741,875.97","235,141,860.80"
SVSP,Fiscal,Institution Budget ($),"266,908,688.00","266,893,351.00","267,300,073.00","283,319,184.00","284,251,754.00","269,463,495.00","268,922,920.00","269,856,610.69","270,595,389.69","282,806,984.69"
SVSP,Incarcerated Persons Grievances and Appeals,Appeals Denied,153.00,120.00,93.00,131.00,118.00,103.00,99.00,75.00,74.00,
SVSP,Incarcerated Persons Grievances and Appeals,Appeals Granted,26.00,14.00,27.00,33.00,35.00,24.00,35.00,24.00,14.00,
SVSP,Incarcerated Persons Grievances and Appeals,Appeals Received,249.00,216.00,173.00,223.00,263.00,293.00,314.00,302.00,240.00,
SVSP,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,33.00,55.00,33.00,41.00,86.00,136.00,160.00,184.00,135.00,
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,631.00,559.00,480.00,496.00,528.00,621.00,704.00,611.00,598.00,585.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,20.00,26.00,86.00,49.00,38.00,54.00,52.00,50.00,55.00,55.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,22.00,19.00,18.00,11.00,4.00,12.00,15.00,18.00,10.00,24.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Pending,,,1.00,,,,,2.00,,
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,61.00,43.00,57.00,80.00,55.00,98.00,60.00,74.00,53.00,61.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,"1,215.00","1,046.00","1,041.00","1,017.00","1,016.00","1,265.00","1,304.00","1,284.00","1,141.00",
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,134.00,133.00,176.00,172.00,179.00,115.00,267.00,279.00,235.00,202.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,134.00,121.00,102.00,97.00,81.00,115.00,128.00,172.00,126.00,124.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,184.00,142.00,120.00,110.00,128.00,140.00,74.00,74.00,63.00,56.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,2.00,3.00,1.00,2.00,3.00,3.00,4.00,4.00,0.00,0.00
SVSP,Incarcerated Persons Grievances and Appeals,Grievances Pending Legal Matter,,,,,,,,,1.00,
SVSP,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,1.60,2.10,2.07,2.24,2.64,3.94,0.52,1.06,16.55,3.57
SVSP,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,
SVSP,Number and Housing Level of Incarcerated Persons,Camps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Overtime Hours,Dental + Mental Health (Overtime),417.75,467.75,536.00,407.00,409.00,506.25,348.43,336.75,310.75,154.80
SVSP,Overtime Hours,Non-Custody (Overtime),"3,030.25","6,135.00","3,314.25","2,678.25","2,743.09","3,270.00","6,007.51","2,487.25","3,162.67","2,134.50"
SVSP,Overtime Hours,Total Overtime Hours,"31,072.66","34,932.59","37,845.72","29,371.00","28,694.64","34,997.82","29,739.62","26,127.74","30,081.46","21,846.80"
SVSP,Positions - Authorized and Vacant,Authorized,"1,205.40","1,205.40","1,205.40","1,205.40","1,205.40","1,205.40","1,205.40","1,205.40","1,205.40","1,205.40"
SVSP,Positions - Authorized and Vacant,Vacant,101.90,113.90,129.90,136.90,143.90,152.90,161.90,155.90,154.90,167.70
SVSP,Rehabilitative Programs,Academic Education - Actual Enrollment,758.75,689.60,"1,075.50","1,090.60","1,094.25","1,097.00","1,062.20",864.00,757.00,"1,062.20"
SVSP,Rehabilitative Programs,Academic Education - Operational Capacity,"1,110.50","1,083.40","1,105.00","1,137.40","1,168.00","1,195.00","1,169.80","1,105.00","1,105.00","1,169.80"
SVSP,Rehabilitative Programs,Career Technical Education - Actual Enrollment,70.00,51.80,26.25,23.20,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Rehabilitative Programs,Career Technical Education - Operational Capacity,83.00,59.40,27.00,27.00,0.00,0.00,0.00,40.50,54.00,0.00
SVSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Rehabilitative Programs,Number of Associate Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Rehabilitative Programs,Number of GED Certificates,0.00,7.00,1.00,0.00,1.00,1.00,4.00,0.00,0.00,4.00
SVSP,Rehabilitative Programs,Number of High School Diplomas,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SVSP,Rehabilitative Programs,Transitions - Actual Enrollment,33.75,31.60,33.50,32.00,34.00,34.25,44.80,51.00,35.00,44.80
SVSP,Rehabilitative Programs,Transitions - Operational Capacity,36.00,36.00,36.00,36.00,36.00,36.00,46.80,54.00,54.00,46.80
SVSP,Sick Leave Hours,Custody (Sick Leave),"8,504.00","8,634.25","8,089.00","7,226.25","7,514.00","8,453.75","4,517.75","5,732.25","7,005.50","7,032.80"
SVSP,Sick Leave Hours,Dental + Mental Health (Sick Leave),526.75,737.50,930.25,554.75,565.25,561.50,730.00,589.50,607.50,637.30
SVSP,Sick Leave Hours,Non-Custody (Sick Leave),"2,268.00","2,388.25","2,303.21","2,679.05","1,916.92","2,235.05","2,408.67","1,945.73","2,171.25","1,701.50"
SVSP,Sick Leave Hours,Total Sick Leave Hours,"11,298.75","11,760.00","11,322.46","10,460.05","9,996.17","11,250.30","7,656.42","8,267.48","9,784.25","9,371.60"
VSP,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,49.40,,,,,,
VSP,Contraband,Tobacco Seizure Events,,,,2.00,,,,,,
VSP,Fiscal,Actual Expenditures ($),"14,962,656.50","30,514,391.77","45,363,852.82","60,740,635.32","76,851,093.72","92,515,362.83","107,605,816.58","122,085,154.31","137,391,235.15","151,941,704.50"
VSP,Fiscal,Institution Budget ($),"185,598,691.00","185,644,038.00","185,784,401.00","186,514,989.00","187,833,707.00","183,590,210.00","183,628,300.00","184,792,528.00","185,147,687.00","183,301,341.00"
VSP,Incarcerated Persons Grievances and Appeals,Appeals Denied,59.00,55.00,36.00,65.00,48.00,45.00,35.00,17.00,14.00,
VSP,Incarcerated Persons Grievances and Appeals,Appeals Granted,11.00,7.00,8.00,7.00,9.00,7.00,9.00,3.00,5.00,
VSP,Incarcerated Persons Grievances and Appeals,Appeals Received,83.00,86.00,70.00,86.00,75.00,68.00,79.00,58.00,73.00,
VSP,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,8.00,18.00,23.00,10.00,15.00,13.00,30.00,37.00,54.00,
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,187.00,204.00,193.00,192.00,131.00,141.00,165.00,161.00,168.00,170.00
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,124.00,109.00,74.00,78.00,40.00,57.00,61.00,61.00,58.00,64.00
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,3.00,3.00,4.00,6.00,6.00,7.00,6.00,4.00,3.00,0.00
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,58.00,42.00,36.00,58.00,41.00,39.00,33.00,37.00,40.00,46.00
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,546.00,498.00,449.00,536.00,375.00,689.00,468.00,432.00,432.00,
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,82.00,54.00,66.00,95.00,86.00,49.00,126.00,94.00,77.00,82.00
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,82.00,67.00,51.00,74.00,54.00,49.00,69.00,63.00,75.00,91.00
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,24.00,19.00,25.00,33.00,17.00,16.00,8.00,12.00,10.00,14.00
VSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
VSP,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,11.01,0.00,0.28,0.00,0.00,0.00,0.00
VSP,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
VSP,Number and Housing Level of Incarcerated Persons,Camps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Number and Housing Level of Incarcerated Persons,Condemned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Number and Housing Level of Incarcerated Persons,Level I,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Number and Housing Level of Incarcerated Persons,Level II,"3,143.00","3,196.00","3,238.00","3,246.00","3,220.00","3,143.00","3,084.00","3,036.00","2,967.00","2,965.00"
VSP,Number and Housing Level of Incarcerated Persons,Level III,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Positions - Authorized and Vacant,Vacant,47.50,51.50,51.50,63.70,66.70,71.70,72.70,75.70,69.70,77.50
VSP,Rehabilitative Programs,Academic Education - Actual Enrollment,"1,487.50","1,611.60","1,877.75","1,896.40","1,927.50","1,914.50","1,692.00","1,779.50","1,774.00","1,692.00"
VSP,Rehabilitative Programs,Academic Education - Operational Capacity,"1,536.00","1,536.00","1,536.00","1,536.00","1,536.00","1,576.50","1,557.60","1,549.50","1,590.00","1,557.60"
VSP,Rehabilitative Programs,Career Technical Education - Actual Enrollment,358.00,319.00,332.00,402.00,396.00,396.00,439.40,453.25,452.25,439.40
VSP,Rehabilitative Programs,Career Technical Education - Operational Capacity,378.00,329.40,337.50,416.60,432.00,452.25,462.20,463.00,463.00,462.20
VSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Rehabilitative Programs,Number of Associate Degrees,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Rehabilitative Programs,Number of Bachelors Degrees,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Rehabilitative Programs,Number of GED Certificates,4.00,8.00,9.00,4.00,3.00,2.00,0.00,7.00,11.00,0.00
VSP,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,3.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00
VSP,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VSP,Rehabilitative Programs,Transitions - Actual Enrollment,117.75,115.20,108.75,107.40,105.50,104.50,98.00,105.75,106.00,98.00
VSP,Rehabilitative Programs,Transitions - Operational Capacity,118.50,122.00,122.00,113.60,108.00,108.00,108.00,108.00,108.00,108.00
VSP,Sick Leave Hours,Custody (Sick Leave),"4,496.50","4,583.75","3,909.75","4,545.50","4,294.00","4,339.50","1,847.75","2,783.50","3,577.50","4,134.30"
VSP,Sick Leave Hours,Dental + Mental Health (Sick Leave),496.50,738.25,589.25,718.75,435.25,487.75,573.25,550.25,639.50,718.30
VSP,Sick Leave Hours,Non-Custody (Sick Leave),"1,534.75","1,237.25","1,609.25","1,521.25","1,308.75","1,379.25","1,476.75","1,432.75","1,169.50","1,225.80"
VSP,Sick Leave Hours,Total Sick Leave Hours,"6,527.75","6,559.25","6,108.25","6,785.50","6,038.00","6,206.50","3,897.75","4,766.50","5,386.50","6,078.30"
VSP,Use of Force (UOF),Total UOF Incidents,15.00,14.00,8.00,10.00,11.00,6.00,4.00,10.00,9.00,12.00
WSP,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,87.75,84.80,116.25,131.00,117.50,116.50,126.60,136.00,137.75,133.75
WSP,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,215.00,235.40,281.00,281.00,147.00,156.00,182.40,213.00,216.00,182.40
WSP,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,91.25,98.00,106.50,127.00,147.75,148.75,130.20,137.25,133.50,132.25
WSP,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,168.00,203.60,247.25,172.20,177.00,186.00,195.60,206.25,210.00,195.60
WSP,Contraband,Quantity of Methamphetamine Seized (grams),,,,,,,,,,
WSP,Contraband,Quantity of Suboxone Seized (grams),,,,,,,,,,
WSP,Contraband,Quantity of Suboxone Seized (number of strips),,,,,,,,,,
WSP,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,,,,,,,
WSP,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,12.00,,,,,,
WSP,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,,,,,,,
WSP,Contraband,Quantity of Tobacco Seized (grams),,,,4.00,,,,,,
WSP,Contraband,Suboxone Seizure Events,,,,,,,,,,
WSP,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,2.00,,,,,,
WSP,Contraband,Tobacco Seizure Events,,,,2.00,,,,,,
WSP,Fiscal,Actual Expenditures ($),"21,253,503.13","42,263,293.41","62,669,293.13","83,475,140.15","104,727,354.24","127,713,227.96","148,571,317.26","169,012,385.85","189,837,475.13","209,990,995.24"
WSP,Fiscal,Institution Budget ($),"251,981,294.00","252,006,507.00","252,191,579.00","253,793,266.00","255,038,882.00","246,118,833.00","247,077,120.00","248,517,474.69","249,272,989.69","249,229,938.69"
WSP,Incarcerated Persons Grievances and Appeals,Appeals Denied,67.00,63.00,49.00,35.00,50.00,45.00,46.00,43.00,28.00,
WSP,Incarcerated Persons Grievances and Appeals,Appeals Granted,14.00,7.00,14.00,12.00,14.00,18.00,14.00,12.00,9.00,
WSP,Incarcerated Persons Grievances and Appeals,Appeals Received,97.00,88.00,94.00,75.00,78.00,101.00,118.00,107.00,66.00,
WSP,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,13.00,16.00,29.00,25.00,13.00,33.00,52.00,46.00,28.00,
WSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,545.00,466.00,526.00,527.00,496.00,536.00,556.00,573.00,384.00,579.00
WSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,333.00,227.00,177.00,149.00,95.00,113.00,148.00,96.00,62.00,73.00
WSP,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,3.00,4.00,19.00,11.00,15.00,10.00,7.00,9.00,3.00,10.00
WSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Pending,,,,,,,,,1.00,
WSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,10.00,15.00,20.00,16.00,15.00,16.00,13.00,28.00,12.00,14.00
WSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,"1,110.00",871.00,"1,039.00",922.00,795.00,853.00,902.00,953.00,630.00,
WSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,111.00,54.00,90.00,68.00,60.00,68.00,67.00,93.00,59.00,115.00
WSP,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00
WSP,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"3,457.00","3,314.00","3,444.00","3,461.00","3,228.00","3,385.00","3,834.00","3,819.00","3,644.00","3,603.00"
WSP,Number of Deaths,Unexpected,,,,,,,,,1.00,
WSP,Overtime Hours,Custody (Overtime),"9,325.20","10,455.29","8,947.24","7,440.37","6,301.48","10,491.53","3,600.40","4,456.70","5,225.36","3,956.10"
WSP,Overtime Hours,Dental + Mental Health (Overtime),220.25,113.42,166.42,130.25,151.50,129.50,125.75,110.50,122.75,82.30
WSP,Overtime Hours,Non-Custody (Overtime),"1,605.25","2,361.75","1,647.25","1,408.75","1,154.25","1,386.50",651.25,749.25,887.25,761.30
WSP,Overtime Hours,Total Overtime Hours,"11,150.70","12,930.46","10,760.91","8,979.37","7,607.23","12,007.53","4,377.40","5,316.45","6,235.36","4,799.60"
WSP,Positions - Authorized and Vacant,Authorized,"1,179.30","1,179.30","1,179.30","1,179.30","1,179.30","1,179.30","1,179.30","1,179.30","1,179.30","1,178.10"
WSP,Positions - Authorized and Vacant,Vacant,53.70,49.70,45.70,52.90,52.90,159.30,163.30,160.30,166.30,171.10
WSP,Rehabilitative Programs,Academic Education - Actual Enrollment,292.25,291.60,343.50,364.00,357.75,401.50,415.40,465.75,447.50,415.40
WSP,Rehabilitative Programs,Academic Education - Operational Capacity,768.00,768.00,768.00,768.00,768.00,768.00,768.00,768.00,768.00,768.00
WSP,Rehabilitative Programs,Career Technical Education - Actual Enrollment,25.50,34.00,57.50,46.60,43.50,56.00,70.00,78.75,78.75,70.00
WSP,Rehabilitative Programs,Career Technical Education - Operational Capacity,27.00,48.60,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00
WSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSP,Rehabilitative Programs,Number of Associate Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSP,Rehabilitative Programs,Number of Bachelors Degrees,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSP,Rehabilitative Programs,Number of GED Certificates,1.00,8.00,1.00,3.00,3.00,4.00,6.00,0.00,4.00,6.00
WSP,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSP,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSP,Rehabilitative Programs,Transitions - Actual Enrollment,42.50,50.20,48.00,43.00,36.50,47.25,53.20,53.50,53.25,53.20
WSP,Rehabilitative Programs,Transitions - Operational Capacity,45.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00
