program,measure,fy_ending,value,is_forecast
Male EOP-GP,Level IV Census Rate,2020,69.8,False
Male EOP-GP,Level IV Census Rate,2021,85.4,False
Male EOP-GP,Level IV Census Rate,2022,87.47,False
Male EOP-GP,Level IV Census Rate,2023,97.61,False
Male EOP-GP,Level IV Census Rate,2024,130.48,False
Male EOP-GP,Level IV Census Rate,2025,149.42,False
Male EOP-GP,Level IV Census Rate,2026,149.42,True
Male EOP-GP,Level IV Census Rate,2027,149.42,True
Male EOP-GP,Level IV Census Rate,2028,149.42,True
Male EOP-GP,Level IV Census Rate,2029,149.42,True
Male EOP-GP,Level IV Census Rate,2030,149.42,True
Male EOP-GP,Level IV Avg Census,2014,1381.5,False
Male EOP-GP,Level IV Avg Census,2015,1675.3,False
Male EOP-GP,Level IV Avg Census,2016,1951.0,False
Male EOP-GP,Level IV Avg Census,2017,2362.6,False
Male EOP-GP,Level IV Avg Census,2018,2555.1,False
Male EOP-GP,Level IV Avg Census,2019,2108.8,False
Male EOP-GP,Level IV Avg Census,2020,1874.7,False
Male EOP-GP,Level IV Avg Census,2021,1888.7,False
Male EOP-GP,Level IV Avg Census,2022,1973.3,False
Male EOP-GP,Level IV Avg Census,2023,2011.9,False
Male EOP-GP,Level IV Avg Census,2024,2431.3,False
Male EOP-GP,Level IV Avg Census,2025,2543.7,False
Male EOP-GP,Level IV Avg Census,2026,2439.0,True
Male EOP-GP,Level IV Avg Census,2027,2396.7,True
Male EOP-GP,Level IV Avg Census,2028,2396.2,True
Male EOP-GP,Level IV Avg Census,2029,2365.5,True
Male EOP-GP,Level IV Avg Census,2030,2337.4,True
Male EOP-GP,Level IV Bed Need (95%),2014,1454.0,False
Male EOP-GP,Level IV Bed Need (95%),2015,1764.0,False
Male EOP-GP,Level IV Bed Need (95%),2016,2054.0,False
Male EOP-GP,Level IV Bed Need (95%),2017,2487.0,False
Male EOP-GP,Level IV Bed Need (95%),2018,2690.0,False
Male EOP-GP,Level IV Bed Need (95%),2019,2220.0,False
Male EOP-GP,Level IV Bed Need (95%),2020,1973.0,False
Male EOP-GP,Level IV Bed Need (95%),2021,1988.0,False
Male EOP-GP,Level IV Bed Need (95%),2022,2077.0,False
Male EOP-GP,Level IV Bed Need (95%),2023,2118.0,False
Male EOP-GP,Level IV Bed Need (95%),2024,2559.0,False
Male EOP-GP,Level IV Bed Need (95%),2025,2678.0,False
Male EOP-GP,Level IV Bed Need (95%),2026,2567.0,True
Male EOP-GP,Level IV Bed Need (95%),2027,2523.0,True
Male EOP-GP,Level IV Bed Need (95%),2028,2522.0,True
Male EOP-GP,Level IV Bed Need (95%),2029,2490.0,True
Male EOP-GP,Level IV Bed Need (95%),2030,2460.0,True
Male EOP-GP,Bed Need (95%),2014,4291.0,False
Male EOP-GP,Bed Need (95%),2015,5012.0,False
Male EOP-GP,Bed Need (95%),2016,5663.0,False
Male EOP-GP,Bed Need (95%),2017,6578.0,False
Male EOP-GP,Bed Need (95%),2018,7127.0,False
Male EOP-GP,Bed Need (95%),2019,6377.0,False
Male EOP-GP,Bed Need (95%),2020,6101.0,False
Male EOP-GP,Bed Need (95%),2021,5645.0,False
Male EOP-GP,Bed Need (95%),2022,5937.0,False
Male EOP-GP,Bed Need (95%),2023,6177.0,False
Male EOP-GP,Bed Need (95%),2024,7379.0,False
Male EOP-GP,Bed Need (95%),2025,7443.0,False
Male EOP-GP,Bed Need (95%),2026,7383.0,True
Male EOP-GP,Bed Need (95%),2027,7110.0,True
Male EOP-GP,Bed Need (95%),2028,7064.0,True
Male EOP-GP,Bed Need (95%),2029,6974.0,True
Male EOP-GP,Bed Need (95%),2030,6884.0,True
Male RHE,CDCR Male Pop,2014,121939.0,False
Male RHE,CDCR Male Pop,2015,118494.0,False
Male RHE,CDCR Male Pop,2016,93311.0,False
Male RHE,CDCR Male Pop,2017,95890.0,False
Male RHE,CDCR Male Pop,2018,92051.0,False
Male RHE,CDCR Male Pop,2019,90421.0,False
Male RHE,CDCR Male Pop,2020,87721.0,False
Male RHE,CDCR Male Pop,2021,85795.0,False
Male RHE,CDCR Male Pop,2022,84058.0,False
Male RHE,CDCR Male Pop,2023,83436.0,False
Male RHE,CDCR Male Pop,2024,82524.0,False
Male RHE,CDCR Male Pop,2025,81559.0,False
Male RHE,Census Rate,2014,5.45,False
Male RHE,Census Rate,2015,5.21,False
Male RHE,Census Rate,2016,7.2,False
Male RHE,Census Rate,2017,7.62,False
Male RHE,Census Rate,2018,8.41,False
Male RHE,Census Rate,2019,7.99,False
Male RHE,Census Rate,2020,9.09,False
Male RHE,Census Rate,2021,8.96,False
Male RHE,Census Rate,2022,8.98,False
Male RHE,Census Rate,2023,9.05,False
Male RHE,Census Rate,2024,9.04,False
Male RHE,Census Rate,2025,9.05,False
Male RHE,Avg Census,2014,610.0,False
Male RHE,Avg Census,2015,539.0,False
Male RHE,Avg Census,2016,494.0,False
Male RHE,Avg Census,2017,596.0,False
Male RHE,Avg Census,2018,689.0,False
Male RHE,Avg Census,2019,658.8,False
Male RHE,Avg Census,2020,708.2,False
Male RHE,Avg Pending List,2014,54.56,False
Male RHE,Avg Pending List,2015,78.13,False
Male RHE,Avg Pending List,2016,178.76,False
Male RHE,Avg Pending List,2017,135.25,False
Male RHE,Avg Pending List,2018,85.25,False
Male RHE,Avg Pending List,2019,63.8,False
Male RHE,Avg Pending List,2020,89.5,False
Male RHE,Total ADC,2014,664.8,False
Male RHE,Total ADC,2015,617.6,False
Male RHE,Total ADC,2016,672.3,False
Male RHE,Total ADC,2017,730.8,False
Male RHE,Total ADC,2018,774.4,False
Male RHE,Total ADC,2019,722.6,False
Male RHE,Total ADC,2020,797.7,False
Male RHE,Total ADC,2021,768.5,False
Male RHE,Total ADC,2022,755.2,False
Male RHE,Total ADC,2023,754.9,False
Male RHE,Total ADC,2024,746.4,False
Male RHE,Total ADC,2025,737.8,False
Male RHE,Bed Need (95%),2014,700.0,False
Male RHE,Bed Need (95%),2015,650.0,False
Male RHE,Bed Need (95%),2016,708.0,False
Male RHE,Bed Need (95%),2017,769.0,False
Male RHE,Bed Need (95%),2018,815.0,False
Male RHE,Bed Need (95%),2019,761.0,False
Male RHE,Bed Need (95%),2020,840.0,False
Male RHE,Bed Need (95%),2021,809.0,False
Male RHE,Bed Need (95%),2022,795.0,False
Male RHE,Bed Need (95%),2023,795.0,False
Male RHE,Bed Need (95%),2024,786.0,False
Male RHE,Bed Need (95%),2025,777.0,False
Male CCCMS,CDCR Male Pop,2014,128211.0,False
Male CCCMS,CDCR Male Pop,2015,128303.0,False
Male CCCMS,CDCR Male Pop,2016,122540.0,False
Male CCCMS,CDCR Male Pop,2017,123213.0,False
Male CCCMS,CDCR Male Pop,2018,124414.0,False
Male CCCMS,CDCR Male Pop,2019,121939.0,False
Male CCCMS,CDCR Male Pop,2020,118494.0,False
Male CCCMS,CDCR Male Pop,2021,93311.0,False
Male CCCMS,CDCR Male Pop,2022,95890.0,False
Male CCCMS,CDCR Male Pop,2023,92051.0,False
Male CCCMS,CDCR Male Pop,2024,90421.0,False
Male CCCMS,CDCR Male Pop,2025,87721.0,False
Male CCCMS,CDCR Male Pop,2026,85795.0,True
Male CCCMS,CDCR Male Pop,2027,84058.0,True
Male CCCMS,CDCR Male Pop,2028,83436.0,True
Male CCCMS,Census Rate,2014,211.4,False
Male CCCMS,Census Rate,2015,217.4,False
Male CCCMS,Census Rate,2016,219.6,False
Male CCCMS,Census Rate,2017,219.0,False
Male CCCMS,Census Rate,2018,214.5,False
Male CCCMS,Census Rate,2019,216.0,False
Male CCCMS,Census Rate,2020,215.5,False
Male CCCMS,Census Rate,2021,226.4,False
Male CCCMS,Census Rate,2022,235.0,False
Male CCCMS,Census Rate,2023,249.8,False
Male CCCMS,Census Rate,2024,258.3,False
Male CCCMS,Census Rate,2025,277.6,False
Male CCCMS,Census Rate,2026,275.7,True
Male CCCMS,Census Rate,2027,275.9,True
Male CCCMS,Census Rate,2028,276.1,True
Male CCCMS,Census Rate,2029,276.0,True
Male CCCMS,Census Rate,2030,275.8,True
Male CCCMS,Total ADC,2014,27107.0,False
Male CCCMS,Total ADC,2015,27891.0,False
Male CCCMS,Total ADC,2016,26907.0,False
Male CCCMS,Total ADC,2017,26981.0,False
Male CCCMS,Total ADC,2018,26681.0,False
Male CCCMS,Total ADC,2019,26344.0,False
Male CCCMS,Total ADC,2020,25538.0,False
Male CCCMS,Total ADC,2021,21128.0,False
Male CCCMS,Total ADC,2022,22538.0,False
Male CCCMS,Total ADC,2023,22990.0,False
Male CCCMS,Total ADC,2024,23354.0,False
Male CCCMS,Total ADC,2025,24349.0,False
Male CCCMS,Total ADC,2026,23658.0,True
Male CCCMS,Total ADC,2027,23194.0,True
Male CCCMS,Total ADC,2028,23040.0,True
Male CCCMS,Total ADC,2029,22774.0,True
Male CCCMS,Total ADC,2030,22495.0,True
Female APP/ICF,CDCR Female Pop,2014,6128.0,False
Female APP/ICF,CDCR Female Pop,2015,6130.0,False
Female APP/ICF,CDCR Female Pop,2016,5729.0,False
Female APP/ICF,CDCR Female Pop,2017,5869.0,False
Female APP/ICF,CDCR Female Pop,2018,5849.0,False
Female APP/ICF,CDCR Female Pop,2019,5770.0,False
Female APP/ICF,CDCR Female Pop,2020,5533.0,False
Female APP/ICF,CDCR Female Pop,2021,3640.0,False
Female APP/ICF,CDCR Female Pop,2022,3839.0,False
Female APP/ICF,CDCR Female Pop,2023,3656.0,False
Female APP/ICF,CDCR Female Pop,2024,3767.0,False
Female APP/ICF,CDCR Female Pop,2025,3637.0,False
Female APP/ICF,CDCR Female Pop,2026,3627.0,True
Female APP/ICF,CDCR Female Pop,2027,3674.0,True
Female APP/ICF,CDCR Female Pop,2028,3713.0,True
Female APP/ICF,CDCR Female Pop,2029,3776.0,True
Female APP/ICF,CDCR Female Pop,2030,3709.0,True
Female APP/ICF,Census Rate,2014,6.95,False
Female APP/ICF,Census Rate,2015,7.26,False
Female APP/ICF,Census Rate,2016,8.2,False
Female APP/ICF,Census Rate,2017,7.95,False
Female APP/ICF,Census Rate,2018,10.52,False
Female APP/ICF,Census Rate,2019,9.65,False
Female APP/ICF,Census Rate,2020,9.92,False
Female APP/ICF,Census Rate,2021,10.95,False
Female APP/ICF,Census Rate,2022,9.31,False
Female APP/ICF,Census Rate,2023,11.8,False
Female APP/ICF,Census Rate,2024,10.46,False
Female APP/ICF,Census Rate,2025,13.4,False
Female APP/ICF,Census Rate,2026,13.4,True
Female APP/ICF,Census Rate,2027,13.4,True
Female APP/ICF,Census Rate,2028,13.4,True
Female APP/ICF,Census Rate,2029,13.4,True
Female APP/ICF,Census Rate,2030,13.4,True
Female APP/ICF,Avg Census (PSH),2014,2.0,False
Female APP/ICF,Avg Census (PSH),2015,2.0,False
Female APP/ICF,Avg Census (PSH),2016,1.5,False
Female APP/ICF,Avg Census (PSH),2017,0.0,False
Female APP/ICF,Avg Census (PSH),2018,12.1,False
Female APP/ICF,Avg Census (PSH),2019,11.4,False
Female APP/ICF,Avg Census (PSH),2020,13.6,False
Female APP/ICF,Avg Census (PSH),2021,10.7,False
Female APP/ICF,Avg Census (PSH),2022,10.15,False
Female APP/ICF,Avg Census (PSH),2023,7.3,False
Female APP/ICF,Avg Census (PSH),2024,4.7,False
Female APP/ICF,Avg Census (PSH),2025,7.7,False
Female APP/ICF,Avg Census (CIW),2014,40.1,False
Female APP/ICF,Avg Census (CIW),2015,41.9,False
Female APP/ICF,Avg Census (CIW),2016,43.1,False
Female APP/ICF,Avg Census (CIW),2017,44.0,False
Female APP/ICF,Avg Census (CIW),2018,44.2,False
Female APP/ICF,Avg Census (CIW),2019,41.9,False
Female APP/ICF,Avg Census (CIW),2020,35.0,False
Female APP/ICF,Avg Census (CIW),2021,28.4,False
Female APP/ICF,Avg Census (CIW),2022,24.3,False
Female APP/ICF,Avg Census (CIW),2023,33.4,False
Female APP/ICF,Avg Census (CIW),2024,32.1,False
Female APP/ICF,Avg Census (CIW),2025,35.4,False
Female APP/ICF,Avg Pending List,2014,0.4,False
Female APP/ICF,Avg Pending List,2015,0.62,False
Female APP/ICF,Avg Pending List,2016,2.44,False
Female APP/ICF,Avg Pending List,2017,2.6,False
Female APP/ICF,Avg Pending List,2018,5.25,False
Female APP/ICF,Avg Pending List,2019,2.37,False
Female APP/ICF,Avg Pending List,2020,2.21,False
Female APP/ICF,Avg Pending List,2021,0.75,False
Female APP/ICF,Avg Pending List,2022,1.27,False
Female APP/ICF,Avg Pending List,2023,2.4,False
Female APP/ICF,Avg Pending List,2024,2.6,False
Female APP/ICF,Avg Pending List,2025,5.6,False
Female APP/ICF,Total ADC,2014,42.6,False
Female APP/ICF,Total ADC,2015,44.5,False
Female APP/ICF,Total ADC,2016,47.0,False
Female APP/ICF,Total ADC,2017,46.7,False
Female APP/ICF,Total ADC,2018,61.5,False
Female APP/ICF,Total ADC,2019,55.7,False
Female APP/ICF,Total ADC,2020,54.9,False
Female APP/ICF,Total ADC,2021,39.8,False
Female APP/ICF,Total ADC,2022,35.7,False
Female APP/ICF,Total ADC,2023,43.1,False
Female APP/ICF,Total ADC,2024,39.4,False
Female APP/ICF,Total ADC,2025,48.7,False
Female APP/ICF,Total ADC,2026,48.6,True
Female APP/ICF,Total ADC,2027,49.2,True
Female APP/ICF,Total ADC,2028,49.8,True
Female APP/ICF,Total ADC,2029,50.6,True
Female APP/ICF,Total ADC,2030,49.7,True
Female APP/ICF,Bed Need (90%),2014,47.0,False
Female APP/ICF,Bed Need (90%),2015,49.0,False
Female APP/ICF,Bed Need (90%),2016,52.0,False
Female APP/ICF,Bed Need (90%),2017,52.0,False
Female APP/ICF,Bed Need (90%),2018,68.0,False
Female APP/ICF,Bed Need (90%),2019,62.0,False
Female APP/ICF,Bed Need (90%),2020,61.0,False
Female APP/ICF,Bed Need (90%),2021,44.0,False
Female APP/ICF,Bed Need (90%),2022,40.0,False
Female APP/ICF,Bed Need (90%),2023,48.0,False
Female APP/ICF,Bed Need (90%),2024,44.0,False
Female APP/ICF,Bed Need (90%),2025,54.0,False
Female APP/ICF,Bed Need (90%),2026,54.0,True
Female APP/ICF,Bed Need (90%),2027,55.0,True
Female APP/ICF,Bed Need (90%),2028,55.0,True
Female APP/ICF,Bed Need (90%),2029,56.0,True
Female APP/ICF,Bed Need (90%),2030,55.0,True
Female MHCB,CDCR Female Pop,2014,6128.0,False
Female MHCB,CDCR Female Pop,2015,6130.0,False
Female MHCB,CDCR Female Pop,2016,5729.0,False
Female MHCB,CDCR Female Pop,2017,5869.0,False
Female MHCB,CDCR Female Pop,2018,5849.0,False
Female MHCB,CDCR Female Pop,2019,5770.0,False
Female MHCB,CDCR Female Pop,2020,5533.0,False
Female MHCB,CDCR Female Pop,2021,3640.0,False
Female MHCB,CDCR Female Pop,2022,3839.0,False
Female MHCB,CDCR Female Pop,2023,3656.0,False
Female MHCB,CDCR Female Pop,2024,3767.0,False
Female MHCB,CDCR Female Pop,2025,3637.0,False
Female MHCB,CDCR Female Pop,2026,3627.0,True
Female MHCB,CDCR Female Pop,2027,3674.0,True
Female MHCB,CDCR Female Pop,2028,3713.0,True
Female MHCB,CDCR Female Pop,2029,3776.0,True
Female MHCB,CDCR Female Pop,2030,3709.0,True
Female MHCB,Census Rate,2014,2.29,False
Female MHCB,Census Rate,2015,3.05,False
Female MHCB,Census Rate,2016,3.78,False
Female MHCB,Census Rate,2017,4.76,False
Female MHCB,Census Rate,2018,4.63,False
Female MHCB,Census Rate,2019,4.31,False
Female MHCB,Census Rate,2020,4.09,False
Female MHCB,Census Rate,2021,2.71,False
Female MHCB,Census Rate,2022,3.38,False
Female MHCB,Census Rate,2023,3.75,False
Female MHCB,Census Rate,2024,4.01,False
Female MHCB,Census Rate,2025,4.66,False
Female MHCB,Census Rate,2026,4.7,True
Female MHCB,Census Rate,2027,4.7,True
Female MHCB,Census Rate,2028,4.7,True
Female MHCB,Census Rate,2029,4.7,True
Female MHCB,Census Rate,2030,4.7,True
Female MHCB,Avg Census,2014,13.9,False
Female MHCB,Avg Census,2015,16.7,False
Female MHCB,Avg Census,2016,16.3,False
Female MHCB,Avg Census,2017,17.7,False
Female MHCB,Avg Census,2018,17.5,False
Female MHCB,Avg Census,2019,20.4,False
Female MHCB,Avg Census,2020,21.4,False
Female MHCB,Avg Census,2021,9.2,False
Female MHCB,Avg Census,2022,12.2,False
Female MHCB,Avg Census,2023,12.65,False
Female MHCB,Avg Census,2024,14.0,False
Female MHCB,Avg Census,2025,15.92,False
Female MHCB,Avg Pending List,2014,0.1,False
Female MHCB,Avg Pending List,2015,2.0,False
Female MHCB,Avg Pending List,2016,5.35,False
Female MHCB,Avg Pending List,2017,10.23,False
Female MHCB,Avg Pending List,2018,9.52,False
Female MHCB,Avg Pending List,2019,4.45,False
Female MHCB,Avg Pending List,2020,1.21,False
Female MHCB,Avg Pending List,2021,0.71,False
Female MHCB,Avg Pending List,2022,0.83,False
Female MHCB,Avg Pending List,2023,1.06,False
Female MHCB,Avg Pending List,2024,1.12,False
Female MHCB,Avg Pending List,2025,1.02,False
Female MHCB,Total ADC,2014,14.0,False
Female MHCB,Total ADC,2015,18.7,False
Female MHCB,Total ADC,2016,21.6,False
Female MHCB,Total ADC,2017,28.0,False
Female MHCB,Total ADC,2018,27.1,False
Female MHCB,Total ADC,2019,24.8,False
Female MHCB,Total ADC,2020,22.7,False
Female MHCB,Total ADC,2021,9.9,False
Female MHCB,Total ADC,2022,13.0,False
Female MHCB,Total ADC,2023,13.7,False
Female MHCB,Total ADC,2024,15.1,False
Female MHCB,Total ADC,2025,16.9,False
Female MHCB,Total ADC,2026,16.9,True
Female MHCB,Total ADC,2027,17.1,True
Female MHCB,Total ADC,2028,17.3,True
Female MHCB,Total ADC,2029,17.6,True
Female MHCB,Total ADC,2030,17.3,True
Female MHCB,Bed Need (90%),2014,16.0,False
Female MHCB,Bed Need (90%),2015,21.0,False
Female MHCB,Bed Need (90%),2016,24.0,False
Female MHCB,Bed Need (90%),2017,31.0,False
Female MHCB,Bed Need (90%),2018,30.0,False
Female MHCB,Bed Need (90%),2019,28.0,False
Female MHCB,Bed Need (90%),2020,25.0,False
Female MHCB,Bed Need (90%),2021,11.0,False
Female MHCB,Bed Need (90%),2022,14.0,False
Female MHCB,Bed Need (90%),2023,15.0,False
Female MHCB,Bed Need (90%),2024,17.0,False
Female MHCB,Bed Need (90%),2025,19.0,False
Female MHCB,Bed Need (90%),2026,19.0,True
Female MHCB,Bed Need (90%),2027,19.0,True
Female MHCB,Bed Need (90%),2028,19.0,True
Female MHCB,Bed Need (90%),2029,20.0,True
Female MHCB,Bed Need (90%),2030,19.0,True
Female EOP-GP,CDCR Female Pop,2014,6128.0,False
Female EOP-GP,CDCR Female Pop,2015,6130.0,False
Female EOP-GP,CDCR Female Pop,2016,5729.0,False
Female EOP-GP,CDCR Female Pop,2017,5869.0,False
Female EOP-GP,CDCR Female Pop,2018,5849.0,False
Female EOP-GP,CDCR Female Pop,2019,5770.0,False
Female EOP-GP,CDCR Female Pop,2020,5533.0,False
Female EOP-GP,CDCR Female Pop,2021,3640.0,False
Female EOP-GP,CDCR Female Pop,2022,3839.0,False
Female EOP-GP,CDCR Female Pop,2023,3656.0,False
Female EOP-GP,CDCR Female Pop,2024,3767.0,False
Female EOP-GP,CDCR Female Pop,2025,3637.0,False
Female EOP-GP,CDCR Female Pop,2026,3627.0,True
Female EOP-GP,CDCR Female Pop,2027,3674.0,True
Female EOP-GP,CDCR Female Pop,2028,3713.0,True
Female EOP-GP,CDCR Female Pop,2029,3776.0,True
Female EOP-GP,CDCR Female Pop,2030,3709.0,True
Female EOP-GP,Census Rate,2014,20.87,False
Female EOP-GP,Census Rate,2015,22.85,False
Female EOP-GP,Census Rate,2016,27.03,False
Female EOP-GP,Census Rate,2017,32.89,False
Female EOP-GP,Census Rate,2018,37.59,False
Female EOP-GP,Census Rate,2019,34.44,False
Female EOP-GP,Census Rate,2020,30.02,False
Female EOP-GP,Census Rate,2021,34.18,False
Female EOP-GP,Census Rate,2022,31.86,False
Female EOP-GP,Census Rate,2023,34.57,False
Female EOP-GP,Census Rate,2024,36.91,False
Female EOP-GP,Census Rate,2025,42.57,False
Female EOP-GP,Census Rate,2026,42.57,True
Female EOP-GP,Census Rate,2027,42.57,True
Female EOP-GP,Census Rate,2028,42.57,True
Female EOP-GP,Census Rate,2029,42.57,True
Female EOP-GP,Census Rate,2030,42.57,True
Female EOP-GP,Total ADC,2014,127.9,False
Female EOP-GP,Total ADC,2015,140.1,False
Female EOP-GP,Total ADC,2016,154.9,False
Female EOP-GP,Total ADC,2017,193.0,False
Female EOP-GP,Total ADC,2018,219.9,False
Female EOP-GP,Total ADC,2019,198.7,False
Female EOP-GP,Total ADC,2020,166.1,False
Female EOP-GP,Total ADC,2021,124.4,False
Female EOP-GP,Total ADC,2022,122.3,False
Female EOP-GP,Total ADC,2023,126.4,False
Female EOP-GP,Total ADC,2024,139.1,False
Female EOP-GP,Total ADC,2025,154.8,False
Female EOP-GP,Total ADC,2026,154.4,True
Female EOP-GP,Total ADC,2027,156.4,True
Female EOP-GP,Total ADC,2028,158.0,True
Female EOP-GP,Total ADC,2029,160.7,True
Female EOP-GP,Total ADC,2030,157.9,True
Female EOP-GP,Bed Need (95%),2014,135.0,False
Female EOP-GP,Bed Need (95%),2015,147.0,False
Female EOP-GP,Bed Need (95%),2016,163.0,False
Female EOP-GP,Bed Need (95%),2017,203.0,False
Female EOP-GP,Bed Need (95%),2018,231.0,False
Female EOP-GP,Bed Need (95%),2019,209.0,False
Female EOP-GP,Bed Need (95%),2020,175.0,False
Female EOP-GP,Bed Need (95%),2021,131.0,False
Female EOP-GP,Bed Need (95%),2022,129.0,False
Female EOP-GP,Bed Need (95%),2023,133.0,False
Female EOP-GP,Bed Need (95%),2024,146.0,False
Female EOP-GP,Bed Need (95%),2025,163.0,False
Female EOP-GP,Bed Need (95%),2026,163.0,True
Female EOP-GP,Bed Need (95%),2027,165.0,True
Female EOP-GP,Bed Need (95%),2028,166.0,True
Female EOP-GP,Bed Need (95%),2029,169.0,True
Female EOP-GP,Bed Need (95%),2030,166.0,True
Female RHE,CDCR Female Pop,2014,5770.0,False
Female RHE,CDCR Female Pop,2015,5533.0,False
Female RHE,CDCR Female Pop,2016,3640.0,False
Female RHE,CDCR Female Pop,2017,3839.0,False
Female RHE,CDCR Female Pop,2018,3656.0,False
Female RHE,CDCR Female Pop,2019,3767.0,False
Female RHE,CDCR Female Pop,2020,3637.0,False
Female RHE,CDCR Female Pop,2021,3627.0,False
Female RHE,CDCR Female Pop,2022,3674.0,False
Female RHE,CDCR Female Pop,2023,3713.0,False
Female RHE,CDCR Female Pop,2024,3776.0,False
Female RHE,CDCR Female Pop,2025,3709.0,False
Female RHE,Census Rate,2014,3.33,False
Female RHE,Census Rate,2015,2.72,False
Female RHE,Census Rate,2016,2.35,False
Female RHE,Census Rate,2017,5.02,False
Female RHE,Census Rate,2018,4.37,False
Female RHE,Census Rate,2019,2.41,False
Female RHE,Census Rate,2020,2.4,False
Female RHE,Census Rate,2021,2.4,False
Female RHE,Census Rate,2022,2.4,False
Female RHE,Census Rate,2023,2.4,False
Female RHE,Census Rate,2024,2.4,False
Female RHE,Census Rate,2025,2.4,False
Female RHE,Total ADC,2014,19.2,False
Female RHE,Total ADC,2015,15.1,False
Female RHE,Total ADC,2016,8.5,False
Female RHE,Total ADC,2017,19.3,False
Female RHE,Total ADC,2018,16.0,False
Female RHE,Total ADC,2019,9.1,False
Female RHE,Total ADC,2020,8.7,False
Female RHE,Total ADC,2021,8.7,False
Female RHE,Total ADC,2022,8.8,False
Female RHE,Total ADC,2023,8.9,False
Female RHE,Total ADC,2024,9.1,False
Female RHE,Total ADC,2025,8.9,False
Female RHE,Bed Need (95%),2014,20.0,False
Female RHE,Bed Need (95%),2015,16.0,False
Female RHE,Bed Need (95%),2016,9.0,False
Female RHE,Bed Need (95%),2017,20.0,False
Female RHE,Bed Need (95%),2018,17.0,False
Female RHE,Bed Need (95%),2019,10.0,False
Female RHE,Bed Need (95%),2020,9.0,False
Female RHE,Bed Need (95%),2021,9.0,False
Female RHE,Bed Need (95%),2022,9.0,False
Female RHE,Bed Need (95%),2023,9.0,False
Female RHE,Bed Need (95%),2025,9.0,False
Female CCCMS,CDCR Female Pop,2014,6128.0,False
Female CCCMS,CDCR Female Pop,2015,6130.0,False
Female CCCMS,CDCR Female Pop,2016,5729.0,False
Female CCCMS,CDCR Female Pop,2017,5869.0,False
Female CCCMS,CDCR Female Pop,2018,5849.0,False
Female CCCMS,CDCR Female Pop,2019,5770.0,False
Female CCCMS,CDCR Female Pop,2020,5533.0,False
Female CCCMS,CDCR Female Pop,2021,3640.0,False
Female CCCMS,CDCR Female Pop,2022,3839.0,False
Female CCCMS,CDCR Female Pop,2023,3656.0,False
Female CCCMS,CDCR Female Pop,2024,3767.0,False
Female CCCMS,CDCR Female Pop,2025,3637.0,False
Female CCCMS,CDCR Female Pop,2026,3627.0,True
Female CCCMS,CDCR Female Pop,2027,3674.0,True
Female CCCMS,CDCR Female Pop,2028,3713.0,True
Female CCCMS,CDCR Female Pop,2029,3776.0,True
Female CCCMS,CDCR Female Pop,2030,3709.0,True
Female CCCMS,Census Rate,2014,336.3,False
Female CCCMS,Census Rate,2015,344.3,False
Female CCCMS,Census Rate,2016,325.9,False
Female CCCMS,Census Rate,2017,358.1,False
Female CCCMS,Census Rate,2018,383.7,False
Female CCCMS,Census Rate,2019,384.6,False
Female CCCMS,Census Rate,2020,387.2,False
Female CCCMS,Census Rate,2021,445.4,False
Female CCCMS,Census Rate,2022,471.7,False
Female CCCMS,Census Rate,2023,473.4,False
Female CCCMS,Census Rate,2024,480.6,False
Female CCCMS,Census Rate,2025,513.4,False
Female CCCMS,Census Rate,2026,513.4,True
Female CCCMS,Census Rate,2027,513.4,True
Female CCCMS,Census Rate,2028,513.4,True
Female CCCMS,Census Rate,2029,513.4,True
Female CCCMS,Census Rate,2030,513.4,True
Female CCCMS,Total ADC,2014,2061.0,False
Female CCCMS,Total ADC,2015,2111.0,False
Female CCCMS,Total ADC,2016,1867.0,False
Female CCCMS,Total ADC,2017,2102.0,False
Female CCCMS,Total ADC,2018,2244.0,False
Female CCCMS,Total ADC,2019,2219.0,False
Female CCCMS,Total ADC,2020,2142.0,False
Female CCCMS,Total ADC,2021,1621.0,False
Female CCCMS,Total ADC,2022,1811.0,False
Female CCCMS,Total ADC,2023,1731.0,False
Female CCCMS,Total ADC,2024,1811.0,False
Female CCCMS,Total ADC,2025,1867.0,False
Female CCCMS,Total ADC,2026,1862.0,True
Female CCCMS,Total ADC,2027,1886.0,True
Female CCCMS,Total ADC,2028,1906.0,True
Female CCCMS,Total ADC,2029,1939.0,True
Female CCCMS,Total ADC,2030,1904.0,True
