facility,year,month,violent_incidents,source_file
WSP,2021,5,18,d2201
WSP,2021,6,20,d2201
WSP,2021,7,31,d2201
WSP,2021,8,22,d2201
WSP,2021,9,21,d2201
WSP,2021,10,12,d2201
WSP,2021,11,14,d2201
WSP,2021,12,18,d2212
WSP,2022,1,16,d2212
WSP,2022,2,9,d2212
WSP,2022,3,18,d2212
WSP,2022,4,25,d2212
WSP,2022,5,20,d2212
WSP,2022,6,16,d2212
WSP,2022,7,21,d2212
WSP,2022,8,23,d2212
WSP,2022,9,13,d2212
WSP,2022,10,9,d2212
WSP,2022,11,28,d2212
WSP,2022,12,26,d2312
WSP,2023,1,20,d2312
WSP,2023,2,22,d2312
WSP,2023,3,19,d2312
WSP,2023,4,29,d2312
WSP,2023,5,25,d2312
WSP,2023,6,35,d2312
WSP,2023,7,26,d2312
WSP,2023,8,24,d2312
WSP,2023,9,32,d2312
WSP,2023,10,11,d2312
WSP,2023,11,26,d2312
WSP,2023,12,40,d2312
WSP,2024,1,26,d2501
WSP,2024,2,30,d2501
WSP,2024,3,31,d2501
WSP,2024,4,24,d2501
WSP,2024,5,28,d2501
WSP,2024,6,26,d2501
WSP,2024,7,32,d2501
WSP,2024,8,25,d2501
WSP,2024,9,23,d2501
WSP,2024,10,30,d2501
WSP,2024,11,25,d2501
WSP,2024,12,35,d2512
WSP,2025,1,33,d2512
WSP,2025,2,35,d2512
WSP,2025,3,47,d2512
WSP,2025,4,38,d2512
WSP,2025,5,45,d2512
WSP,2025,6,43,d2512
WSP,2025,7,30,d2512
WSP,2025,8,26,d2512
WSP,2025,9,30,d2512
WSP,2025,10,31,d2512
WSP,2025,11,18,d2512
WSP,2025,12,26,d2512
