year,month,cdcr_code,in_custody
2024,11,CCI,1740
2024,11,CCWF,2103
2024,11,CEN,2884
2024,11,CHCF,2101
2024,11,CIM,2183
2024,12,ASP,3783
2024,12,CIW,1270
2024,12,CMC,2227
2024,12,CMF,1875
2024,12,COR,2685
2024,12,CRC,2800
2024,12,CTF,4386
2024,12,FOL,2797
2024,12,HDSP,2837
2024,12,ISP,2927
2024,12,KVSP,3267
2024,12,LAC,3189
2024,12,MCSP,3874
2024,12,NKSP,2998
2024,12,PBSP,2020
2024,12,PVSP,2890
2024,12,RJD,3157
2024,12,SAC,2248
2024,12,CAL,2390
2024,12,SATF,5261
2024,12,SCC,4164
2024,12,SOL,3924
2024,12,SQ,2945
2024,12,SVSP,2492
2024,12,VSP,3216
2024,12,WSP,3385
2024,12,CPMP,
2024,12,FCRF,351
2024,12,Alternative Custody Program,15
2024,12,Department of State Hospitals,175
2024,12,Male Community Reentry Facility,635
2024,12,Medical Parole,
2024,12,Medical Reprieve Program,
2024,12,CCI,2044
2024,12,CCWF,2022
2024,12,CEN,2794
2024,12,CHCF,2101
2024,12,CIM,2205
2023,1,ASP,4062
2023,1,CIW,983
2023,1,CMC,3254
2023,1,CMF,1910
2023,1,COR,3443
2023,1,CRC,3029
2023,1,CTF,3927
2023,1,CVSP,1731
2023,1,FOL,2513
2023,1,CAC,1799
2023,1,HDSP,2083
2023,1,ISP,2601
2023,1,KVSP,2431
2023,1,LAC,2503
2023,1,MCSP,3824
2023,1,NKSP,4380
2023,1,PBSP,1711
2023,1,PVSP,2562
2023,1,RJD,2920
2023,1,SAC,1585
2023,1,CAL,2500
2023,1,SATF,4650
2023,1,SCC,4461
2023,1,SOL,3326
2023,1,SQ,3542
2023,1,SVSP,2934
2023,1,VSP,2973
2023,1,WSP,3698
2023,1,CPMP,
2023,1,SACCO,10
2023,1,Alternative Custody Program,103
2023,1,Custody to Community Transitional Reentry Program,386
2023,1,Department of State Hospitals,101
2023,1,Male Community Reentry Facility,613
2023,1,Medical Parole,41
2023,1,CCI,2611
2023,1,CCWF,2279
2023,1,CEN,2773
2023,1,CHCF,2401
2023,1,CIM,2867
2023,2,ASP,4195
2023,2,CIW,970
2023,2,CMC,3359
2023,2,CMF,1905
2023,2,COR,3423
2023,2,CRC,2920
2023,2,CTF,3955
2023,2,CVSP,1834
2023,2,FOL,2657
2023,2,CAC,1747
2023,2,HDSP,1981
2023,2,ISP,2620
2023,2,KVSP,2420
2023,2,LAC,2513
2023,2,MCSP,3850
2023,2,NKSP,4205
2023,2,PBSP,1686
2023,2,PVSP,2514
2023,2,RJD,2936
2023,2,SAC,1535
2023,2,CAL,2453
2023,2,SATF,4638
2023,2,SCC,4431
2023,2,SOL,3323
2023,2,SQ,3743
2023,2,SVSP,2958
2023,2,VSP,2987
2023,2,WSP,3750
2023,2,CPMP,
2023,2,SACCO,10
2023,2,Alternative Custody Program,117
2023,2,Custody to Community Transitional Reentry Program,392
2023,2,Department of State Hospitals,91
2023,2,Male Community Reentry Facility,612
2023,2,Medical Parole,44
2023,2,CCI,2533
2023,2,CCWF,2334
2023,2,CEN,2664
2023,2,CHCF,2429
2023,2,CIM,2718
2023,3,ASP,4364
2023,3,CIW,965
2023,3,CMC,3316
2023,3,CMF,1919
2023,3,COR,3406
2023,3,CRC,2931
2023,3,CTF,3995
2023,3,CVSP,1858
2023,3,FOL,2837
2023,3,CAC,1634
2023,3,HDSP,2317
2023,3,ISP,2695
2023,3,KVSP,2525
2023,3,LAC,2568
2023,3,MCSP,3835
2023,3,NKSP,4221
2023,3,PBSP,1643
2023,3,PVSP,2638
2023,3,RJD,2903
2023,3,SAC,1460
2023,3,CAL,2503
2023,3,SATF,4692
2023,3,SCC,4182
2023,3,SOL,3299
2023,3,SQ,4024
2023,3,SVSP,2895
2023,3,VSP,2963
2023,3,WSP,3742
2023,3,CPMP,
2023,3,SACCO,10
2023,3,Alternative Custody Program,131
2023,3,Custody to Community Transitional Reentry Program,388
2023,3,Department of State Hospitals,101
2023,3,Male Community Reentry Facility,631
2023,3,Medical Parole,45
2023,3,CCI,2347
2023,3,CCWF,2316
2023,3,CEN,2553
2023,3,CHCF,2477
2023,3,CIM,2364
2023,4,ASP,4494
2023,4,CIW,949
2023,4,CMC,3237
2023,4,CMF,1926
2023,4,COR,3346
2023,4,CRC,2916
2023,4,CTF,4070
2023,4,CVSP,1926
2023,4,FOL,2955
2023,4,CAC,1367
2023,4,HDSP,2529
2023,4,ISP,2987
2023,4,KVSP,2616
2023,4,LAC,2569
2023,4,MCSP,3851
2023,4,NKSP,4270
2023,4,PBSP,1599
2023,4,PVSP,2800
2023,4,RJD,2904
2023,4,SAC,1468
2023,4,CAL,2488
2023,4,SATF,4608
2023,4,SCC,4003
2023,4,SOL,3321
2023,4,SQ,4034
2023,4,SVSP,2901
2023,4,VSP,3017
2023,4,WSP,3804
2023,4,CPMP,
2023,4,SACCO,10
2023,4,Alternative Custody Program,130
2023,4,Custody to Community Transitional Reentry Program,394
2023,4,Department of State Hospitals,101
2023,4,Male Community Reentry Facility,633
2023,4,Medical Parole,47
2023,4,CCI,2149
2023,4,CCWF,2342
2023,4,CEN,2539
2023,4,CHCF,2407
2023,4,CIM,2223
2023,5,ASP,4612
2023,5,CIW,983
2023,5,CMC,3161
2023,5,CMF,1975
2023,5,COR,3284
2023,5,CRC,3026
2023,5,CTF,4265
2023,5,CVSP,2094
2023,5,FOL,3023
2023,5,CAC,1009
2023,5,HDSP,2518
2023,5,ISP,3180
2023,5,KVSP,2694
2023,5,LAC,2557
2023,5,MCSP,3846
2023,5,NKSP,4153
2023,5,PBSP,1602
2023,5,PVSP,2940
2023,5,RJD,2938
2023,5,SAC,1513
2023,5,CAL,2494
2023,5,SATF,4535
2023,5,SCC,3956
2023,5,SOL,3438
2023,5,SQ,3897
2023,5,SVSP,2900
2023,5,VSP,3044
2023,5,WSP,3951
2023,5,CPMP,
2023,5,SACCO,
2023,5,Alternative Custody Program,131
2023,5,Custody to Community Transitional Reentry Program,387
2023,5,Department of State Hospitals,112
2023,5,Male Community Reentry Facility,642
2023,5,Medical Parole,44
2023,5,CCI,1900
2023,5,CCWF,2355
2023,5,CEN,2589
2023,5,CHCF,2360
2023,5,CIM,2196
2023,6,ASP,4660
2023,6,CIW,973
2023,6,CMC,2910
2023,6,CMF,2082
2023,6,COR,3334
2023,6,CRC,3146
2023,6,CTF,4248
2023,6,CVSP,2215
2023,6,FOL,2958
2023,6,CAC,623
2023,6,HDSP,2460
2023,6,ISP,3196
2023,6,KVSP,2727
2023,6,LAC,2588
2023,6,MCSP,3879
2023,6,NKSP,3771
2023,6,PBSP,1599
2023,6,PVSP,3110
2023,6,RJD,2956
2023,6,SAC,1717
2023,6,CAL,2633
2023,6,SATF,4513
2023,6,SCC,3920
2023,6,SOL,3575
2023,6,SQ,3812
2023,6,SVSP,2894
2023,6,VSP,3174
2023,6,WSP,3651
2023,6,CPMP,
2023,6,SACCO,
2023,6,Alternative Custody Program,127
2023,6,Custody to Community Transitional Reentry Program,383
2023,6,Department of State Hospitals,115
2023,6,Male Community Reentry Facility,644
2023,6,Medical Parole,45
2023,6,CCI,1628
2023,6,CCWF,2395
2023,6,CEN,2765
2023,6,CHCF,2334
2023,6,CIM,2258
2023,7,ASP,4636
2023,7,CIW,972
2023,7,CMC,2691
2023,7,CMF,2164
2023,7,COR,3448
2023,7,CRC,2946
2023,7,CTF,4249
2023,7,CVSP,2173
2023,7,FOL,2876
2023,7,CAC,425
2023,7,HDSP,2413
2023,7,ISP,3101
2023,7,KVSP,2796
2023,7,LAC,2631
2023,7,MCSP,3837
2023,7,NKSP,3859
2023,7,PBSP,1581
2023,7,PVSP,3087
2023,7,RJD,3028
2023,7,SAC,1735
2023,7,CAL,2705
2023,7,SATF,4547
2023,7,SCC,4066
2023,7,SOL,3653
2023,7,SQ,3728
2023,7,SVSP,2832
2023,7,VSP,3310
2023,7,WSP,3526
2023,7,CPMP,
2023,7,SACCO,
2023,7,Alternative Custody Program,115
2023,7,Custody to Community Transitional Reentry Program,371
2023,7,Department of State Hospitals,112
2023,7,Male Community Reentry Facility,637
2023,7,Medical Parole,45
2023,7,CCI,1627
2023,7,CCWF,2384
2023,7,CEN,2779
2023,7,CHCF,2340
2023,7,CIM,2295
2023,8,ASP,4668
2023,8,CIW,968
2023,8,CMC,2323
2023,8,CMF,2204
2023,8,COR,3525
2023,8,CRC,2841
2023,8,CTF,4283
2023,8,CVSP,2132
2023,8,FOL,2901
2023,8,CAC,197
2023,8,HDSP,2535
2023,8,ISP,3094
2023,8,KVSP,2816
2023,8,LAC,2601
2023,8,MCSP,3828
2023,8,NKSP,3576
2023,8,PBSP,1530
2023,8,PVSP,3010
2023,8,RJD,3194
2023,8,SAC,1803
2023,8,CAL,2721
2023,8,SATF,4678
2023,8,SCC,4370
2023,8,SOL,3649
2023,8,SQ,3639
2023,8,SVSP,2772
2023,8,VSP,3364
2023,8,WSP,3332
2023,8,CPMP,
2023,8,SACCO,10
2023,8,Alternative Custody Program,120
2023,8,Custody to Community Transitional Reentry Program,373
2023,8,Department of State Hospitals,110
2023,8,Male Community Reentry Facility,630
2023,8,Medical Parole,44
2023,8,CCI,1657
2023,8,CCWF,2431
2023,8,CEN,2795
2023,8,CHCF,2334
2023,8,CIM,2354
2023,9,ASP,4609
2023,9,CIW,993
2023,9,CMC,2135
2023,9,CMF,2220
2023,9,COR,3491
2023,9,CRC,2869
2023,9,CTF,4310
2023,9,CVSP,2067
2023,9,FOL,2895
2023,9,CAC,133
2023,9,HDSP,2475
2023,9,ISP,3112
2023,9,KVSP,2848
2023,9,LAC,2611
2023,9,MCSP,3820
2023,9,NKSP,3718
2023,9,PBSP,1544
2023,9,PVSP,2817
2023,9,RJD,3270
2023,9,SAC,1863
2023,9,CAL,2670
2023,9,SATF,4757
2023,9,SCC,4360
2023,9,SOL,3670
2023,9,SQ,3576
2023,9,SVSP,2738
2023,9,VSP,3332
2023,9,WSP,3378
2023,9,CPMP,
2023,9,SACCO,10
2023,9,Alternative Custody Program,112
2023,9,Custody to Community Transitional Reentry Program,362
2023,9,Department of State Hospitals,106
2023,9,Male Community Reentry Facility,615
2023,9,Medical Parole,44
2023,9,CCI,1698
2023,9,CCWF,2443
2023,9,CEN,2803
2023,9,CHCF,2300
2023,9,CIM,2366
2023,10,ASP,4592
2023,10,CIW,1149
2023,10,CMC,2065
2023,10,CMF,2218
2023,10,COR,3505
2023,10,CRC,2919
2023,10,CTF,4293
2023,10,CVSP,2021
2023,10,FOL,2869
2023,10,HDSP,2387
2023,10,ISP,3051
2023,10,KVSP,2871
2023,10,LAC,2679
2023,10,MCSP,3803
2023,10,NKSP,3799
2023,10,PBSP,1576
2023,10,PVSP,2660
2023,10,RJD,3291
2023,10,SAC,1841
2023,10,CAL,2706
2023,10,SATF,4821
2023,10,SCC,4265
2023,10,SOL,3718
2023,10,SQ,3488
2023,10,SVSP,2687
2023,10,VSP,3247
2023,10,WSP,3620
2023,10,CPMP,
2023,10,SACCO,11
2023,10,Alternative Custody Program,118
2023,10,Custody to Community Transitional Reentry Program,369
2023,10,Department of State Hospitals,111
2023,10,Male Community Reentry Facility,600
2023,10,Medical Parole,44
2023,10,CCI,1715
2023,10,CCWF,2290
2023,10,CEN,2802
2023,10,CHCF,2258
2023,10,CIM,2371
2023,11,ASP,4608
2023,11,CIW,1191
2023,11,CMC,2048
2023,11,CMF,2188
2023,11,COR,3479
2023,11,CRC,2989
2023,11,CTF,4211
2023,11,CVSP,1965
2023,11,FOL,2826
2023,11,HDSP,2296
2023,11,ISP,3119
2023,11,KVSP,2867
2023,11,LAC,2790
2023,11,MCSP,3796
2023,11,NKSP,3930
2023,11,PBSP,1534
2023,11,PVSP,2565
2023,11,RJD,3278
2023,11,SAC,1818
2023,11,CAL,2799
2023,11,SATF,4856
2023,11,SCC,4162
2023,11,SOL,3750
2023,11,SQ,3479
2023,11,SVSP,2661
2023,11,VSP,3228
2023,11,WSP,3656
2023,11,CPMP,
2023,11,SACCO,10
2023,11,Alternative Custody Program,116
2023,11,Custody to Community Transitional Reentry Program,378
2023,11,Department of State Hospitals,116
2023,11,Male Community Reentry Facility,604
2023,11,Medical Parole,44
2023,11,CCI,1718
2023,11,CCWF,2217
2023,11,CEN,2740
2023,11,CHCF,2240
2023,11,CIM,2367
2023,12,ASP,4634
2023,12,CIW,1190
2023,12,CMC,2116
2023,12,CMF,2193
2023,12,COR,3463
2023,12,CRC,3018
2023,12,CTF,4130
2023,12,CVSP,1803
2023,12,FOL,2785
2023,12,HDSP,2242
2023,12,ISP,3051
2023,12,KVSP,2914
2023,12,LAC,2808
2023,12,MCSP,3827
2023,12,NKSP,4016
2023,12,PBSP,1524
2023,12,PVSP,2499
2023,12,RJD,3297
2023,12,SAC,1795
2023,12,CAL,2741
2023,12,SATF,4755
2023,12,SCC,4028
2023,12,SOL,3788
2023,12,SQ,3486
2023,12,SVSP,2623
2023,12,VSP,3198
2023,12,WSP,3774
2023,12,CPMP,
2023,12,SACCO,
2023,12,Alternative Custody Program,107
2023,12,Custody to Community Transitional Reentry Program,380
2023,12,Department of State Hospitals,119
2023,12,Male Community Reentry Facility,623
2023,12,Medical Parole,46
2023,12,CCI,1750
2023,12,CCWF,2196
2023,12,CEN,2692
2023,12,CHCF,2258
2023,12,CIM,2303
