institution,fiscal_year,category,metric,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun
CMC,2021-2022,Number of Deaths,Unexpected,,,,,1.00,,,1.00,,,,1.00
CMC,2021-2022,Overtime Hours,Custody (Overtime),"22,516.89","29,374.17","21,035.24","28,256.65","21,363.49","21,593.66","37,318.98","22,715.49","22,511.05","23,442.65","32,571.76","27,378.90"
CMC,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CMC,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),189.92,122.70,180.35,100.85,281.95,185.80,216.41,193.70,116.05,161.00,169.65,136.80
CMC,2021-2022,Overtime Hours,Non-Custody (Overtime),864.75,"1,152.00",976.00,869.50,874.00,880.25,"1,071.25",837.25,870.50,"1,029.75","1,140.50",945.30
CMC,2021-2022,Overtime Hours,Total Overtime Hours,"23,571.56","30,648.87","22,191.59","29,227.00","22,519.44","22,659.71","38,606.64","23,746.44","23,497.60","24,633.40","33,881.91","28,461.00"
CMC,2021-2022,Use of Force (UOF),Total UOF Incidents,7.00,9.00,11.00,7.00,12.00,9.00,7.00,11.00,10.00,10.00,10.00,15.00
CMF,2021-2022,Fiscal,Actual Expenditures ($),"28,868,724.83","34,930,376.10","53,856,635.55","72,650,715.10","93,105,929.96","116,189,863.58","135,120,896.30","155,314,729.43","174,879,910.28","193,159,848.25","210,788,095.86","231,958,535.11"
CMF,2021-2022,Fiscal,Institution Budget ($),"290,237,554.00","290,249,252.00","290,249,252.00","217,636,480.00","232,781,846.00","232,843,490.00","234,728,828.00","235,537,070.00","234,865,956.00","241,672,483.00","241,235,958.00","241,557,778.00"
CMF,2021-2022,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2021-2022,Fiscal,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CMF,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,3.00,31.78,28.28,15.04,0.00,31.41,30.22
CMF,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMF,2021-2022,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2021-2022,Lockdowns and Modified Programs,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CMF,2021-2022,Number of Deaths,Expected,5.00,8.00,6.00,7.00,5.00,1.00,6.00,8.00,4.00,5.00,3.00,7.00
CMF,2021-2022,Number of Deaths,Missing,,,1.00,,,2.00,,1.00,1.00,1.00,,2.00
CMF,2021-2022,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2021-2022,Number of Deaths,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CMF,2021-2022,Number of Deaths,Unexpected,2.00,,,2.00,,,,1.00,,,,1.00
CMF,2021-2022,Overtime Hours,Custody (Overtime),"20,300.16","24,258.33","20,754.65","21,470.83","17,232.79","17,297.87","28,939.55","21,469.46","17,010.40","17,633.80","23,476.34","20,631.46"
CMF,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),294.25,381.25,305.51,345.19,255.25,291.40,294.40,254.31,297.90,681.85,485.75,483.40
CMF,2021-2022,Overtime Hours,Non-Custody (Overtime),624.50,995.50,777.50,"1,089.25",762.25,587.25,"1,015.75",665.75,653.00,864.08,"1,175.25","1,083.50"
CMF,2021-2022,Overtime Hours,Total Overtime Hours,"21,218.91","25,635.08","21,837.66","22,905.27","18,250.29","18,176.52","30,249.70","22,389.52","17,961.30","19,179.73","25,137.34","22,198.36"
CMF,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CMF,2021-2022,Use of Force (UOF),Total UOF Incidents,23.00,19.00,15.00,15.00,14.00,31.00,15.00,20.00,16.00,24.00,25.00,21.00
COR,2021-2022,Fiscal,Actual Expenditures ($),"19,920,621.73","41,980,415.22","63,978,539.28","86,267,628.37","109,565,117.24","136,719,484.61","158,105,672.34","180,936,671.22","204,280,673.40","224,711,524.60","245,987,839.80","268,696,474.06"
COR,2021-2022,Fiscal,Institution Budget ($),"242,493,518.00","242,877,301.00","243,012,950.00","243,084,519.00","256,965,366.00","256,971,006.00","259,004,735.00","260,375,276.00","260,118,388.00","277,676,868.00","277,890,269.00","278,138,547.00"
COR,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,6.91,9.61,11.22,12.82,6.39,17.18,25.60,4.92,7.96,2.82,11.78,2.46
COR,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COR,2021-2022,Number of Deaths,Expected,2.00,,,,1.00,,,1.00,,,,
COR,2021-2022,Number of Deaths,Unexpected,,2.00,,1.00,,,,,,2.00,,
COR,2021-2022,Overtime Hours,Custody (Overtime),"24,357.26","36,103.79","29,672.11","37,228.83","26,699.38","31,707.75","41,054.10","29,990.29","33,000.14","33,764.73","40,584.43","31,875.20"
COR,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
COR,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),63.00,43.00,36.75,53.50,29.00,51.95,115.00,92.00,64.25,104.62,69.92,75.68
COR,2021-2022,Overtime Hours,Non-Custody (Overtime),"2,487.50","2,559.25","2,251.75","2,646.75","1,886.18","2,744.50","2,696.92","2,656.50","2,557.00","2,154.50","2,816.00","2,435.00"
COR,2021-2022,Overtime Hours,Total Overtime Hours,"26,907.76","38,706.04","31,960.61","39,929.08","28,614.56","34,504.20","43,866.02","32,738.79","35,621.39","36,023.85","43,470.35","34,385.88"
COR,2021-2022,Use of Force (UOF),Total UOF Incidents,16.00,18.00,32.00,23.00,17.00,37.00,30.00,20.00,26.00,37.00,42.00,62.00
CRC,2021-2022,Fiscal,Actual Expenditures ($),"13,825,841.16","29,570,160.32","46,474,955.23","62,594,006.57","80,424,526.47","99,966,790.27","116,034,658.20","134,050,578.67","150,827,281.62","167,239,227.51","183,048,535.32","200,473,366.77"
CRC,2021-2022,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2021-2022,Fiscal,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CRC,2021-2022,Fiscal,Institution Budget ($),"180,742,405.00","181,046,571.00","181,046,571.00","181,046,571.00","193,366,562.00","193,366,562.00","195,426,776.00","196,351,349.00","196,242,524.00","199,813,525.00","201,756,593.00","201,951,821.00"
CRC,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.69,1.53,1.92,4.06,2.44,4.05,31.12,23.17,2.34,0.13,0.03,10.94
CRC,2021-2022,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2021-2022,Lockdowns and Modified Programs,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CRC,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRC,2021-2022,Number of Deaths,Missing,2.00,,,,1.00,1.00,,1.00,,2.00,2.00,3.00
CRC,2021-2022,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2021-2022,Number of Deaths,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CRC,2021-2022,Overtime Hours,Custody (Overtime),"23,443.03","35,752.82","25,297.02","37,449.66","24,299.77","28,250.89","39,979.71","23,464.55","27,041.59","21,870.59","29,717.45","27,950.67"
CRC,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),55.25,79.70,70.15,83.00,103.75,94.15,88.05,85.00,56.00,61.00,98.05,82.00
CRC,2021-2022,Overtime Hours,Non-Custody (Overtime),"1,948.50","2,164.00","1,648.75","2,454.75","1,642.25","1,614.75","2,543.50","2,417.00","2,345.25","1,784.59","2,302.42","1,792.67"
CRC,2021-2022,Overtime Hours,Total Overtime Hours,"25,446.78","37,996.52","27,015.92","39,987.41","26,045.77","29,959.79","42,611.26","25,966.55","29,442.84","23,716.18","32,117.92","29,825.34"
CRC,2021-2022,Use of Force (UOF),Total UOF Incidents,10.00,8.00,7.00,8.00,15.00,2.00,1.00,6.00,4.00,5.00,2.00,6.00
CTF,2021-2022,Fiscal,Actual Expenditures ($),"15,709,349.89","32,831,605.51","49,282,033.83","64,685,657.54","80,782,600.26","98,808,978.79","113,457,417.16","129,333,730.87","145,500,663.01","160,061,022.92","174,925,740.66","190,637,190.03"
CTF,2021-2022,Fiscal,Institution Budget ($),"191,320,196.00","191,291,294.00","191,291,294.00","191,333,674.00","197,413,310.00","198,035,927.00","198,221,362.00","199,695,030.00","199,533,933.00","200,140,978.00","194,872,188.00","195,032,327.00"
CTF,2021-2022,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2021-2022,Fiscal,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CTF,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,11.99,4.78,4.62,4.83,4.72,4.86,24.39,13.80,24.03,4.57,4.65,4.49
CTF,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CTF,2021-2022,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2021-2022,Lockdowns and Modified Programs,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CTF,2021-2022,Number of Deaths,Expected,,,1.00,,1.00,,,,,1.00,,
CTF,2021-2022,Number of Deaths,Unexpected,2.00,,,,,,,,,,,
CTF,2021-2022,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2021-2022,Number of Deaths,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CTF,2021-2022,Overtime Hours,Custody (Overtime),"17,662.14","21,663.86","14,947.89","15,966.78","12,187.21","15,185.05","22,682.89","17,815.99","15,782.41","15,574.35","21,031.41","17,666.04"
CTF,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),69.25,7.25,7.75,6.75,2.50,6.00,0.00,0.00,1.75,7.00,6.00,0.00
CTF,2021-2022,Overtime Hours,Non-Custody (Overtime),"1,822.50","1,839.50","1,116.25","1,290.21",970.00,986.25,"1,082.50",962.50,"1,013.50","1,127.65","1,644.20","1,392.50"
CTF,2021-2022,Overtime Hours,Total Overtime Hours,"19,553.89","23,510.61","16,071.89","17,263.74","13,159.71","16,177.30","23,765.39","18,778.49","16,797.66","16,709.00","22,681.61","19,058.54"
CTF,2021-2022,Use of Force (UOF),Total UOF Incidents,7.00,3.00,4.00,6.00,1.00,1.00,0.00,2.00,2.00,1.00,1.00,4.00
CVSP,2021-2022,Fiscal,Actual Expenditures ($),"9,617,951.79","19,974,705.37","29,605,020.67","39,406,271.57","50,154,869.15","62,172,217.38","71,699,418.54","81,439,342.31","91,807,309.62","101,088,300.34","110,490,173.18","120,491,675.56"
CVSP,2021-2022,Fiscal,Institution Budget ($),"105,091,211.00","105,251,553.00","105,251,553.00","105,291,819.00","111,371,980.00","111,371,980.00","112,577,057.00","113,479,245.00","113,382,673.00","119,761,983.00","121,289,014.00","121,704,622.00"
CVSP,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,23.24,28.33,8.99,0.00,0.00,0.00
CVSP,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CVSP,2021-2022,Number of Deaths,Unexpected,,,,,,,,,1.00,,,1.00
CVSP,2021-2022,Overtime Hours,Custody (Overtime),"7,931.52","12,678.12","12,235.17","17,098.63","11,204.92","11,359.45","17,560.29","9,567.41","9,614.63","8,523.15","11,727.17","7,502.04"
CVSP,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),201.65,19.50,35.95,23.50,17.20,36.10,390.95,117.20,36.05,36.60,52.75,27.60
CVSP,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CVSP,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
CVSP,2021-2022,Overtime Hours,Non-Custody (Overtime),844.25,"1,869.25",946.00,"1,008.75",618.25,734.00,"1,162.70",670.00,764.00,581.50,"1,026.70",927.50
CVSP,2021-2022,Overtime Hours,Total Overtime Hours,"8,977.42","14,566.87","13,217.12","18,130.88","11,840.37","12,129.55","19,113.94","10,354.61","10,414.68","9,141.25","12,806.62","8,457.14"
CVSP,2021-2022,Use of Force (UOF),Total UOF Incidents,2.00,1.00,2.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00
DVI,2021-2022,Fiscal,Actual Expenditures ($),"3,507,972.93","5,996,642.48","7,149,784.66","7,768,248.73","8,490,062.43","9,107,279.08","9,721,121.02","10,051,265.73","10,464,724.05","11,083,199.43","11,506,700.70","11,881,313.72"
DVI,2021-2022,Fiscal,Institution Budget ($),"20,156,120.00","20,014,130.00","20,014,130.00","20,014,130.00","15,760,640.00","15,760,640.00","13,923,711.00","12,753,079.00","12,753,079.00","12,516,127.00","12,155,823.00","12,104,293.00"
DVI,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,,,,,,,,,
DVI,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FOL,2021-2022,Fiscal,Actual Expenditures ($),"11,169,580.18","23,658,900.79","36,101,792.57","48,754,919.95","61,808,943.27","76,935,063.50","89,089,422.74","101,827,336.45","113,922,829.42","126,281,624.42","138,881,987.31","151,929,728.52"
FOL,2021-2022,Fiscal,Institution Budget ($),"130,703,110.00","130,711,390.00","130,823,280.00","131,221,000.00","143,098,299.00","143,098,299.00","144,455,104.00","144,556,737.00","144,469,207.00","152,628,687.00","152,426,555.00","152,571,449.00"
FOL,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.15,31.60,27.93,0.00,0.00,4.70,21.17
FOL,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FOL,2021-2022,Number of Deaths,Expected,,,,1.00,,,,,,,,
FOL,2021-2022,Overtime Hours,Custody (Overtime),"17,383.12","20,449.29","16,806.95","20,615.27","13,441.04","13,799.14","20,705.71","12,223.22","14,277.13","14,650.92","20,581.18","16,300.44"
FOL,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),185.10,104.50,151.15,129.20,211.25,116.60,176.20,136.55,145.60,127.27,137.05,119.70
FOL,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
FOL,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
FOL,2021-2022,Overtime Hours,Non-Custody (Overtime),990.75,"1,208.75","1,089.25","1,627.00","1,380.50","1,155.50","1,622.00","1,230.50","1,532.25","1,470.48","1,876.65","1,497.45"
FOL,2021-2022,Overtime Hours,Total Overtime Hours,"18,558.97","21,762.54","18,047.35","22,371.47","15,032.79","15,071.24","22,503.91","13,590.27","15,954.98","16,248.67","22,594.88","17,917.59"
FOL,2021-2022,Use of Force (UOF),Total UOF Incidents,2.00,1.00,3.00,9.00,7.00,18.00,5.00,6.00,18.00,14.00,12.00,14.00
FOL,2021-2022,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
FOL,2021-2022,Use of Force (UOF),Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
FWF,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,16.41,34.32,27.14,0.00,0.00,0.00,23.30
HDSP,2021-2022,Fiscal,Actual Expenditures ($),"14,270,697.14","30,303,855.51","45,679,972.59","59,718,448.15","73,793,001.21","92,105,925.37","105,919,261.94","119,736,890.71","133,700,045.69","146,546,718.55","159,874,489.49","174,259,016.00"
HDSP,2021-2022,Fiscal,Institution Budget ($),"163,877,563.00","163,848,661.00","163,848,661.00","164,490,317.00","172,628,499.00","172,628,499.00","172,863,444.00","173,668,637.00","173,511,932.00","181,808,166.00","180,277,927.00","180,893,208.00"
HDSP,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,2.79,4.27,5.09,0.00,1.27,3.54,23.34,21.47,0.00,0.00,3.41,3.90
HDSP,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HDSP,2021-2022,Number of Deaths,Homicide,,,,,,,1.00,1.00,,,,
HDSP,2021-2022,Number of Deaths,Unexpected,,,,1.00,,,,,,,,
HDSP,2021-2022,Overtime Hours,Custody (Overtime),"24,097.48","29,242.11","21,078.23","27,303.36","20,270.16","18,956.22","20,931.80","16,986.69","18,850.62","19,036.05","23,393.99","15,133.24"
HDSP,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),153.15,114.95,136.25,106.40,182.70,57.05,70.30,74.50,87.30,95.85,75.90,75.90
HDSP,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
HDSP,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
HDSP,2021-2022,Overtime Hours,Non-Custody (Overtime),"1,314.00","2,258.00","1,807.25","1,526.50","1,094.25","1,318.25","1,223.00",947.25,"1,132.25","1,145.75","1,220.50","1,076.75"
HDSP,2021-2022,Overtime Hours,Total Overtime Hours,"25,564.63","31,615.06","23,021.73","28,936.26","21,547.11","20,331.52","22,225.10","18,008.44","20,070.17","20,277.65","24,690.39","16,285.89"
HDSP,2021-2022,Use of Force (UOF),Total UOF Incidents,19.00,21.00,23.00,31.00,34.00,16.00,7.00,10.00,31.00,22.00,23.00,18.00
HDSP,2021-2022,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
HDSP,2021-2022,Use of Force (UOF),Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
ISP,2021-2022,Fiscal,Actual Expenditures ($),"11,920,909.45","24,946,438.89","37,661,809.44","50,547,905.53","62,920,718.71","79,197,350.82","91,483,626.15","105,392,561.80","118,147,165.37","130,269,122.49","141,682,172.07","155,387,121.05"
ISP,2021-2022,Fiscal,Institution Budget ($),"138,692,836.00","138,609,569.00","138,630,486.00","138,643,276.00","151,917,866.00","151,928,638.00","152,900,618.00","153,699,410.00","153,608,603.00","155,427,515.00","157,133,409.00","157,269,344.00"
ISP,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.56,3.12,0.00,0.00,0.00,0.00,24.80,14.04,5.65,0.69,13.10,18.18
ISP,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISP,2021-2022,Number of Deaths,Unexpected,,,,,,,1.00,,,,,
ISP,2021-2022,Overtime Hours,Custody (Overtime),"9,171.60","13,658.41","10,439.65","14,494.37","12,540.62","11,234.27","18,996.17","9,821.89","10,341.86","7,928.24","15,674.68","12,146.02"
ISP,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),149.00,26.00,57.00,8.00,52.50,12.60,69.85,53.00,6.00,22.00,62.50,42.10
ISP,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
ISP,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
ISP,2021-2022,Overtime Hours,Non-Custody (Overtime),"1,235.25",973.75,"1,284.50","1,634.17","1,225.00",840.75,"1,239.25","1,283.75","1,391.75",946.00,"1,125.17",956.50
ISP,2021-2022,Overtime Hours,Total Overtime Hours,"10,555.85","14,658.16","11,781.15","16,136.54","13,818.12","12,087.62","20,305.27","11,158.64","11,739.61","8,896.24","16,862.35","13,144.62"
ISP,2021-2022,Use of Force (UOF),Total UOF Incidents,7.00,10.00,11.00,8.00,14.00,15.00,12.00,8.00,1.00,4.00,6.00,13.00
ISP,2021-2022,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
ISP,2021-2022,Use of Force (UOF),Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
KVSP,2021-2022,Fiscal,Actual Expenditures ($),"18,413,253.82","37,489,402.87","57,732,932.10","76,655,910.89","96,717,264.14","120,496,408.53","138,970,405.11","158,589,318.47","178,739,783.67","198,462,533.34","217,340,340.59","237,861,771.14"
KVSP,2021-2022,Fiscal,Institution Budget ($),"216,350,107.00","216,310,881.00","216,310,881.00","216,310,881.00","229,924,225.00","229,941,805.00","231,154,588.00","232,528,813.00","232,632,249.00","240,380,213.00","239,073,564.00","239,489,969.00"
KVSP,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,1.54,5.04,2.52,3.21,1.86,23.20,14.02,0.22,2.90,0.64,0.12
KVSP,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KVSP,2021-2022,Number of Deaths,Expected,,,,,,,,,,,,1.00
KVSP,2021-2022,Number of Deaths,Homicide,,,2.00,,1.00,,,,,1.00,1.00,1.00
KVSP,2021-2022,Number of Deaths,Suicide,,,,,,,,,,,1.00,1.00
KVSP,2021-2022,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
KVSP,2021-2022,Number of Deaths,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
KVSP,2021-2022,Number of Deaths,Unexpected,,,,1.00,1.00,,,,,,,
KVSP,2021-2022,Overtime Hours,Custody (Overtime),"26,131.23","34,863.98","29,445.76","38,801.79","27,056.93","24,984.02","33,505.56","25,778.47","27,314.04","28,762.98","36,551.80","30,861.27"
KVSP,2021-2022,Overtime Hours,Dental + Mental Health (Overtime),253.65,237.25,383.55,348.80,291.55,206.25,253.58,251.45,230.40,256.65,230.85,232.24
KVSP,2021-2022,Overtime Hours,Non-Custody (Overtime),"2,224.20","2,483.25","2,015.00","2,426.33","1,810.25","1,668.75","2,890.75","1,774.25","1,966.60","2,043.25","2,866.00","2,516.75"
KVSP,2021-2022,Overtime Hours,Total Overtime Hours,"28,609.08","37,584.48","31,844.31","41,576.92","29,158.73","26,859.02","36,649.89","27,804.17","29,511.04","31,062.88","39,648.65","33,610.26"
KVSP,2021-2022,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
KVSP,2021-2022,Overtime Hours,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
KVSP,2021-2022,Use of Force (UOF),Total UOF Incidents,33.00,32.00,23.00,16.00,24.00,26.00,22.00,27.00,24.00,36.00,36.00,38.00
LAC,2021-2022,Fiscal,Actual Expenditures ($),"15,642,997.76","33,116,230.90","50,559,075.73","68,049,372.03","86,862,573.40","107,827,821.31","125,295,131.98","141,746,640.92","158,495,030.60","175,971,985.09","193,017,255.79","211,254,101.39"
LAC,2021-2022,Fiscal,Institution Budget ($),"199,753,574.00","199,707,468.00","199,707,468.00","199,708,288.00","211,409,175.00","211,409,175.00","212,876,657.00","213,999,468.00","213,746,987.00","221,212,691.00","220,964,557.00","221,082,896.00"
LAC,2021-2022,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,1.45,0.00,27.00,12.11,0.00,0.00,6.03,0.00
LAC,2021-2022,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LAC,2021-2022,Number of Deaths,Homicide,,,,,,,1.00,,,,,
LAC,2021-2022,Number of Deaths,Unexpected,,,,,,,,1.00,,1.00,,1.00
LAC,2021-2022,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
LAC,2021-2022,Number of Deaths,Metric,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
LAC,2021-2022,Overtime Hours,Custody (Overtime),"28,849.81","36,930.82","26,802.41","33,249.73","29,152.11","26,353.90","35,438.33","27,312.02","30,163.61","26,787.60","35,329.49","24,849.15"
