month,institution,measure,value
Apr 2020,SAC,Low Risk,34%
Apr 2020,SAC,Mental Health EOP,31%
Apr 2020,SAC,Disability Placement Program (DPP) Patients,5%
Apr 2020,SAC,Patients 50 Years or Older,14%
Apr 2020,SAC,Specialized Health Care Beds,46
Apr 2020,SAC,Institution Population,2384
Apr 2020,SATF,High Risk Priority 1,5%
Apr 2020,SATF,High Risk Priority 2,8%
Apr 2020,SATF,Medium Risk,54%
Apr 2020,SATF,Low Risk,33%
Apr 2020,SATF,Mental Health EOP,11%
Apr 2020,SATF,Disability Placement Program (DPP) Patients,17%
Apr 2020,SATF,Patients 50 Years or Older,29%
Apr 2020,SATF,Specialized Health Care Beds,38
Apr 2020,SATF,Institution Population,4885
Apr 2020,SCC,High Risk Priority 1,1%
Apr 2020,SCC,High Risk Priority 2,1%
Apr 2020,SCC,Medium Risk,21%
Apr 2020,SCC,Low Risk,77%
Apr 2020,SCC,Mental Health EOP,0%
Apr 2020,SCC,Disability Placement Program (DPP) Patients,2%
Apr 2020,SCC,Patients 50 Years or Older,14%
Apr 2020,SCC,Specialized Health Care Beds,10
Apr 2020,SCC,Institution Population,4043
Apr 2020,SOL,High Risk Priority 1,10%
Apr 2020,SOL,High Risk Priority 2,16%
Apr 2020,SOL,Medium Risk,23%
Apr 2020,SOL,Low Risk,51%
Apr 2020,SOL,Mental Health EOP,0%
Apr 2020,SOL,Disability Placement Program (DPP) Patients,14%
Apr 2020,SOL,Patients 50 Years or Older,35%
Apr 2020,SOL,Specialized Health Care Beds,15
Apr 2020,SOL,Institution Population,3791
Apr 2020,SQ,High Risk Priority 1,10%
Apr 2020,SQ,High Risk Priority 2,18%
Apr 2020,SQ,Medium Risk,32%
Apr 2020,SQ,Low Risk,40%
Apr 2020,SQ,Mental Health EOP,7%
Apr 2020,SQ,Disability Placement Program (DPP) Patients,9%
Apr 2020,SQ,Patients 50 Years or Older,46%
Apr 2020,SQ,Specialized Health Care Beds,50
Apr 2020,SQ,Institution Population,3897
Apr 2020,SVSP,High Risk Priority 1,5%
Apr 2020,SVSP,High Risk Priority 2,9%
Apr 2020,SVSP,Medium Risk,49%
Apr 2020,SVSP,Low Risk,38%
Apr 2020,SVSP,Mental Health EOP,12%
Apr 2020,SVSP,Disability Placement Program (DPP) Patients,12%
Apr 2020,SVSP,Patients 50 Years or Older,17%
Apr 2020,SVSP,Specialized Health Care Beds,268
Apr 2020,SVSP,Institution Population,2911
Apr 2020,VSP,High Risk Priority 1,7%
Apr 2020,VSP,High Risk Priority 2,12%
Apr 2020,VSP,Medium Risk,50%
Apr 2020,VSP,Low Risk,31%
Apr 2020,VSP,Mental Health EOP,11%
Apr 2020,VSP,Disability Placement Program (DPP) Patients,23%
Apr 2020,VSP,Patients 50 Years or Older,48%
Apr 2020,VSP,Specialized Health Care Beds,20
Apr 2020,VSP,Institution Population,2986
Apr 2020,WSP,High Risk Priority 1,1%
Apr 2020,WSP,High Risk Priority 2,2%
Apr 2020,WSP,Medium Risk,39%
Apr 2020,WSP,Low Risk,58%
Apr 2020,WSP,Mental Health EOP,2%
Apr 2020,WSP,Disability Placement Program (DPP) Patients,3%
Apr 2020,WSP,Patients 50 Years or Older,11%
Apr 2020,WSP,Specialized Health Care Beds,16
Apr 2020,WSP,Institution Population,4250
Mar 2020,SW,High Risk Priority 1,6%
Mar 2020,SW,High Risk Priority 2,9%
Mar 2020,SW,Medium Risk,34%
Mar 2020,SW,Low Risk,51%
Mar 2020,SW,Mental Health EOP,6%
Mar 2020,SW,Disability Placement Program (DPP) Patients,9%
Mar 2020,SW,Patients 50 Years or Older,25%
Mar 2020,SW,Specialized Health Care Beds,3808
Mar 2020,SW,Institution Population,120414
Mar 2020,ASP,High Risk Priority 1,0%
Mar 2020,ASP,High Risk Priority 2,0%
Mar 2020,ASP,Medium Risk,35%
Mar 2020,ASP,Low Risk,64%
Mar 2020,ASP,Mental Health EOP,0%
Mar 2020,ASP,Disability Placement Program (DPP) Patients,3%
Mar 2020,ASP,Patients 50 Years or Older,27%
Mar 2020,ASP,Specialized Health Care Beds,28
Mar 2020,ASP,Institution Population,4313
Mar 2020,CAC,High Risk Priority 1,0%
Mar 2020,CAC,High Risk Priority 2,0%
Mar 2020,CAC,Medium Risk,13%
Mar 2020,CAC,Low Risk,87%
Mar 2020,CAC,Mental Health EOP,0%
Mar 2020,CAC,Disability Placement Program (DPP) Patients,2%
Mar 2020,CAC,Patients 50 Years or Older,10%
Mar 2020,CAC,Specialized Health Care Beds,
Mar 2020,CAC,Institution Population,2076
Mar 2020,CAL,High Risk Priority 1,0%
Mar 2020,CAL,High Risk Priority 2,1%
Mar 2020,CAL,Medium Risk,15%
Mar 2020,CAL,Low Risk,83%
Mar 2020,CAL,Mental Health EOP,0%
Mar 2020,CAL,Disability Placement Program (DPP) Patients,1%
Mar 2020,CAL,Patients 50 Years or Older,8%
Mar 2020,CAL,Specialized Health Care Beds,18
Mar 2020,CAL,Institution Population,3102
Mar 2020,CCC,High Risk Priority 1,0%
Mar 2020,CCC,High Risk Priority 2,1%
Mar 2020,CCC,Medium Risk,8%
Mar 2020,CCC,Low Risk,91%
Mar 2020,CCC,Mental Health EOP,0%
Mar 2020,CCC,Disability Placement Program (DPP) Patients,1%
Mar 2020,CCC,Patients 50 Years or Older,9%
Mar 2020,CCC,Specialized Health Care Beds,19
Mar 2020,CCC,Institution Population,4324
Mar 2020,CCI,High Risk Priority 1,1%
Mar 2020,CCI,High Risk Priority 2,4%
Mar 2020,CCI,Medium Risk,50%
Mar 2020,CCI,Low Risk,45%
Mar 2020,CCI,Mental Health EOP,0%
Mar 2020,CCI,Disability Placement Program (DPP) Patients,3%
Mar 2020,CCI,Patients 50 Years or Older,22%
Mar 2020,CCI,Specialized Health Care Beds,16
Mar 2020,CCI,Institution Population,3681
Mar 2020,CCWF,High Risk Priority 1,5%
Mar 2020,CCWF,High Risk Priority 2,9%
Mar 2020,CCWF,Medium Risk,52%
Mar 2020,CCWF,Low Risk,34%
Mar 2020,CCWF,Mental Health EOP,4%
Mar 2020,CCWF,Disability Placement Program (DPP) Patients,8%
Mar 2020,CCWF,Patients 50 Years or Older,18%
Mar 2020,CCWF,Specialized Health Care Beds,38
Mar 2020,CCWF,Institution Population,2843
Mar 2020,CEN,High Risk Priority 1,0%
Mar 2020,CEN,High Risk Priority 2,1%
Mar 2020,CEN,Medium Risk,16%
Mar 2020,CEN,Low Risk,83%
Mar 2020,CEN,Mental Health EOP,0%
Mar 2020,CEN,Disability Placement Program (DPP) Patients,2%
Mar 2020,CEN,Patients 50 Years or Older,9%
Mar 2020,CEN,Specialized Health Care Beds,13
Mar 2020,CEN,Institution Population,3431
Mar 2020,CHCF,High Risk Priority 1,44%
Mar 2020,CHCF,High Risk Priority 2,20%
Mar 2020,CHCF,Medium Risk,28%
Mar 2020,CHCF,Low Risk,8%
Mar 2020,CHCF,Mental Health EOP,21%
Mar 2020,CHCF,Disability Placement Program (DPP) Patients,43%
Mar 2020,CHCF,Patients 50 Years or Older,57%
Mar 2020,CHCF,Specialized Health Care Beds,2008
Mar 2020,CHCF,Institution Population,2864
Mar 2020,CIM,High Risk Priority 1,20%
Mar 2020,CIM,High Risk Priority 2,32%
Mar 2020,CIM,Medium Risk,27%
Mar 2020,CIM,Low Risk,21%
Mar 2020,CIM,Mental Health EOP,1%
Mar 2020,CIM,Disability Placement Program (DPP) Patients,19%
Mar 2020,CIM,Patients 50 Years or Older,52%
Mar 2020,CIM,Specialized Health Care Beds,78
Mar 2020,CIM,Institution Population,3666
Mar 2020,CIW,High Risk Priority 1,8%
Mar 2020,CIW,High Risk Priority 2,15%
Mar 2020,CIW,Medium Risk,43%
Mar 2020,CIW,Low Risk,35%
Mar 2020,CIW,Mental Health EOP,4%
Mar 2020,CIW,Disability Placement Program (DPP) Patients,9%
Mar 2020,CIW,Patients 50 Years or Older,23%
Mar 2020,CIW,Specialized Health Care Beds,96
Mar 2020,CIW,Institution Population,1673
Mar 2020,CMC,High Risk Priority 1,8%
Mar 2020,CMC,High Risk Priority 2,17%
Mar 2020,CMC,Medium Risk,37%
Mar 2020,CMC,Low Risk,38%
Mar 2020,CMC,Mental Health EOP,15%
Mar 2020,CMC,Disability Placement Program (DPP) Patients,9%
Mar 2020,CMC,Patients 50 Years or Older,39%
Mar 2020,CMC,Specialized Health Care Beds,87
Mar 2020,CMC,Institution Population,3840
Mar 2020,CMF,High Risk Priority 1,28%
Mar 2020,CMF,High Risk Priority 2,27%
Mar 2020,CMF,Medium Risk,31%
Mar 2020,CMF,Low Risk,14%
Mar 2020,CMF,Mental Health EOP,21%
Mar 2020,CMF,Disability Placement Program (DPP) Patients,37%
Mar 2020,CMF,Patients 50 Years or Older,49%
Mar 2020,CMF,Specialized Health Care Beds,635
Mar 2020,CMF,Institution Population,2490
Mar 2020,COR,High Risk Priority 1,3%
Mar 2020,COR,High Risk Priority 2,6%
Mar 2020,COR,Medium Risk,47%
Mar 2020,COR,Low Risk,44%
Mar 2020,COR,Mental Health EOP,10%
Mar 2020,COR,Disability Placement Program (DPP) Patients,6%
Mar 2020,COR,Patients 50 Years or Older,16%
Mar 2020,COR,Specialized Health Care Beds,88
Mar 2020,COR,Institution Population,2856
Mar 2020,CRC,High Risk Priority 1,1%
Mar 2020,CRC,High Risk Priority 2,3%
Mar 2020,CRC,Medium Risk,45%
Mar 2020,CRC,Low Risk,52%
Mar 2020,CRC,Mental Health EOP,0%
Mar 2020,CRC,Disability Placement Program (DPP) Patients,2%
Mar 2020,CRC,Patients 50 Years or Older,19%
Mar 2020,CRC,Specialized Health Care Beds,10
Mar 2020,CRC,Institution Population,4039
Mar 2020,CTF,High Risk Priority 1,3%
Mar 2020,CTF,High Risk Priority 2,7%
Mar 2020,CTF,Medium Risk,41%
Mar 2020,CTF,Low Risk,49%
Mar 2020,CTF,Mental Health EOP,0%
Mar 2020,CTF,Disability Placement Program (DPP) Patients,9%
Mar 2020,CTF,Patients 50 Years or Older,42%
Mar 2020,CTF,Specialized Health Care Beds,17
Mar 2020,CTF,Institution Population,5132
Mar 2020,CVSP,High Risk Priority 1,1%
Mar 2020,CVSP,High Risk Priority 2,4%
Mar 2020,CVSP,Medium Risk,18%
Mar 2020,CVSP,Low Risk,77%
Mar 2020,CVSP,Mental Health EOP,0%
Mar 2020,CVSP,Disability Placement Program (DPP) Patients,5%
Mar 2020,CVSP,Patients 50 Years or Older,31%
Mar 2020,CVSP,Specialized Health Care Beds,
Mar 2020,CVSP,Institution Population,2959
Mar 2020,DVI,High Risk Priority 1,2%
Mar 2020,DVI,High Risk Priority 2,5%
Mar 2020,DVI,Medium Risk,30%
Mar 2020,DVI,Low Risk,63%
Mar 2020,DVI,Mental Health EOP,0%
Mar 2020,DVI,Disability Placement Program (DPP) Patients,6%
Mar 2020,DVI,Patients 50 Years or Older,15%
Mar 2020,DVI,Specialized Health Care Beds,24
Mar 2020,DVI,Institution Population,1992
Mar 2020,FSP,High Risk Priority 1,3%
Mar 2020,FSP,High Risk Priority 2,8%
Mar 2020,FSP,Medium Risk,28%
Mar 2020,FSP,Low Risk,61%
Mar 2020,FSP,Mental Health EOP,0%
Mar 2020,FSP,Disability Placement Program (DPP) Patients,3%
Mar 2020,FSP,Patients 50 Years or Older,28%
Mar 2020,FSP,Specialized Health Care Beds,
Mar 2020,FSP,Institution Population,3243
Mar 2020,HDSP,High Risk Priority 1,1%
Mar 2020,HDSP,High Risk Priority 2,2%
Mar 2020,HDSP,Medium Risk,40%
Mar 2020,HDSP,Low Risk,57%
Mar 2020,HDSP,Mental Health EOP,0%
Mar 2020,HDSP,Disability Placement Program (DPP) Patients,6%
Mar 2020,HDSP,Patients 50 Years or Older,10%
Mar 2020,HDSP,Specialized Health Care Beds,30
Mar 2020,HDSP,Institution Population,3364
Mar 2020,ISP,High Risk Priority 1,0%
Mar 2020,ISP,High Risk Priority 2,2%
Mar 2020,ISP,Medium Risk,12%
Mar 2020,ISP,Low Risk,86%
Mar 2020,ISP,Mental Health EOP,0%
Mar 2020,ISP,Disability Placement Program (DPP) Patients,2%
Mar 2020,ISP,Patients 50 Years or Older,9%
Mar 2020,ISP,Specialized Health Care Beds,14
Mar 2020,ISP,Institution Population,2845
Mar 2020,KVSP,High Risk Priority 1,2%
Mar 2020,KVSP,High Risk Priority 2,6%
Mar 2020,KVSP,Medium Risk,39%
Mar 2020,KVSP,Low Risk,53%
Mar 2020,KVSP,Mental Health EOP,3%
Mar 2020,KVSP,Disability Placement Program (DPP) Patients,6%
Mar 2020,KVSP,Patients 50 Years or Older,13%
Mar 2020,KVSP,Specialized Health Care Beds,22
Mar 2020,KVSP,Institution Population,3643
Mar 2020,LAC,High Risk Priority 1,10%
Mar 2020,LAC,High Risk Priority 2,18%
Mar 2020,LAC,Medium Risk,40%
Mar 2020,LAC,Low Risk,31%
Mar 2020,LAC,Mental Health EOP,18%
Mar 2020,LAC,Disability Placement Program (DPP) Patients,13%
Mar 2020,LAC,Patients 50 Years or Older,27%
Mar 2020,LAC,Specialized Health Care Beds,16
Mar 2020,LAC,Institution Population,3262
Mar 2020,MCSP,High Risk Priority 1,23%
Mar 2020,MCSP,High Risk Priority 2,25%
Mar 2020,MCSP,Medium Risk,36%
Mar 2020,MCSP,Low Risk,16%
Mar 2020,MCSP,Mental Health EOP,18%
Mar 2020,MCSP,Disability Placement Program (DPP) Patients,20%
Mar 2020,MCSP,Patients 50 Years or Older,45%
Mar 2020,MCSP,Specialized Health Care Beds,10
Mar 2020,MCSP,Institution Population,4021
Mar 2020,NKSP,High Risk Priority 1,1%
Mar 2020,NKSP,High Risk Priority 2,3%
Mar 2020,NKSP,Medium Risk,30%
Mar 2020,NKSP,Low Risk,67%
Mar 2020,NKSP,Mental Health EOP,1%
Mar 2020,NKSP,Disability Placement Program (DPP) Patients,2%
Mar 2020,NKSP,Patients 50 Years or Older,11%
Mar 2020,NKSP,Specialized Health Care Beds,16
Mar 2020,NKSP,Institution Population,4006
Mar 2020,PBSP,High Risk Priority 1,1%
Mar 2020,PBSP,High Risk Priority 2,3%
Mar 2020,PBSP,Medium Risk,22%
Mar 2020,PBSP,Low Risk,74%
Mar 2020,PBSP,Mental Health EOP,0%
Mar 2020,PBSP,Disability Placement Program (DPP) Patients,3%
Mar 2020,PBSP,Patients 50 Years or Older,13%
Mar 2020,PBSP,Specialized Health Care Beds,19
Mar 2020,PBSP,Institution Population,2683
Mar 2020,PVSP,High Risk Priority 1,0%
Mar 2020,PVSP,High Risk Priority 2,0%
Mar 2020,PVSP,Medium Risk,28%
Mar 2020,PVSP,Low Risk,71%
Mar 2020,PVSP,Mental Health EOP,0%
Mar 2020,PVSP,Disability Placement Program (DPP) Patients,2%
Mar 2020,PVSP,Patients 50 Years or Older,7%
Mar 2020,PVSP,Specialized Health Care Beds,15
Mar 2020,PVSP,Institution Population,3196
Mar 2020,RJD,High Risk Priority 1,17%
Mar 2020,RJD,High Risk Priority 2,20%
Mar 2020,RJD,Medium Risk,41%
Mar 2020,RJD,Low Risk,22%
Mar 2020,RJD,Mental Health EOP,22%
Mar 2020,RJD,Disability Placement Program (DPP) Patients,25%
Mar 2020,RJD,Patients 50 Years or Older,38%
Mar 2020,RJD,Specialized Health Care Beds,28
Mar 2020,RJD,Institution Population,3913
Mar 2020,SAC,High Risk Priority 1,5%
Mar 2020,SAC,High Risk Priority 2,15%
Mar 2020,SAC,Medium Risk,46%
Mar 2020,SAC,Low Risk,34%
Mar 2020,SAC,Mental Health EOP,32%
Mar 2020,SAC,Disability Placement Program (DPP) Patients,5%
Mar 2020,SAC,Patients 50 Years or Older,14%
Mar 2020,SAC,Specialized Health Care Beds,46
Mar 2020,SAC,Institution Population,2439
Mar 2020,SATF,High Risk Priority 1,4%
Mar 2020,SATF,High Risk Priority 2,7%
Mar 2020,SATF,Medium Risk,54%
Mar 2020,SATF,Low Risk,34%
Mar 2020,SATF,Mental Health EOP,11%
Mar 2020,SATF,Disability Placement Program (DPP) Patients,16%
Mar 2020,SATF,Patients 50 Years or Older,28%
Mar 2020,SATF,Specialized Health Care Beds,38
Mar 2020,SATF,Institution Population,5320
Mar 2020,SCC,High Risk Priority 1,1%
Mar 2020,SCC,High Risk Priority 2,1%
Mar 2020,SCC,Medium Risk,20%
Mar 2020,SCC,Low Risk,78%
Mar 2020,SCC,Mental Health EOP,0%
Mar 2020,SCC,Disability Placement Program (DPP) Patients,2%
Mar 2020,SCC,Patients 50 Years or Older,14%
Mar 2020,SCC,Specialized Health Care Beds,10
Mar 2020,SCC,Institution Population,4368
Mar 2020,SOL,High Risk Priority 1,10%
Mar 2020,SOL,High Risk Priority 2,15%
Mar 2020,SOL,Medium Risk,24%
Mar 2020,SOL,Low Risk,52%
Mar 2020,SOL,Mental Health EOP,0%
Mar 2020,SOL,Disability Placement Program (DPP) Patients,13%
Mar 2020,SOL,Patients 50 Years or Older,35%
Mar 2020,SOL,Specialized Health Care Beds,15
Mar 2020,SOL,Institution Population,4222
Mar 2020,SQ,High Risk Priority 1,10%
Mar 2020,SQ,High Risk Priority 2,17%
Mar 2020,SQ,Medium Risk,33%
Mar 2020,SQ,Low Risk,40%
Mar 2020,SQ,Mental Health EOP,7%
Mar 2020,SQ,Disability Placement Program (DPP) Patients,9%
Mar 2020,SQ,Patients 50 Years or Older,44%
Mar 2020,SQ,Specialized Health Care Beds,50
Mar 2020,SQ,Institution Population,4114
Mar 2020,SVSP,High Risk Priority 1,5%
Mar 2020,SVSP,High Risk Priority 2,9%
Mar 2020,SVSP,Medium Risk,48%
Mar 2020,SVSP,Low Risk,38%
Mar 2020,SVSP,Mental Health EOP,11%
Mar 2020,SVSP,Disability Placement Program (DPP) Patients,12%
Mar 2020,SVSP,Patients 50 Years or Older,17%
Mar 2020,SVSP,Specialized Health Care Beds,268
Mar 2020,SVSP,Institution Population,2967
Mar 2020,VSP,High Risk Priority 1,7%
Mar 2020,VSP,High Risk Priority 2,11%
Mar 2020,VSP,Medium Risk,51%
Mar 2020,VSP,Low Risk,31%
Mar 2020,VSP,Mental Health EOP,11%
Mar 2020,VSP,Disability Placement Program (DPP) Patients,23%
Mar 2020,VSP,Patients 50 Years or Older,48%
Mar 2020,VSP,Specialized Health Care Beds,20
Mar 2020,VSP,Institution Population,3037
Mar 2020,WSP,High Risk Priority 1,1%
Mar 2020,WSP,High Risk Priority 2,2%
Mar 2020,WSP,Medium Risk,36%
Mar 2020,WSP,Low Risk,61%
Mar 2020,WSP,Mental Health EOP,1%
Mar 2020,WSP,Disability Placement Program (DPP) Patients,3%
Mar 2020,WSP,Patients 50 Years or Older,10%
Mar 2020,WSP,Specialized Health Care Beds,16
Mar 2020,WSP,Institution Population,4490
Apr 2019,SW,High Risk Priority 1,6%
Apr 2019,SW,High Risk Priority 2,9%
Apr 2019,SW,Medium Risk,34%
Apr 2019,SW,Low Risk,51%
Apr 2019,SW,Mental Health EOP,5%
Apr 2019,SW,Disability Placement Program (DPP) Patients,9%
Apr 2019,SW,Patients 50 Years or Older,24%
Apr 2019,SW,Specialized Health Care Beds,2529
Apr 2019,SW,Institution Population,121779
Apr 2019,ASP,High Risk Priority 1,0%
Apr 2019,ASP,High Risk Priority 2,1%
Apr 2019,ASP,Medium Risk,35%
Apr 2019,ASP,Low Risk,64%
Apr 2019,ASP,Mental Health EOP,0%
Apr 2019,ASP,Disability Placement Program (DPP) Patients,3%
Apr 2019,ASP,Patients 50 Years or Older,27%
Apr 2019,ASP,Specialized Health Care Beds,28
Apr 2019,ASP,Institution Population,4015
Apr 2019,CAC,High Risk Priority 1,0%
Apr 2019,CAC,High Risk Priority 2,0%
Apr 2019,CAC,Medium Risk,13%
Apr 2019,CAC,Low Risk,87%
Apr 2019,CAC,Mental Health EOP,0%
Apr 2019,CAC,Disability Placement Program (DPP) Patients,1%
Apr 2019,CAC,Patients 50 Years or Older,11%
Apr 2019,CAC,Specialized Health Care Beds,
Apr 2019,CAC,Institution Population,2432
Apr 2019,CAL,High Risk Priority 1,0%
Apr 2019,CAL,High Risk Priority 2,1%
Apr 2019,CAL,Medium Risk,14%
Apr 2019,CAL,Low Risk,85%
Apr 2019,CAL,Mental Health EOP,0%
Apr 2019,CAL,Disability Placement Program (DPP) Patients,1%
Apr 2019,CAL,Patients 50 Years or Older,7%
Apr 2019,CAL,Specialized Health Care Beds,18
Apr 2019,CAL,Institution Population,3589
Apr 2019,CCC,High Risk Priority 1,0%
Apr 2019,CCC,High Risk Priority 2,0%
Apr 2019,CCC,Medium Risk,7%
Apr 2019,CCC,Low Risk,93%
Apr 2019,CCC,Mental Health EOP,0%
Apr 2019,CCC,Disability Placement Program (DPP) Patients,0%
Apr 2019,CCC,Patients 50 Years or Older,6%
Apr 2019,CCC,Specialized Health Care Beds,19
Apr 2019,CCC,Institution Population,4034
Apr 2019,CCI,High Risk Priority 1,1%
Apr 2019,CCI,High Risk Priority 2,4%
Apr 2019,CCI,Medium Risk,52%
Apr 2019,CCI,Low Risk,43%
Apr 2019,CCI,Mental Health EOP,0%
Apr 2019,CCI,Disability Placement Program (DPP) Patients,2%
Apr 2019,CCI,Patients 50 Years or Older,21%
Apr 2019,CCI,Specialized Health Care Beds,16
Apr 2019,CCI,Institution Population,3920
Apr 2019,CCWF,High Risk Priority 1,5%
Apr 2019,CCWF,High Risk Priority 2,8%
Apr 2019,CCWF,Medium Risk,51%
Apr 2019,CCWF,Low Risk,36%
Apr 2019,CCWF,Mental Health EOP,4%
Apr 2019,CCWF,Disability Placement Program (DPP) Patients,8%
Apr 2019,CCWF,Patients 50 Years or Older,18%
Apr 2019,CCWF,Specialized Health Care Beds,38
Apr 2019,CCWF,Institution Population,2936
Apr 2019,CEN,High Risk Priority 1,0%
Apr 2019,CEN,High Risk Priority 2,2%
Apr 2019,CEN,Medium Risk,15%
Apr 2019,CEN,Low Risk,83%
Apr 2019,CEN,Mental Health EOP,0%
Apr 2019,CEN,Disability Placement Program (DPP) Patients,2%
Apr 2019,CEN,Patients 50 Years or Older,9%
Apr 2019,CEN,Specialized Health Care Beds,13
Apr 2019,CEN,Institution Population,3552
Apr 2019,CHCF,High Risk Priority 1,44%
Apr 2019,CHCF,High Risk Priority 2,21%
Apr 2019,CHCF,Medium Risk,25%
Apr 2019,CHCF,Low Risk,9%
Apr 2019,CHCF,Mental Health EOP,19%
Apr 2019,CHCF,Disability Placement Program (DPP) Patients,44%
Apr 2019,CHCF,Patients 50 Years or Older,59%
Apr 2019,CHCF,Specialized Health Care Beds,1494
Apr 2019,CHCF,Institution Population,2669
Apr 2019,CIM,High Risk Priority 1,19%
Apr 2019,CIM,High Risk Priority 2,32%
Apr 2019,CIM,Medium Risk,26%
Apr 2019,CIM,Low Risk,24%
Apr 2019,CIM,Mental Health EOP,1%
Apr 2019,CIM,Disability Placement Program (DPP) Patients,19%
Apr 2019,CIM,Patients 50 Years or Older,52%
Apr 2019,CIM,Specialized Health Care Beds,78
Apr 2019,CIM,Institution Population,3821
Apr 2019,CIW,High Risk Priority 1,6%
Apr 2019,CIW,High Risk Priority 2,15%
Apr 2019,CIW,Medium Risk,47%
Apr 2019,CIW,Low Risk,32%
Apr 2019,CIW,Mental Health EOP,4%
Apr 2019,CIW,Disability Placement Program (DPP) Patients,9%
Apr 2019,CIW,Patients 50 Years or Older,23%
Apr 2019,CIW,Specialized Health Care Beds,53
Apr 2019,CIW,Institution Population,1783
Apr 2019,CMC,High Risk Priority 1,7%
Apr 2019,CMC,High Risk Priority 2,14%
Apr 2019,CMC,Medium Risk,37%
Apr 2019,CMC,Low Risk,42%
Apr 2019,CMC,Mental Health EOP,15%
Apr 2019,CMC,Disability Placement Program (DPP) Patients,8%
Apr 2019,CMC,Patients 50 Years or Older,37%
Apr 2019,CMC,Specialized Health Care Beds,87
Apr 2019,CMC,Institution Population,3459
Apr 2019,CMF,High Risk Priority 1,26%
Apr 2019,CMF,High Risk Priority 2,24%
Apr 2019,CMF,Medium Risk,34%
Apr 2019,CMF,Low Risk,16%
Apr 2019,CMF,Mental Health EOP,19%
Apr 2019,CMF,Disability Placement Program (DPP) Patients,36%
Apr 2019,CMF,Patients 50 Years or Older,47%
Apr 2019,CMF,Specialized Health Care Beds,169
Apr 2019,CMF,Institution Population,2535
Apr 2019,COR,High Risk Priority 1,2%
Apr 2019,COR,High Risk Priority 2,7%
Apr 2019,COR,Medium Risk,53%
Apr 2019,COR,Low Risk,38%
Apr 2019,COR,Mental Health EOP,11%
Apr 2019,COR,Disability Placement Program (DPP) Patients,5%
Apr 2019,COR,Patients 50 Years or Older,15%
Apr 2019,COR,Specialized Health Care Beds,88
Apr 2019,COR,Institution Population,3277
Apr 2019,CRC,High Risk Priority 1,0%
Apr 2019,CRC,High Risk Priority 2,2%
Apr 2019,CRC,Medium Risk,54%
Apr 2019,CRC,Low Risk,44%
Apr 2019,CRC,Mental Health EOP,0%
Apr 2019,CRC,Disability Placement Program (DPP) Patients,3%
Apr 2019,CRC,Patients 50 Years or Older,19%
Apr 2019,CRC,Specialized Health Care Beds,10
Apr 2019,CRC,Institution Population,2768
Apr 2019,CTF,High Risk Priority 1,2%
