Year,Month,Location,Country of Birth,Population
2025,Dec,CMC,El Salvador,13
2025,Dec,CMC,Guatemala,14
2025,Dec,CMC,Mexico,127
2025,Dec,CMC,Others,213
2025,Dec,CMC,Philippines,*
2025,Dec,CMC,United States,"1,814"
2025,Dec,CMC,Vietnam,14
2025,Dec,CMF,El Salvador,*
2025,Dec,CMF,Guatemala,10
2025,Dec,CMF,Mexico,154
2025,Dec,CMF,Others,210
2025,Dec,CMF,Philippines,13
2025,Dec,CMF,United States,"1,782"
2025,Dec,CMF,Vietnam,*
2025,Dec,COR,El Salvador,32
2025,Dec,COR,Guatemala,14
2025,Dec,COR,Mexico,308
2025,Dec,COR,Others,290
2025,Dec,COR,Philippines,11
2025,Dec,COR,United States,"1,995"
2025,Dec,COR,Vietnam,*
2025,Dec,CRC,El Salvador,14
2025,Dec,CRC,Guatemala,17
2025,Dec,CRC,Mexico,132
2025,Dec,CRC,Others,206
2025,Dec,CRC,Philippines,(Blank)
2025,Dec,CRC,United States,627
2025,Dec,CRC,Vietnam,*
2025,Dec,CTF,El Salvador,70
2025,Dec,CTF,Guatemala,30
2025,Dec,CTF,Mexico,764
2025,Dec,CTF,Others,349
2025,Dec,CTF,Philippines,31
2025,Dec,CTF,United States,"2,864"
2025,Dec,CTF,Vietnam,23
2025,Dec,FOL,El Salvador,26
2025,Dec,FOL,Guatemala,18
2025,Dec,FOL,Mexico,236
2025,Dec,FOL,Others,299
2025,Dec,FOL,Philippines,*
2025,Dec,FOL,United States,"2,110"
2025,Dec,FOL,Vietnam,10
2025,Dec,HDSP,El Salvador,26
2025,Dec,HDSP,Guatemala,*
2025,Dec,HDSP,Mexico,159
2025,Dec,HDSP,Others,343
2025,Dec,HDSP,Philippines,*
2025,Dec,HDSP,United States,"2,347"
2025,Dec,HDSP,Vietnam,*
2025,Dec,ISP,El Salvador,59
2025,Dec,ISP,Guatemala,63
2025,Dec,ISP,Mexico,611
2025,Dec,ISP,Others,460
2025,Dec,ISP,Philippines,23
2025,Dec,ISP,United States,"1,947"
2025,Dec,ISP,Vietnam,*
2025,Dec,KVSP,El Salvador,21
2025,Dec,KVSP,Guatemala,*
2025,Dec,KVSP,Mexico,166
2025,Dec,KVSP,Others,240
2025,Dec,KVSP,Philippines,*
2025,Dec,KVSP,United States,"2,811"
2025,Dec,KVSP,Vietnam,*
2025,Dec,LAC,El Salvador,25
2025,Dec,LAC,Guatemala,16
2025,Dec,LAC,Mexico,164
2025,Dec,LAC,Others,268
2025,Dec,LAC,Philippines,*
2025,Dec,LAC,United States,"2,577"
2025,Dec,LAC,Vietnam,10
2025,Dec,MCSP,El Salvador,22
2025,Dec,MCSP,Guatemala,16
2025,Dec,MCSP,Mexico,214
2025,Dec,MCSP,Others,343
2025,Dec,MCSP,Philippines,12
2025,Dec,MCSP,United States,"2,936"
2025,Dec,MCSP,Vietnam,*
2025,Dec,NKSP,El Salvador,18
2025,Dec,NKSP,Guatemala,21
2025,Dec,NKSP,Mexico,120
2025,Dec,NKSP,Others,514
2025,Dec,NKSP,Philippines,*
2025,Dec,NKSP,United States,"2,155"
2025,Dec,NKSP,Vietnam,*
2025,Dec,PBSP,El Salvador,14
2025,Dec,PBSP,Guatemala,10
2025,Dec,PBSP,Mexico,134
2025,Dec,PBSP,Others,269
2025,Dec,PBSP,Philippines,*
2025,Dec,PBSP,United States,"1,732"
2025,Dec,PBSP,Vietnam,*
2025,Dec,PVSP,El Salvador,32
2025,Dec,PVSP,Guatemala,19
2025,Dec,PVSP,Mexico,262
2025,Dec,PVSP,Others,548
2025,Dec,PVSP,Philippines,(Blank)
2025,Dec,PVSP,United States,"2,221"
2025,Dec,PVSP,Vietnam,*
2025,Dec,RJD,El Salvador,27
2025,Dec,RJD,Guatemala,16
2025,Dec,RJD,Mexico,293
2025,Dec,RJD,Others,367
2025,Dec,RJD,Philippines,15
2025,Dec,RJD,United States,"3,035"
2025,Dec,RJD,Vietnam,20
2025,Dec,SAC,El Salvador,14
2025,Dec,SAC,Guatemala,*
2025,Dec,SAC,Mexico,125
2025,Dec,SAC,Others,197
2025,Dec,SAC,Philippines,*
2025,Dec,SAC,United States,"1,798"
2025,Dec,SAC,Vietnam,*
2025,Dec,CAL,El Salvador,20
2025,Dec,CAL,Guatemala,12
2025,Dec,CAL,Mexico,144
2025,Dec,CAL,Others,236
2025,Dec,CAL,Philippines,*
2025,Dec,CAL,United States,"2,087"
2025,Dec,CAL,Vietnam,*
2025,Dec,SATF,El Salvador,48
2025,Dec,SATF,Guatemala,35
2025,Dec,SATF,Mexico,498
2025,Dec,SATF,Others,578
2025,Dec,SATF,Philippines,19
2025,Dec,SATF,United States,"4,131"
2025,Dec,SATF,Vietnam,10
2025,Dec,SCC,El Salvador,17
2025,Dec,SCC,Guatemala,17
2025,Dec,SCC,Mexico,222
2025,Dec,SCC,Others,688
2025,Dec,SCC,Philippines,*
2025,Dec,SCC,United States,"3,140"
2025,Dec,SCC,Vietnam,11
2025,Dec,SOL,El Salvador,19
2025,Dec,SOL,Guatemala,14
2025,Dec,SOL,Mexico,246
2025,Dec,SOL,Others,539
2025,Dec,SOL,Philippines,10
2025,Dec,SOL,United States,"2,933"
2025,Dec,SOL,Vietnam,22
2025,Dec,SQ,El Salvador,43
2025,Dec,SQ,Guatemala,28
2025,Dec,SQ,Mexico,343
2025,Dec,SQ,Others,153
2025,Dec,SQ,Philippines,17
2025,Dec,SQ,United States,"1,900"
2025,Dec,SQ,Vietnam,22
2025,Dec,SVSP,El Salvador,11
2025,Dec,SVSP,Guatemala,*
2025,Dec,SVSP,Mexico,115
2025,Dec,SVSP,Others,164
2025,Dec,SVSP,Philippines,*
2025,Dec,SVSP,United States,"2,065"
2025,Dec,SVSP,Vietnam,*
2025,Dec,VSP,El Salvador,42
2025,Dec,VSP,Guatemala,27
2025,Dec,VSP,Mexico,339
2025,Dec,VSP,Others,387
2025,Dec,VSP,Philippines,16
2025,Dec,VSP,United States,"2,377"
2025,Dec,VSP,Vietnam,12
2025,Dec,WSP,El Salvador,18
2025,Dec,WSP,Guatemala,10
2025,Dec,WSP,Mexico,210
2025,Dec,WSP,Others,149
2025,Dec,WSP,Philippines,*
2025,Dec,WSP,United States,"2,965"
2025,Dec,WSP,Vietnam,10
2025,Dec,CPMP,El Salvador,(Blank)
2025,Dec,CPMP,Guatemala,(Blank)
2025,Dec,CPMP,Mexico,(Blank)
2025,Dec,CPMP,Others,(Blank)
2025,Dec,CPMP,Philippines,(Blank)
2025,Dec,CPMP,United States,*
2025,Dec,CPMP,Vietnam,(Blank)
2025,Dec,FCRF,El Salvador,*
2025,Dec,FCRF,Guatemala,*
2025,Dec,FCRF,Mexico,11
2025,Dec,FCRF,Others,35
2025,Dec,FCRF,Philippines,(Blank)
2025,Dec,FCRF,United States,328
2025,Dec,FCRF,Vietnam,(Blank)
2025,Dec,Alternative Custody Program,El Salvador,(Blank)
2025,Dec,Alternative Custody Program,Guatemala,(Blank)
2025,Dec,Alternative Custody Program,Mexico,*
2025,Dec,Alternative Custody Program,Others,*
2025,Dec,Alternative Custody Program,Philippines,(Blank)
2025,Dec,Alternative Custody Program,United States,*
2025,Dec,Alternative Custody Program,Vietnam,(Blank)
2025,Dec,Department of State Hospitals,El Salvador,(Blank)
2025,Dec,Department of State Hospitals,Guatemala,*
2025,Dec,Department of State Hospitals,Mexico,*
2025,Dec,Department of State Hospitals,Others,17
2025,Dec,Department of State Hospitals,Philippines,(Blank)
2025,Dec,Department of State Hospitals,United States,159
2025,Dec,Department of State Hospitals,Vietnam,*
2025,Dec,Male Community Reentry Facility,El Salvador,*
2025,Dec,Male Community Reentry Facility,Guatemala,*
2025,Dec,Male Community Reentry Facility,Mexico,41
2025,Dec,Male Community Reentry Facility,Others,88
2025,Dec,Male Community Reentry Facility,Philippines,*
2025,Dec,Male Community Reentry Facility,United States,637
2025,Dec,Male Community Reentry Facility,Vietnam,(Blank)
2025,Dec,Medical Reprieve Program,El Salvador,(Blank)
2025,Dec,Medical Reprieve Program,Guatemala,(Blank)
2025,Dec,Medical Reprieve Program,Mexico,(Blank)
2025,Dec,Medical Reprieve Program,Others,(Blank)
2025,Dec,Medical Reprieve Program,Philippines,(Blank)
2025,Dec,Medical Reprieve Program,United States,*
2025,Dec,Medical Reprieve Program,Vietnam,(Blank)
2025,Dec,CCI,El Salvador,19
2025,Dec,CCI,Guatemala,13
2025,Dec,CCI,Mexico,175
2025,Dec,CCI,Others,338
2025,Dec,CCI,Philippines,*
2025,Dec,CCI,United States,"1,819"
2025,Dec,CCI,Vietnam,*
2025,Dec,CCWF,El Salvador,14
2025,Dec,CCWF,Guatemala,*
2025,Dec,CCWF,Mexico,83
2025,Dec,CCWF,Others,212
2025,Dec,CCWF,Philippines,*
2025,Dec,CCWF,United States,"1,847"
2025,Dec,CCWF,Vietnam,*
2025,Dec,CEN,El Salvador,30
2025,Dec,CEN,Guatemala,13
2025,Dec,CEN,Mexico,188
2025,Dec,CEN,Others,261
2025,Dec,CEN,Philippines,*
2025,Dec,CEN,United States,"2,651"
2025,Dec,CEN,Vietnam,*
2025,Dec,CHCF,El Salvador,14
2025,Dec,CHCF,Guatemala,11
2025,Dec,CHCF,Mexico,193
2025,Dec,CHCF,Others,252
2025,Dec,CHCF,Philippines,12
2025,Dec,CHCF,United States,"1,860"
2025,Dec,CHCF,Vietnam,*
2025,Dec,CIM,El Salvador,29
2025,Dec,CIM,Guatemala,20
2025,Dec,CIM,Mexico,307
2025,Dec,CIM,Others,287
2025,Dec,CIM,Philippines,11
2025,Dec,CIM,United States,"1,626"
2025,Dec,CIM,Vietnam,13
