month,group,institution,measure,value
Jan 2021,Major Costs,PVSP,ED & Hospital Stays,$32
Jan 2021,Major Costs,RJD,Total Labor Cost (All),$1965
Jan 2021,Major Costs,RJD,ED & Hospital Stays,$436
Jan 2021,Major Costs,SAC,Total Labor Cost (All),$3069
Jan 2021,Major Costs,SAC,ED & Hospital Stays,$155
Jan 2021,Major Costs,SATF,Total Labor Cost (All),$1324
Jan 2021,Major Costs,SATF,ED & Hospital Stays,$94
Jan 2021,Major Costs,SCC,Total Labor Cost (All),$699
Jan 2021,Major Costs,SCC,ED & Hospital Stays,$44
Jan 2021,Major Costs,SOL,Total Labor Cost (All),$1083
Jan 2021,Major Costs,SOL,ED & Hospital Stays,$130
Jan 2021,Major Costs,SQ,Total Labor Cost (All),$2523
Jan 2021,Major Costs,SQ,ED & Hospital Stays,$1006
Jan 2021,Major Costs,SVSP,Total Labor Cost (All),$2977
Jan 2021,Major Costs,SVSP,ED & Hospital Stays,$209
Jan 2021,Major Costs,VSP,Total Labor Cost (All),$1360
Jan 2021,Major Costs,VSP,ED & Hospital Stays,$121
Jan 2021,Major Costs,WSP,Total Labor Cost (All),$2208
Jan 2021,Major Costs,WSP,ED & Hospital Stays,$65
Dec 2020,Major Costs,SW,Total Labor Cost (All),$1865
Dec 2020,Major Costs,SW,ED & Hospital Stays,$175
Dec 2020,Major Costs,ASP,Total Labor Cost (All),$847
Dec 2020,Major Costs,ASP,ED & Hospital Stays,$85
Dec 2020,Major Costs,CAC,Total Labor Cost (All),$810
Dec 2020,Major Costs,CAC,ED & Hospital Stays,$41
Dec 2020,Major Costs,CAL,Total Labor Cost (All),$797
Dec 2020,Major Costs,CAL,ED & Hospital Stays,$41
Dec 2020,Major Costs,CCC,Total Labor Cost (All),$834
Dec 2020,Major Costs,CCC,ED & Hospital Stays,$21
Dec 2020,Major Costs,CCI,Total Labor Cost (All),$1217
Dec 2020,Major Costs,CCI,ED & Hospital Stays,$135
Dec 2020,Major Costs,CCWF,Total Labor Cost (All),$2366
Dec 2020,Major Costs,CCWF,ED & Hospital Stays,$86
Dec 2020,Major Costs,CEN,Total Labor Cost (All),$836
Dec 2020,Major Costs,CEN,ED & Hospital Stays,$82
Dec 2020,Major Costs,CHCF,Total Labor Cost (All),$10077
Dec 2020,Major Costs,CHCF,ED & Hospital Stays,$701
Dec 2020,Major Costs,CIM,Total Labor Cost (All),$2355
Dec 2020,Major Costs,CIM,ED & Hospital Stays,$634
Dec 2020,Major Costs,CIW,Total Labor Cost (All),$5461
Dec 2020,Major Costs,CIW,ED & Hospital Stays,$177
Dec 2020,Major Costs,CMC,Total Labor Cost (All),$2045
Dec 2020,Major Costs,CMC,ED & Hospital Stays,$73
Dec 2020,Major Costs,CMF,Total Labor Cost (All),$6346
Dec 2020,Major Costs,CMF,ED & Hospital Stays,$110
Dec 2020,Major Costs,COR,Total Labor Cost (All),$2061
Dec 2020,Major Costs,COR,ED & Hospital Stays,$84
Dec 2020,Major Costs,CRC,Total Labor Cost (All),$1210
Dec 2020,Major Costs,CRC,ED & Hospital Stays,$114
Dec 2020,Major Costs,CTF,Total Labor Cost (All),$863
Dec 2020,Major Costs,CTF,ED & Hospital Stays,$32
Dec 2020,Major Costs,CVSP,Total Labor Cost (All),$1070
Dec 2020,Major Costs,CVSP,ED & Hospital Stays,$110
Dec 2020,Major Costs,DVI,Total Labor Cost (All),$1902
Dec 2020,Major Costs,DVI,ED & Hospital Stays,
Dec 2020,Major Costs,FSP,Total Labor Cost (All),$1244
Dec 2020,Major Costs,FSP,ED & Hospital Stays,$46
Dec 2020,Major Costs,HDSP,Total Labor Cost (All),$926
Dec 2020,Major Costs,HDSP,ED & Hospital Stays,$255
Dec 2020,Major Costs,ISP,Total Labor Cost (All),$718
Dec 2020,Major Costs,ISP,ED & Hospital Stays,$68
Dec 2020,Major Costs,KVSP,Total Labor Cost (All),$1057
Dec 2020,Major Costs,KVSP,ED & Hospital Stays,$78
Dec 2020,Major Costs,LAC,Total Labor Cost (All),$1920
Dec 2020,Major Costs,LAC,ED & Hospital Stays,$161
Dec 2020,Major Costs,MCSP,Total Labor Cost (All),$1552
Dec 2020,Major Costs,MCSP,ED & Hospital Stays,$170
Dec 2020,Major Costs,NKSP,Total Labor Cost (All),$2315
Dec 2020,Major Costs,NKSP,ED & Hospital Stays,$36
Dec 2020,Major Costs,PBSP,Total Labor Cost (All),$997
Dec 2020,Major Costs,PBSP,ED & Hospital Stays,$24
Dec 2020,Major Costs,PVSP,Total Labor Cost (All),$879
Dec 2020,Major Costs,PVSP,ED & Hospital Stays,$33
Dec 2020,Major Costs,RJD,Total Labor Cost (All),$1996
Dec 2020,Major Costs,RJD,ED & Hospital Stays,$544
Dec 2020,Major Costs,SAC,Total Labor Cost (All),$3157
Dec 2020,Major Costs,SAC,ED & Hospital Stays,$130
Dec 2020,Major Costs,SATF,Total Labor Cost (All),$1324
Dec 2020,Major Costs,SATF,ED & Hospital Stays,$80
Dec 2020,Major Costs,SCC,Total Labor Cost (All),$666
Dec 2020,Major Costs,SCC,ED & Hospital Stays,$37
Dec 2020,Major Costs,SOL,Total Labor Cost (All),$1095
Dec 2020,Major Costs,SOL,ED & Hospital Stays,$122
Dec 2020,Major Costs,SQ,Total Labor Cost (All),$2575
Dec 2020,Major Costs,SQ,ED & Hospital Stays,$1314
Dec 2020,Major Costs,SVSP,Total Labor Cost (All),$3032
Dec 2020,Major Costs,SVSP,ED & Hospital Stays,$224
Dec 2020,Major Costs,VSP,Total Labor Cost (All),$1355
Dec 2020,Major Costs,VSP,ED & Hospital Stays,$91
Dec 2020,Major Costs,WSP,Total Labor Cost (All),$2185
Dec 2020,Major Costs,WSP,ED & Hospital Stays,$67
Nov 2020,Major Costs,SW,Total Labor Cost (All),$1680
Nov 2020,Major Costs,SW,ED & Hospital Stays,$215
Nov 2020,Major Costs,ASP,Total Labor Cost (All),$739
Nov 2020,Major Costs,ASP,ED & Hospital Stays,$114
Nov 2020,Major Costs,CAC,Total Labor Cost (All),$779
Nov 2020,Major Costs,CAC,ED & Hospital Stays,$34
Nov 2020,Major Costs,CAL,Total Labor Cost (All),$769
Nov 2020,Major Costs,CAL,ED & Hospital Stays,$48
Nov 2020,Major Costs,CCC,Total Labor Cost (All),$676
Nov 2020,Major Costs,CCC,ED & Hospital Stays,$28
Nov 2020,Major Costs,CCI,Total Labor Cost (All),$1049
Nov 2020,Major Costs,CCI,ED & Hospital Stays,$120
Nov 2020,Major Costs,CCWF,Total Labor Cost (All),$2105
Nov 2020,Major Costs,CCWF,ED & Hospital Stays,$68
Nov 2020,Major Costs,CEN,Total Labor Cost (All),$743
Nov 2020,Major Costs,CEN,ED & Hospital Stays,$138
Nov 2020,Major Costs,CHCF,Total Labor Cost (All),$9106
Nov 2020,Major Costs,CHCF,ED & Hospital Stays,$831
Nov 2020,Major Costs,CIM,Total Labor Cost (All),$2088
Nov 2020,Major Costs,CIM,ED & Hospital Stays,$848
Nov 2020,Major Costs,CIW,Total Labor Cost (All),$4670
Nov 2020,Major Costs,CIW,ED & Hospital Stays,$252
Nov 2020,Major Costs,CMC,Total Labor Cost (All),$1819
Nov 2020,Major Costs,CMC,ED & Hospital Stays,$55
Nov 2020,Major Costs,CMF,Total Labor Cost (All),$5699
Nov 2020,Major Costs,CMF,ED & Hospital Stays,$66
Nov 2020,Major Costs,COR,Total Labor Cost (All),$1804
Nov 2020,Major Costs,COR,ED & Hospital Stays,$109
Nov 2020,Major Costs,CRC,Total Labor Cost (All),$1072
Nov 2020,Major Costs,CRC,ED & Hospital Stays,$139
Nov 2020,Major Costs,CTF,Total Labor Cost (All),$759
Nov 2020,Major Costs,CTF,ED & Hospital Stays,$27
Nov 2020,Major Costs,CVSP,Total Labor Cost (All),$1004
Nov 2020,Major Costs,CVSP,ED & Hospital Stays,$145
Nov 2020,Major Costs,DVI,Total Labor Cost (All),$1751
Nov 2020,Major Costs,DVI,ED & Hospital Stays,
Nov 2020,Major Costs,FSP,Total Labor Cost (All),$1118
Nov 2020,Major Costs,FSP,ED & Hospital Stays,$40
Nov 2020,Major Costs,HDSP,Total Labor Cost (All),$843
Nov 2020,Major Costs,HDSP,ED & Hospital Stays,$404
Nov 2020,Major Costs,ISP,Total Labor Cost (All),$646
Nov 2020,Major Costs,ISP,ED & Hospital Stays,$64
Nov 2020,Major Costs,KVSP,Total Labor Cost (All),$952
Nov 2020,Major Costs,KVSP,ED & Hospital Stays,$121
Nov 2020,Major Costs,LAC,Total Labor Cost (All),$1748
Nov 2020,Major Costs,LAC,ED & Hospital Stays,$187
Nov 2020,Major Costs,MCSP,Total Labor Cost (All),$1460
Nov 2020,Major Costs,MCSP,ED & Hospital Stays,$139
Nov 2020,Major Costs,NKSP,Total Labor Cost (All),$2023
Nov 2020,Major Costs,NKSP,ED & Hospital Stays,$39
Nov 2020,Major Costs,PBSP,Total Labor Cost (All),$927
Nov 2020,Major Costs,PBSP,ED & Hospital Stays,$24
Nov 2020,Major Costs,PVSP,Total Labor Cost (All),$805
Nov 2020,Major Costs,PVSP,ED & Hospital Stays,$38
Nov 2020,Major Costs,RJD,Total Labor Cost (All),$1865
Nov 2020,Major Costs,RJD,ED & Hospital Stays,$534
Nov 2020,Major Costs,SAC,Total Labor Cost (All),$2941
Nov 2020,Major Costs,SAC,ED & Hospital Stays,$84
Nov 2020,Major Costs,SATF,Total Labor Cost (All),$1225
Nov 2020,Major Costs,SATF,ED & Hospital Stays,$113
Nov 2020,Major Costs,SCC,Total Labor Cost (All),$587
Nov 2020,Major Costs,SCC,ED & Hospital Stays,$48
Nov 2020,Major Costs,SOL,Total Labor Cost (All),$999
Nov 2020,Major Costs,SOL,ED & Hospital Stays,$115
Nov 2020,Major Costs,SQ,Total Labor Cost (All),$2311
Nov 2020,Major Costs,SQ,ED & Hospital Stays,$1962
Nov 2020,Major Costs,SVSP,Total Labor Cost (All),$2742
Nov 2020,Major Costs,SVSP,ED & Hospital Stays,$246
Nov 2020,Major Costs,VSP,Total Labor Cost (All),$1204
Nov 2020,Major Costs,VSP,ED & Hospital Stays,$106
Nov 2020,Major Costs,WSP,Total Labor Cost (All),$1903
Nov 2020,Major Costs,WSP,ED & Hospital Stays,$86
Oct 2020,Major Costs,SW,Total Labor Cost (All),$1448
Oct 2020,Major Costs,SW,ED & Hospital Stays,$130
Oct 2020,Major Costs,ASP,Total Labor Cost (All),$689
Oct 2020,Major Costs,ASP,ED & Hospital Stays,$38
Oct 2020,Major Costs,CAC,Total Labor Cost (All),$774
Oct 2020,Major Costs,CAC,ED & Hospital Stays,$34
Oct 2020,Major Costs,CAL,Total Labor Cost (All),$707
Oct 2020,Major Costs,CAL,ED & Hospital Stays,$60
Oct 2020,Major Costs,CCC,Total Labor Cost (All),$524
Oct 2020,Major Costs,CCC,ED & Hospital Stays,$35
Oct 2020,Major Costs,CCI,Total Labor Cost (All),$963
Oct 2020,Major Costs,CCI,ED & Hospital Stays,$63
Oct 2020,Major Costs,CCWF,Total Labor Cost (All),$1708
Oct 2020,Major Costs,CCWF,ED & Hospital Stays,$64
Oct 2020,Major Costs,CEN,Total Labor Cost (All),$697
Oct 2020,Major Costs,CEN,ED & Hospital Stays,$73
Oct 2020,Major Costs,CHCF,Total Labor Cost (All),$8137
Oct 2020,Major Costs,CHCF,ED & Hospital Stays,$840
Oct 2020,Major Costs,CIM,Total Labor Cost (All),$1653
Oct 2020,Major Costs,CIM,ED & Hospital Stays,$390
Oct 2020,Major Costs,CIW,Total Labor Cost (All),$3694
Oct 2020,Major Costs,CIW,ED & Hospital Stays,$135
Oct 2020,Major Costs,CMC,Total Labor Cost (All),$1751
Oct 2020,Major Costs,CMC,ED & Hospital Stays,$99
Oct 2020,Major Costs,CMF,Total Labor Cost (All),$5022
Oct 2020,Major Costs,CMF,ED & Hospital Stays,$300
Oct 2020,Major Costs,COR,Total Labor Cost (All),$2022
Oct 2020,Major Costs,COR,ED & Hospital Stays,$104
Oct 2020,Major Costs,CRC,Total Labor Cost (All),$844
Oct 2020,Major Costs,CRC,ED & Hospital Stays,$64
Oct 2020,Major Costs,CTF,Total Labor Cost (All),$734
Oct 2020,Major Costs,CTF,ED & Hospital Stays,$77
Oct 2020,Major Costs,CVSP,Total Labor Cost (All),$797
Oct 2020,Major Costs,CVSP,ED & Hospital Stays,$89
Oct 2020,Major Costs,DVI,Total Labor Cost (All),$1296
Oct 2020,Major Costs,DVI,ED & Hospital Stays,
Oct 2020,Major Costs,FSP,Total Labor Cost (All),$886
Oct 2020,Major Costs,FSP,ED & Hospital Stays,$83
Oct 2020,Major Costs,HDSP,Total Labor Cost (All),$918
Oct 2020,Major Costs,HDSP,ED & Hospital Stays,$70
Oct 2020,Major Costs,ISP,Total Labor Cost (All),$688
Oct 2020,Major Costs,ISP,ED & Hospital Stays,$47
Oct 2020,Major Costs,KVSP,Total Labor Cost (All),$1000
Oct 2020,Major Costs,KVSP,ED & Hospital Stays,$151
Oct 2020,Major Costs,LAC,Total Labor Cost (All),$1746
Oct 2020,Major Costs,LAC,ED & Hospital Stays,$197
Oct 2020,Major Costs,MCSP,Total Labor Cost (All),$1504
Oct 2020,Major Costs,MCSP,ED & Hospital Stays,$228
Oct 2020,Major Costs,NKSP,Total Labor Cost (All),$1082
Oct 2020,Major Costs,NKSP,ED & Hospital Stays,$78
Oct 2020,Major Costs,PBSP,Total Labor Cost (All),$904
Oct 2020,Major Costs,PBSP,ED & Hospital Stays,$35
Oct 2020,Major Costs,PVSP,Total Labor Cost (All),$816
Oct 2020,Major Costs,PVSP,ED & Hospital Stays,$36
Oct 2020,Major Costs,RJD,Total Labor Cost (All),$1816
Oct 2020,Major Costs,RJD,ED & Hospital Stays,$389
Oct 2020,Major Costs,SAC,Total Labor Cost (All),$2937
Oct 2020,Major Costs,SAC,ED & Hospital Stays,$209
Oct 2020,Major Costs,SATF,Total Labor Cost (All),$1124
Oct 2020,Major Costs,SATF,ED & Hospital Stays,$76
Oct 2020,Major Costs,SCC,Total Labor Cost (All),$519
Oct 2020,Major Costs,SCC,ED & Hospital Stays,$24
Oct 2020,Major Costs,SOL,Total Labor Cost (All),$863
Oct 2020,Major Costs,SOL,ED & Hospital Stays,$155
Oct 2020,Major Costs,SQ,Total Labor Cost (All),$1457
Oct 2020,Major Costs,SQ,ED & Hospital Stays,$109
Oct 2020,Major Costs,SVSP,Total Labor Cost (All),$2716
Oct 2020,Major Costs,SVSP,ED & Hospital Stays,$187
Oct 2020,Major Costs,VSP,Total Labor Cost (All),$1241
Oct 2020,Major Costs,VSP,ED & Hospital Stays,$68
Oct 2020,Major Costs,WSP,Total Labor Cost (All),$1011
Oct 2020,Major Costs,WSP,ED & Hospital Stays,$55
Sep 2020,Major Costs,SW,Total Labor Cost (All),$1433
Sep 2020,Major Costs,SW,ED & Hospital Stays,$129
Sep 2020,Major Costs,ASP,Total Labor Cost (All),$684
Sep 2020,Major Costs,ASP,ED & Hospital Stays,$32
Sep 2020,Major Costs,CAC,Total Labor Cost (All),$770
Sep 2020,Major Costs,CAC,ED & Hospital Stays,$36
Sep 2020,Major Costs,CAL,Total Labor Cost (All),$703
Sep 2020,Major Costs,CAL,ED & Hospital Stays,$61
Sep 2020,Major Costs,CCC,Total Labor Cost (All),$524
Sep 2020,Major Costs,CCC,ED & Hospital Stays,$37
Sep 2020,Major Costs,CCI,Total Labor Cost (All),$963
Sep 2020,Major Costs,CCI,ED & Hospital Stays,$64
Sep 2020,Major Costs,CCWF,Total Labor Cost (All),$1695
Sep 2020,Major Costs,CCWF,ED & Hospital Stays,$64
Sep 2020,Major Costs,CEN,Total Labor Cost (All),$691
Sep 2020,Major Costs,CEN,ED & Hospital Stays,$76
Sep 2020,Major Costs,CHCF,Total Labor Cost (All),$8010
Sep 2020,Major Costs,CHCF,ED & Hospital Stays,$859
Sep 2020,Major Costs,CIM,Total Labor Cost (All),$1634
Sep 2020,Major Costs,CIM,ED & Hospital Stays,$335
Sep 2020,Major Costs,CIW,Total Labor Cost (All),$3657
Sep 2020,Major Costs,CIW,ED & Hospital Stays,$138
Sep 2020,Major Costs,CMC,Total Labor Cost (All),$1746
Sep 2020,Major Costs,CMC,ED & Hospital Stays,$103
Sep 2020,Major Costs,CMF,Total Labor Cost (All),$4918
Sep 2020,Major Costs,CMF,ED & Hospital Stays,$294
Sep 2020,Major Costs,COR,Total Labor Cost (All),$2039
Sep 2020,Major Costs,COR,ED & Hospital Stays,$108
Sep 2020,Major Costs,CRC,Total Labor Cost (All),$829
Sep 2020,Major Costs,CRC,ED & Hospital Stays,$65
Sep 2020,Major Costs,CTF,Total Labor Cost (All),$729
Sep 2020,Major Costs,CTF,ED & Hospital Stays,$82
Sep 2020,Major Costs,CVSP,Total Labor Cost (All),$771
Sep 2020,Major Costs,CVSP,ED & Hospital Stays,$67
Sep 2020,Major Costs,DVI,Total Labor Cost (All),$1274
Sep 2020,Major Costs,DVI,ED & Hospital Stays,
Sep 2020,Major Costs,FSP,Total Labor Cost (All),$879
Sep 2020,Major Costs,FSP,ED & Hospital Stays,$84
Sep 2020,Major Costs,HDSP,Total Labor Cost (All),$924
Sep 2020,Major Costs,HDSP,ED & Hospital Stays,$70
Sep 2020,Major Costs,ISP,Total Labor Cost (All),$695
Sep 2020,Major Costs,ISP,ED & Hospital Stays,$49
Sep 2020,Major Costs,KVSP,Total Labor Cost (All),$1001
Sep 2020,Major Costs,KVSP,ED & Hospital Stays,$155
Sep 2020,Major Costs,LAC,Total Labor Cost (All),$1742
Sep 2020,Major Costs,LAC,ED & Hospital Stays,$191
Sep 2020,Major Costs,MCSP,Total Labor Cost (All),$1502
Sep 2020,Major Costs,MCSP,ED & Hospital Stays,$237
Sep 2020,Major Costs,NKSP,Total Labor Cost (All),$1044
Sep 2020,Major Costs,NKSP,ED & Hospital Stays,$78
Sep 2020,Major Costs,PBSP,Total Labor Cost (All),$899
Sep 2020,Major Costs,PBSP,ED & Hospital Stays,$35
Sep 2020,Major Costs,PVSP,Total Labor Cost (All),$813
Sep 2020,Major Costs,PVSP,ED & Hospital Stays,$34
Sep 2020,Major Costs,RJD,Total Labor Cost (All),$1810
Sep 2020,Major Costs,RJD,ED & Hospital Stays,$401
Sep 2020,Major Costs,SAC,Total Labor Cost (All),$2923
Sep 2020,Major Costs,SAC,ED & Hospital Stays,$217
Sep 2020,Major Costs,SATF,Total Labor Cost (All),$1115
Sep 2020,Major Costs,SATF,ED & Hospital Stays,$78
Sep 2020,Major Costs,SCC,Total Labor Cost (All),$515
Sep 2020,Major Costs,SCC,ED & Hospital Stays,$23
Sep 2020,Major Costs,SOL,Total Labor Cost (All),$853
Sep 2020,Major Costs,SOL,ED & Hospital Stays,$157
Sep 2020,Major Costs,SQ,Total Labor Cost (All),$1441
Sep 2020,Major Costs,SQ,ED & Hospital Stays,$110
Sep 2020,Major Costs,SVSP,Total Labor Cost (All),$2675
Sep 2020,Major Costs,SVSP,ED & Hospital Stays,$184
Sep 2020,Major Costs,VSP,Total Labor Cost (All),$1243
Sep 2020,Major Costs,VSP,ED & Hospital Stays,$67
Sep 2020,Major Costs,WSP,Total Labor Cost (All),$976
Sep 2020,Major Costs,WSP,ED & Hospital Stays,$56
Aug 2020,Major Costs,SW,Total Labor Cost (All),$1426
Aug 2020,Major Costs,SW,ED & Hospital Stays,$130
Aug 2020,Major Costs,ASP,Total Labor Cost (All),$686
Aug 2020,Major Costs,ASP,ED & Hospital Stays,$26
Aug 2020,Major Costs,CAC,Total Labor Cost (All),$773
Aug 2020,Major Costs,CAC,ED & Hospital Stays,$39
Aug 2020,Major Costs,CAL,Total Labor Cost (All),$708
Aug 2020,Major Costs,CAL,ED & Hospital Stays,$63
Aug 2020,Major Costs,CCC,Total Labor Cost (All),$518
Aug 2020,Major Costs,CCC,ED & Hospital Stays,$35
Aug 2020,Major Costs,CCI,Total Labor Cost (All),$967
Aug 2020,Major Costs,CCI,ED & Hospital Stays,$64
Aug 2020,Major Costs,CCWF,Total Labor Cost (All),$1694
Aug 2020,Major Costs,CCWF,ED & Hospital Stays,$63
Aug 2020,Major Costs,CEN,Total Labor Cost (All),$693
Aug 2020,Major Costs,CEN,ED & Hospital Stays,$81
Aug 2020,Major Costs,CHCF,Total Labor Cost (All),$7919
Aug 2020,Major Costs,CHCF,ED & Hospital Stays,$870
Aug 2020,Major Costs,CIM,Total Labor Cost (All),$1627
Aug 2020,Major Costs,CIM,ED & Hospital Stays,$299
Aug 2020,Major Costs,CIW,Total Labor Cost (All),$3651
Aug 2020,Major Costs,CIW,ED & Hospital Stays,$131
Aug 2020,Major Costs,CMC,Total Labor Cost (All),$1753
Aug 2020,Major Costs,CMC,ED & Hospital Stays,$106
Aug 2020,Major Costs,CMF,Total Labor Cost (All),$4821
Aug 2020,Major Costs,CMF,ED & Hospital Stays,$303
Aug 2020,Major Costs,COR,Total Labor Cost (All),$2087
Aug 2020,Major Costs,COR,ED & Hospital Stays,$114
Aug 2020,Major Costs,CRC,Total Labor Cost (All),$820
Aug 2020,Major Costs,CRC,ED & Hospital Stays,$69
Aug 2020,Major Costs,CTF,Total Labor Cost (All),$726
Aug 2020,Major Costs,CTF,ED & Hospital Stays,$83
Aug 2020,Major Costs,CVSP,Total Labor Cost (All),$757
Aug 2020,Major Costs,CVSP,ED & Hospital Stays,$65
Aug 2020,Major Costs,DVI,Total Labor Cost (All),$1261
Aug 2020,Major Costs,DVI,ED & Hospital Stays,
Aug 2020,Major Costs,FSP,Total Labor Cost (All),$873
Aug 2020,Major Costs,FSP,ED & Hospital Stays,$84
Aug 2020,Major Costs,HDSP,Total Labor Cost (All),$932
Aug 2020,Major Costs,HDSP,ED & Hospital Stays,$72
Aug 2020,Major Costs,ISP,Total Labor Cost (All),$704
Aug 2020,Major Costs,ISP,ED & Hospital Stays,$55
Aug 2020,Major Costs,KVSP,Total Labor Cost (All),$1005
Aug 2020,Major Costs,KVSP,ED & Hospital Stays,$164
Aug 2020,Major Costs,LAC,Total Labor Cost (All),$1745
Aug 2020,Major Costs,LAC,ED & Hospital Stays,$189
Aug 2020,Major Costs,MCSP,Total Labor Cost (All),$1510
Aug 2020,Major Costs,MCSP,ED & Hospital Stays,$243
Aug 2020,Major Costs,NKSP,Total Labor Cost (All),$1023
Aug 2020,Major Costs,NKSP,ED & Hospital Stays,$77
Aug 2020,Major Costs,PBSP,Total Labor Cost (All),$902
Aug 2020,Major Costs,PBSP,ED & Hospital Stays,$35
Aug 2020,Major Costs,PVSP,Total Labor Cost (All),$817
Aug 2020,Major Costs,PVSP,ED & Hospital Stays,$37
Aug 2020,Major Costs,RJD,Total Labor Cost (All),$1810
Aug 2020,Major Costs,RJD,ED & Hospital Stays,$402
Aug 2020,Major Costs,SAC,Total Labor Cost (All),$2954
Aug 2020,Major Costs,SAC,ED & Hospital Stays,$231
Aug 2020,Major Costs,SATF,Total Labor Cost (All),$1112
Aug 2020,Major Costs,SATF,ED & Hospital Stays,$81
Aug 2020,Major Costs,SCC,Total Labor Cost (All),$510
Aug 2020,Major Costs,SCC,ED & Hospital Stays,$21
Aug 2020,Major Costs,SOL,Total Labor Cost (All),$843
Aug 2020,Major Costs,SOL,ED & Hospital Stays,$158
Aug 2020,Major Costs,SQ,Total Labor Cost (All),$1430
Aug 2020,Major Costs,SQ,ED & Hospital Stays,$111
Aug 2020,Major Costs,SVSP,Total Labor Cost (All),$2627
Aug 2020,Major Costs,SVSP,ED & Hospital Stays,$192
Aug 2020,Major Costs,VSP,Total Labor Cost (All),$1250
Aug 2020,Major Costs,VSP,ED & Hospital Stays,$65
Aug 2020,Major Costs,WSP,Total Labor Cost (All),$955
Aug 2020,Major Costs,WSP,ED & Hospital Stays,$57
Jul 2020,Major Costs,SW,Total Labor Cost (All),$1414
Jul 2020,Major Costs,SW,ED & Hospital Stays,$134
Jul 2020,Major Costs,ASP,Total Labor Cost (All),$683
Jul 2020,Major Costs,ASP,ED & Hospital Stays,$26
Jul 2020,Major Costs,CAC,Total Labor Cost (All),$770
Jul 2020,Major Costs,CAC,ED & Hospital Stays,$41
Jul 2020,Major Costs,CAL,Total Labor Cost (All),$711
Jul 2020,Major Costs,CAL,ED & Hospital Stays,$63
Jul 2020,Major Costs,CCC,Total Labor Cost (All),$515
Jul 2020,Major Costs,CCC,ED & Hospital Stays,$36
Jul 2020,Major Costs,CCI,Total Labor Cost (All),$958
Jul 2020,Major Costs,CCI,ED & Hospital Stays,$66
Jul 2020,Major Costs,CCWF,Total Labor Cost (All),$1686
Jul 2020,Major Costs,CCWF,ED & Hospital Stays,$66
Jul 2020,Major Costs,CEN,Total Labor Cost (All),$688
Jul 2020,Major Costs,CEN,ED & Hospital Stays,$83
Jul 2020,Major Costs,CHCF,Total Labor Cost (All),$7745
Jul 2020,Major Costs,CHCF,ED & Hospital Stays,$901
Jul 2020,Major Costs,CIM,Total Labor Cost (All),$1627
Jul 2020,Major Costs,CIM,ED & Hospital Stays,$306
Jul 2020,Major Costs,CIW,Total Labor Cost (All),$3617
Jul 2020,Major Costs,CIW,ED & Hospital Stays,$132
Jul 2020,Major Costs,CMC,Total Labor Cost (All),$1746
Jul 2020,Major Costs,CMC,ED & Hospital Stays,$95
Jul 2020,Major Costs,CMF,Total Labor Cost (All),$4704
Jul 2020,Major Costs,CMF,ED & Hospital Stays,$309
Jul 2020,Major Costs,COR,Total Labor Cost (All),$2125
Jul 2020,Major Costs,COR,ED & Hospital Stays,$118
Jul 2020,Major Costs,CRC,Total Labor Cost (All),$812
Jul 2020,Major Costs,CRC,ED & Hospital Stays,$72
Jul 2020,Major Costs,CTF,Total Labor Cost (All),$720
Jul 2020,Major Costs,CTF,ED & Hospital Stays,$87
Jul 2020,Major Costs,CVSP,Total Labor Cost (All),$747
Jul 2020,Major Costs,CVSP,ED & Hospital Stays,$68
Jul 2020,Major Costs,DVI,Total Labor Cost (All),$1250
Jul 2020,Major Costs,DVI,ED & Hospital Stays,
Jul 2020,Major Costs,FSP,Total Labor Cost (All),$855
Jul 2020,Major Costs,FSP,ED & Hospital Stays,$90
Jul 2020,Major Costs,HDSP,Total Labor Cost (All),$936
Jul 2020,Major Costs,HDSP,ED & Hospital Stays,$76
Jul 2020,Major Costs,ISP,Total Labor Cost (All),$714
Jul 2020,Major Costs,ISP,ED & Hospital Stays,$59
Jul 2020,Major Costs,KVSP,Total Labor Cost (All),$1005
