report_date,row_label,population,change_last_period,change_last_year,design_capacity,pct_occupied,staffed_capacity
2017-05-31,ACP,174,135.0,,,,
2017-05-31,CCTRP,321,57.0,,,,
2017-05-31,MCRP,463,290.0,,,,
2017-05-31,MEDICAL PAROLE,25,-1.0,,,,
2017-05-31,ARIZONA,3086,480.0,,,,
2017-05-31,MISSISSIPPI,1263,-971.0,,,,
2017-05-31,COMMUNITY SUP(Active),43588,1814.0,,,,
2017-05-31,COOP CASES (Active) #3,1948,-118.0,,,,
2017-05-31,OTHER STATE/FED. INST.,338,-11.0,,,,
2017-05-31,OUT OF STATE PAROLE,573,72.0,,,,
2017-05-31,OUT OF STATE PAL,16,-1.0,,,,
2017-05-31,INSTITUTIONS #5,101,-36.0,,,,
2017-05-31,"OUT-TO-COURT, etc.",1170,-35.0,,,,
2017-05-31,ESCAPED,196,-2.0,,,,
2017-05-31,PAROLEES (PAL/RAL),3831,-1384.0,,,,
2017-06-28,"(MEN, Subtotal)",120780,2804.0,,,,
2017-06-28,"(WOMEN, Subtotal)",5974,205.0,,,,
2017-06-28,INSTITUTIONS,115158,1597.0,,85083.0,135.3,117091.0
2017-06-28,"CAMPS(CCC, CIW & SCC)",3862,219.0,,4680.0,82.5,4334.0
2017-06-28,CCF PRIVATE,2063,78.0,,,,
2017-06-28,CCF PUBLIC,1782,45.0,,,,
2017-06-28,PRISONER MOTHER PGM,20,-4.0,,,,
2017-06-28,CALIFORNIA CITY CF,2374,584.0,,,,
2017-06-28,FCRF(MCFARLAND),264,38.0,,,,
2017-06-28,3. DSH STATE HOSPITALS*,222,-51.0,,,,
2017-06-28,ACP,179,139.0,,,,
2017-06-28,CCTRP,317,43.0,,,,
2017-06-28,MCRP,488,321.0,,,,
2017-06-28,ARIZONA,3140,446.0,,,,
2017-06-28,MISSISSIPPI,1272,-909.0,,,,
2017-06-28,COMMUNITY SUP(Active),43314,1494.0,,,,
2017-06-28,COOP CASES (Active) #3,1953,-77.0,,,,
2017-06-28,OTHER STATE/FED. INST.,337,-10.0,,,,
2017-06-28,OUT OF STATE PAROLE,568,73.0,,,,
2017-06-28,OUT OF STATE PAL,19,-1.0,,,,
2017-06-28,INSTITUTIONS #5,96,-46.0,,,,
2017-06-28,"OUT-TO-COURT, etc.",1115,-39.0,,,,
2017-06-28,ESCAPED,196,-1.0,,,,
2017-06-28,PAROLEES (PAL/RAL),3981,-1181.0,,,,
2017-07-26,"(MEN, Subtotal)",120730,2757.0,,,,
2017-07-26,"(WOMEN, Subtotal)",5943,162.0,,,,
2017-07-26,INSTITUTIONS,115067,1583.0,,85083.0,135.2,117875.0
2017-07-26,"CAMPS(CCC, CIW & SCC)",3819,191.0,,4680.0,81.6,4334.0
2017-07-26,CCF PRIVATE,2081,102.0,,,,
2017-07-26,CCF PUBLIC,1778,24.0,,,,
2017-07-26,PRISONER MOTHER PGM,22,-1.0,,,,
2017-07-26,CALIFORNIA CITY CF,2405,576.0,,,,
2017-07-26,3. DSH STATE HOSPITALS*,225,-29.0,,,,
2017-07-26,ACP,170,123.0,,,,
2017-07-26,CCTRP,307,35.0,,,,
2017-07-26,MCRP,489,314.0,,,,
2017-07-26,MEDICAL PAROLE,26,1.0,,,,
2017-07-26,ARIZONA,3138,416.0,,,,
2017-07-26,MISSISSIPPI,1263,-866.0,,,,
2017-07-26,COMMUNITY SUP(Active),43568,1977.0,,,,
2017-07-26,COOP CASES (Active) #3,1955,-74.0,,,,
2017-07-26,OTHER STATE/FED. INST.,339,-4.0,,,,
2017-07-26,OUT OF STATE PAROLE,584,77.0,,,,
2017-07-26,OUT OF STATE PAL,15,-1.0,,,,
2017-07-26,INSTITUTIONS #5,92,-51.0,,,,
2017-07-26,"OUT-TO-COURT, etc.",1131,-33.0,,,,
2017-07-26,ESCAPED,196,-1.0,,,,
2017-07-26,PAROLEES (PAL/RAL),3897,-1357.0,,,,
2017-08-30,"(MEN, Subtotal)",120984,2729.0,,,,
2017-08-30,"(WOMEN, Subtotal)",5996,171.0,,,,
2017-08-30,INSTITUTIONS,115344,1609.0,,85083.0,135.6,117873.0
2017-08-30,"CAMPS(CCC, CIW & SCC)",3725,95.0,,4680.0,79.6,4334.0
2017-08-30,CCF PRIVATE,2071,120.0,,,,
2017-08-30,CCF PUBLIC,1768,32.0,,,,
2017-08-30,PRISONER MOTHER PGM,22,-1.0,,,,
2017-08-30,CALIFORNIA CITY CF,2449,555.0,,,,
2017-08-30,FCRF(MCFARLAND),286,2.0,,,,
2017-08-30,3. DSH STATE HOSPITALS*,272,14.0,,,,
2017-08-30,ACP,166,99.0,,,,
2017-08-30,CCTRP,311,38.0,,,,
2017-08-30,MCRP,540,336.0,,,,
2017-08-30,MEDICAL PAROLE,26,1.0,,,,
2017-08-30,ARIZONA,3141,388.0,,,,
2017-08-30,MISSISSIPPI,1255,-776.0,,,,
2017-08-30,COMMUNITY SUP(Active),43392,1776.0,,,,
2017-08-30,COOP CASES (Active) #3,1954,-73.0,,,,
2017-08-30,OTHER STATE/FED. INST.,341,4.0,,,,
2017-08-30,OUT OF STATE PAROLE,602,84.0,,,,
2017-08-30,OUT OF STATE PAL,19,3.0,,,,
2017-08-30,INSTITUTIONS #5,83,-60.0,,,,
2017-08-30,"OUT-TO-COURT, etc.",1175,-34.0,,,,
2017-08-30,ESCAPED,196,-1.0,,,,
2017-08-30,PAROLEES (PAL/RAL),4031,-1136.0,,,,
2017-09-27,"(MEN, Subtotal)",121228,2880.0,,,,
2017-09-27,"(WOMEN, Subtotal)",5955,134.0,,,,
2017-09-27,INSTITUTIONS,115572,1863.0,,85083.0,135.8,117105.0
2017-09-27,"CAMPS(CCC, CIW & SCC)",3637,68.0,,4680.0,77.7,4334.0
2017-09-27,CCF PRIVATE,2099,104.0,,,,
2017-09-27,CCF PUBLIC,1782,33.0,,,,
2017-09-27,PRISONER MOTHER PGM,20,-3.0,,,,
2017-09-27,CALIFORNIA CITY CF,2440,493.0,,,,
2017-09-27,FCRF(MCFARLAND),290,19.0,,,,
2017-09-27,3. DSH STATE HOSPITALS,279,31.0,,,,
2017-09-27,ACP,154,72.0,,,,
2017-09-27,CCTRP,312,31.0,,,,
2017-09-27,MCRP,572,304.0,,,,
2017-09-27,MEDICAL PAROLE,26,-1.0,,,,
2017-09-27,ARIZONA,3120,387.0,,,,
2017-09-27,MISSISSIPPI,1260,-791.0,,,,
2017-09-27,COMMUNITY SUP(Active),43446,1761.0,,,,
2017-09-27,COOP CASES (Active) #3,1983,-17.0,,,,
2017-09-27,OTHER STATE/FED. INST.,342,5.0,,,,
2017-09-27,OUT OF STATE PAROLE,602,95.0,,,,
2017-09-27,INSTITUTIONS #5,77,-59.0,,,,
2017-09-27,"OUT-TO-COURT, etc.",1211,20.0,,,,
2017-09-27,ESCAPED,197,1.0,,,,
2017-09-27,PAROLEES (PAL/RAL),4100,-1072.0,,,,
2017-10-25,"(MEN, Subtotal)",120669,2074.0,,,,
2017-10-25,"(WOMEN, Subtotal)",5909,70.0,,,,
2017-10-25,INSTITUTIONS,115145,1366.0,,85083.0,135.3,117105.0
2017-10-25,"CAMPS(CCC, CIW & SCC)",3528,-1.0,,4680.0,75.4,4334.0
2017-10-25,CCF PRIVATE,2072,75.0,,,,
2017-10-25,CCF PUBLIC,1736,-15.0,,,,
2017-10-25,CALIFORNIA CITY CF,2426,347.0,,,,
2017-10-25,FCRF(MCFARLAND),275,-5.0,,,,
2017-10-25,3. DSH STATE HOSPITALS,295,16.0,,,,
2017-10-25,ACP,147,57.0,,,,
2017-10-25,CCTRP,319,47.0,,,,
2017-10-25,MCRP,584,257.0,,,,
2017-10-25,ARIZONA,3111,407.0,,,,
2017-10-25,MISSISSIPPI,1251,-824.0,,,,
2017-10-25,COMMUNITY SUP(Active),43806,1984.0,,,,
2017-10-25,COOP CASES (Active) #3,1994,11.0,,,,
2017-10-25,OTHER STATE/FED. INST.,333,-7.0,,,,
2017-10-25,OUT OF STATE PAROLE,606,79.0,,,,
2017-10-25,OUT OF STATE PAL,17,1.0,,,,
2017-10-25,INSTITUTIONS #5,75,-59.0,,,,
2017-10-25,"OUT-TO-COURT, etc.",1218,4.0,,,,
2017-10-25,ESCAPED,200,4.0,,,,
2017-10-25,PAROLEES (PAL/RAL),4261,-911.0,,,,
2017-11-29,"(MEN, Subtotal)",120450,1822.0,,,,
2017-11-29,"(WOMEN, Subtotal)",5855,-1.0,,,,
2017-11-29,INSTITUTIONS,114908,1033.0,,85083.0,135.1,117050.0
2017-11-29,"CAMPS(CCC, CIW & SCC)",3485,41.0,,4680.0,74.5,4334.0
2017-11-29,CCF PRIVATE,2042,53.0,,,,
2017-11-29,CCF PUBLIC,1756,60.0,,,,
2017-11-29,PRISONER MOTHER PGM,23,-1.0,,,,
2017-11-29,CALIFORNIA CITY CF,2480,323.0,,,,
2017-11-29,FCRF(MCFARLAND),262,-16.0,,,,
2017-11-29,3. DSH STATE HOSPITALS,279,3.0,,,,
2017-11-29,ACP,146,61.0,,,,
2017-11-29,CCTRP,316,42.0,,,,
2017-11-29,MCRP,580,219.0,,,,
2017-11-29,MEDICAL PAROLE,28,3.0,,,,
2017-11-29,ARIZONA,3101,513.0,,,,
2017-11-29,MISSISSIPPI,1256,-859.0,,,,
2017-11-29,COMMUNITY SUP(Active),44050,2165.0,,,,
2017-11-29,COOP CASES (Active) #3,1985,11.0,,,,
2017-11-29,OTHER STATE/FED. INST.,332,-8.0,,,,
2017-11-29,OUT OF STATE PAROLE,620,78.0,,,,
2017-11-29,OUT OF STATE PAL,16,3.0,,,,
2017-11-29,INSTITUTIONS #5,73,-59.0,,,,
2017-11-29,"OUT-TO-COURT, etc.",1183,37.0,,,,
2017-11-29,ESCAPED,197,1.0,,,,
2017-11-29,PAROLEES (PAL/RAL),4274,-846.0,,,,
2017-12-27,"(MEN, Subtotal)",120284,1421.0,,,,
2017-12-27,"(WOMEN, Subtotal)",5842,-47.0,,,,
2017-12-27,INSTITUTIONS,114710,594.0,,85083.0,134.8,117092.0
2017-12-27,"CAMPS(CCC, CIW & SCC)",3522,25.0,,4680.0,75.3,4334.0
2017-12-27,CCF PRIVATE,2056,67.0,,,,
2017-12-27,CCF PUBLIC,1759,95.0,,,,
2017-12-27,CALIFORNIA CITY CF,2441,291.0,,,,
2017-12-27,3. DSH STATE HOSPITALS,267,-2.0,,,,
2017-12-27,ACP,142,50.0,,,,
2017-12-27,CCTRP,311,40.0,,,,
2017-12-27,MCRP,599,208.0,,,,
2017-12-27,MEDICAL PAROLE,29,6.0,,,,
2017-12-27,ARIZONA,3062,481.0,,,,
2017-12-27,MISSISSIPPI,1248,-874.0,,,,
2017-12-27,COMMUNITY SUP(Active),44166,2022.0,,,,
2017-12-27,COOP CASES (Active) #3,1965,-1.0,,,,
2017-12-27,OTHER STATE/FED. INST.,329,-8.0,,,,
2017-12-27,OUT OF STATE PAROLE,624,77.0,,,,
2017-12-27,OUT OF STATE PAL,14,2.0,,,,
2017-12-27,INSTITUTIONS #5,69,-66.0,,,,
2017-12-27,"OUT-TO-COURT, etc.",1086,18.0,,,,
2017-12-27,ESCAPED,198,1.0,,,,
2017-12-27,PAROLEES (PAL/RAL),4365,-595.0,,,,
2018-01-31,I. In-State,125292,-50.0,809.0,,,
2018-01-31,"(Men, Subtotal)",119497,-29.0,896.0,,,
2018-01-31,"(Women, Subtotal)",5795,-21.0,-87.0,,,
2018-01-31,1. Institution/Camps,117427,-84.0,87.0,89763.0,130.8,122152.0
2018-01-31,Institutions,113920,-76.0,70.0,85083.0,133.9,117818.0
2018-01-31,"Camps(CCC, CIW, and SCC)",3507,-8.0,17.0,4680.0,74.9,4334.0
2018-01-31,2. In-State Contract Beds,6514,27.0,484.0,,,
2018-01-31,Private Community Correctional Facilities,2066,6.0,77.0,,,
2018-01-31,Public Community Correctional Facilities,1773,28.0,162.0,,,
2018-01-31,Community Prisoner Mother Program,22,0.0,2.0,,,
2018-01-31,California City Correctional Facility,2401,-8.0,246.0,,,
2018-01-31,"Female Community ReEntry Facility, McFarland",252,1.0,-3.0,,,
2018-01-31,3. Department of State Hospitals,250,0.0,-23.0,,,
2018-01-31,4. CRPP Supervision,1101,7.0,261.0,,,
2018-01-31,Alternative Custody Program,128,2.0,-7.0,,,
2018-01-31,Custody to Community Treatment Reentry Program,316,0.0,45.0,,,
2018-01-31,Male Community Reentry Program,627,5.0,216.0,,,
2018-01-31,Medical Parole,30,0.0,7.0,,,
2018-01-31,II. California Out-of-State Correctional Facility,4265,-16.0,-456.0,,,
2018-01-31,Arizona,3016,-2.0,409.0,,,
2018-01-31,Mississippi,1249,-14.0,-865.0,,,
2018-01-31,B. Parole,46413,76.0,1754.0,,,
2018-01-31,Community Supervision,44465,86.0,1775.0,,,
2018-01-31,Interstate Cooperative Case,1948,-10.0,-21.0,,,
2018-01-31,C. Non-CDCR Jurisdiction,1028,2.0,6.0,,,
2018-01-31,Out of State Parole,624,0.0,79.0,,,
2018-01-31,Out of State Parolee at Large,15,1.0,1.0,,,
2018-01-31,DJJ-W&IC 1731.5(c) Institutions,65,-1.0,-60.0,,,
2018-01-31,D. Other Populations,5765,-20.0,-141.0,,,
2018-01-31,Temporary Release to Court and Hospital,1189,3.0,79.0,,,
2018-01-31,Escaped,197,0.0,1.0,,,
2018-01-31,Parolee at Large,4379,-23.0,-221.0,,,
2018-01-31,Total CDCR Population,182763,-8.0,1972.0,,,
2018-02-28,I. In-State,125258,65.0,245.0,,,
2018-02-28,"(Men, Subtotal)",119444,59.0,292.0,,,
2018-02-28,"(Women, Subtotal)",5814,6.0,-47.0,,,
2018-02-28,1. Institution/Camps,117463,53.0,-288.0,89763.0,130.9,122216.0
2018-02-28,Institutions,113975,63.0,-217.0,85083.0,134.0,117882.0
2018-02-28,"Camps(CCC, CIW, and SCC)",3488,-10.0,-71.0,4680.0,74.5,4334.0
2018-02-28,2. In-State Contract Beds,6423,6.0,352.0,,,
2018-02-28,Private Community Correctional Facilities,2073,1.0,130.0,,,
2018-02-28,Public Community Correctional Facilities,1775,-4.0,111.0,,,
2018-02-28,Community Prisoner Mother Program,21,-1.0,-2.0,,,
2018-02-28,California City Correctional Facility,2297,-7.0,113.0,,,
2018-02-28,"Female Community ReEntry Facility, McFarland",257,17.0,0.0,,,
2018-02-28,3. Department of State Hospitals,268,14.0,-6.0,,,
2018-02-28,4. CRPP Supervision,1104,-8.0,187.0,,,
2018-02-28,Alternative Custody Program,123,-2.0,-34.0,,,
2018-02-28,Custody to Community Treatment Reentry Program,335,3.0,38.0,,,
2018-02-28,Male Community Reentry Program,615,-9.0,176.0,,,
2018-02-28,Medical Parole,31,0.0,7.0,,,
2018-02-28,II. California Out-of-State Correctional Facility,4145,-93.0,-249.0,,,
2018-02-28,Arizona,3090,-57.0,671.0,,,
2018-02-28,Mississippi,1055,-36.0,-920.0,,,
2018-02-28,B. Parole,46463,-100.0,1339.0,,,
2018-02-28,Community Supervision,44522,-99.0,1351.0,,,
2018-02-28,Interstate Cooperative Case,1941,-1.0,-12.0,,,
2018-02-28,C. Non-CDCR Jurisdiction,1030,-3.0,19.0,,,
2018-02-28,Out of State Parole,626,-5.0,83.0,,,
2018-02-28,Out of State Parolee at Large,14,1.0,0.0,,,
2018-02-28,DJJ-W&IC 1731.5(c) Institutions,66,1.0,-51.0,,,
2018-02-28,D. Other Populations,5843,145.0,133.0,,,
2018-02-28,Temporary Release to Court and Hospital,1266,51.0,79.0,,,
2018-02-28,Escaped,198,0.0,2.0,,,
2018-02-28,Parolee at Large,4379,94.0,52.0,,,
2018-02-28,Total CDCR Population,182739,14.0,1487.0,,,
2018-03-28,I. In-State,125654,54.0,-38.0,,,
2018-03-28,"(Men, Subtotal)",119800,46.0,0.0,,,
2018-03-28,"(Women, Subtotal)",5854,8.0,-38.0,,,
2018-03-28,1. Institution/Camps,117929,35.0,-440.0,89763.0,131.4,122216.0
2018-03-28,Institutions,114474,32.0,-421.0,85083.0,134.5,117882.0
2018-03-28,"Camps(CCC, CIW, and SCC)",3455,3.0,-19.0,4680.0,73.8,4334.0
2018-03-28,2. In-State Contract Beds,6338,7.0,217.0,,,
2018-03-28,Private Community Correctional Facilities,2046,0.0,115.0,,,
2018-03-28,Public Community Correctional Facilities,1780,13.0,132.0,,,
2018-03-28,Community Prisoner Mother Program,21,0.0,-2.0,,,
2018-03-28,California City Correctional Facility,2238,-1.0,-14.0,,,
2018-03-28,"Female Community ReEntry Facility, McFarland",253,-5.0,-14.0,,,
2018-03-28,3. Department of State Hospitals,276,7.0,11.0,,,
2018-03-28,4. CRPP Supervision,1111,5.0,174.0,,,
2018-03-28,Alternative Custody Program,115,-1.0,-48.0,,,
2018-03-28,Custody to Community Treatment Reentry Program,342,3.0,37.0,,,
2018-03-28,Male Community Reentry Program,624,3.0,179.0,,,
2018-03-28,Medical Parole,30,0.0,6.0,,,
2018-03-28,II. California Out-of-State Correctional Facility,3901,-35.0,-294.0,,,
2018-03-28,Arizona,3079,23.0,598.0,,,
2018-03-28,Mississippi,822,-58.0,-892.0,,,
2018-03-28,B. Parole,46454,-1.0,1203.0,,,
2018-03-28,Community Supervision,44520,-10.0,1224.0,,,
2018-03-28,Interstate Cooperative Case,1934,9.0,-21.0,,,
2018-03-28,C. Non-CDCR Jurisdiction,1023,-1.0,-10.0,,,
2018-03-28,Out of State Parole,619,-4.0,61.0,,,
2018-03-28,Out of State Parolee at Large,15,0.0,-1.0,,,
2018-03-28,DJJ-W&IC 1731.5(c) Institutions,59,0.0,-58.0,,,
2018-03-28,D. Other Populations,5949,60.0,409.0,,,
2018-03-28,Temporary Release to Court and Hospital,1228,-1.0,69.0,,,
2018-03-28,Escaped,197,0.0,1.0,,,
2018-03-28,Parolee at Large,4524,61.0,339.0,,,
2018-03-28,Total CDCR Population,182981,77.0,1270.0,,,
2018-04-25,I. In-State,125834,0.0,-113.0,,,
2018-04-25,"(Men, Subtotal)",119974,-39.0,-113.0,,,
2018-04-25,"(Women, Subtotal)",5860,39.0,0.0,,,
2018-04-25,1. Institution/Camps,118099,59.0,-185.0,89763.0,131.6,122227.0
2018-04-25,Institutions,114594,51.0,-125.0,85083.0,134.7,117893.0
2018-04-25,"Camps(CCC, CIW, and SCC)",3505,8.0,-60.0,4680.0,74.9,4334.0
2018-04-25,2. In-State Contract Beds,6366,-37.0,-67.0,,,
2018-04-25,Private Community Correctional Facilities,2063,-8.0,31.0,,,
2018-04-25,Public Community Correctional Facilities,1742,-29.0,-14.0,,,
2018-04-25,Community Prisoner Mother Program,22,1.0,-1.0,,,
2018-04-25,California City Correctional Facility,2262,-4.0,-101.0,,,
2018-04-25,"Female Community ReEntry Facility, McFarland",277,3.0,18.0,,,
2018-04-25,3. Department of State Hospitals,262,-5.0,17.0,,,
2018-04-25,4. CRPP Supervision,1107,-17.0,122.0,,,
2018-04-25,Alternative Custody Program,117,0.0,-48.0,,,
2018-04-25,Custody to Community Treatment Reentry Program,342,-5.0,32.0,,,
2018-04-25,Male Community Reentry Program,617,-12.0,133.0,,,
2018-04-25,Medical Parole,31,0.0,5.0,,,
2018-04-25,II. California Out-of-State Correctional Facility,3392,-131.0,-855.0,,,
2018-04-25,Arizona,2795,-76.0,-190.0,,,
2018-04-25,Mississippi,597,-55.0,-665.0,,,
2018-04-25,B. Parole,46931,145.0,1490.0,,,
2018-04-25,Community Supervision,44980,149.0,1475.0,,,
2018-04-25,Interstate Cooperative Case,1951,-4.0,15.0,,,
2018-04-25,C. Non-CDCR Jurisdiction,1022,3.0,-6.0,,,
2018-04-25,Out of State Parole,618,2.0,56.0,,,
2018-04-25,Out of State Parolee at Large,14,1.0,-3.0,,,
2018-04-25,DJJ-W&IC 1731.5(c) Institutions,57,-1.0,-50.0,,,
2018-04-25,D. Other Populations,5795,-19.0,502.0,,,
2018-04-25,Temporary Release to Court and Hospital,1254,82.0,79.0,,,
2018-04-25,Escaped,197,0.0,1.0,,,
2018-04-25,Parolee at Large,4344,-101.0,422.0,,,
2018-04-25,Total CDCR Population,182974,-2.0,1018.0,,,
2018-05-30,I. In-State,126097,-111.0,-253.0,,,
2018-05-30,"(Men, Subtotal)",120225,-121.0,-202.0,,,
2018-05-30,"(Women, Subtotal)",5872,10.0,-51.0,,,
2018-05-30,1. Institution/Camps,118336,-121.0,-425.0,89763.0,131.8,122227.0
2018-05-30,Institutions,114853,-69.0,-224.0,85083.0,135.0,117893.0
2018-05-30,"Camps(CCC, CIW, and SCC)",3483,-52.0,-201.0,4680.0,74.4,4334.0
2018-05-30,2. In-State Contract Beds,6355,-9.0,-33.0,,,
2018-05-30,Private Community Correctional Facilities,2038,-6.0,-15.0,,,
2018-05-30,Public Community Correctional Facilities,1762,4.0,-6.0,,,
2018-05-30,Community Prisoner Mother Program,24,2.0,1.0,,,
2018-05-30,California City Correctional Facility,2254,-8.0,-50.0,,,
2018-05-30,"Female Community ReEntry Facility, McFarland",277,-1.0,37.0,,,
2018-05-30,3. Department of State Hospitals,255,-2.0,37.0,,,
2018-05-30,4. CRPP Supervision,1151,21.0,168.0,,,
2018-05-30,Alternative Custody Program,135,12.0,-39.0,,,
2018-05-30,Custody to Community Treatment Reentry Program,363,9.0,42.0,,,
2018-05-30,Male Community Reentry Program,623,0.0,160.0,,,
2018-05-30,Medical Parole,30,0.0,5.0,,,
2018-05-30,II. California Out-of-State Correctional Facility,3081,-52.0,-1268.0,,,
2018-05-30,Arizona,2876,33.0,-210.0,,,
2018-05-30,Mississippi,205,-85.0,-1058.0,,,
2018-05-30,B. Parole,47283,190.0,1747.0,,,
2018-05-30,Community Supervision,45322,180.0,1734.0,,,
2018-05-30,Interstate Cooperative Case,1961,10.0,13.0,,,
2018-05-30,C. Non-CDCR Jurisdiction,1011,-5.0,-17.0,,,
2018-05-30,Out of State Parole,617,-2.0,44.0,,,
2018-05-30,Out of State Parolee at Large,13,0.0,-3.0,,,
2018-05-30,DJJ-W&IC 1731.5(c) Institutions,53,-1.0,-48.0,,,
2018-05-30,D. Other Populations,5676,-101.0,479.0,,,
2018-05-30,Temporary Release to Court and Hospital,1255,-17.0,85.0,,,
2018-05-30,Escaped,197,0.0,1.0,,,
2018-05-30,Parolee at Large,4224,-84.0,393.0,,,
2018-05-30,Total CDCR Population,183148,-79.0,688.0,,,
2018-06-27,I. In-State,126380,36.0,-374.0,,,
2018-06-27,"(Men, Subtotal)",120487,28.0,-293.0,,,
2018-06-27,"(Women, Subtotal)",5893,8.0,-81.0,,,
2018-06-27,1. Institution/Camps,118661,33.0,-359.0,89763.0,132.2,122205.0
2018-06-27,Institutions,115065,2.0,-93.0,85083.0,135.2,117871.0
2018-06-27,"Camps(CCC, CIW, and SCC)",3596,31.0,-266.0,4680.0,76.8,4334.0
2018-06-27,2. In-State Contract Beds,6311,13.0,-192.0,,,
2018-06-27,Private Community Correctional Facilities,2015,7.0,-48.0,,,
2018-06-27,Public Community Correctional Facilities,1781,27.0,-1.0,,,
2018-06-27,Community Prisoner Mother Program,22,0.0,2.0,,,
2018-06-27,California City Correctional Facility,2223,-18.0,-151.0,,,
