GEOID,Dr_delta_JA_max_pre,Dr_delta_JA_max_fut,Dr_WSV_average,Dr_precip_demand_ratio,drought_delta_spei12_midcentury,drought_hazard_idx_norm,drought_hazard_fut_idx_norm
06081604600,0.9917598447204969,3.5530420807453416,25.564230988749614,1.9845928784999967,49.58142084851548,20.92309381952855,27.872366105717838
06073005500,1.625326,2.925146,32.30421451409999,1.9781059053199999,309.5238095238096,33.96899084865102,29.222853576713764
06073005700,1.413074,2.526065,33.5795573883,1.9781059053200005,208.7301587301587,33.321197139311955,26.9628622991684
06073009201,2.024944,3.900787,28.820876563884443,1.9781059053200045,382.5396825396826,34.077900115465596,34.39021616892208
06073009301,2.024944,3.900787,27.085767092150427,1.9781059053200032,382.5396825396826,32.29702621963872,32.69214206394129
06073009506,2.2944343977272728,4.252779022727273,29.181338665334042,1.978105905319998,403.82843516368297,36.93233107049015,37.837162106152014
06073009602,2.1863755763546795,4.06716821182266,23.853200318383212,1.9781059053199954,382.9107767605011,30.467454171956465,30.991143631426798
06081606500,2.003374,4.718881,27.180355501416994,1.9845928784999964,134.92063492063494,31.908026098646786,39.70227517404016
06081606600,1.9910734728682171,4.698362054263566,27.20462288877902,1.9845928784999969,132.35987282669743,31.819533645005897,39.545653260720606
06081606700,2.003374,4.718881,25.128642099666617,1.9845928784999967,134.9061343698307,29.802197677778334,37.69435495049788
06081606900,1.772966797752809,4.147744213483146,26.005514132088813,1.9845928784999964,120.7378292597274,28.578048451954974,33.531945629044756
06081600600,-0.027148259259259257,1.6224650740740743,19.234139915100002,1.9845928784999975,-8.12736532038662,5.032617922763389,4.706696030360543
06081601100,-0.10642845652173913,1.3503174130434783,20.688701621163055,1.9845928784999969,-18.689468993678613,5.794651641260107,3.737902813962991
06081601200,-0.09972331979695431,1.3496632081218274,21.019767547274625,1.9845928784999964,-18.966612700937137,6.196264994582467,4.056151468526354
06081613502,0.9281188514150943,2.668619419811321,35.09133705090663,1.9845928785000184,58.40763622849176,30.11476902673531,29.42162200631493
06053011303,3.1064452394822006,5.448094221682847,36.37950355368323,1.992271328490005,204.07027890160128,51.1791582086685,54.791026686568024
06053011802,0.739054,2.46341,37.60149291921468,1.9922713284900044,73.01587301587301,30.608139204193556,29.750135017642354
06053014800,1.9268665537190084,3.8347826136363636,34.14754560571845,1.992271328490005,154.0339599347516,38.01366617113257,38.4249305674316
06081612900,2.538042771929825,4.825985789473685,14.615126564890815,1.9845928784999962,169.70840564953454,23.940552581641512,28.346749293316137
06081605700,2.0346376335877863,4.739188396946565,26.770621980848176,1.9845928785000366,124.1661700974734,31.775708501460137,39.47979899293124
06053014700,0.5993227603603604,2.211259525225225,42.52628865589401,1.992271328490005,28.47106335503122,34.374631422516465,32.35328958252085
06055201402,2.6841267582748243,4.760611207622869,47.92523521676623,1.9845928785000377,102.01304497444691,59.475997114306765,60.37119037795544
06055201403,3.3607039034334765,5.451216017167382,43.6996524188584,1.986984828037786,112.25845072901907,61.27049149133441,62.20556155610149
06055201101,2.8941743921568626,5.001068279411765,39.376964857838374,1.9845928784999964,99.99987567245846,52.63871376214676,54.11911252846543
06055201005,1.8546779235294117,3.7541024764705884,30.61414199165173,1.9845928784999967,91.68134430291198,34.0615351060712,34.58190513197013
06055201401,2.915093814883721,5.0320611888372095,48.62041603742098,1.9854446032557027,97.92428787518534,62.28111200240342,63.40174872491675
06079010016,3.8469459833501514,6.236369214429868,45.96379262380862,1.9922713284900053,255.3338156411968,67.84299535555895,71.10005532371116
06019001407,3.691908,5.747339,49.327493642799965,1.9991352696299958,210.77569756507836,69.56218524810606,69.80336232458389
06019003104,3.7441387425149704,5.823925716566866,45.08307559904142,1.9991352696299836,186.5640744056122,65.68733938070946,66.32277382281379
06019005805,3.82973938869258,5.861840780918728,54.382815580995526,1.999135269629981,182.22080722493735,76.02152661889995,75.7573052772917
06097151800,2.768257592592593,4.543420271604939,26.241560176518608,1.9279417468699975,89.80729914669999,40.50438737604424,39.63288286066825
06075015701,0.1013188431372549,1.6800179019607844,23.074092557229406,1.9845928784999989,-1.5049158848568132,10.158203613228274,8.970602900133304
06075015402,0.018315,1.351428,24.725965305633327,1.9845928784999993,-14.285714285714306,11.088423857565846,7.698754962130974
06075015702,0.10237846666666665,1.6842126666666668,22.079390916659992,1.9845928784999993,-3.1192358585433744,9.147034979495539,8.03400683643104
06075016602,0.108383,1.707983,21.9552984897,1.9845928785,-1.4210854715202004e-14,9.075025999647771,8.12151569221773
