facilityid,name,latitude,longitude,baseline_summer_avg_tmax_f,n_summer_days,grid_elevation_m,source,retrieved
10005354,East Mesa Juvenile Detention Facility,32.590858306967554,-116.91812114373408,79.16,2760,230.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000876,Las Colinas Detention And Reentry Facility,32.842112726419444,-116.97338191264392,80.35,2760,106.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005360,Facility 8 Detention Facility,32.59134370566924,-116.92328667495188,79.33,2760,216.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005307,San Francisco General Hospital Ward 7D / 7L,37.75575802266862,-122.40447005119576,70.91,2760,16.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005356,Girls Rehabilitation Facility,32.79469992229926,-117.15229112960223,74.92,2760,114.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10001525,San Francisco County Jail #2,37.77525144567049,-122.40490521229466,71.02,2760,7.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000872,San Diego Central Jail,32.71725211349196,-117.16427157272356,75.08,2760,19.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005358,Vista Detention Facility,33.19185669461099,-117.25692822932726,77.85,2760,100.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000875,Kearny Mesa Juvenile Detention Facility,32.794226714904966,-117.1533898985926,74.92,2760,114.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000798,San Joaquin County Jail,37.88571630267671,-121.29514967185196,89.67,2760,10.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000795,San Joaquin County Jail (Honor Farm),37.88450335521423,-121.30063185290682,89.74,2760,4.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10001534,San Luis Obispo Juvenile Hall / Service Center,35.32137388763984,-120.71913149908312,78.2,2760,100.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005339,San Luis Obispo County Honor Farm Jail,35.32008468936467,-120.71574744929144,78.17,2760,103.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006709,Maple Street Correctional Center,37.49271532620894,-122.21912359465084,74.76,2760,3.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002333,Elmwood Correctional Complex,37.41857358803495,-121.90826096495222,81.82,2760,10.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006710,Los Prietos Boys Camp,34.54403216104945,-119.77705581302736,77.63,2760,336.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005353,Santa Barbara County Santa Maria Station Jail,34.8820997891649,-120.44654682784352,76.0,2760,87.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005260,Shasta County Jail,40.581341110839354,-122.3961983707309,94.66,2760,182.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005321,Santa Cruz Rountree Medium Security Facility,36.91382082681037,-121.8097597235208,70.63,2760,35.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006232,Santa Clara County Main Jail Complex (South),37.35101112246267,-121.9059750533212,81.69,2760,22.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005317,William F. James Ranch,37.167688466801366,-121.64668361685963,87.35,2760,123.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005246,Charlie'S Place Juvenile Day Reporting Center,41.70814455541497,-122.63516451171624,84.57,2760,817.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002328,Stanislaus County Public Safety Center,37.58464851762791,-120.98997965152364,92.89,2760,29.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000787,Solano County Claybank Detention Facility,38.27466985440152,-121.9999655085075,87.1,2760,20.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10001528,Santa Cruz Blaine Street Facility,36.98062037922893,-122.02368691172828,67.31,2760,8.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005259,Shasta County Juvenile Hall,40.54877363345071,-122.37903034906776,94.61,2760,147.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002321,Sonoma County Main Adult Detention Facility,38.46729912018051,-122.72636627453036,86.2,2760,53.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005268,Tehama County Juvenile Detention Facility,40.17081458396152,-122.2535441639448,93.48,2760,99.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005247,Siskiyou County Jail,41.73061853007981,-122.63942281132562,84.73,2760,803.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005279,Maxine Singer Youth Guidance Center,39.150533216033175,-121.59901636846423,93.71,2760,22.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002337,Tulare County Adult Pre-Trial Facility,36.455097924738425,-119.3212963420362,94.73,2760,96.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002329,Stanislaus County Juvenile Hall And Commitment Facility,37.6621433321267,-121.04312110071773,91.77,2760,22.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002335,Tulare County Juvenile Detention Facility,36.459985601850285,-119.32306031943332,94.7,2760,99.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005255,Trinity County Juvenile Hall,40.74978944878197,-122.9239474369582,89.37,2760,711.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002334,Tulare County Probation Youth Facility,36.45910316552269,-119.32517720490618,94.75,2760,95.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005257,Trinity County Sheriffs Department,40.73648742589344,-122.94609726979162,90.31,2760,631.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005278,Yuba - Sutter County Juvenile Hall,39.14996004987066,-121.60011301200107,93.39,2760,22.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10001523,Tuolumne County Jail,37.98419394935426,-120.38611882763914,87.24,2760,556.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000882,Ventura County Todd Road Facility,34.30928593996256,-119.11220945474956,79.9,2760,61.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002336,Tulare County Jail / Sheriff,36.3281261212818,-119.31714995811475,95.34,2760,99.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000899,Hawthorne City Jail,33.919601544152606,-118.35318367048885,80.73,2760,25.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000896,Downey City Jail,33.940698529363736,-118.12853422450073,83.6,2760,38.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000906,Montebello City Jail,34.0207959161168,-118.11638105213125,84.93,2760,86.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000846,Taft Modified Community Correctional Facility,35.13415778402242,-119.44146788011987,92.78,2760,266.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005365,Vernon City Jail (Holding Facility),34.004594416549466,-118.23087236982576,83.97,2760,64.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005304,Fremont Detention Facility,37.55219822678668,-121.9681860469508,80.92,2760,20.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000845,Shafter Modified Community Correctional Facility,35.495318067849404,-119.25905776312544,97.73,2760,107.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000843,Delano Modified Community Correctional Facility,35.76564031898252,-119.30429085361187,96.34,2760,82.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006482,Anaheim Detention Facility,33.83019210335317,-117.91905930414576,81.25,2760,47.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006903,Ontario City Jail,34.02929606104588,-117.59681333407,86.97,2760,251.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006902,Huntington Beach City Jail,33.677626503376,-118.00088530130684,76.91,2760,21.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006904,Hayward Detention Facility,37.65752960106487,-122.0969066128883,79.02,2760,23.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006905,Pasadena Jail,34.14918573594655,-118.14481080966269,85.72,2760,270.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006494,Fullerton City Jail,33.87085843600594,-117.92818641617431,85.52,2760,51.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006493,El Monte Jail,34.07158043477895,-118.0302635150937,87.84,2760,89.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006906,Berkeley Jail Facility,37.87020999993821,-122.27328174212134,78.27,2760,51.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006499,West Covina Jail,34.07130466380657,-117.93886373342276,87.43,2760,120.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005271,Butte County Jail,39.52949746158004,-121.5745062299414,92.86,2760,77.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006490,Costa Mesa Jail,33.6633743002085,-117.9041902557805,77.38,2760,23.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005298,Calaveras County Jail,38.19353619014131,-120.66538822180613,87.74,2760,348.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006907,South Gate Jail,33.95672114568816,-118.205100443669,84.27,2760,38.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006698,Camp Wilmont Sweeney,37.71256207654158,-122.11612045675584,78.16,2760,96.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002324,Marsh Creek Detention Facility,37.8944241433025,-121.86505370001386,82.76,2760,192.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006908,Santa Monica Jail,34.01221467658367,-118.49079223643082,83.21,2760,24.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005286,Colusa County Jail,39.205571786654794,-122.00325941610808,96.29,2760,18.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006500,Whittier Jail,33.97496527739392,-118.03462367231562,85.85,2760,96.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005312,Fresno County Jail North Annex,36.738616880263095,-119.79041979901356,95.63,2760,90.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006440,South Lake Juvenile Treatment Center,38.935201491263825,-119.97219591552351,76.49,2760,1916.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006486,Buena Park City Jail,33.86413456620653,-117.99695734946756,84.79,2760,25.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005311,Fresno County Main Detention Facility,36.73819529451567,-119.7899519676438,95.63,2760,90.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002312,Glenn County Jail,39.519679878877575,-122.2003805703925,94.85,2760,43.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005313,Fresno County Jail South Annex,36.737340306481336,-119.78920805046889,95.64,2760,89.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005254,Humboldt County Correctional Facility,40.80297362800573,-124.16156606209246,64.83,2760,18.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000880,Imperial County Jail,32.74730136464732,-115.56369468007372,106.36,2760,-6.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006496,Redondo Beach Jail,33.84487497243068,-118.38832350793837,80.76,2760,23.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002356,Century Regional Detention Center,33.92808328856635,-118.22748820851368,82.34,2760,33.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005336,Kern County Lerdo Pre-Trial Facility,35.509232224714665,-119.11066155139858,95.71,2760,165.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005334,Larry J Rhoades Kern Crossroads Facility,35.50544049501467,-119.11506321759109,95.8,2760,158.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002343,Kern County Central Receiving Facility,35.372514913991346,-119.01775467607553,93.71,2760,126.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000889,Inmate Reception Center,34.05882860956883,-118.2307921797654,87.05,2760,95.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005280,Lake County Hill Road Jail,39.104174901130456,-122.91333000554673,88.55,2760,447.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006704,Mariposa County Juvenile Detention Facility,37.488618729358855,-119.96803812171764,88.29,2760,613.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006909,Huntington Park Jail,33.9796633125608,-118.21863230920243,84.1,2760,53.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000912,Barry J Nidorf Juvenile Hall,34.315820791234124,-118.48324565628825,86.42,2760,391.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005262,Lassen County Juvenile Detention Facility,40.42450028814349,-120.64836918474327,84.74,2760,1281.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000888,Men'S Central Jail,34.060423389772325,-118.23112916876896,87.04,2760,96.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000803,Madera County Juvenile Detention Facility,36.95303248598929,-120.03571367061356,95.17,2760,85.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10001524,Marin County Jail,37.999504270594485,-122.53252445910216,72.8,2760,14.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000807,Merced County Jail,37.30716956554306,-120.48382018893972,94.7,2760,54.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005306,Mariposa County Adult Detention Facility,37.49996234905585,-119.987694996906,87.77,2760,658.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005250,Modoc County Jail,41.483803440499145,-120.54072090870048,82.38,2760,1331.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005295,Mono County Jail,38.25701172449448,-119.2281627852132,79.01,2760,1973.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005284,Wayne Brown Correctional Facility,39.268673229848154,-121.02790388529456,85.15,2760,813.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000890,Pitchess Detention Center-North,34.46919331550016,-118.60482801608542,89.77,2760,347.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005375,Twin Towers Correctional Facility,34.058445694210576,-118.23061700116908,87.05,2760,95.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002319,Napa County Jail,38.296730767207286,-122.2843068502495,86.13,2760,9.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002311,Mendocino County Jail / Sheriff,39.16039412256435,-123.220204359166,87.91,2760,203.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005291,Napa County Juvenile Justice Center,38.28828227700995,-122.29963939302542,86.11,2760,11.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005274,Mendocino County Juvenile Hall,39.15926394896029,-123.21691581616892,87.97,2760,198.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10001530,California Correctional Institution (Cci),35.10991555190383,-118.57033067748,84.88,2760,1190.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000836,California Institution For Men (Cim),33.98471244959707,-117.68239170046569,86.53,2760,190.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000850,Golden State Annex,35.669938224404156,-119.22807495791346,96.01,2760,111.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000851,Central Valley Annex,35.66816608613756,-119.22874700161184,95.99,2760,113.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000817,Correctional Training Facility (Ctf),36.46964827416208,-121.38223254073095,86.82,2760,67.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002341,California Institution For Women (Ciw),33.94974539755923,-117.6363650322742,88.87,2760,174.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000785,California Medical Facility (Cmf),38.3285102029971,-121.97916451130509,86.79,2760,46.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000786,Delta Conservation Camp #8,38.217626008443645,-121.84722364621932,85.99,2760,25.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000857,California Rehabilitation Center (Crc),33.9292530412966,-117.5725312861978,88.67,2760,191.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005282,Konocti Conservation Camp #27,38.91057030566233,-122.7077601724924,88.35,2760,614.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006347,La Cima Conservation Camp #42,32.93893654769131,-116.53689248814348,84.97,2760,1462.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002322,"California State Prison, Sacramento (Sac)",38.694444232143624,-121.15390376526624,90.07,2760,117.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000811,Miramonte Conservation Camp #5,36.672531545811935,-119.08573875853784,84.38,2760,899.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002353,California State Prison-Los Angeles County (Lac),34.693596500791955,-118.2276135961975,91.96,2760,718.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002349,Acton Conservation Camp #11,34.437431767090374,-118.287350782123,88.34,2760,672.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000790,San Quentin State Prison (Sq),37.940039851419016,-122.4903665969169,71.47,2760,5.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000847,Wasco State Prison (Wsp),35.59431194493489,-119.40833193657431,97.91,2760,90.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10002340,Desert View Annex,34.55992220018533,-117.4373207394121,93.63,2760,899.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000879,Puerta La Cruz Conservation Camp #14,33.32449679713223,-116.68321048338171,90.45,2760,913.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000808,John Latorraca Correctional Facility,37.189420106543345,-120.53775921676562,95.19,2760,39.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000841,North Kern State Prison (Nksp),35.78188517301339,-119.30987566982682,96.34,2760,82.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005299,Vallecito Conservation Camp #1,38.106427356926375,-120.48874358476203,86.37,2760,605.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006532,Department Of State Hospitals - Atascadero,35.46406026013646,-120.6348665784761,85.42,2760,281.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10001522,Sierra Conservation Center (Scc),37.89168865412792,-120.53654018648405,88.94,2760,324.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000784,Pine Grove Conservation Camp,38.4117068986096,-120.63947541383544,85.3,2760,713.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000856,Norco Conservation Camp #0,33.92691793871164,-117.57594424895476,88.67,2760,191.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006531,Department Of State Hospitals - Coalinga,36.13343268870778,-120.24044350195224,95.53,2760,177.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000902,Francisquito Conservation Camp #4,34.565337588031426,-118.47580837113031,87.82,2760,574.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005253,High Rock Conservation Camp #32,40.375077084153816,-123.9312622305967,79.18,2760,222.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000838,Oak Glen Conservation Camp #35,34.03332926365807,-116.90609379198143,81.81,2760,1680.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000844,Kern Valley State Prison (Kvsp),35.76647451591408,-119.32536275967016,96.37,2760,80.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000861,Ironwood State Prison (Isp),33.56097662668156,-114.9260675684116,105.56,2760,138.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000821,Salinas Valley State Prison (Svsp),36.47885711260287,-121.37439425565836,86.54,2760,91.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10005272,Parlin Fork Conservation Camp #6,39.36977478501272,-123.6556177393927,74.32,2760,81.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10000870,South Bay Detention Facility,32.63304064341742,-117.07753111701798,73.46,2760,28.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-16
10006220,Camp Gonzales,34.08770877517197,-118.70768791922296,81.29,2760,175.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005296,Amador County Jail,38.351538648718005,-120.76931828684096,86.82,2760,378.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006226,Camp Rockey,34.1345449734149,-117.79496229533272,84.23,2760,447.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10002338,Bob Wiley Detention Facility,36.45663045552659,-119.32069305186393,94.71,2760,98.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006229,Camp Scudder,34.45854032992573,-118.4828038923584,89.36,2760,443.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005289,El Dorado County Jail - South Lake Tahoe,38.9340685149632,-119.97213762662253,76.5,2760,1915.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005288,El Dorado County Jail - Placerville,38.72391175979539,-120.82363571641528,85.7,2760,595.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005270,Butte County Juvenile Hall,39.529692691577225,-121.57051867645444,92.8,2760,82.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000900,Camp Afflerbaugh,34.15309188637279,-117.74191185518086,84.62,2760,584.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005320,Inyo County Jail,36.79894438134117,-118.19380693837496,91.6,2760,1196.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006705,Carl F. Bryan Ii Juvenile Hall,39.26565985450622,-121.03245172516118,85.14,2760,814.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006703,Camp Erwin Owen,35.76932479905095,-118.42746270426794,92.36,2760,848.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000834,Central Detention Center,34.10242616729506,-117.27345082727165,89.86,2760,318.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000827,Kings County Jail,36.33368353541322,-119.66961592010344,96.94,2760,71.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006702,Fresno County Juvenile Justice Campus,36.65951325902287,-119.72474618057136,95.52,2760,92.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005331,West Valley Detention Center,34.08118905127584,-117.52915047961852,89.81,2760,330.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000828,High Desert Detention Center,34.5475073764621,-117.45763172644712,92.58,2760,915.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005325,Kings County Juvenile Detention Center,36.33158401889679,-119.66762056058052,96.96,2760,70.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10002331,Santa Rita Jail,37.71784061903257,-121.88779040170296,82.63,2760,117.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
20000100,Trinity County Correctional Facility,40.750736220204836,-122.92319829648272,89.22,2760,716.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000775,Lassen County Adult Detention Facility,40.42573469368667,-120.65008647053216,84.38,2760,1287.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006699,John A. Davis Juvenile Hall,37.98822234273883,-122.08867712061308,81.74,2760,54.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000809,Iris Garrett Juvenile Justice Complex,37.18771223201478,-120.54145188502224,95.22,2760,37.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10002325,West County Detention Facility,37.99541519496946,-122.35366094214724,79.81,2760,19.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000778,Sacramento County Main Jail,38.583018280359575,-121.4975209718283,91.43,2760,14.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005349,James A Musick Facility,33.66397649112649,-117.69931931581662,82.48,2760,147.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005308,Madera Adult Correctional Facility,36.95420893495739,-120.03497358639753,95.18,2760,84.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000791,Marin County Juvenile Hall,38.02754018293216,-122.56630899802622,71.17,2760,43.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005335,Mojave Jail,35.04626018655627,-118.1625003600632,92.21,2760,834.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005337,Kern County Lerdo Maximum-Medium Facility,35.510712769404066,-119.11037865485692,95.7,2760,166.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005338,Kern County Lerdo Minimum Facility,35.51247844150768,-119.11013689243094,95.7,2760,166.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10002326,Martinez Detention Facility,38.01736383431603,-122.13224601906312,82.2,2760,15.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
