facilityid,name,cdcr_code,latitude,longitude,cell_lat,cell_lon,cell_dist_km,contained_cell_valid,mask_override,note,cell_key
10002334,Tulare County Probation Youth Facility,,36.45910316552269,-119.32517720490618,36.453125,-119.328125,0.714,True,False,,"36.453125,-119.328125"
10005257,Trinity County Sheriffs Department,,40.73648742589344,-122.94609726979162,40.734375,-122.953125,0.636,True,False,,"40.734375,-122.953125"
10005278,Yuba - Sutter County Juvenile Hall,,39.14996004987066,-121.60011301200107,39.140625,-121.609375,1.307,True,False,,"39.140625,-121.609375"
10001523,Tuolumne County Jail,,37.98419394935426,-120.38611882763914,37.984375,-120.390625,0.395,True,False,,"37.984375,-120.390625"
10000882,Ventura County Todd Road Facility,,34.30928593996256,-119.11220945474956,34.296875,-119.109375,1.402,True,False,,"34.296875,-119.109375"
10002336,Tulare County Jail / Sheriff,,36.3281261212818,-119.31714995811475,36.328125,-119.328125,0.981,True,False,,"36.328125,-119.328125"
10000899,Hawthorne City Jail,,33.919601544152606,-118.35318367048885,33.921875,-118.359375,0.624,True,False,,"33.921875,-118.359375"
10000896,Downey City Jail,,33.940698529363736,-118.12853422450073,33.953125,-118.140625,1.773,True,False,,"33.953125,-118.140625"
10000906,Montebello City Jail,,34.0207959161168,-118.11638105213125,34.015625,-118.109375,0.863,True,False,,"34.015625,-118.109375"
10000846,Taft Modified Community Correctional Facility,,35.13415778402242,-119.44146788011987,35.140625,-119.453125,1.279,True,False,,"35.140625,-119.453125"
10005365,Vernon City Jail (Holding Facility),,34.004594416549466,-118.23087236982576,34.015625,-118.234375,1.266,True,False,,"34.015625,-118.234375"
10005304,Fremont Detention Facility,,37.55219822678668,-121.9681860469508,37.546875,-121.953125,1.451,True,False,,"37.546875,-121.953125"
10000845,Shafter Modified Community Correctional Facility,,35.495318067849404,-119.25905776312544,35.484375,-119.265625,1.352,True,False,,"35.484375,-119.265625"
10000843,Delano Modified Community Correctional Facility,,35.76564031898252,-119.30429085361187,35.765625,-119.296875,0.668,True,False,,"35.765625,-119.296875"
10006482,Anaheim Detention Facility,,33.83019210335317,-117.91905930414576,33.828125,-117.921875,0.346,True,False,,"33.828125,-117.921875"
10006903,Ontario City Jail,,34.02929606104588,-117.59681333407,34.015625,-117.609375,1.907,True,False,,"34.015625,-117.609375"
10006902,Huntington Beach City Jail,,33.677626503376,-118.00088530130684,33.671875,-118.015625,1.504,True,False,,"33.671875,-118.015625"
10006904,Hayward Detention Facility,,37.65752960106487,-122.0969066128883,37.671875,-122.109375,1.933,True,False,,"37.671875,-122.109375"
10006905,Pasadena Jail,,34.14918573594655,-118.14481080966269,34.140625,-118.140625,1.025,True,False,,"34.140625,-118.140625"
10006494,Fullerton City Jail,,33.87085843600594,-117.92818641617431,33.859375,-117.921875,1.401,True,False,,"33.859375,-117.921875"
10006493,El Monte Jail,,34.07158043477895,-118.0302635150937,34.078125,-118.015625,1.529,True,False,,"34.078125,-118.015625"
10006906,Berkeley Jail Facility,,37.87020999993821,-122.27328174212134,37.859375,-122.265625,1.377,True,False,,"37.859375,-122.265625"
10006499,West Covina Jail,,34.07130466380657,-117.93886373342276,34.078125,-117.953125,1.514,True,False,,"34.078125,-117.953125"
10005271,Butte County Jail,,39.52949746158004,-121.5745062299414,39.515625,-121.578125,1.571,True,False,,"39.515625,-121.578125"
10006490,Costa Mesa Jail,,33.6633743002085,-117.9041902557805,33.671875,-117.890625,1.569,True,False,,"33.671875,-117.890625"
10005298,Calaveras County Jail,,38.19353619014131,-120.66538822180613,38.203125,-120.671875,1.205,True,False,,"38.203125,-120.671875"
10006907,South Gate Jail,,33.95672114568816,-118.205100443669,33.953125,-118.203125,0.439,True,False,,"33.953125,-118.203125"
10006698,Camp Wilmont Sweeney,,37.71256207654158,-122.11612045675584,37.703125,-122.109375,1.203,True,False,,"37.703125,-122.109375"
10002324,Marsh Creek Detention Facility,,37.8944241433025,-121.86505370001386,37.890625,-121.859375,0.652,True,False,,"37.890625,-121.859375"
10006908,Santa Monica Jail,,34.01221467658367,-118.49079223643082,34.015625,-118.484375,0.701,True,False,,"34.015625,-118.484375"
10005286,Colusa County Jail,,39.205571786654794,-122.00325941610808,39.203125,-122.015625,1.098,True,False,,"39.203125,-122.015625"
10006500,Whittier Jail,,33.97496527739392,-118.03462367231562,33.984375,-118.046875,1.537,True,False,,"33.984375,-118.046875"
10005312,Fresno County Jail North Annex,,36.738616880263095,-119.79041979901356,36.734375,-119.796875,0.743,True,False,,"36.734375,-119.796875"
10006440,South Lake Juvenile Treatment Center,,38.935201491263825,-119.97219591552351,38.921875,-119.984375,1.815,True,False,,"38.921875,-119.984375"
10006486,Buena Park City Jail,,33.86413456620653,-117.99695734946756,33.859375,-117.984375,1.274,True,False,,"33.859375,-117.984375"
10005311,Fresno County Main Detention Facility,,36.73819529451567,-119.7899519676438,36.734375,-119.796875,0.748,True,False,,"36.734375,-119.796875"
10002312,Glenn County Jail,,39.519679878877575,-122.2003805703925,39.515625,-122.203125,0.508,True,False,,"39.515625,-122.203125"
10005313,Fresno County Jail South Annex,,36.737340306481336,-119.78920805046889,36.734375,-119.796875,0.757,True,False,,"36.734375,-119.796875"
10005254,Humboldt County Correctional Facility,,40.80297362800573,-124.16156606209246,40.796875,-124.171875,1.099,True,False,,"40.796875,-124.171875"
10000880,Imperial County Jail,,32.74730136464732,-115.56369468007372,32.734375,-115.578125,1.968,True,False,,"32.734375,-115.578125"
10006496,Redondo Beach Jail,,33.84487497243068,-118.38832350793837,33.859375,-118.390625,1.623,True,False,,"33.859375,-118.390625"
10002356,Century Regional Detention Center,,33.92808328856635,-118.22748820851368,33.921875,-118.234375,0.937,True,False,,"33.921875,-118.234375"
10005336,Kern County Lerdo Pre-Trial Facility,,35.509232224714665,-119.11066155139858,35.515625,-119.109375,0.719,True,False,,"35.515625,-119.109375"
10005334,Larry J Rhoades Kern Crossroads Facility,,35.50544049501467,-119.11506321759109,35.515625,-119.109375,1.242,True,False,,"35.515625,-119.109375"
10002343,Kern County Central Receiving Facility,,35.372514913991346,-119.01775467607553,35.359375,-119.015625,1.471,True,False,,"35.359375,-119.015625"
10000889,Inmate Reception Center,,34.05882860956883,-118.2307921797654,34.046875,-118.234375,1.367,True,False,,"34.046875,-118.234375"
10005280,Lake County Hill Road Jail,,39.104174901130456,-122.91333000554673,39.109375,-122.921875,0.935,True,False,,"39.109375,-122.921875"
10006704,Mariposa County Juvenile Detention Facility,,37.488618729358855,-119.96803812171764,37.484375,-119.953125,1.395,True,False,,"37.484375,-119.953125"
10006909,Huntington Park Jail,,33.9796633125608,-118.21863230920243,33.984375,-118.203125,1.52,True,False,,"33.984375,-118.203125"
10000912,Barry J Nidorf Juvenile Hall,,34.315820791234124,-118.48324565628825,34.328125,-118.484375,1.37,True,False,,"34.328125,-118.484375"
10005262,Lassen County Juvenile Detention Facility,,40.42450028814349,-120.64836918474327,40.421875,-120.640625,0.716,True,False,,"40.421875,-120.640625"
10000888,Men's Central Jail,,34.060423389772325,-118.23112916876896,34.046875,-118.234375,1.533,True,False,,"34.046875,-118.234375"
10000803,Madera County Juvenile Detention Facility,,36.95303248598929,-120.03571367061356,36.953125,-120.046875,0.99,True,False,,"36.953125,-120.046875"
10001524,Marin County Jail,,37.999504270594485,-122.53252445910216,37.984375,-122.546875,2.097,True,False,,"37.984375,-122.546875"
10000807,Merced County Jail,,37.30716956554306,-120.48382018893972,37.296875,-120.484375,1.144,True,False,,"37.296875,-120.484375"
10005306,Mariposa County Adult Detention Facility,,37.49996234905585,-119.987694996906,37.484375,-119.984375,1.755,True,False,,"37.484375,-119.984375"
10005250,Modoc County Jail,,41.483803440499145,-120.54072090870048,41.484375,-120.546875,0.516,True,False,,"41.484375,-120.546875"
10005295,Mono County Jail,,38.25701172449448,-119.2281627852132,38.265625,-119.234375,1.099,True,False,,"38.265625,-119.234375"
10005284,Wayne Brown Correctional Facility,,39.268673229848154,-121.02790388529456,39.265625,-121.015625,1.108,True,False,,"39.265625,-121.015625"
10000890,Pitchess Detention Center-North,,34.46919331550016,-118.60482801608542,34.484375,-118.609375,1.736,True,False,,"34.484375,-118.609375"
10005375,Twin Towers Correctional Facility,,34.058445694210576,-118.23061700116908,34.046875,-118.234375,1.33,True,False,,"34.046875,-118.234375"
10002319,Napa County Jail,,38.296730767207286,-122.2843068502495,38.296875,-122.296875,1.095,True,False,,"38.296875,-122.296875"
10002311,Mendocino County Jail / Sheriff,,39.16039412256435,-123.220204359166,39.171875,-123.234375,1.764,True,False,,"39.171875,-123.234375"
10005291,Napa County Juvenile Justice Center,,38.28828227700995,-122.29963939302542,38.296875,-122.296875,0.984,True,False,,"38.296875,-122.296875"
10005274,Mendocino County Juvenile Hall,,39.15926394896029,-123.21691581616892,39.171875,-123.203125,1.835,True,False,,"39.171875,-123.203125"
10001530,California Correctional Institution (CCI),CCI,35.10991555190383,-118.57033067748,35.109375,-118.578125,0.71,True,False,,"35.109375,-118.578125"
10000836,California Institution For Men (CIM),CIM,33.98471244959707,-117.68239170046569,33.984375,-117.671875,0.969,True,False,,"33.984375,-117.671875"
10000850,Golden State Annex,,35.669938224404156,-119.22807495791346,35.671875,-119.234375,0.607,True,False,,"35.671875,-119.234375"
10000851,Central Valley Annex,,35.66816608613756,-119.22874700161184,35.671875,-119.234375,0.653,True,False,,"35.671875,-119.234375"
10000817,Correctional Training Facility (CTF),CTF,36.46964827416208,-121.38223254073095,36.484375,-121.390625,1.798,True,False,,"36.484375,-121.390625"
10002341,California Institution For Women (CIW),CIW,33.94974539755923,-117.6363650322742,33.953125,-117.640625,0.543,True,False,,"33.953125,-117.640625"
10000785,California Medical Facility (CMF),CMF,38.3285102029971,-121.97916451130509,38.328125,-121.984375,0.456,True,False,,"38.328125,-121.984375"
10000786,Delta Conservation Camp #8,,38.217626008443645,-121.84722364621932,38.203125,-121.859375,1.927,True,False,,"38.203125,-121.859375"
10000857,California Rehabilitation Center (CRC),CRC,33.9292530412966,-117.5725312861978,33.921875,-117.578125,0.968,True,False,,"33.921875,-117.578125"
10005282,Konocti Conservation Camp #27,,38.91057030566233,-122.7077601724924,38.921875,-122.703125,1.317,True,False,,"38.921875,-122.703125"
10006347,La Cima Conservation Camp #42,,32.93893654769131,-116.53689248814348,32.953125,-116.546875,1.829,True,False,,"32.953125,-116.546875"
10002322,"California State Prison, Sacramento (SAC)",SAC,38.694444232143624,-121.15390376526624,38.703125,-121.140625,1.501,True,False,,"38.703125,-121.140625"
10000811,Miramonte Conservation Camp #5,,36.672531545811935,-119.08573875853784,36.671875,-119.078125,0.682,True,False,,"36.671875,-119.078125"
10002353,California State Prison-Los Angeles County (LAC),LAC,34.693596500791955,-118.2276135961975,34.703125,-118.234375,1.225,True,False,,"34.703125,-118.234375"
10002349,Acton Conservation Camp #11,,34.437431767090374,-118.287350782123,34.421875,-118.296875,1.934,True,False,,"34.421875,-118.296875"
10000790,San Quentin State Prison (SQ),SQ,37.940039851419016,-122.4903665969169,37.953125,-122.515625,2.646,False,True,manual override (contiguous land WNW),"37.953125,-122.515625"
10000847,Wasco State Prison (WSP),WSP,35.59431194493489,-119.40833193657431,35.609375,-119.421875,2.071,True,False,,"35.609375,-119.421875"
10002340,Desert View Annex,,34.55992220018533,-117.4373207394121,34.546875,-117.421875,2.023,True,False,,"34.546875,-117.421875"
10000879,Puerta La Cruz Conservation Camp #14,,33.32449679713223,-116.68321048338171,33.328125,-116.671875,1.126,True,False,,"33.328125,-116.671875"
10000808,John Latorraca Correctional Facility,,37.189420106543345,-120.53775921676562,37.203125,-120.546875,1.722,True,False,,"37.203125,-120.546875"
10000841,North Kern State Prison (NKSP),NKSP,35.78188517301339,-119.30987566982682,35.796875,-119.296875,2.034,True,False,,"35.796875,-119.296875"
10005299,Vallecito Conservation Camp #1,,38.106427356926375,-120.48874358476203,38.109375,-120.484375,0.503,True,False,,"38.109375,-120.484375"
10006532,Department Of State Hospitals - Atascadero,,35.46406026013646,-120.6348665784761,35.453125,-120.640625,1.321,True,False,,"35.453125,-120.640625"
10001522,Sierra Conservation Center (SCC),SCC,37.89168865412792,-120.53654018648405,37.890625,-120.546875,0.913,True,False,,"37.890625,-120.546875"
10000784,Pine Grove Conservation Camp,,38.4117068986096,-120.63947541383544,38.421875,-120.640625,1.133,True,False,,"38.421875,-120.640625"
10000856,Norco Conservation Camp #0,,33.92691793871164,-117.57594424895476,33.921875,-117.578125,0.595,True,False,,"33.921875,-117.578125"
10006531,Department Of State Hospitals - Coalinga,,36.13343268870778,-120.24044350195224,36.140625,-120.234375,0.966,True,False,,"36.140625,-120.234375"
10000902,Francisquito Conservation Camp #4,,34.565337588031426,-118.47580837113031,34.578125,-118.484375,1.621,True,False,,"34.578125,-118.484375"
10005253,High Rock Conservation Camp #32,,40.375077084153816,-123.9312622305967,40.390625,-123.921875,1.9,True,False,,"40.390625,-123.921875"
10000838,Oak Glen Conservation Camp #35,,34.03332926365807,-116.90609379198143,34.046875,-116.890625,2.07,True,False,,"34.046875,-116.890625"
10000844,Kern Valley State Prison (KVSP),KVSP,35.76647451591408,-119.32536275967016,35.765625,-119.328125,0.266,True,False,,"35.765625,-119.328125"
10000861,Ironwood State Prison (ISP),ISP,33.56097662668156,-114.9260675684116,33.546875,-114.921875,1.613,True,False,,"33.546875,-114.921875"
10000821,Salinas Valley State Prison (SVSP),SVSP,36.47885711260287,-121.37439425565836,36.484375,-121.359375,1.474,True,False,,"36.484375,-121.359375"
10005272,Parlin Fork Conservation Camp #6,,39.36977478501272,-123.6556177393927,39.359375,-123.640625,1.729,True,False,,"39.359375,-123.640625"
10000870,South Bay Detention Facility,,32.63304064341742,-117.07753111701798,32.640625,-117.078125,0.844,True,False,,"32.640625,-117.078125"
10006220,Camp Gonzales,,34.08770877517197,-118.70768791922296,34.078125,-118.703125,1.144,True,False,,"34.078125,-118.703125"
10005296,Amador County Jail,,38.351538648718005,-120.76931828684096,38.359375,-120.765625,0.927,True,False,,"38.359375,-120.765625"
10006226,Camp Rockey,,34.1345449734149,-117.79496229533272,34.140625,-117.796875,0.697,True,False,,"34.140625,-117.796875"
10002338,Bob Wiley Detention Facility,,36.45663045552659,-119.32069305186393,36.453125,-119.328125,0.769,True,False,,"36.453125,-119.328125"
10006229,Camp Scudder,,34.45854032992573,-118.4828038923584,34.453125,-118.484375,0.618,True,False,,"34.453125,-118.484375"
10005289,El Dorado County Jail - South Lake Tahoe,,38.9340685149632,-119.97213762662253,38.921875,-119.984375,1.717,True,False,,"38.921875,-119.984375"
10005288,El Dorado County Jail - Placerville,,38.72391175979539,-120.82363571641528,38.734375,-120.828125,1.225,True,False,,"38.734375,-120.828125"
10005270,Butte County Juvenile Hall,,39.529692691577225,-121.57051867645444,39.515625,-121.578125,1.692,True,False,,"39.515625,-121.578125"
10000900,Camp Afflerbaugh,,34.15309188637279,-117.74191185518086,34.140625,-117.734375,1.547,True,False,,"34.140625,-117.734375"
10005320,Inyo County Jail,,36.79894438134117,-118.19380693837496,36.796875,-118.203125,0.859,True,False,,"36.796875,-118.203125"
10006705,Carl F. Bryan II Juvenile Hall,,39.26565985450622,-121.03245172516118,39.265625,-121.046875,1.24,True,False,,"39.265625,-121.046875"
10006703,Camp Erwin Owen,,35.76932479905095,-118.42746270426794,35.765625,-118.421875,0.65,True,False,,"35.765625,-118.421875"
10000834,Central Detention Center,,34.10242616729506,-117.27345082727165,34.109375,-117.265625,1.055,True,False,,"34.109375,-117.265625"
10000827,Kings County Jail,,36.33368353541322,-119.66961592010344,36.328125,-119.671875,0.649,True,False,,"36.328125,-119.671875"
10006702,Fresno County Juvenile Justice Campus,,36.65951325902287,-119.72474618057136,36.671875,-119.734375,1.618,True,False,,"36.671875,-119.734375"
10005331,West Valley Detention Center,,34.08118905127584,-117.52915047961852,34.078125,-117.515625,1.289,True,False,,"34.078125,-117.515625"
10000828,High Desert Detention Center,,34.5475073764621,-117.45763172644712,34.546875,-117.453125,0.418,True,False,,"34.546875,-117.453125"
10005325,Kings County Juvenile Detention Center,,36.33158401889679,-119.66762056058052,36.328125,-119.671875,0.541,True,False,,"36.328125,-119.671875"
10002331,Santa Rita Jail,,37.71784061903257,-121.88779040170296,37.703125,-121.890625,1.652,True,False,,"37.703125,-121.890625"
20000100,Trinity County Correctional Facility,,40.750736220204836,-122.92319829648272,40.765625,-122.921875,1.656,True,False,,"40.765625,-122.921875"
10000775,Lassen County Adult Detention Facility,,40.42573469368667,-120.65008647053216,40.421875,-120.640625,0.907,True,False,,"40.421875,-120.640625"
10006699,John A. Davis Juvenile Hall,,37.98822234273883,-122.08867712061308,37.984375,-122.078125,1.017,True,False,,"37.984375,-122.078125"
10000809,Iris Garrett Juvenile Justice Complex,,37.18771223201478,-120.54145188502224,37.203125,-120.546875,1.777,True,False,,"37.203125,-120.546875"
10002325,West County Detention Facility,,37.99541519496946,-122.35366094214724,37.984375,-122.359375,1.323,True,False,,"37.984375,-122.359375"
10000778,Sacramento County Main Jail,,38.583018280359575,-121.4975209718283,38.578125,-121.484375,1.263,True,False,,"38.578125,-121.484375"
10005349,James A Musick Facility,,33.66397649112649,-117.69931931581662,33.671875,-117.703125,0.945,True,False,,"33.671875,-117.703125"
10005308,Madera Adult Correctional Facility,,36.95420893495739,-120.03497358639753,36.953125,-120.046875,1.063,True,False,,"36.953125,-120.046875"
10000791,Marin County Juvenile Hall,,38.02754018293216,-122.56630899802622,38.015625,-122.578125,1.678,True,False,,"38.015625,-122.578125"
10005335,Mojave Jail,,35.04626018655627,-118.1625003600632,35.046875,-118.171875,0.855,True,False,,"35.046875,-118.171875"
10005337,Kern County Lerdo Maximum-Medium Facility,,35.510712769404066,-119.11037865485692,35.515625,-119.109375,0.553,True,False,,"35.515625,-119.109375"
10005338,Kern County Lerdo Minimum Facility,,35.51247844150768,-119.11013689243094,35.515625,-119.109375,0.356,True,False,,"35.515625,-119.109375"
10002326,Martinez Detention Facility,,38.01736383431603,-122.13224601906312,38.015625,-122.140625,0.758,True,False,,"38.015625,-122.140625"
10002313,Yuba County Jail,,39.14114653002424,-121.58690840125676,39.140625,-121.578125,0.758,True,False,,"39.140625,-121.578125"
10006439,Placer County Juvenile Detention Center,,38.93667972767868,-121.10931248260697,38.921875,-121.109375,1.643,True,False,,"38.921875,-121.109375"
10006707,Sacramento County Youth Detention Facility,,38.54604226446235,-121.3405908477844,38.546875,-121.328125,1.086,True,False,,"38.546875,-121.328125"
10001526,San Francisco County Jail #2 Annex,,37.77546199277186,-122.40416818642215,37.765625,-122.390625,1.614,True,False,,"37.765625,-122.390625"
10000805,San Francisco County Jail #3,,37.62744097672951,-122.4603625644674,37.640625,-122.453125,1.596,True,False,,"37.640625,-122.453125"
10000854,San Luis Obispo County Jail,,35.32070973785056,-120.7267914288845,35.328125,-120.734375,1.072,True,False,,"35.328125,-120.734375"
10000797,San Joaquin County Juvenile Hall,,37.88362185715131,-121.29059713126162,37.890625,-121.296875,0.952,True,False,,"37.890625,-121.296875"
10000820,Monterey County Youth Center,,36.678865705631374,-121.62745479242824,36.671875,-121.640625,1.406,True,False,,"36.671875,-121.640625"
10006711,Solano County Stanton Correctional Facility,,38.27371914804761,-121.99938649727412,38.265625,-121.984375,1.587,True,False,,"38.265625,-121.984375"
10005315,Santa Clara County Main Jail Complex (North),,37.351471306559965,-121.90623800435311,37.359375,-121.890625,1.633,True,False,,"37.359375,-121.890625"
10000818,Monterey County Jail / Rehabilitation Facility,,36.6990536439476,-121.6303604023972,36.703125,-121.640625,1.019,True,False,,"36.703125,-121.640625"
10001529,Santa Cruz County Main Jail,,36.98011161131043,-122.02381977917152,36.984375,-122.015625,0.867,True,False,,"36.984375,-122.015625"
10005314,Santa Clara County Juvenile Hall,,37.34970166305614,-121.90715984251057,37.359375,-121.921875,1.685,True,False,,"37.359375,-121.921875"
10000788,Solano County Justice Center Detention Facility,,38.24734151191261,-122.0393212229116,38.234375,-122.046875,1.583,True,False,,"38.234375,-122.046875"
10000868,Santa Maria Juvenile Hall,,34.8809478871633,-120.44720314021224,34.890625,-120.453125,1.202,True,False,,"34.890625,-120.453125"
10000819,Monterey County Juvenile Hall,,36.700423193185415,-121.63243384862332,36.703125,-121.640625,0.788,True,False,,"36.703125,-121.640625"
10005277,Sierra County Jail Temporary Holding Facility,,39.558897821651826,-120.83026440189096,39.546875,-120.828125,1.347,True,False,,"39.546875,-120.828125"
10005293,Sonoma County Juvenile Hall,,38.44154467199271,-122.5821207731632,38.453125,-122.578125,1.332,True,False,,"38.453125,-122.578125"
10005297,Solano County Juvenile Detention Facility,,38.251590132038416,-122.0642316186344,38.265625,-122.078125,1.973,True,False,,"38.265625,-122.078125"
10005294,Sonoma County Probation Camp,,38.504195449308106,-122.8691064487371,38.515625,-122.859375,1.525,True,False,,"38.515625,-122.859375"
10002320,North County Detention Facility,,38.513140047609944,-122.80147808524178,38.515625,-122.796875,0.486,True,False,,"38.515625,-122.796875"
10000865,Santa Barbara County Main Jail,,34.44490502379509,-119.77712765160398,34.453125,-119.765625,1.393,True,False,,"34.453125,-119.765625"
10000886,Ventura County Pre-Trial Detention Facility (Main Jail),,34.26940988794384,-119.20927538337398,34.265625,-119.203125,0.703,True,False,,"34.265625,-119.203125"
10000885,Ventura County Juvenile Justice Complex,,34.25611380659831,-119.15972354105072,34.265625,-119.171875,1.535,True,False,,"34.265625,-119.171875"
10002317,Yolo County Monroe Detention Center,,38.659879421445865,-121.7314816044994,38.671875,-121.734375,1.355,True,False,,"38.671875,-121.734375"
