facilityid,name,cdcr_code,latitude,longitude,cell_lat,cell_lon,cell_dist_km,n_models,n_members,mask_override,loca2_days_over_80_historic,loca2_days_over_90_historic,loca2_days_over_100_historic,loca2_days_over_110_historic,loca2_nights_over_60_historic,loca2_nights_over_70_historic,loca2_nights_over_80_historic,loca2_nights_over_90_historic,loca2_days_over_avg_historic,loca2_days_over_avg_plus10_historic,loca2_nights_over_p95_historic,loca2_nights_over_p98_historic,loca2_days_over_80_midcentury,loca2_days_over_90_midcentury,loca2_days_over_100_midcentury,loca2_days_over_110_midcentury,loca2_nights_over_60_midcentury,loca2_nights_over_70_midcentury,loca2_nights_over_80_midcentury,loca2_nights_over_90_midcentury,loca2_days_over_avg_midcentury,loca2_days_over_avg_plus10_midcentury,loca2_nights_over_p95_midcentury,loca2_nights_over_p98_midcentury,loca2_days_over_80_endcentury,loca2_days_over_90_endcentury,loca2_days_over_100_endcentury,loca2_days_over_110_endcentury,loca2_nights_over_60_endcentury,loca2_nights_over_70_endcentury,loca2_nights_over_80_endcentury,loca2_nights_over_90_endcentury,loca2_days_over_avg_endcentury,loca2_days_over_avg_plus10_endcentury,loca2_nights_over_p95_endcentury,loca2_nights_over_p98_endcentury,loca2_avg_summer_tmax_f,loca2_avg_summer_tmin_f,loca2_p95_tmin_f,loca2_p98_tmin_f
10002356,Century Regional Detention Center,,33.92808328856635,-118.22748820851368,33.921875,-118.234375,0.937,14,62,False,118.465,19.469,1.258,0.011,104.659,11.067,0.416,0.001,89.867,11.989,13.4,5.405,165.48,41.732,4.316,0.151,158.698,32.805,2.222,0.041,136.439,28.162,40.424,20.425,194.188,64.955,8.936,0.507,188.032,59.98,5.565,0.199,166.331,46.867,68.331,42.305,82.01,62.293,69.259,72.222
10005336,Kern County Lerdo Pre-Trial Facility,,35.509232224714665,-119.11066155139858,35.515625,-119.109375,0.719,14,62,False,162.805,95.849,18.964,0.105,79.258,9.114,0.052,0.0,66.662,4.853,13.896,5.933,188.553,127.143,49.149,2.108,117.386,34.124,1.016,0.004,101.851,21.654,43.626,26.786,202.344,143.826,72.389,6.789,140.017,57.481,4.497,0.02,121.035,40.589,68.061,48.492,93.686,61.608,68.771,71.149
10005334,Larry J Rhoades Kern Crossroads Facility,,35.50544049501467,-119.11506321759109,35.515625,-119.109375,1.242,14,62,False,162.805,95.849,18.964,0.105,79.258,9.114,0.052,0.0,66.662,4.853,13.896,5.933,188.553,127.143,49.149,2.108,117.386,34.124,1.016,0.004,101.851,21.654,43.626,26.786,202.344,143.826,72.389,6.789,140.017,57.481,4.497,0.02,121.035,40.589,68.061,48.492,93.686,61.608,68.771,71.149
10002343,Kern County Central Receiving Facility,,35.372514913991346,-119.01775467607553,35.359375,-119.015625,1.471,14,62,False,186.054,129.568,65.275,6.253,128.388,52.84,3.128,0.011,62.994,5.421,14.08,6.096,206.333,153.527,96.155,21.736,153.66,90.493,17.853,0.23,94.037,20.1,44.854,27.629,216.543,165.704,113.02,38.724,167.699,110.318,40.438,1.583,111.111,36.42,70.511,52.366,100.313,69.747,75.979,78.411
10000889,Inmate Reception Center,,34.05882860956883,-118.2307921797654,34.046875,-118.234375,1.367,14,62,False,115.421,19.709,0.943,0.002,128.928,15.798,0.456,0.0,88.932,11.727,13.691,5.707,162.629,45.589,4.312,0.088,179.885,47.6,3.363,0.038,135.487,31.008,44.433,24.106,191.049,70.142,9.812,0.427,210.24,81.063,9.419,0.242,165.055,51.453,74.832,49.46,82.04,63.513,70.472,73.241
10005280,Lake County Hill Road Jail,,39.104174901130456,-122.91333000554673,39.109375,-122.921875,0.935,14,62,False,125.949,62.562,8.822,0.069,16.462,0.421,0.003,0.0,66.037,10.266,14.192,6.23,151.147,92.272,26.856,1.132,46.467,2.845,0.057,0.0,95.628,29.86,42.583,25.02,164.823,110.156,42.9,3.438,74.846,9.85,0.223,0.002,113.315,46.585,69.949,49.167,89.489,54.154,60.578,63.168
10006704,Mariposa County Juvenile Detention Facility,,37.488618729358855,-119.96803812171764,37.484375,-119.953125,1.395,14,62,False,128.98,66.41,7.296,0.022,70.91,7.084,0.011,0.0,67.738,7.75,15.01,6.484,160.121,104.033,30.541,0.775,111.484,34.175,0.908,0.002,105.198,31.738,50.313,33.126,174.819,123.615,52.912,3.479,133.322,60.798,4.994,0.016,124.831,54.26,77.81,59.367,89.816,60.348,67.907,70.182
10006909,Huntington Park Jail,,33.9796633125608,-118.21863230920243,33.984375,-118.203125,1.52,14,62,False,140.747,30.724,2.05,0.018,110.877,12.317,0.387,0.0,86.654,11.6,13.715,5.613,186.359,62.297,7.53,0.262,165.187,38.458,2.564,0.035,132.645,29.731,43.681,23.0,213.346,89.303,15.594,0.995,194.954,69.097,7.084,0.206,161.824,49.407,73.387,47.401,84.108,62.76,69.595,72.453
10000912,Barry J Nidorf Juvenile Hall,,34.315820791234124,-118.48324565628825,34.328125,-118.484375,1.37,14,62,False,146.527,67.277,8.678,0.048,81.451,12.719,0.151,0.0,73.076,10.942,14.191,6.094,189.327,105.129,27.109,1.305,131.464,39.972,2.631,0.008,111.853,31.892,42.796,26.251,214.97,130.546,45.936,3.747,161.503,63.467,7.386,0.117,137.273,52.125,66.033,45.584,89.208,60.957,69.636,72.246
10005262,Lassen County Juvenile Detention Facility,,40.42450028814349,-120.64836918474327,40.421875,-120.640625,0.716,14,62,False,97.306,32.164,0.708,0.0,3.048,0.016,0.0,0.0,64.448,7.402,15.865,7.229,125.916,68.662,11.914,0.156,18.724,0.38,0.001,0.0,98.486,34.823,50.3,32.271,139.515,89.158,27.514,1.295,43.761,2.918,0.01,0.0,115.208,56.56,79.1,60.33,85.248,48.646,55.231,57.739
10000888,Men's Central Jail,,34.060423389772325,-118.23112916876896,34.046875,-118.234375,1.533,14,62,False,115.421,19.709,0.943,0.002,128.928,15.798,0.456,0.0,88.932,11.727,13.691,5.707,162.629,45.589,4.312,0.088,179.885,47.6,3.363,0.038,135.487,31.008,44.433,24.106,191.049,70.142,9.812,0.427,210.24,81.063,9.419,0.242,165.055,51.453,74.832,49.46,82.04,63.513,70.472,73.241
10000803,Madera County Juvenile Detention Facility,,36.95303248598929,-120.03571367061356,36.953125,-120.046875,0.99,14,62,False,163.758,103.62,29.797,0.452,62.269,3.471,0.028,0.002,63.913,5.503,14.819,6.246,187.72,133.14,64.207,6.358,105.35,19.748,0.425,0.002,99.067,24.379,48.685,29.433,198.589,147.535,85.353,15.523,128.719,46.728,3.078,0.012,117.009,43.068,80.353,59.223,95.446,60.418,66.071,68.551
10001524,Marin County Jail,,37.999504270594485,-122.53252445910216,37.984375,-122.546875,2.097,14,62,False,82.738,17.568,1.673,0.028,10.46,0.631,0.011,0.0,73.118,14.914,14.669,5.972,127.239,37.984,5.728,0.326,38.888,2.349,0.09,0.003,119.131,33.384,54.951,29.336,149.727,59.381,11.42,1.021,73.575,7.189,0.267,0.005,142.205,52.869,90.421,57.796,80.86,52.376,58.782,61.836
10000807,Merced County Jail,,37.30716956554306,-120.48382018893972,37.296875,-120.484375,1.144,14,62,False,166.87,107.621,34.865,0.709,77.103,5.814,0.02,0.0,62.091,5.515,14.604,6.243,190.104,134.434,64.29,5.985,114.354,27.322,0.516,0.002,94.346,19.701,47.839,29.408,200.881,148.227,84.715,14.354,134.864,53.236,3.035,0.007,111.668,35.881,75.293,55.327,96.235,61.827,67.502,69.827
10005306,Mariposa County Adult Detention Facility,,37.49996234905585,-119.987694996906,37.484375,-119.984375,1.755,14,62,False,130.105,66.379,6.897,0.014,72.076,7.137,0.013,0.0,68.922,7.762,15.006,6.457,161.606,104.748,29.887,0.684,113.574,34.566,0.97,0.002,106.945,32.13,50.607,33.272,176.551,124.919,52.8,3.304,135.819,62.161,5.207,0.02,126.95,55.547,79.003,60.37,89.659,60.472,67.953,70.225
10005250,Modoc County Jail,,41.483803440499145,-120.54072090870048,41.484375,-120.546875,0.516,14,62,False,96.0,35.706,1.698,0.0,0.414,0.008,0.0,0.0,66.627,11.715,15.041,6.319,125.385,73.548,16.803,0.408,2.217,0.028,0.0,0.0,100.551,43.326,48.374,27.828,140.179,93.119,32.508,2.751,15.64,0.436,0.008,0.0,117.976,63.329,82.961,61.589,85.029,43.406,49.498,52.24
10005295,Mono County Jail,,38.25701172449448,-119.2281627852132,38.265625,-119.234375,1.099,14,62,False,73.337,6.584,0.002,0.0,0.239,0.002,0.0,0.0,65.774,4.136,13.675,5.872,113.736,33.026,0.546,0.0,1.526,0.01,0.0,0.0,107.184,26.661,32.964,17.428,133.312,57.097,3.064,0.004,6.418,0.071,0.002,0.0,127.593,49.418,59.024,38.832,80.891,43.037,50.199,52.905
10005284,Wayne Brown Correctional Facility,,39.268673229848154,-121.02790388529456,39.265625,-121.015625,1.108,14,62,False,106.113,36.366,1.461,0.001,42.798,1.448,0.0,0.0,67.705,8.133,15.097,6.768,138.849,74.107,9.421,0.119,88.813,14.476,0.145,0.0,104.36,30.027,53.601,35.723,155.016,96.669,20.666,0.45,113.115,33.801,0.991,0.001,123.648,50.936,80.202,61.589,85.769,57.041,64.361,66.621
10000890,Pitchess Detention Center-North,,34.46919331550016,-118.60482801608542,34.484375,-118.609375,1.736,14,62,False,156.505,75.238,12.159,0.12,56.447,4.087,0.02,0.0,76.482,12.665,14.717,6.449,201.875,116.933,34.883,1.902,105.966,22.34,0.744,0.003,118.263,35.92,47.598,30.149,227.45,141.749,57.3,5.813,139.504,45.761,2.947,0.014,143.143,58.448,76.849,55.908,89.845,58.205,66.243,68.758
10005375,Twin Towers Correctional Facility,,34.058445694210576,-118.23061700116908,34.046875,-118.234375,1.33,14,62,False,115.421,19.709,0.943,0.002,128.928,15.798,0.456,0.0,88.932,11.727,13.691,5.707,162.629,45.589,4.312,0.088,179.885,47.6,3.363,0.038,135.487,31.008,44.433,24.106,191.049,70.142,9.812,0.427,210.24,81.063,9.419,0.242,165.055,51.453,74.832,49.46,82.04,63.513,70.472,73.241
10002319,Napa County Jail,,38.296730767207286,-122.2843068502495,38.296875,-122.296875,1.095,14,62,False,123.817,38.773,4.807,0.028,10.89,0.513,0.006,0.0,71.534,15.121,13.542,5.644,161.063,63.364,12.104,0.505,35.717,1.819,0.075,0.0,108.095,28.721,45.749,22.511,177.938,87.716,19.52,1.396,71.023,5.575,0.166,0.003,133.158,42.548,81.073,50.235,85.445,52.862,59.268,62.218
10002311,Mendocino County Jail / Sheriff,,39.16039412256435,-123.220204359166,39.171875,-123.234375,1.764,14,62,False,117.109,51.561,7.07,0.107,16.383,0.649,0.009,0.0,69.732,15.358,13.317,5.623,144.773,80.826,22.639,1.276,47.7,3.081,0.078,0.0,99.644,38.342,41.808,22.089,162.428,100.831,39.999,3.627,78.036,11.681,0.32,0.006,119.022,57.759,70.665,47.455,87.045,53.767,60.839,63.798
10005291,Napa County Juvenile Justice Center,,38.28828227700995,-122.29963939302542,38.296875,-122.296875,0.984,14,62,False,123.817,38.773,4.807,0.028,10.89,0.513,0.006,0.0,71.534,15.121,13.542,5.644,161.063,63.364,12.104,0.505,35.717,1.819,0.075,0.0,108.095,28.721,45.749,22.511,177.938,87.716,19.52,1.396,71.023,5.575,0.166,0.003,133.158,42.548,81.073,50.235,85.445,52.862,59.268,62.218
10005274,Mendocino County Juvenile Hall,,39.15926394896029,-123.21691581616892,39.171875,-123.203125,1.835,14,62,False,133.941,67.287,13.521,0.313,14.518,0.618,0.011,0.0,70.777,15.483,13.543,5.696,159.046,97.094,35.482,2.808,43.424,2.323,0.062,0.0,100.574,38.647,42.157,21.798,175.639,116.418,54.595,6.945,75.416,8.394,0.229,0.006,119.959,58.025,72.487,46.549,89.447,54.089,60.315,63.221
10001530,California Correctional Institution (CCI),CCI,35.10991555190383,-118.57033067748,35.109375,-118.578125,0.71,14,62,False,80.774,11.199,0.023,0.0,31.359,0.493,0.001,0.0,70.211,6.692,14.726,6.438,118.966,40.234,1.213,0.0,72.664,6.524,0.028,0.0,109.607,30.148,48.796,31.564,139.532,62.054,4.353,0.03,97.7,18.888,0.137,0.001,130.717,50.312,74.242,55.439,81.362,55.38,62.795,65.016
10000836,California Institution For Men (CIM),CIM,33.98471244959707,-117.68239170046569,33.984375,-117.671875,0.969,14,62,False,165.584,69.626,8.669,0.071,39.342,2.691,0.048,0.0,81.87,12.821,14.406,6.214,210.102,112.261,28.808,1.762,90.003,13.956,0.581,0.006,125.073,36.912,46.871,26.92,234.934,138.18,48.23,5.216,127.267,31.76,2.347,0.064,151.391,58.759,78.712,52.404,88.659,56.914,64.35,67.288
10000850,Golden State Annex,,35.669938224404156,-119.22807495791346,35.671875,-119.234375,0.607,14,62,False,172.418,110.628,33.712,0.582,71.263,5.676,0.033,0.0,65.495,4.711,14.084,5.991,195.741,138.849,68.102,5.647,110.432,25.688,0.597,0.003,99.456,20.674,43.693,26.965,207.556,153.335,89.484,14.771,133.131,51.724,3.045,0.015,117.986,38.955,72.519,52.995,96.083,61.298,67.56,69.885
10000851,Central Valley Annex,,35.66816608613756,-119.22874700161184,35.671875,-119.234375,0.653,14,62,False,172.418,110.628,33.712,0.582,71.263,5.676,0.033,0.0,65.495,4.711,14.084,5.991,195.741,138.849,68.102,5.647,110.432,25.688,0.597,0.003,99.456,20.674,43.693,26.965,207.556,153.335,89.484,14.771,133.131,51.724,3.045,0.015,117.986,38.955,72.519,52.995,96.083,61.298,67.56,69.885
10000817,Correctional Training Facility (CTF),CTF,36.46964827416208,-121.38223254073095,36.484375,-121.390625,1.798,14,62,False,107.407,25.091,2.633,0.018,5.257,0.105,0.001,0.0,85.831,18.034,12.619,5.198,152.348,42.404,5.838,0.165,17.054,0.612,0.007,0.0,127.481,31.678,36.067,17.19,179.492,60.3,10.23,0.519,40.489,2.357,0.034,0.0,156.952,45.995,72.203,41.056,81.823,50.954,57.036,59.887
10002341,California Institution For Women (CIW),CIW,33.94974539755923,-117.6363650322742,33.953125,-117.640625,0.543,14,62,False,168.055,74.398,10.585,0.16,36.247,2.386,0.052,0.0,82.362,13.494,14.306,6.125,211.058,115.488,31.531,2.222,84.935,12.105,0.466,0.005,123.72,37.006,46.617,25.783,234.484,140.893,51.889,6.265,123.271,29.491,2.131,0.051,149.249,58.736,79.286,51.958,89.123,56.391,63.889,66.956
10000785,California Medical Facility (CMF),CMF,38.3285102029971,-121.97916451130509,38.328125,-121.984375,0.456,14,62,False,136.581,56.557,9.305,0.064,24.538,1.124,0.005,0.0,70.148,14.456,14.39,6.002,168.38,91.712,23.602,1.438,60.967,5.126,0.088,0.0,106.495,31.62,41.335,21.735,182.335,113.421,37.423,4.205,94.393,12.091,0.299,0.002,127.435,48.466,69.932,42.355,88.299,54.62,62.14,65.082
10000786,Delta Conservation Camp #8,,38.217626008443645,-121.84722364621932,38.203125,-121.859375,1.927,14,62,False,132.08,51.948,7.88,0.059,7.951,0.242,0.003,0.0,70.696,15.249,14.337,5.885,165.476,85.602,21.61,1.085,34.126,1.4,0.029,0.0,107.094,33.44,56.114,28.979,181.579,107.59,34.534,3.289,71.273,4.928,0.105,0.001,128.56,49.86,94.978,62.337,87.478,52.359,58.12,60.889
10000857,California Rehabilitation Center (CRC),CRC,33.9292530412966,-117.5725312861978,33.921875,-117.578125,0.968,14,62,False,178.806,87.692,15.579,0.33,76.931,8.397,0.173,0.001,76.923,11.116,14.379,6.207,218.585,127.125,41.681,3.45,131.443,32.112,1.945,0.027,116.345,33.5,47.937,27.452,241.008,150.976,64.102,8.752,160.063,60.96,6.752,0.196,140.146,54.06,78.415,53.242,91.226,60.87,68.055,70.914
10005282,Konocti Conservation Camp #27,,38.91057030566233,-122.7077601724924,38.921875,-122.703125,1.317,14,62,False,116.903,53.183,7.211,0.055,50.639,3.896,0.04,0.0,64.581,11.478,14.933,6.549,147.328,87.527,24.235,1.119,92.201,19.934,0.61,0.005,98.614,33.278,46.379,28.738,161.318,105.273,38.942,2.879,114.313,39.364,2.759,0.026,115.549,49.899,70.225,50.323,88.336,58.601,65.968,68.585
10006347,La Cima Conservation Camp #42,,32.93893654769131,-116.53689248814348,32.953125,-116.546875,1.829,14,62,False,90.505,16.134,0.186,0.0,25.649,0.378,0.003,0.0,68.406,6.612,14.763,6.249,126.676,41.81,1.657,0.003,62.022,3.545,0.017,0.002,106.305,21.224,45.071,27.037,145.249,61.616,4.567,0.05,85.285,8.629,0.094,0.0,125.085,36.907,65.931,44.278,82.805,55.255,61.894,64.194
10002322,"California State Prison, Sacramento (SAC)",SAC,38.694444232143624,-121.15390376526624,38.703125,-121.140625,1.501,14,62,False,131.032,61.856,6.829,0.011,52.456,2.384,0.007,0.0,64.534,7.714,14.737,6.297,156.65,93.602,22.929,0.555,97.56,13.127,0.153,0.0,96.298,24.935,42.76,25.318,169.486,111.967,38.77,2.126,123.97,30.193,0.862,0.001,114.418,41.324,69.579,48.495,89.631,58.485,65.374,67.727
10000811,Miramonte Conservation Camp #5,,36.672531545811935,-119.08573875853784,36.671875,-119.078125,0.682,14,62,False,124.299,56.385,2.616,0.0,79.181,7.619,0.009,0.0,69.297,5.612,15.222,6.643,156.772,98.186,21.832,0.235,119.601,36.498,1.08,0.001,108.796,32.366,51.12,34.34,173.112,119.756,44.094,1.686,142.295,67.597,6.781,0.027,129.366,57.676,82.299,64.734,88.369,60.666,68.21,70.335
10002353,California State Prison-Los Angeles County (LAC),LAC,34.693596500791955,-118.2276135961975,34.703125,-118.234375,1.225,14,62,False,155.112,91.275,21.358,0.219,82.919,16.12,0.237,0.001,68.262,7.021,15.148,6.734,189.851,127.294,51.287,3.469,121.338,51.815,4.398,0.031,103.61,27.765,50.155,33.532,207.85,145.207,70.797,8.007,141.683,75.312,12.868,0.17,122.634,43.754,73.318,55.139,93.332,63.583,70.297,72.816
10002349,Acton Conservation Camp #11,,34.437431767090374,-118.287350782123,34.421875,-118.296875,1.934,14,62,False,113.204,42.125,2.135,0.003,65.238,6.97,0.039,0.0,68.154,8.447,14.672,6.473,149.756,75.585,11.566,0.204,106.436,29.911,1.154,0.002,103.783,27.64,45.61,28.943,170.814,96.202,22.242,0.73,130.821,50.287,3.861,0.017,124.14,44.723,67.598,48.706,86.451,59.969,67.759,70.264
10000790,San Quentin State Prison (SQ),SQ,37.940039851419016,-122.4903665969169,37.953125,-122.515625,2.646,14,62,True,98.068,21.696,2.035,0.032,13.512,0.79,0.017,0.0,71.921,13.134,14.535,5.956,136.956,41.899,6.078,0.344,43.816,2.747,0.101,0.004,113.922,28.031,50.111,25.787,157.322,62.778,11.612,0.964,78.639,7.276,0.285,0.005,136.183,44.677,83.759,51.137,82.422,53.491,59.74,62.758
10000847,Wasco State Prison (WSP),WSP,35.59431194493489,-119.40833193657431,35.609375,-119.421875,2.071,14,62,False,180.32,119.799,43.459,1.318,72.281,5.778,0.049,0.0,65.498,4.547,14.199,6.015,201.747,146.872,78.026,8.549,111.681,23.758,0.506,0.004,99.014,19.416,42.032,24.739,212.904,160.133,98.033,19.664,134.911,51.918,3.092,0.017,116.852,36.228,73.257,52.941,97.412,61.527,67.553,69.934
10002340,Desert View Annex,,34.55992220018533,-117.4373207394121,34.546875,-117.421875,2.023,14,62,False,154.852,92.845,16.173,0.076,67.849,6.771,0.053,0.001,64.996,3.862,13.967,6.082,185.474,124.9,44.875,1.726,107.135,28.206,0.866,0.006,99.283,19.862,44.455,27.346,202.057,141.811,65.47,5.306,128.009,49.649,3.745,0.033,118.609,35.328,67.624,48.171,93.531,60.859,67.784,70.27
10000879,Puerta La Cruz Conservation Camp #14,,33.32449679713223,-116.68321048338171,33.328125,-116.671875,1.126,14,62,False,141.134,65.805,4.13,0.0,50.642,2.666,0.016,0.001,71.423,5.463,14.17,6.042,181.876,105.047,19.459,0.22,90.39,14.283,0.235,0.003,110.608,23.189,42.107,25.568,207.243,129.451,35.408,0.887,116.891,29.514,0.907,0.008,134.674,40.763,64.979,44.853,89.363,57.261,65.659,68.034
10000808,John Latorraca Correctional Facility,,37.189420106543345,-120.53775921676562,37.203125,-120.546875,1.722,14,62,False,166.114,101.697,26.145,0.277,17.285,0.36,0.006,0.0,64.56,5.848,14.305,5.984,190.487,131.743,54.648,3.628,54.241,2.752,0.036,0.002,98.896,21.006,48.711,28.66,200.985,146.063,75.545,9.392,88.398,11.124,0.13,0.001,116.364,37.139,81.735,58.368,94.732,54.743,60.608,63.066
10000841,North Kern State Prison (NKSP),NKSP,35.78188517301339,-119.30987566982682,35.796875,-119.296875,2.034,14,62,False,175.229,115.261,39.985,0.965,70.916,4.849,0.03,0.0,65.318,4.56,14.275,6.109,196.999,141.668,74.341,7.605,109.986,24.634,0.518,0.004,98.076,20.532,46.537,28.776,209.423,155.999,94.915,18.857,131.76,54.248,3.647,0.022,116.351,38.799,77.832,58.822,96.931,61.422,67.187,69.484
10005299,Vallecito Conservation Camp #1,,38.106427356926375,-120.48874358476203,38.109375,-120.484375,0.503,14,62,False,133.701,70.812,9.612,0.033,61.474,5.588,0.01,0.0,68.681,8.608,14.503,6.318,163.891,108.092,34.277,1.309,102.36,25.766,0.529,0.002,106.324,32.413,43.48,27.681,177.715,127.318,56.983,5.171,124.827,48.2,3.621,0.008,125.74,54.629,68.507,50.665,90.292,58.916,67.311,69.699
10006532,Department Of State Hospitals - Atascadero,,35.46406026013646,-120.6348665784761,35.453125,-120.640625,1.321,14,62,False,129.914,58.148,9.791,0.406,8.151,0.394,0.009,0.0,73.089,16.701,15.873,6.653,168.606,94.336,28.753,2.678,44.075,3.456,0.115,0.002,111.323,40.788,66.289,41.39,189.1,115.468,43.111,5.795,76.623,11.238,0.464,0.005,132.365,57.85,97.269,72.062,87.74,52.076,57.732,60.673
10001522,Sierra Conservation Center (SCC),SCC,37.89168865412792,-120.53654018648405,37.890625,-120.546875,0.913,14,62,False,147.911,87.126,18.308,0.123,35.435,1.078,0.007,0.0,66.573,7.753,14.26,6.11,174.716,119.279,47.441,3.171,75.003,11.29,0.113,0.0,101.287,28.299,45.56,29.248,187.082,136.474,70.524,10.032,101.041,25.952,0.903,0.001,120.476,48.482,69.542,50.912,92.821,55.665,63.784,66.238
10000784,Pine Grove Conservation Camp,,38.4117068986096,-120.63947541383544,38.421875,-120.640625,1.133,14,62,False,121.532,54.428,4.413,0.005,46.538,2.602,0.003,0.0,66.018,7.83,14.897,6.405,149.059,89.348,20.128,0.367,86.066,14.957,0.161,0.0,99.847,28.598,43.21,26.415,164.773,109.51,36.483,1.655,109.499,34.499,1.127,0.003,119.306,47.639,69.019,50.234,88.431,57.279,65.428,67.877
10000856,Norco Conservation Camp #0,,33.92691793871164,-117.57594424895476,33.921875,-117.578125,0.595,14,62,False,178.806,87.692,15.579,0.33,76.931,8.397,0.173,0.001,76.923,11.116,14.379,6.207,218.585,127.125,41.681,3.45,131.443,32.112,1.945,0.027,116.345,33.5,47.937,27.452,241.008,150.976,64.102,8.752,160.063,60.96,6.752,0.196,140.146,54.06,78.415,53.242,91.226,60.87,68.055,70.914
10006531,Department Of State Hospitals - Coalinga,,36.13343268870778,-120.24044350195224,36.140625,-120.234375,0.966,14,62,False,167.247,107.325,34.016,0.7,81.695,8.14,0.09,0.002,63.767,5.491,14.198,5.876,192.267,136.008,66.985,6.478,123.033,31.803,0.816,0.001,97.447,22.3,45.639,26.595,204.523,150.181,85.73,14.99,144.18,53.825,3.027,0.009,114.584,37.481,69.674,47.068,96.05,61.98,68.366,70.855
10000902,Francisquito Conservation Camp #4,,34.565337588031426,-118.47580837113031,34.578125,-118.484375,1.621,14,62,False,125.424,58.945,6.078,0.01,61.807,5.315,0.013,0.0,69.752,10.325,14.682,6.429,161.437,93.12,23.363,0.841,103.181,26.372,0.867,0.002,104.636,32.251,45.774,29.584,182.219,113.498,40.534,3.172,128.79,46.883,3.461,0.006,124.718,51.219,68.682,50.311,88.445,58.738,67.119,69.546
10005253,High Rock Conservation Camp #32,,40.375077084153816,-123.9312622305967,40.390625,-123.921875,1.9,14,62,False,27.284,2.493,0.01,0.0,1.503,0.02,0.0,0.0,73.388,12.994,12.854,5.404,61.649,11.598,0.342,0.002,11.247,0.306,0.006,0.0,111.164,39.657,53.371,30.629,84.232,24.688,1.976,0.015,34.091,1.61,0.043,0.0,136.91,58.063,95.423,69.178,73.662,48.941,54.265,56.642
10000838,Oak Glen Conservation Camp #35,,34.03332926365807,-116.90609379198143,34.046875,-116.890625,2.07,14,62,False,44.286,1.041,0.0,0.0,13.141,0.113,0.0,0.0,66.325,4.077,15.032,6.408,79.827,8.217,0.039,0.0,45.619,1.752,0.012,0.0,102.361,19.514,48.889,30.002,100.662,18.665,0.244,0.0,71.565,5.377,0.045,0.0,121.61,35.628,74.372,52.702,77.397,53.803,59.659,61.928
10000844,Kern Valley State Prison (KVSP),KVSP,35.76647451591408,-119.32536275967016,35.765625,-119.328125,0.266,14,62,False,178.159,117.651,42.606,1.3,78.993,7.345,0.04,0.0,64.927,4.698,14.31,6.147,199.97,144.41,76.951,8.636,116.35,31.482,0.851,0.006,97.924,20.033,46.68,28.998,212.069,158.613,97.393,20.203,136.751,62.076,5.336,0.03,116.267,37.697,77.075,58.561,97.313,62.408,68.171,70.443
10000861,Ironwood State Prison (ISP),ISP,33.56097662668156,-114.9260675684116,33.546875,-114.921875,1.613,14,62,False,234.307,177.612,121.456,42.325,166.619,107.582,40.312,1.688,59.505,2.317,14.543,6.502,262.789,203.227,150.418,82.367,193.84,136.097,73.0,11.605,98.763,15.75,41.086,26.589,279.838,217.683,165.418,105.076,210.899,153.139,96.402,26.671,119.398,33.153,64.783,47.902,108.053,77.907,84.617,86.949
10000821,Salinas Valley State Prison (SVSP),SVSP,36.47885711260287,-121.37439425565836,36.484375,-121.359375,1.474,14,62,False,88.129,18.327,1.336,0.002,4.065,0.075,0.0,0.0,86.63,17.882,12.793,5.29,133.397,33.557,3.596,0.053,14.205,0.49,0.004,0.0,131.595,32.797,37.3,18.016,163.032,50.214,7.198,0.268,34.235,1.993,0.024,0.0,161.52,49.307,72.636,41.531,80.132,49.63,56.156,59.048
10005272,Parlin Fork Conservation Camp #6,,39.36977478501272,-123.6556177393927,39.359375,-123.640625,1.729,14,62,False,30.89,2.912,0.053,0.0,1.508,0.038,0.0,0.0,76.9,14.375,12.957,5.362,59.63,8.917,0.434,0.007,7.155,0.256,0.007,0.0,117.661,32.35,46.41,24.182,88.459,17.755,1.233,0.017,21.773,1.08,0.028,0.0,148.393,53.731,83.4,53.762,73.978,46.856,53.108,55.932
10000870,South Bay Detention Facility,,32.63304064341742,-117.07753111701798,32.640625,-117.078125,0.844,14,62,False,27.84,2.264,0.034,0.0,96.678,11.925,0.494,0.003,103.799,14.328,11.908,4.824,44.535,4.255,0.111,0.0,130.373,24.961,1.439,0.015,142.657,24.221,26.455,12.144,57.618,6.488,0.264,0.001,150.813,42.218,3.113,0.07,164.623,32.361,43.795,22.996,72.931,62.618,69.958,73.065
10006220,Camp Gonzales,,34.08770877517197,-118.70768791922296,34.078125,-118.703125,1.144,14,62,False,82.951,18.08,0.721,0.001,47.866,4.249,0.048,0.0,78.764,16.274,13.066,5.5,122.104,37.352,4.425,0.097,90.878,16.801,0.824,0.002,116.946,34.75,37.203,21.069,149.22,55.842,8.583,0.306,122.144,33.694,2.867,0.036,144.211,52.52,60.943,40.038,80.46,56.637,66.179,69.122
10005296,Amador County Jail,,38.351538648718005,-120.76931828684096,38.359375,-120.765625,0.927,14,62,False,135.399,73.731,13.229,0.068,39.323,2.316,0.005,0.0,66.162,9.65,13.988,6.053,161.479,105.628,35.733,1.784,75.754,13.465,0.216,0.0,98.945,29.517,38.735,23.719,174.391,123.444,55.817,5.853,101.076,26.513,1.026,0.002,117.603,48.307,59.356,40.685,91.047,55.769,64.974,67.647
