facility,year,month,gridmet_days_over_90f,gridmet_days_over_95f,gridmet_days_over_avg_plus10_base1991_2020,dental_mh_overtime,modified_programs_days,deaths_unexpected,uof_incidents,violent_incidents,inmate_on_inmate,staff_involved,ed_hospital_rate,ed_hospital_cost,total_labor_cost,specialty_care_referrals,prescriptions_per_patient,actual_expenditure_monthly,institution_budget,vacancy_all,vacancy_medical,vacancy_dental,vacancy_mh,crowding_pct,ac_type,security_level,post_ac
RJD,2020,11,1,0,2,,,,,,,,28.9,534.0,1865.0,101.0,6.4,,,12.0,10.0,6.0,16.0,120.5,mixed_ventilation_only,MAXIMUM,0
RJD,2020,12,0,0,0,,,,,,,,25.1,544.0,1996.0,84.0,6.5,,,12.0,10.0,9.0,16.0,119.0,mixed_ventilation_only,MAXIMUM,0
RJD,2021,1,0,0,0,,,,,25.0,11.0,14.0,28.4,436.0,1965.0,74.0,6.6,,,12.0,9.0,12.0,18.0,117.4,mixed_ventilation_only,MAXIMUM,0
RJD,2021,2,0,0,0,,,,,18.0,8.0,10.0,27.7,438.0,1946.0,240.0,8.1,,,13.0,10.0,15.0,19.0,117.0,mixed_ventilation_only,MAXIMUM,0
RJD,2021,3,0,0,0,,,,,26.0,19.0,7.0,23.9,423.0,1964.0,240.0,8.1,,,13.0,11.0,12.0,20.0,115.7,mixed_ventilation_only,MAXIMUM,0
RJD,2021,4,0,0,0,,,,,17.0,15.0,2.0,33.3,530.0,1980.0,240.0,8.1,,,12.0,9.0,12.0,19.0,113.7,mixed_ventilation_only,MAXIMUM,0
RJD,2021,5,0,0,0,,,,,22.0,16.0,6.0,29.9,550.0,2015.0,240.0,8.1,,,14.0,12.0,15.0,20.0,112.5,mixed_ventilation_only,MAXIMUM,0
RJD,2021,6,1,0,1,,,,,11.0,6.0,5.0,25.6,526.0,2030.0,240.0,8.1,,,13.0,13.0,7.0,14.0,111.3,mixed_ventilation_only,MAXIMUM,0
RJD,2021,7,0,0,0,447.9,0.0,,21.0,25.0,18.0,7.0,24.8,490.0,2044.0,240.0,8.1,19728067.74,247561107.0,12.0,12.0,7.0,15.0,110.3,mixed_ventilation_only,MAXIMUM,0
RJD,2021,8,0,0,1,207.75,0.0,,16.0,20.0,16.0,4.0,31.2,471.0,2050.0,240.0,8.1,22198540.570000004,247516647.0,11.0,11.0,3.0,13.0,109.9,mixed_ventilation_only,MAXIMUM,0
RJD,2021,9,2,0,3,309.35,0.0,,19.0,16.0,13.0,3.0,26.9,451.0,2057.0,240.0,8.1,22030035.559999995,247624681.0,11.0,11.0,3.0,13.0,108.8,mixed_ventilation_only,MAXIMUM,0
RJD,2021,10,2,0,3,333.55,0.0,,30.0,42.0,21.0,21.0,27.8,458.0,2064.0,240.0,8.1,21843084.410000004,247654271.0,10.0,10.0,3.0,13.0,109.1,mixed_ventilation_only,MAXIMUM,0
RJD,2021,11,0,0,1,437.0,0.0,1.0,19.0,26.0,11.0,15.0,27.5,306.0,2436.0,240.0,8.1,22349585.150000006,259248839.0,12.0,11.0,3.0,16.0,111.2,mixed_ventilation_only,MAXIMUM,0
RJD,2021,12,0,0,0,281.35,1.0,,20.0,31.0,20.0,11.0,36.3,289.0,2421.0,240.0,8.1,27100187.28999999,259332475.0,13.0,11.0,0.0,19.0,112.7,mixed_ventilation_only,MAXIMUM,0
RJD,2022,1,0,0,0,342.15,30.82,1.0,19.0,18.0,11.0,7.0,36.9,294.0,2380.0,240.0,8.1,21913018.150000006,260708356.0,14.0,10.0,0.0,25.0,112.1,mixed_ventilation_only,MAXIMUM,0
RJD,2022,2,0,0,0,276.25,28.03,2.0,35.0,31.0,20.0,11.0,40.1,298.0,2378.0,240.0,8.1,23145322.72999999,262095929.0,15.0,11.0,0.0,27.0,111.3,mixed_ventilation_only,MAXIMUM,0
RJD,2022,3,0,0,0,455.65,0.0,1.0,36.0,31.0,20.0,11.0,30.3,267.0,2353.0,240.0,8.1,22856774.48000002,261739044.0,16.0,12.0,0.0,27.0,112.6,mixed_ventilation_only,MAXIMUM,0
RJD,2022,4,2,0,2,416.2,0.0,,43.0,23.0,12.0,11.0,37.7,274.0,2329.0,240.0,8.1,22134087.78,273898240.0,15.0,12.0,3.0,26.0,111.6,mixed_ventilation_only,MAXIMUM,0
RJD,2022,5,0,0,0,519.0,0.0,,21.0,32.0,23.0,9.0,38.8,273.0,2328.0,240.0,8.1,22030312.00999999,275123414.0,18.0,14.0,18.0,27.0,107.4,mixed_ventilation_only,MAXIMUM,0
RJD,2022,6,0,0,0,438.8,0.0,,39.0,44.0,29.0,15.0,37.8,284.0,2326.0,240.0,8.1,24324882.0,275717918.0,18.0,14.0,21.0,28.0,103.3,mixed_ventilation_only,MAXIMUM,0
RJD,2022,7,0,0,0,525.95,30.8,1.0,29.0,27.0,20.0,7.0,39.2,282.0,2326.0,240.0,8.1,22226561.94,264080748.0,21.0,17.0,19.0,29.0,102.7,mixed_ventilation_only,MAXIMUM,0
RJD,2022,8,1,0,1,329.85,31.0,1.0,55.0,46.0,30.0,16.0,60.1,292.0,2329.0,240.0,8.1,25031256.7,264172817.0,21.0,20.0,9.0,28.0,100.3,mixed_ventilation_only,MAXIMUM,0
RJD,2022,9,3,1,6,458.0,3.12,,31.0,29.0,20.0,9.0,45.5,304.0,2339.0,240.0,8.1,24709208.590000004,264383925.0,21.0,20.0,9.0,25.0,100.8,mixed_ventilation_only,MAXIMUM,0
RJD,2022,10,1,0,1,414.8,1.96,,39.0,43.0,26.0,17.0,45.8,309.0,2349.0,240.0,8.1,25792204.200000003,264438601.0,20.0,18.0,14.0,25.0,101.0,mixed_ventilation_only,MAXIMUM,0
RJD,2022,11,0,0,0,691.05,0.41,,28.0,29.0,18.0,11.0,54.1,508.0,2694.0,240.0,8.1,24807357.309999987,291479932.0,18.0,17.0,14.0,23.0,100.5,mixed_ventilation_only,MAXIMUM,0
RJD,2022,12,0,0,0,301.15,0.0,1.0,41.0,30.0,19.0,11.0,54.4,406.0,2654.0,240.0,8.1,29136339.41000001,291489892.0,18.0,17.0,14.0,23.0,99.4,mixed_ventilation_only,MAXIMUM,0
RJD,2023,1,0,0,0,501.95,5.19,1.0,32.0,34.0,17.0,17.0,62.5,363.0,2658.0,240.0,8.1,24613913.859999985,295598253.0,20.0,19.0,9.0,25.0,97.6,mixed_ventilation_only,MAXIMUM,0
RJD,2023,2,0,0,0,238.25,2.77,,25.0,23.0,13.0,10.0,71.6,368.0,2692.0,240.0,8.1,25056234.900000006,296841757.0,22.0,21.0,12.0,27.0,98.1,mixed_ventilation_only,MAXIMUM,0
RJD,2023,3,0,0,0,307.85,6.23,,46.0,42.0,20.0,22.0,68.9,349.0,2412.0,240.0,8.1,24627095.620000005,296772173.0,21.0,19.0,12.0,27.0,97.0,mixed_ventilation_only,MAXIMUM,0
RJD,2023,4,0,0,0,304.9,3.0,1.0,35.0,34.0,20.0,14.0,48.6,337.0,2693.0,240.0,8.1,24951023.370000005,304062138.0,21.0,20.0,9.0,27.0,97.1,mixed_ventilation_only,MAXIMUM,0
RJD,2023,5,0,0,0,233.45,0.0,2.0,36.0,28.0,12.0,16.0,46.1,319.0,2439.0,240.0,8.1,25523538.03999999,304201184.0,21.0,19.0,9.0,27.0,98.2,mixed_ventilation_only,MAXIMUM,0
RJD,2023,6,0,0,0,278.38,0.0,,39.0,33.0,15.0,18.0,61.9,291.0,2442.0,240.0,8.1,24738305.620000005,304361336.0,22.0,20.0,6.0,29.0,98.8,mixed_ventilation_only,MAXIMUM,0
RJD,2023,7,0,0,0,280.6,0.0,,55.0,45.0,28.0,17.0,86.3,381.0,2450.0,240.0,8.1,23107722.61,290599744.0,20.0,17.0,3.0,30.0,101.2,mixed_ventilation_only,MAXIMUM,0
RJD,2023,8,1,0,2,300.57,0.08,1.0,76.0,64.0,32.0,32.0,76.3,389.0,2464.0,240.0,8.1,25283408.6,290650507.0,21.0,18.0,3.0,31.0,106.8,mixed_ventilation_only,MAXIMUM,0
RJD,2023,9,0,0,0,440.55,1.47,2.0,65.0,57.0,24.0,33.0,60.4,392.0,2464.0,240.0,8.1,24332521.559999995,290709091.0,21.0,18.0,3.0,31.0,109.3,mixed_ventilation_only,MAXIMUM,0
RJD,2023,10,0,0,0,925.94,0.0,,51.0,48.0,16.0,32.0,70.1,393.0,2460.0,240.0,8.1,26395936.939999998,291074035.0,21.0,17.0,9.0,32.0,110.0,mixed_ventilation_only,MAXIMUM,0
RJD,2023,11,0,0,0,1379.13,3.0,1.0,49.0,42.0,18.0,24.0,78.5,383.0,2449.0,240.0,8.1,27269722.840000004,293082283.0,21.0,18.0,9.0,30.0,109.6,mixed_ventilation_only,MAXIMUM,0
RJD,2023,12,0,0,0,927.04,3.42,1.0,55.0,40.0,24.0,16.0,61.1,373.0,2304.0,240.0,8.1,30396034.83999999,293162718.0,20.0,17.0,6.0,30.0,110.2,mixed_ventilation_only,MAXIMUM,0
RJD,2024,1,0,0,0,1263.5,0.0,2.0,63.0,55.0,33.0,22.0,62.8,381.0,2255.0,240.0,8.1,27962894.390000015,297803455.0,25.0,23.0,6.0,33.0,110.3,mixed_ventilation_only,MAXIMUM,0
RJD,2024,2,0,0,0,1721.5,0.0,2.0,67.0,54.0,29.0,25.0,66.9,396.0,2224.0,240.0,8.1,27104035.409999996,299225085.0,26.0,25.0,9.0,32.0,110.3,mixed_ventilation_only,MAXIMUM,0
RJD,2024,3,0,0,0,1539.86,0.0,1.0,59.0,44.0,29.0,15.0,58.3,400.0,2206.0,240.0,8.1,29560101.640000015,299252917.0,26.0,25.0,9.0,31.0,112.2,mixed_ventilation_only,MAXIMUM,0
RJD,2024,4,0,0,0,1700.3,0.85,1.0,57.0,45.0,28.0,17.0,49.8,437.0,2212.0,240.0,8.1,27230462.569999963,327750636.0,26.0,25.0,9.0,31.0,112.2,mixed_ventilation_only,MAXIMUM,0
RJD,2024,5,0,0,0,1308.5,0.42,,60.0,54.0,34.0,20.0,45.8,448.0,2222.0,215.0,8.1,26470276.810000002,328140080.0,25.0,24.0,9.0,31.0,112.7,mixed_ventilation_only,MAXIMUM,0
RJD,2024,6,0,0,0,1911.5,0.0,,67.0,59.0,31.0,28.0,39.8,455.0,2228.0,169.0,8.1,27556998.360000014,328173919.0,23.0,20.0,6.0,34.0,111.8,mixed_ventilation_only,MAXIMUM,0
