facilityid,name,cdcr_code,tract_geoid,loca2_days_over_avg_plus10_historic,loca2_days_over_avg_plus10_midcentury,loca2_nights_over_p95_historic,loca2_nights_over_p95_midcentury,loca2_days_over_90_historic,loca2_days_over_90_midcentury,loca2_avg_summer_tmax_f,loca2_p95_tmin_f,AQI_norm,heat_hazard_historic_idx,heat_hazard_midcentury_idx
10000876,Las Colinas Detention And Reentry Facility,,6073016615,11.204,30.873,13.623,42.673,53.641,92.645,87.146,68.395,51.541741875949754,26.15804090823358,76.75019971204947
10005360,Facility 8 Detention Facility,,6073021302,13.601,31.518,13.251,33.669,19.185,41.537,81.449,67.216,31.91847474468305,27.29792251043251,65.81554562958145
10005307,San Francisco General Hospital Ward 7D / 7L,,6075022802,15.313,24.414,12.213,31.754,0.232,0.692,64.955,60.274,41.4506036157627,29.138964430458987,57.33778442964422
10005356,Girls Rehabilitation Facility,,6073008702,13.917,30.391,12.965,36.458,10.051,22.962,78.61,69.565,58.04715437078162,29.38092173154314,71.69582295568469
10001525,San Francisco County Jail #2,,6075018000,15.313,24.414,12.213,31.754,0.232,0.692,64.955,60.274,45.61612011562507,29.462827929284625,57.97506224109876
10000872,San Diego Central Jail,,6073005302,14.205,25.497,12.091,25.913,4.096,8.013,74.905,70.282,64.06790933737766,29.377271241150147,56.6852126681906
10005358,Vista Detention Facility,,6073019701,14.788,28.333,12.637,32.112,10.283,20.865,78.524,67.995,42.31512179158727,28.95311646024748,62.48726727853789
10000875,Kearny Mesa Juvenile Detention Facility,,6073008702,13.917,30.391,12.965,36.458,10.051,22.962,78.61,69.565,58.04715437078162,29.38092173154314,71.69582295568469
10000798,San Joaquin County Jail,,6077003803,9.341,25.631,14.531,46.969,84.189,116.562,92.558,63.423,56.247606919941205,24.997185973398828,75.12564954668719
10000795,San Joaquin County Jail (Honor Farm),,6077003803,9.341,25.631,14.531,46.969,84.189,116.562,92.558,63.423,56.247606919941205,24.997185973398828,75.12564954668719
10001534,San Luis Obispo Juvenile Hall / Service Center,,6079011505,23.021,40.713,12.065,29.318,3.574,7.528,70.728,58.132,6.192622882341113,34.632947549221306,67.65378726709869
10005339,San Luis Obispo County Honor Farm Jail,,6079011505,24.081,44.344,12.123,29.522,3.928,8.8,71.066,59.898,6.192622882341113,35.828334557548544,71.75282321035803
10006709,Maple Street Correctional Center,,6081610302,12.598,26.09,13.42,46.438,16.92,34.348,81.472,60.411,32.16731492099454,26.292297145727428,70.55885934110584
10002333,Elmwood Correctional Complex,,6085504508,11.981,21.95,12.719,38.919,15.424,27.424,81.116,62.546,48.16615545503481,26.05967271487336,61.825516898659004
10006710,Los Prietos Boys Camp,,6083001907,10.036,32.164,14.075,46.055,48.318,88.453,87.253,62.347,6.139460467362845,22.169266999877653,71.80897623482635
10005353,Santa Barbara County Santa Maria Station Jail,,6083002013,18.612,33.563,12.018,29.43,4.013,7.832,72.954,59.737,15.262757666854682,30.613230138170945,61.5971153860979
10005260,Shasta County Jail,,6089010100,8.434,28.531,15.352,44.389,113.013,137.627,97.916,73.492,52.535484134498546,24.390617196401568,75.62873385090242
10005321,Santa Cruz Rountree Medium Security Facility,,6087122300,21.201,25.504,12.029,32.137,4.224,6.487,71.582,58.108,22.63175033436698,34.21146841906737,56.019513007260656
10006232,Santa Clara County Main Jail Complex (South),,6085500200,11.767,22.792,13.06,40.375,19.779,35.995,82.426,62.799,49.04400230185499,26.166630435936572,64.31148118252227
10005317,William F. James Ranch,,6085513500,12.211,29.59,13.511,41.346,55.253,90.683,88.403,63.113,9.206444345801845,24.29112665312011,65.83058586566425
10005246,Charlie's Place Juvenile Day Reporting Center,,6093000702,12.9,36.564,14.419,45.799,50.23,81.006,87.284,56.093,18.928264037855353,26.511334310498864,79.24869696417801
10002328,Stanislaus County Public Safety Center,,6099002506,6.7,22.973,14.56,45.331,88.588,120.866,92.961,65.207,73.56044548906982,22.705657788638973,73.43646881383997
10000787,Solano County Claybank Detention Facility,,6095252317,15.024,31.626,13.858,42.489,47.711,80.204,86.803,57.807,24.07033421499854,28.847631208917125,71.97560648780707
10001528,Santa Cruz Blaine Street Facility,,6087100200,17.105,24.626,12.901,36.604,7.811,11.889,76.243,57.406,23.76061878080259,30.386985345589085,58.96673555880453
10005259,Shasta County Juvenile Hall,,6089010400,9.492,31.105,15.607,48.289,110.098,135.777,97.308,70.938,42.46345222102152,25.249644106287946,80.20663090020948
10002321,Sonoma County Main Adult Detention Facility,,6097152100,15.564,28.053,13.74,49.174,26.917,46.25,82.883,57.962,35.78040544541701,30.32611214838908,75.95634602778105
10005268,Tehama County Juvenile Detention Facility,,6103000500,10.655,31.76,15.363,48.801,108.625,135.34,96.975,68.137,40.84955600515873,26.314536821523532,81.09737167906724
10005247,Siskiyou County Jail,,6093000703,12.637,37.916,15.09,47.708,49.391,80.096,87.15,57.034,18.58844596677869,26.748467907450156,82.27902077998554
10005279,Maxine Singer Youth Guidance Center,,6115040100,7.639,26.429,14.351,44.143,104.936,131.631,96.072,68.35,62.414682746704074,23.07441410768441,74.67948937284173
10002337,Tulare County Adult Pre-Trial Facility,,6107000902,4.43,22.889,14.275,49.534,106.156,136.616,95.123,61.477,71.28544736726559,19.374212801279807,76.93708077245451
10002329,Stanislaus County Juvenile Hall And Commitment Facility,,6099000602,7.381,23.443,14.404,42.367,95.693,124.987,94.444,66.782,74.19158267542142,23.476503303395464,71.30669269872043
10002335,Tulare County Juvenile Detention Facility,,6107000902,4.43,22.889,14.275,49.534,106.156,136.616,95.123,61.477,71.28544736726559,19.374212801279807,76.93708077245451
10005255,Trinity County Juvenile Hall,,6105000102,13.062,33.847,14.383,41.9,61.438,91.769,89.007,53.337,7.923653577222203,25.830557645984197,70.66823125279564
10002334,Tulare County Probation Youth Facility,,6107000902,4.43,22.889,14.275,49.534,106.156,136.616,95.123,61.477,71.28544736726559,19.374212801279807,76.93708077245451
10005257,Trinity County Sheriffs Department,,6105000102,13.324,33.095,14.495,44.096,61.67,91.039,88.914,53.468,7.923653577222203,26.20630559650852,71.62039001666459
10005278,Yuba - Sutter County Juvenile Hall,,6115040100,7.639,26.429,14.351,44.143,104.936,131.631,96.072,68.35,62.414682746704074,23.07441410768441,74.67948937284173
10001523,Tuolumne County Jail,,6109001100,8.118,30.698,14.414,44.879,68.304,103.796,90.023,67.505,23.17528791626781,21.384729928589056,72.7532573171319
10000882,Ventura County Todd Road Facility,,6111000500,14.846,30.158,12.857,33.181,12.323,25.484,79.245,63.223,31.85829123599295,28.4046717380005,63.798055730618785
10002336,Tulare County Jail / Sheriff,,6107001006,4.536,20.229,14.651,47.26,106.584,134.692,96.071,69.397,75.70664632169411,20.087847901326395,72.10598100779016
10000899,Hawthorne City Jail,,6037602106,15.202,28.243,12.765,32.669,3.602,7.589,74.122,68.842,58.422539059488265,30.830844204645587,65.5698816938349
10000896,Downey City Jail,,6037550901,11.476,29.488,13.554,42.891,42.813,78.175,85.812,69.83,71.23025449875784,27.781455534240035,79.09624875909512
10000906,Montebello City Jail,,6037530006,11.12,29.876,13.769,44.952,55.206,94.784,87.166,69.902,67.32330059170535,27.26146845491968,80.78044628686584
10000846,Taft Modified Community Correctional Facility,,6029003304,4.754,20.671,13.791,41.647,98.466,127.813,94.684,73.604,40.27705871463084,17.848438652159043,61.43074435993094
10005365,Vernon City Jail (Holding Facility),,6037980016,11.691,30.276,13.673,43.794,23.454,51.055,82.823,69.781,87.18534874261996,29.28398271926142,84.1709579438065
10005304,Fremont Detention Facility,,6001441928,15.371,28.844,12.952,40.488,19.143,35.147,81.128,62.327,34.57537962215253,29.315187895385442,69.08383961287394
10000845,Shafter Modified Community Correctional Facility,,6029004001,5.033,20.431,13.89,42.622,115.385,143.867,96.707,67.354,59.88061518833456,19.22716856300691,65.25900079687568
10000843,Delano Modified Community Correctional Facility,,6029004606,4.639,19.98,14.218,45.854,113.675,140.71,96.698,67.842,60.02849749919741,19.044636441315742,67.72228990810464
10006482,Anaheim Detention Facility,,6059087200,13.783,31.899,13.393,40.519,32.925,62.249,84.036,69.651,67.07370775124573,30.292345751244042,79.12028772269298
10006903,Ontario City Jail,,6071001809,12.043,36.726,14.756,49.123,85.77,125.787,90.851,66.588,85.58258020203043,30.715443170915186,97.75199194959264
10006902,Huntington Beach City Jail,,6059099309,18.388,25.102,11.862,22.912,2.119,3.196,70.583,68.861,54.43421568432901,33.63296252786262,52.07154370405582
10006904,Hayward Detention Facility,,6001436800,17.472,29.066,12.353,44.138,7.35,13.114,75.726,61.218,41.42776136115855,31.843985651933277,73.86933900354691
10006905,Pasadena Jail,,6037461902,11.704,34.095,14.307,47.651,65.456,106.854,88.227,68.81,88.17867246899569,30.002313123509538,93.35112897048623
10006494,Fullerton City Jail,,6059011300,13.566,32.008,13.53,41.39,39.776,72.728,85.118,69.753,78.50183726369183,31.00501491541981,82.36964780864912
10006493,El Monte Jail,,6037433200,9.927,30.251,14.18,47.969,90.559,131.284,91.282,70.189,87.93839743029677,27.469121165170385,88.44532677308435
10006906,Berkeley Jail Facility,,6001423000,18.715,27.358,12.618,34.473,3.128,5.59,71.331,60.5,37.32942945015426,33.198641249216756,62.572833682636954
10006499,West Covina Jail,,6037406702,9.649,30.618,14.341,47.278,94.362,134.689,91.858,70.313,77.6854543231333,26.592246385569972,86.10293400817042
10005271,Butte County Jail,,6007002500,7.308,27.254,14.454,51.066,83.886,115.532,92.565,65.758,30.290887015215066,20.905733469463687,75.52543822643068
10006490,Costa Mesa Jail,,6059063906,15.526,27.767,12.645,31.464,8.585,16.477,77.489,69.798,60.61128148494333,31.298794866661737,64.21559481335588
10005298,Calaveras County Jail,,6009000302,8.327,28.404,14.043,43.679,73.175,106.599,90.822,61.608,18.09519240917551,21.006287979691987,68.14633491120222
10006907,South Gate Jail,,6037535702,11.759,28.933,13.559,42.336,28.598,57.894,83.776,69.511,64.68604110433536,27.696327221946476,76.58950689859833
10006698,Camp Wilmont Sweeney,,6001430500,18.334,31.217,12.45,42.985,9.482,17.212,76.607,61.091,29.800691964421027,31.938481082936576,73.0812437272552
10002324,Marsh Creek Detention Facility,,6013355112,16.733,38.742,14.067,41.978,45.589,77.133,86.069,69.014,9.304872303897813,29.694324067377327,76.37131625072202
10006908,Santa Monica Jail,,6037701902,14.589,23.745,11.858,25.066,0.503,1.419,69.809,67.947,68.37192812747351,29.96660702402379,54.24832623242083
10005286,Colusa County Jail,,6011000200,7.433,24.903,14.434,41.965,91.38,123.542,93.06,62.705,26.045769152955177,20.788079295502477,64.21578594202016
10006500,Whittier Jail,,6037501804,11.382,30.589,13.744,41.977,55.575,93.422,87.319,69.669,71.0316326500482,27.828081983591407,79.60498145083233
10005312,Fresno County Jail North Annex,,6019000100,5.763,23.09,14.738,47.887,117.331,143.179,98.447,71.928,86.06076004110311,22.32523991773982,78.38296319715455
10006440,South Lake Juvenile Treatment Center,,6017030201,3.909,21.039,15.176,46.922,1.107,10.497,77.746,50.891,39.43910260058654,18.023251263492185,66.37873570767456
10006486,Buena Park City Jail,,6059110500,14.248,32.626,13.493,41.778,30.898,58.664,83.61,70.774,75.76116919130261,31.653518488183767,83.0037161450924
10005311,Fresno County Main Detention Facility,,6019000100,5.763,23.09,14.738,47.887,117.331,143.179,98.447,71.928,86.06076004110311,22.32523991773982,78.38296319715455
10002312,Glenn County Jail,,6021010402,7.875,28.518,14.494,46.967,97.39,129.558,93.76,64.163,41.48482718916171,22.263139029142263,75.7312722420668
10005313,Fresno County Jail South Annex,,6019000100,5.763,23.09,14.738,47.887,117.331,143.179,98.447,71.928,86.06076004110311,22.32523991773982,78.38296319715455
10005254,Humboldt County Correctional Facility,,6023000500,4.621,14.602,12.509,39.639,0.002,0.094,62.522,56.459,39.57260425107366,16.52647407370576,52.320680354436725
10000880,Imperial County Jail,,6025011303,2.477,13.815,13.77,37.155,181.553,207.194,106.488,81.401,64.56181723356674,16.096746176199176,52.491013024345534
10006496,Redondo Beach Jail,,6037621204,15.803,25.092,11.88,24.179,0.788,1.823,69.553,67.665,62.42983173658683,31.077596027497993,54.317828545349165
10002356,Century Regional Detention Center,,6037540501,11.989,28.162,13.4,40.424,19.469,41.732,82.01,69.259,78.946018455405,28.836359846264287,76.45559610694673
10005336,Kern County Lerdo Pre-Trial Facility,,6029003900,4.853,21.654,13.896,43.626,95.849,127.143,93.686,68.771,60.68312693235608,19.045601883027455,67.86547235368666
10005334,Larry J Rhoades Kern Crossroads Facility,,6029003900,4.853,21.654,13.896,43.626,95.849,127.143,93.686,68.771,60.68312693235608,19.045601883027455,67.86547235368666
10002343,Kern County Central Receiving Facility,,6029001600,5.421,20.1,14.08,44.854,129.568,153.527,100.313,75.979,97.08006136159055,21.77251283243148,73.24870645688792
10000889,Inmate Reception Center,,6037206020,11.727,31.008,13.691,44.433,19.709,45.589,82.04,70.472,88.8197604793163,29.464272968962618,86.1221372100863
10005280,Lake County Hill Road Jail,,6033000300,10.266,29.86,14.192,42.583,62.562,92.272,89.489,60.578,7.42908698777514,22.597908431353417,66.77904594394015
10006704,Mariposa County Juvenile Detention Facility,,6043000101,7.75,31.738,15.01,50.313,66.41,104.033,89.816,67.907,24.81537552132477,21.566932202205162,78.87708186842886
10006909,Huntington Park Jail,,6037533108,11.6,29.731,13.715,43.681,30.724,62.297,84.108,69.595,68.30634937143172,27.89249398276356,79.58612673447297
10000912,Barry J Nidorf Juvenile Hall,,6037106510,10.942,31.892,14.191,42.796,67.277,105.129,89.208,69.636,74.85759038058208,27.94934144831843,82.84618050756961
10005262,Lassen County Juvenile Detention Facility,,6035040303,7.402,34.823,15.865,50.3,32.164,68.662,85.248,55.231,23.59674736891798,21.818384728021343,82.1126787491391
10000888,Men's Central Jail,,6037206020,11.727,31.008,13.691,44.433,19.709,45.589,82.04,70.472,88.8197604793163,29.464272968962618,86.1221372100863
10000803,Madera County Juvenile Detention Facility,,6039000517,5.503,24.379,14.819,48.685,103.62,133.14,95.446,66.071,52.75448097603794,20.305760132187647,74.47502562339817
10001524,Marin County Jail,,6041106002,14.914,33.384,14.669,54.951,17.568,37.984,80.86,58.782,9.787575085315478,28.232067853382713,81.13181175304184
10000807,Merced County Jail,,6047001301,5.515,19.701,14.604,47.839,107.621,134.434,96.235,67.502,77.0415379527482,21.39027566106021,72.21125887509834
10005306,Mariposa County Adult Detention Facility,,6043000101,7.762,32.13,15.006,50.607,66.379,104.748,89.659,67.953,24.81537552132477,21.577265105117746,79.5741240308082
10005250,Modoc County Jail,,6049000100,11.715,43.326,15.041,48.374,35.706,73.548,85.029,49.498,23.27931821713331,26.014140501965755,90.09562388323727
10005295,Mono County Jail,,6051000102,4.136,26.661,13.675,32.964,6.584,33.026,80.891,50.199,19.547381228941532,16.06522644218709,57.527205202797205
10005284,Wayne Brown Correctional Facility,,6057000802,8.133,30.027,15.097,53.601,36.366,74.107,85.769,64.361,29.564492625259447,22.371213895130115,80.76131217489842
10000890,Pitchess Detention Center-North,,6037920200,12.665,35.92,14.717,47.598,75.238,116.933,89.845,66.243,44.530683409181314,28.420884782982952,85.83848939682339
10005375,Twin Towers Correctional Facility,,6037206020,11.727,31.008,13.691,44.433,19.709,45.589,82.04,70.472,88.8197604793163,29.464272968962618,86.1221372100863
10002319,Napa County Jail,,6055200202,15.121,28.721,13.542,45.749,38.773,63.364,85.445,59.268,30.03621826617963,29.170267990140225,72.60744188064291
10002311,Mendocino County Jail / Sheriff,,6045011400,15.358,38.342,13.317,41.808,51.561,80.826,87.045,60.839,7.600163955883081,27.445776188229697,75.41903289662206
10005291,Napa County Juvenile Justice Center,,6055200201,15.121,28.721,13.542,45.749,38.773,63.364,85.445,59.268,29.437871108364806,29.122234392201797,72.48788190019256
10005274,Mendocino County Juvenile Hall,,6045011400,15.483,38.647,13.543,42.157,67.287,97.094,89.447,60.315,7.600163955883081,27.763937879072852,76.03220979565289
10001530,California Correctional Institution (CCI),CCI,6029006002,6.692,30.148,14.726,48.796,11.199,40.234,81.362,62.795,45.871387949762784,21.29964628631731,80.23000135726089
10000836,California Institution For Men (CIM),CIM,6071012202,12.821,36.912,14.406,46.871,69.626,112.261,88.659,64.35,94.40464835864269,32.07070436531676,97.78769274413919
10000850,Golden State Annex,,6029004703,4.711,20.674,14.084,43.693,110.628,138.849,96.083,67.56,74.39821234192192,19.704915480059665,69.0168301526359
10000851,Central Valley Annex,,6029004703,4.711,20.674,14.084,43.693,110.628,138.849,96.083,67.56,74.39821234192192,19.704915480059665,69.0168301526359
10000817,Correctional Training Facility (CTF),CTF,6053010900,18.034,31.678,12.619,36.067,25.091,42.404,81.823,57.036,12.204984562477916,30.19802581744207,64.39835295989924
10002341,California Institution For Women (CIW),CIW,6071001907,13.494,37.006,14.306,46.617,74.398,115.488,89.123,63.889,75.58603784147648,31.441560946873686,93.36265560196328
10000785,California Medical Facility (CMF),CMF,6095253000,14.456,31.62,14.39,41.335,56.557,91.712,88.299,62.14,40.62387437615521,29.97594960745732,74.28203594261488
10000786,Delta Conservation Camp #8,,6095253501,15.249,33.44,14.337,56.114,51.948,85.602,87.478,58.12,22.167422122296063,29.351868356506493,85.09986325391861
10000857,California Rehabilitation Center (CRC),CRC,6065046601,11.116,33.5,14.379,47.937,87.692,127.125,91.226,68.055,59.583481416329555,27.296343265310334,86.53757120530278
10005282,Konocti Conservation Camp #27,,6033000901,11.478,33.278,14.933,46.379,53.183,87.527,88.336,65.968,10.776585569710633,24.753917869836517,74.27706836319804
10006347,La Cima Conservation Camp #42,,6073020902,6.612,21.224,14.763,45.071,16.134,41.81,82.805,61.894,26.414159294042605,20.146341451985577,62.69790560550543
10002322,"California State Prison, Sacramento (SAC)",SAC,6067988300,7.714,24.935,14.737,42.76,61.856,93.602,89.631,65.374,42.258666363697984,22.331803784394065,67.85694310315495
10000811,Miramonte Conservation Camp #5,,6019006410,5.612,32.366,15.222,51.12,56.385,98.186,88.369,68.21,33.87856013024824,19.790567525951417,82.30970400228126
10002353,California State Prison-Los Angeles County (LAC),LAC,6037901003,7.021,27.765,15.148,50.155,91.275,127.294,93.332,70.297,34.084143030236156,21.389920076854636,76.12146481954301
10002349,Acton Conservation Camp #11,,6037910815,8.447,27.64,14.672,45.61,42.125,75.585,86.451,67.759,31.11793950678469,22.466163789104503,71.44623740767994
10000790,San Quentin State Prison (SQ),SQ,6041122000,13.134,28.031,14.535,50.111,21.696,41.899,82.422,59.74,31.085921282338564,27.79844899504966,75.77182465862568
10000847,Wasco State Prison (WSP),WSP,6029004302,4.547,19.416,14.199,42.032,119.799,146.872,97.412,67.553,56.9272052060359,18.762350441115487,62.960148823844875
10002340,Desert View Annex,,6071009133,3.862,19.862,13.967,44.455,92.845,124.9,93.531,67.784,33.69799350922625,16.641747298657837,61.837211919149496
10000879,Puerta La Cruz Conservation Camp #14,,6073020903,5.463,23.189,14.17,42.107,65.805,105.047,89.363,65.659,23.315223319968823,18.16479560121957,61.89624746359368
10000808,John Latorraca Correctional Facility,,6047000901,5.848,21.006,14.305,48.711,101.697,131.743,94.732,60.608,48.88996903017671,20.059073823623226,69.63764278342404
10000841,North Kern State Prison (NKSP),NKSP,6029004601,4.56,20.532,14.275,46.537,115.261,141.668,96.931,67.187,58.88274154861368,18.94309928448072,68.84933055272015
10005299,Vallecito Conservation Camp #1,,6009000122,8.608,32.413,14.503,43.48,70.812,108.092,90.292,67.311,22.238179902507092,21.95948451394732,73.33280037459792
10006532,Department Of State Hospitals - Atascadero,,6079013100,16.701,40.788,15.873,66.289,58.148,94.336,87.74,57.732,15.236622400781098,31.66076187451501,100.0
10001522,Sierra Conservation Center (SCC),SCC,6109985202,7.753,28.299,14.26,45.56,87.126,119.279,92.821,63.784,23.802979386426276,20.87627182054427,70.7212979839244
10000784,Pine Grove Conservation Camp,,6005000402,7.83,28.598,14.897,43.21,54.428,89.348,88.431,65.428,20.246807200222065,21.28767729172072,68.39055604319202
10000856,Norco Conservation Camp #0,,6065046601,11.116,33.5,14.379,47.937,87.692,127.125,91.226,68.055,59.583481416329555,27.296343265310334,86.53757120530278
10006531,Department Of State Hospitals - Coalinga,,6019007903,5.491,22.3,14.198,45.639,107.325,136.008,96.05,68.366,17.850388774590186,17.941092156992312,62.88309601190413
10000902,Francisquito Conservation Camp #4,,6037920050,10.325,32.251,14.682,45.774,58.945,93.12,88.445,67.119,30.063502538595486,24.588253683031354,76.72920492125158
10005253,High Rock Conservation Camp #32,,6023011100,12.994,39.657,12.854,53.371,2.493,11.598,73.662,54.265,7.204012712453041,24.471444431150143,86.06815018846294
10000838,Oak Glen Conservation Camp #35,,6065044104,4.077,19.514,15.032,48.889,1.041,8.217,77.397,59.659,36.408157385079065,17.94914302246661,65.75817891158388
10000844,Kern Valley State Prison (KVSP),KVSP,6029004603,4.698,20.033,14.31,46.68,117.651,144.41,97.313,68.171,54.240175514320654,18.921669516665986,67.54802424828357
10000861,Ironwood State Prison (ISP),ISP,6065981000,2.317,15.75,14.543,41.086,177.612,203.227,108.053,84.617,65.61582130994081,16.66455483694614,58.801159943239554
10000821,Salinas Valley State Prison (SVSP),SVSP,6053010900,17.882,32.797,12.793,37.3,18.327,33.557,80.132,56.156,12.204984562477916,30.172482166010973,66.63965589857496
10005272,Parlin Fork Conservation Camp #6,,6045010300,14.375,32.35,12.957,46.41,2.912,8.917,73.978,53.108,6.051648981067033,25.967382699993063,72.276686403647
10000870,South Bay Detention Facility,,6073013000,14.328,24.221,11.908,26.455,2.264,4.255,72.931,69.958,49.8936025067012,28.31415888185638,53.593405446628815
10006220,Camp Gonzales,,6037800335,16.274,34.75,13.066,37.203,18.08,37.352,80.46,66.179,23.92813386355925,29.592880709067153,71.04589278455789
10005296,Amador County Jail,,6005000401,9.65,29.517,13.988,38.735,73.731,105.628,91.047,64.974,19.034704600169388,22.50475503470115,65.46264643614366
10006226,Camp Rockey,,6037400403,9.1,31.309,14.196,42.937,61.699,101.207,88.448,69.53,58.1973895164179,24.511059860623593,78.86668138161055
10002338,Bob Wiley Detention Facility,,6107000902,4.43,22.889,14.275,49.534,106.156,136.616,95.123,61.477,71.28544736726559,19.374212801279807,76.93708077245451
10006229,Camp Scudder,,6037920049,10.667,31.905,14.463,47.836,92.252,133.01,92.674,69.159,37.603332453175085,25.31135697517866,79.71941549176954
10005289,El Dorado County Jail - South Lake Tahoe,,6017030201,3.909,21.039,15.176,46.922,1.107,10.497,77.746,50.891,39.43910260058654,18.023251263492185,66.37873570767456
10005288,El Dorado County Jail - Placerville,,6017031200,9.871,32.279,14.582,44.642,73.436,105.597,90.839,67.805,28.74086931885139,23.888450665174794,75.51350483334369
10005270,Butte County Juvenile Hall,,6007002500,7.308,27.254,14.454,51.066,83.886,115.532,92.565,65.758,30.290887015215066,20.905733469463687,75.52543822643068
10000900,Camp Afflerbaugh,,6037400205,9.38,33.239,14.372,44.481,43.327,83.425,86.103,68.855,46.525583186110225,24.277908668994925,80.24215207555919
10005320,Inyo County Jail,,6027000500,3.143,23.829,14.563,43.075,107.006,139.274,96.697,69.27,22.880085402232663,15.835502777835053,63.36349104957824
10006705,Carl F. Bryan II Juvenile Hall,,6057000802,8.349,30.366,14.955,54.007,44.873,82.689,86.892,65.195,29.564492625259447,22.499628310417926,81.50227171162416
10006703,Camp Erwin Owen,,6029005207,3.861,23.945,15.098,44.242,70.011,109.684,90.376,64.574,28.464354616830395,17.37049194513235,65.48878059356417
10000834,Central Detention Center,,6071006501,8.633,32.447,15.118,52.098,120.907,157.237,96.373,70.341,83.42662562831669,26.37746425731644,94.48696190997669
10000827,Kings County Jail,,6031001001,4.586,21.337,14.34,46.727,103.644,133.625,95.091,64.865,75.27279054296586,19.831389768517703,72.95991383132525
10006702,Fresno County Juvenile Justice Campus,,6019001700,5.247,24.044,14.665,49.131,101.651,133.372,94.81,63.251,66.7248181265918,20.567965405823994,77.16378956893055
10005331,West Valley Detention Center,,6071002207,9.889,34.667,14.863,50.983,99.769,139.286,93.096,69.391,89.40782224979236,28.196126119679583,97.72464119312782
10000828,High Desert Detention Center,,6071009133,3.602,18.715,14.139,44.612,91.361,123.122,93.359,68.078,33.69799350922625,16.486345571644616,60.629576878561494
10005325,Kings County Juvenile Detention Center,,6031001001,4.586,21.337,14.34,46.727,103.644,133.625,95.091,64.865,75.27279054296586,19.831389768517703,72.95991383132525
10002331,Santa Rita Jail,,6001450102,17.514,35.493,13.864,50.159,46.947,74.754,86.165,62.396,25.602870104574666,31.8293908410606,83.2222337233542
20000100,Trinity County Correctional Facility,,6105000102,11.702,32.166,13.968,41.326,46.173,76.344,86.731,56.875,7.923653577222203,24.01431111942695,68.37405467549861
10000775,Lassen County Adult Detention Facility,,6035040303,7.402,34.823,15.865,50.3,32.164,68.662,85.248,55.231,23.59674736891798,21.818384728021343,82.1126787491391
10006699,John A. Davis Juvenile Hall,,6013321101,13.069,28.825,14.207,48.952,41.913,71.634,86.325,63.022,31.974820102405793,27.507239946955103,75.88177925862772
10000809,Iris Garrett Juvenile Justice Complex,,6047000901,5.848,21.006,14.305,48.711,101.697,131.743,94.732,60.608,48.88996903017671,20.059073823623226,69.63764278342404
10002325,West County Detention Facility,,6013980000,18.246,25.017,12.129,36.28,7.101,10.24,75.339,59.159,38.93277314154762,32.354643150364524,61.651646412219726
10000778,Sacramento County Main Jail,,6067000700,9.731,26.722,14.602,43.41,85.225,115.997,92.779,66.075,59.85599177193364,25.78419462548187,73.88317025011321
10005349,James A Musick Facility,,6059052438,12.893,31.435,13.417,36.785,31.817,61.966,84.064,68.814,67.04156683662539,29.17516273482355,74.9872248578938
10005308,Madera Adult Correctional Facility,,6039000517,5.503,24.379,14.819,48.685,103.62,133.14,95.446,66.071,52.75448097603794,20.305760132187647,74.47502562339817
10000791,Marin County Juvenile Hall,,6041107000,18.394,38.777,14.21,50.316,19.303,40.141,80.259,60.16,4.461188016370567,31.17975931948127,81.98680672434728
10005335,Mojave Jail,,6029005900,4.415,23.372,14.62,45.378,98.566,129.736,94.816,73.065,42.44734913232218,18.28181292939158,68.34151937880198
10005337,Kern County Lerdo Maximum-Medium Facility,,6029003900,4.853,21.654,13.896,43.626,95.849,127.143,93.686,68.771,60.68312693235608,19.045601883027455,67.86547235368666
10005338,Kern County Lerdo Minimum Facility,,6029003900,4.853,21.654,13.896,43.626,95.849,127.143,93.686,68.771,60.68312693235608,19.045601883027455,67.86547235368666
10002326,Martinez Detention Facility,,6013316000,14.18,28.381,13.757,40.331,29.904,53.874,84.186,61.538,42.033973205255364,29.19664474378206,69.79029805047011
10002313,Yuba County Jail,,6115040100,7.566,26.481,14.551,45.2,97.688,126.559,94.408,66.449,62.414682746704074,23.169278781625906,75.73391939314733
10006439,Placer County Juvenile Detention Center,,6061021501,9.492,30.685,14.308,43.781,76.962,109.89,91.495,69.013,28.290627662268918,23.187041206172125,72.84361696586042
10006707,Sacramento County Youth Detention Facility,,6067009103,9.746,27.858,14.457,49.529,72.646,106.066,90.753,60.43,61.28815582867981,25.76175709660959,81.29082991793369
10001526,San Francisco County Jail #2 Annex,,6075018000,15.313,24.414,12.213,31.754,0.232,0.692,64.955,60.274,45.61612011562507,29.462827929284625,57.97506224109876
10000805,San Francisco County Jail #3,,6081614000,23.425,34.846,11.671,34.784,1.783,3.64,67.265,58.656,7.517343980848204,34.890212041005135,65.93796090046955
10000854,San Luis Obispo County Jail,,6079011505,23.021,40.713,12.065,29.318,3.574,7.528,70.728,58.132,6.192622882341113,34.632947549221306,67.65378726709869
10000797,San Joaquin County Juvenile Hall,,6077003803,9.341,25.631,14.531,46.969,84.189,116.562,92.558,63.423,56.247606919941205,24.997185973398828,75.12564954668719
10000820,Monterey County Youth Center,,6053000502,21.619,31.85,11.697,33.3,6.155,9.24,72.614,59.42,21.870398419015995,34.333505025551105,64.07159312754635
